Date_Ticker,Close_ZEEL.NS,High_ZEEL.NS,Low_ZEEL.NS,Open_ZEEL.NS,Volume_ZEEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,254.0288848876953,264.1707224972801,253.0629955915444,262.673605878887,14873579.0,,,0.8293453798276355,,0.034030464665518,0.0399239543726235,-0.0038022813688212,Media Entertainment & Publication,13.0
2020-01-13,256.0572509765625,258.0856243357477,251.37268212898263,256.34700596647417,12464909.0,,,0.8671364525534107,0.007984785233238,0.001131602361607,0.0079215618829355,-0.0182950056275057,Media Entertainment & Publication,13.0
2020-01-14,260.3554382324219,262.4321237226234,254.8498871365926,256.1055313839043,12052587.0,,,0.947217217099173,0.0167860399948322,-0.0163234802290691,0.0079763476588017,-0.02114628806376,Media Entertainment & Publication,13.0
2020-01-15,263.4945678710937,264.84683636266107,256.20211603839755,260.7900898411587,9489809.0,,,1.0057032453964312,0.0120570926422114,-0.0102638853308661,0.005132054533393,-0.0276759095704158,Media Entertainment & Publication,13.0
2020-01-16,270.15924072265625,270.93194034833897,262.4804092323035,263.6877708203085,11664707.0,,,1.1298746845706886,0.0252933975277356,-0.0239542792800165,0.0028601635969061,-0.0284233530928368,Media Entertainment & Publication,13.0
2020-01-17,272.09100341796875,274.7471987568937,267.93766211114456,270.11091284299226,14955571.0,,,1.1658659116515286,0.0071504594480839,-0.0072773099812301,0.0097621579014306,-0.0152645300824006,Media Entertainment & Publication,13.0
2020-01-20,261.5145568847656,274.55406387624976,259.34130571951823,271.4149233042258,9849474.0,,,0.96881309051125,-0.0388709894863971,0.0378578024007385,0.0498614958448753,-0.0083102493074793,Media Entertainment & Publication,13.0
2020-01-21,274.4091491699219,276.9204671825036,258.0373141532887,259.8242152089681,21251797.0,,,1.209055952730323,0.0493073595548952,-0.0531503195322484,0.009151728432446,-0.0596621324987063,Media Entertainment & Publication,13.0
2020-01-22,290.1048583984375,293.63034846328475,262.7218907303074,268.51722655524065,52316203.0,,,1.5014872313801872,0.0571981993894686,-0.0744132034271133,0.0121524681948113,-0.0943898968783267,Media Entertainment & Publication,13.0
2020-01-23,269.724609375,286.86914587063563,268.1308977932618,285.03396194388847,32391499.0,,,1.1217769427683928,-0.0702513192503889,0.0567591982220789,0.0635631154879141,-0.0059086621181179,Media Entertainment & Publication,13.0
2020-01-24,271.2217102050781,275.95459147075866,269.57971604135065,271.4148998603886,13636858.0,,,1.1496698594651509,0.0055504791852221,0.0007122942155493,0.0174502301534116,-0.0060540661088152,Media Entertainment & Publication,13.0
2020-01-27,269.434814453125,272.28417001632897,265.81272981435706,271.22168596030366,8305172.0,,,1.1163776901244804,-0.0065883212321093,0.006631925094036,0.0105753058267075,-0.0134432688148327,Media Entertainment & Publication,13.0
2020-01-28,263.204833984375,272.0427151751354,262.48041701010607,269.38651960281607,6919138.0,,,1.0003051299160917,-0.0231224033961426,0.0234862161338877,0.0335779592531535,-0.0027522935779816,Media Entertainment & Publication,13.0
2020-01-29,264.8951110839844,267.6479011783538,262.3355106187843,265.6195279784711,6924475.0,,,1.0317971693209331,0.0064219075083921,0.0027347310847767,0.0103920003774498,-0.0096626942442457,Media Entertainment & Publication,13.0
2020-01-30,258.71343994140625,265.1848801912637,256.97482161597253,264.122425603977,7915600.0,,,0.9166246740804588,-0.0233362975907027,0.0209072465032962,0.0250139314421511,-0.0067202474128421,Media Entertainment & Publication,13.0
2020-01-31,259.96905517578125,263.5911394374072,258.08558904569406,260.7900668370692,7257076.0,,,0.9400184031012184,0.0048533050105915,0.0031581130328486,0.0139327515699005,-0.0072449627853348,Media Entertainment & Publication,13.0
2020-02-03,247.84718322753903,252.24196744960983,242.2450227252147,249.0062326218544,10334388.0,,,0.7141723160053745,-0.046628134029436,0.0046764678913102,0.017731830415987,-0.022603284932963,Media Entertainment & Publication,13.0
2020-02-04,236.159912109375,258.85830856978527,230.5094543292296,251.03460006470692,22976013.0,,,0.4964234021300398,-0.0471551500645235,0.0629856601083205,0.0961145194274029,-0.0239264053313522,Media Entertainment & Publication,13.0
2020-02-05,218.91879272460935,242.1484321461689,212.592229924645,241.47231261849717,52508897.0,,,0.1751991418155036,-0.0730061221261828,0.1030223107536461,0.1061107597591286,-0.0288991306832342,Media Entertainment & Publication,13.0
2020-02-06,227.75669860839844,232.87591481730507,222.25113257698223,223.1204270467792,37223678.0,259.50305557250977,,0.339860711455706,0.0403707044689707,-0.0203562467753837,0.0224766877996793,-0.0241730147348261,Media Entertainment & Publication,13.0
2020-02-07,241.23081970214844,242.92112574610744,228.43278822645888,228.9157328104472,27637790.0,258.86315231323243,,0.5909009417990313,0.0591601528125291,-0.051051051051051,0.0070070070070069,-0.053053053053053,Media Entertainment & Publication,13.0
2020-02-10,222.5891876220703,241.23085417570056,220.3193565959303,240.506437196194,20345685.0,257.1897491455078,,0.2435833261417793,-0.0772771576330721,0.0804946986218622,0.0837492007261448,-0.0101974001989437,Media Entertainment & Publication,13.0
2020-02-11,223.41018676757807,229.35039976759955,219.98127697789164,225.05219554708563,21054895.0,255.3424865722656,,0.2588795976511364,0.0036884053276737,0.0073497489226654,0.0265888189163068,-0.0153480458491971,Media Entertainment & Publication,13.0
