Date_Ticker,Close_ITC.NS,High_ITC.NS,Low_ITC.NS,Open_ITC.NS,Volume_ITC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,192.92271423339844,193.53066396312556,191.94999713958887,192.5984793250516,9973746.0,,,-0.8519224549706428,,-0.0016806466238838,0.0031512605042016,-0.0050420039842108,Fast Moving Consumer Goods,8.0
2020-01-13,193.9359588623047,194.9492083861412,193.1253592432355,193.3280091480028,12243639.0,,,-0.8435999471116546,0.0052520753345841,-0.0031347962382445,0.0052246603970742,-0.0041797283176593,Fast Moving Consumer Goods,8.0
2020-01-14,197.17837524414065,197.624207548868,193.16590923913407,194.74657616610395,11843444.0,,,-0.8169676462337607,0.0167190055978121,-0.0123329907502569,0.0022610608499809,-0.0203494221921569,Fast Moving Consumer Goods,8.0
2020-01-15,196.4893493652344,196.9757141006448,195.43557971979348,196.6109467334715,5476729.0,,,-0.8226271120020949,-0.0034944292347125,0.0006188496660504,0.0024752727665986,-0.0053629860796279,Fast Moving Consumer Goods,8.0
2020-01-16,195.15188598632807,197.70527020125792,194.62500110666653,196.57043552101587,9369668.0,,,-0.8336126619517369,-0.0068067983492589,0.0072689511941848,0.0130840867974428,-0.0026998708057502,Fast Moving Consumer Goods,8.0
2020-01-17,194.50338745117188,196.2461841549448,194.0575551609616,195.1518696579532,7392403.0,,,-0.8389392474587394,-0.0033230451854392,0.0033340406831943,0.008960238310556,-0.0022921569441672,Fast Moving Consumer Goods,8.0
2020-01-20,196.0840606689453,197.17837520133213,194.5844586590768,194.5844586590768,8020816.0,,,-0.825956039946836,0.0081267130536235,-0.0076477506879071,0.0055808438924283,-0.0076477506879071,Fast Moving Consumer Goods,8.0
2020-01-21,193.2874755859375,195.71927442921316,192.92270823319987,195.71927442921316,9571070.0,,,-0.8489264072872335,-0.0142621744647025,0.0125812540926606,0.0125812540926606,-0.0018871753155855,Fast Moving Consumer Goods,8.0
2020-01-22,192.96324157714844,194.2196734590528,192.1931744136485,194.2196734590528,7654918.0,,,-0.8515895747093111,-0.001677470347244,0.0065112498714012,0.0065112498714012,-0.0039907453730871,Fast Moving Consumer Goods,8.0
