Date_Ticker,Close_PIIND.NS,High_PIIND.NS,Low_PIIND.NS,Open_PIIND.NS,Volume_PIIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1410.461669921875,1432.0980975243303,1400.900148313024,1424.3602475803266,163623.0,,,-1.899729536396897,,0.0098539208507675,0.0153399614210387,-0.0067790013814273,Chemicals,2.0
2020-01-13,1438.2589111328125,1443.088946014736,1404.6953367360838,1419.185321055134,36469.0,,,-1.8656958694980597,0.0197079025993504,-0.0132615831058231,0.0033582513165999,-0.0233362533942467,Chemicals,2.0
2020-01-14,1449.98876953125,1463.0001773882043,1434.069426208309,1444.074471355052,142860.0,,,-1.851334368999734,0.0081555958441437,-0.0040788579197824,0.0089734542296906,-0.0109789424976631,Chemicals,2.0
2020-01-15,1435.942626953125,1458.3676791331034,1415.5383418914853,1458.3676791331034,168579.0,,,-1.868531821584683,-0.0096870699092833,0.0156169555517418,0.0156169555517418,-0.0142096798845889,Chemicals,2.0
2020-01-16,1445.0107421875,1453.9315227117656,1423.3743178276538,1439.1457784130018,112844.0,,,-1.857429237305004,0.0063150957873688,-0.0040587682868153,0.0061735046417448,-0.0149731927439461,Chemicals,2.0
2020-01-17,1417.410888671875,1452.699584904046,1409.7715863594026,1445.0109486395177,346969.0,,,-1.8912212317651556,-0.0191001026565681,0.0194721658964425,0.0248965889243568,-0.0053896173463366,Chemicals,2.0
2020-01-20,1408.046630859375,1433.2317345735237,1399.717374892987,1425.8881950683278,250374.0,,,-1.9026863994315084,-0.0066065936753698,0.0126711458398671,0.0178865551482318,-0.0059154688373526,Chemicals,2.0
2020-01-21,1422.83251953125,1432.2461608041851,1397.6475336346878,1401.6889474628708,245541.0,,,-1.884583235666326,0.0105009936090331,-0.0148601973725936,0.0066161274385523,-0.0177005976113473,Chemicals,2.0
2020-01-22,1423.8675537109375,1433.872600739361,1415.1931999570857,1428.5003733562532,27934.0,,,-1.8833159873004508,0.0007274462492806,0.003253687207944,0.0070266697224385,-0.0060921071845793,Chemicals,2.0
2020-01-23,1455.7552490234375,1464.7745781967878,1424.360205581668,1430.8659097909551,147411.0,,,-1.8442741560553333,0.0223951274325993,-0.0170972004045177,0.0061956356876615,-0.021566155068189,Chemicals,2.0
2020-01-24,1477.4903564453125,1482.1231754586577,1450.0873920159004,1450.0873920159004,171938.0,,,-1.8176626876584088,0.0149304681789439,-0.0185469666924532,0.0031356001703397,-0.0185469666924532,Chemicals,2.0
2020-01-27,1514.257568359375,1526.7762395200075,1463.7889340500851,1476.6032479508604,165444.0,,,-1.7726466001414292,0.0248849082186367,-0.0248665228395135,0.008267200654771,-0.0333289628949783,Chemicals,2.0
2020-01-28,1549.743408203125,1556.4463284258302,1523.671255328833,1523.671255328833,206631.0,,,-1.729199365802488,0.0234344807549465,-0.0168235288088896,0.0043251806636022,-0.0168235288088896,Chemicals,2.0
2020-01-29,1516.62353515625,1565.2194116176497,1500.309997638838,1559.4036596182025,120181.0,,,-1.7697498189375855,-0.0213711978844784,0.028207477643781,0.0320421484534019,-0.010756484479671,Chemicals,2.0
2020-01-30,1503.9075927734375,1525.494807856544,1482.3204980170506,1517.7569575159775,114098.0,,,-1.7853186354283086,-0.0083843762727198,0.0092089200221403,0.0143540834469066,-0.014354003437523,Chemicals,2.0
2020-01-31,1534.612548828125,1572.217653444506,1506.1746548358656,1517.8553700766788,309452.0,,,-1.747724895870532,0.0204167837187807,-0.0109194850284799,0.0245046247309117,-0.0185309927342738,Chemicals,2.0
2020-02-03,1526.9732666015625,1542.6461815852467,1450.629578780951,1458.8602867387635,89584.0,,,-1.7570780825652872,-0.0049779875919795,-0.0446065306790809,0.0102640401940801,-0.0499967415870497,Chemicals,2.0
2020-02-04,1526.7269287109375,1554.6719665374542,1514.0604961515755,1527.860526715457,84131.0,,,-1.7573796873774508,-0.0001613242982133,0.0007425021352551,0.0183038874215126,-0.0082964624001599,Chemicals,2.0
2020-02-05,1510.7584228515625,1530.7683956725657,1493.3605025029333,1517.954081129636,209409.0,,,-1.776930793372684,-0.0104593071354663,0.0047629443392356,0.0132449851136584,-0.0115160174422794,Chemicals,2.0
2020-02-06,1523.621826171875,1527.909788871244,1504.203260778745,1510.7582990539029,104977.0,1474.61455078125,,-1.761181432475076,0.008514533578461,-0.0084427296176846,0.0028143221800271,-0.012745003425108,Chemicals,2.0
2020-02-07,1575.6676025390625,1591.9319224902006,1529.8317917676727,1533.084703888582,230550.0,1482.8748474121094,,-1.697458971568586,0.0341592483601743,-0.0270253057065218,0.0103221770409758,-0.0290897716609321,Chemicals,2.0
2020-02-10,1544.125,1605.7322853495054,1538.2107006064475,1585.4757617958962,157542.0,1488.1681518554688,,-1.7360782870535512,-0.0200185638698378,0.0267794134515639,0.039897861474625,-0.0038301947015639,Chemicals,2.0
2020-02-11,1529.7825927734375,1559.3048725760766,1518.2497584668167,1549.5462556791665,302950.0,1492.1578430175782,,-1.753638472482465,-0.0092883718782886,0.0129192625142229,0.019298349936847,-0.0075388714455902,Chemicals,2.0
2020-02-12,1534.859130859375,1555.5591772619305,1513.1733679614597,1537.5206375928788,102033.0,1497.1036682128906,,-1.7474229921437876,0.0033184702910849,0.0017340397434477,0.0134866099346624,-0.0141288294553607,Chemicals,2.0
2020-02-13,1522.9810791015625,1567.2889804496308,1519.9745961341705,1561.374682410198,177334.0,1501.0021850585938,,-1.7619659337927407,-0.0077388546733679,0.0252095077446956,0.0290928770922134,-0.0019740776879288,Chemicals,2.0
2020-02-14,1527.515625,1532.2469920866984,1508.146271370969,1523.9177356467442,266410.0,1506.507421875,,-1.7564140438237394,0.0029774144673632,-0.0023553862850049,0.0030974263105807,-0.012680298199261,Chemicals,2.0
2020-02-17,1518.9892578125,1545.4065104268884,1508.1463753751625,1536.7814903062788,291537.0,1512.0545532226563,,-1.7668533366483228,-0.0055818526815396,0.0117132049501136,0.0173913360338255,-0.0071382219338091,Chemicals,2.0
2020-02-18,1515.6376953125,1522.0941866416315,1479.5604947880754,1509.13199035346,182677.0,1516.6948120117188,,-1.7709568360154022,-0.0022064425293083,-0.0042923879362202,0.0042599173596038,-0.0238033143646417,Chemicals,2.0
2020-02-19,1525.98779296875,1562.1143292066297,1508.294228725718,1525.100623993301,319953.0,1521.800823974609,,-1.7582846512712325,0.0068288732117578,-0.000581373572932,0.0236741973981304,-0.011594826855469,Chemicals,2.0
2020-02-20,1533.38037109375,1541.6604127210198,1513.9124726594532,1529.8318162039789,251545.0,1525.682080078125,,-1.7492335177605125,0.0048444542997411,-0.0023142039357396,0.0053998614977468,-0.0126960660259466,Chemicals,2.0
2020-02-24,1523.9486083984375,1535.7506309398573,1509.1342936305289,1526.862042079112,87521.0,1528.0049926757813,,-1.7607813353084942,-0.0061509608921006,0.0019117663578802,0.007744370431115,-0.0097210067887245,Chemicals,2.0
