Date_Ticker,Close_LEMONTREE.NS,High_LEMONTREE.NS,Low_LEMONTREE.NS,Open_LEMONTREE.NS,Volume_LEMONTREE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,58.09999847412109,59.20000076293945,57.75,59.20000076293945,1000971.0,,,-0.4386804199402582,,0.0189329142462597,0.0189329142462597,-0.0060240702807761,Consumer Services,6.0
2020-01-13,57.5,58.54999923706055,57.29999923706055,58.54999923706055,1077025.0,,,-0.4537255463301076,-0.0103269963834567,0.0182608562967052,0.0182608562967052,-0.0034782741380774,Consumer Services,6.0
2020-01-14,55.900001525878906,57.70000076293945,55.75,57.25,552845.0,,,-0.4938459471394267,-0.0278260604194972,0.0241502403805142,0.032200343254503,-0.0026833903718135,Consumer Services,6.0
2020-01-15,55.75,57.0,55.54999923706055,56.400001525878906,983187.0,,,-0.4976072765641794,-0.0026833903718135,0.0116592201951373,0.0224215246636771,-0.0035874576312009,Consumer Services,6.0
2020-01-16,56.5,57.45000076293945,55.59999847412109,56.150001525878906,624345.0,,,-0.4788008207495772,0.0134529147982062,-0.0061946632587803,0.0168141727953885,-0.0159292305465292,Consumer Services,6.0
2020-01-17,56.34999847412109,56.95000076293945,55.650001525878906,56.95000076293945,844740.0,,,-0.48256215017433,-0.0026548942633434,0.0106477782620333,0.0106477782620333,-0.012422306427633,Consumer Services,6.0
2020-01-20,55.29999923706055,56.79999923706055,55.04999923706055,56.70000076293945,400052.0,,,-0.5088911691838569,-0.0186335273379423,0.0253164836382251,0.0271247743344404,-0.0045207957224067,Consumer Services,6.0
2020-01-21,53.75,55.0,53.5,54.650001525878906,614940.0,,,-0.5477578254031187,-0.0280289196825482,0.0167442144349563,0.0232558139534884,-0.0046511627906976,Consumer Services,6.0
2020-01-22,52.34999847412109,54.84999847412109,52.04999923706055,54.84999847412109,1083944.0,,,-0.5828632478522084,-0.0260465400163517,0.0477554932735262,0.0477554932735262,-0.0057306446190031,Consumer Services,6.0
2020-01-23,50.70000076293945,52.70000076293945,50.04999923706055,52.29999923706055,1460929.0,,,-0.6242373932515849,-0.0315185818390674,0.0315581548332175,0.0394477311618099,-0.0128205427238187,Consumer Services,6.0
2020-01-24,52.34999847412109,54.0,50.150001525878906,50.95000076293945,1179170.0,,,-0.5828632478522084,0.0325443330641476,-0.0267430325117148,0.0315186547081671,-0.0420247757854231,Consumer Services,6.0
2020-01-27,53.0,53.34999847412109,51.59999847412109,52.75,745342.0,,,-0.566564281217721,0.0124164573987567,-0.0047169811320755,0.0066037447947375,-0.0264151231297906,Consumer Services,6.0
2020-01-28,53.5,53.75,53.09999847412109,53.59999847412109,302312.0,,,-0.5540266440079861,0.0094339622641509,0.0018691303574036,0.0046728971962617,-0.0074766640351197,Consumer Services,6.0
2020-01-29,55.09999847412109,55.34999847412109,53.5,53.5,496433.0,,,-0.5139062431986671,0.0299065135349737,-0.0290380856339327,0.004537205207318,-0.0290380856339327,Consumer Services,6.0
2020-01-30,55.20000076293945,55.5,54.59999847412109,55.29999923706055,1986629.0,,,-0.5113986583639716,0.0018149236222815,0.0018115665351263,0.0054347687122127,-0.0108696065312592,Consumer Services,6.0
2020-01-31,55.0,55.79999923706055,54.0,55.20000076293945,426489.0,,,-0.5164137323787817,-0.0036232021770863,0.0036363775079899,0.0145454406738281,-0.0181818181818181,Consumer Services,6.0
2020-02-03,53.59999847412109,54.54999923706055,53.09999847412109,54.150001525878906,511688.0,,,-0.5515191548278715,-0.0254545731977982,0.0102612512577469,0.0177238953355218,-0.0093283584745138,Consumer Services,6.0
2020-02-04,54.70000076293945,55.09999847412109,52.0,53.04999923706055,2026526.0,,,-0.5239362955737065,0.0205224313457668,-0.0301645612955241,0.0073125723144897,-0.049360159511529,Consumer Services,6.0
2020-02-05,56.29999923706055,57.54999923706055,54.25,55.150001525878906,684491.0,,,-0.4838158947643873,0.0292504287350052,-0.0204262473670626,0.022202486979381,-0.0364120650948622,Consumer Services,6.0
2020-02-06,55.0,56.75,54.75,56.150001525878906,854439.0,54.797499656677246,,-0.5164137323787817,-0.0230905729072336,0.0209091186523437,0.0318181818181817,-0.0045454545454545,Consumer Services,6.0
2020-02-07,54.0,55.75,53.150001525878906,55.650001525878906,312897.0,54.59249973297119,,-0.5414890067982513,-0.0181818181818181,0.0305555838125723,0.0324074074074074,-0.0157407124837239,Consumer Services,6.0
2020-02-10,54.0,55.29999923706055,53.45000076293945,54.0,562192.0,54.4174997329712,,-0.5414890067982513,0.0,0.0,0.0240740599455657,-0.0101851710566768,Consumer Services,6.0
2020-02-11,52.95000076293945,54.79999923706055,52.59999847412109,54.59999847412109,441529.0,54.26999969482422,,-0.5678180258077783,-0.019444430315936,0.0311614294127924,0.0349385920201146,-0.0066100525736598,Consumer Services,6.0
2020-02-12,52.29999923706055,53.25,51.54999923706055,53.25,320045.0,54.09749965667724,,-0.5841169924422658,-0.0122757604629507,0.0181644507991936,0.0181644507991936,-0.0143403443774534,Consumer Services,6.0
2020-02-13,54.650001525878906,55.95000076293945,52.5,52.5,796826.0,54.00499973297119,,-0.5251900401637638,0.044933122812612,-0.0393412894025408,0.0237877255400431,-0.0393412894025408,Consumer Services,6.0
2020-02-14,56.04999923706055,56.5,54.25,56.0,904026.0,53.98999977111816,,-0.4900847133692547,0.0256175237345361,-0.0008920470605018,0.0080285596621723,-0.0321141705898611,Consumer Services,6.0
2020-02-17,59.45000076293945,59.900001525878906,55.54999923706055,55.900001525878906,5132662.0,54.19749984741211,,-0.4048287420812257,0.060660152937715,-0.0597140318166923,0.0075693987748437,-0.0656013704933394,Consumer Services,6.0
2020-02-18,59.0,59.45000076293945,57.650001525878906,59.0,913527.0,54.45999984741211,,-0.4161126347009032,-0.0075693987748437,0.0,0.0076271315752449,-0.022881330069849,Consumer Services,6.0
2020-02-19,60.0,60.70000076293945,59.0,59.29999923706055,776243.0,54.84249992370606,,-0.3910373602814336,0.0169491525423728,-0.0116666793823242,0.0116666793823241,-0.0166666666666667,Consumer Services,6.0
2020-02-20,62.29999923706055,63.34999847412109,60.04999923706055,60.400001525878906,1730402.0,55.42249984741211,,-0.3333642482475696,0.0383333206176757,-0.0304975559301674,0.0168539205444473,-0.0361155702657142,Consumer Services,6.0
2020-02-24,62.95000076293945,63.75,61.09999847412109,63.45000076293945,1167057.0,55.95249996185303,,-0.3170652816130821,0.0104334114580893,0.0079428116590962,0.0127084865347855,-0.0293884394979627,Consumer Services,6.0
2020-02-25,58.650001525878906,63.0,58.25,62.54999923706055,966721.0,56.23500003814697,,-0.4248889424858852,-0.0683081681484599,0.0664961229278193,0.0741687700076476,-0.0068201451913416,Consumer Services,6.0
2020-02-26,53.84999847412109,58.150001525878906,53.59999847412109,58.0,742379.0,56.25249996185303,,-0.545250336223004,-0.0818414821292007,0.0770659543820282,0.0798514981170199,-0.0046425256654397,Consumer Services,6.0
2020-02-27,52.79999923706055,54.20000076293945,52.59999847412109,53.59999847412109,338674.0,56.1375,,-0.571579355232531,-0.019498593626983,0.0151515009208376,0.0265151807975072,-0.0037878932922231,Consumer Services,6.0
2020-02-28,51.59999847412109,56.400001525878906,49.150001525878906,52.0,3563714.0,55.95749988555908,,-0.6016697036668107,-0.022727287505284,0.0077519677850284,0.0930233177073669,-0.0474805624165073,Consumer Services,6.0
2020-03-02,51.29999923706055,52.5,50.5,52.34999847412109,460173.0,55.77249984741211,,-0.6091922668617354,-0.0058139388746494,0.0204678216895957,0.023391828085497,-0.0155945272701408,Consumer Services,6.0
2020-03-03,49.45000076293945,51.900001525878906,49.0,50.59999847412109,262640.0,55.56499996185303,,-0.6555814862759219,-0.0360623489597365,0.0232557673091788,0.0495450096084855,-0.009100116400336,Consumer Services,6.0
2020-03-04,45.54999923706055,51.0,45.0,49.79999923706055,429743.0,55.10749988555908,,-0.7533750947736857,-0.0788675726128963,0.0933040630337069,0.1196487564044832,-0.0120746267019266,Consumer Services,6.0
2020-03-05,48.79999923706055,49.04999923706055,46.0,46.0,817272.0,54.73249988555908,,-0.6718804529104094,0.0713501658493053,-0.0573770344433555,0.0051229508997643,-0.0573770344433555,Consumer Services,6.0
2020-03-06,48.04999923706055,48.400001525878906,45.20000076293945,45.20000076293945,336940.0,54.38499984741211,,-0.6906869087250117,-0.0153688526992931,-0.0593131845863363,0.0072841268340417,-0.0593131845863363,Consumer Services,6.0
2020-03-09,45.59999847412109,48.0,45.25,46.79999923706055,311390.0,53.964999771118165,,-0.7521213501836284,-0.0509885702776408,0.0263158070853988,0.0526316141707976,-0.0076754053910709,Consumer Services,6.0
2020-03-11,45.95000076293945,47.45000076293945,45.04999923706055,45.59999847412109,194167.0,53.562499809265134,,-0.7433449467440656,0.0076754890467154,-0.0076170246573891,0.0326441779128285,-0.019586539955072,Consumer Services,6.0
2020-03-12,38.45000076293945,45.0,36.79999923706055,41.79999923706055,1906089.0,52.83749980926514,,-0.9314095048900876,-0.1632208895641424,0.0871260964278064,0.1703510821090503,-0.0429129126954214,Consumer Services,6.0
2020-03-13,36.95000076293945,43.900001525878906,30.850000381469727,34.20000076293945,970385.0,52.069999885559085,,-0.969022416519292,-0.0390117027369683,-0.0744248969747851,0.1880920330023443,-0.165087963613467,Consumer Services,6.0
2020-03-16,36.900001525878906,38.09999847412109,34.95000076293945,36.150001525878906,1205260.0,51.18249988555908,,-0.9702761611093494,-0.0013531592971087,-0.0203252024115502,0.03252024115502,-0.0528455469458956,Consumer Services,6.0
2020-03-17,36.20000076293945,38.70000076293945,35.29999923706055,36.900001525878906,263005.0,50.18999996185303,,-0.9878288723338944,-0.0189702095933119,0.0193370372427199,0.0690607720251605,-0.0248619200804078,Consumer Services,6.0
2020-03-18,34.54999923706055,38.0,32.20000076293945,36.29999923706055,1161148.0,48.944999885559085,,-1.0292031133878514,-0.045580151687956,0.0506512312197922,0.0998553064869176,-0.0680173234736379,Consumer Services,6.0
2020-03-19,30.899999618530277,34.20000076293945,29.75,34.0,766792.0,47.5399998664856,,-1.1207278554534574,-0.1056439855030459,0.1003236381792931,0.1067961548591804,-0.0372168165931184,Consumer Services,6.0
2020-03-20,31.049999237060547,32.95000076293945,28.75,31.0,1240591.0,46.092499828338624,,-1.116966573855995,0.0048543566466687,-0.0016102814263798,0.0611916770552158,-0.0740740513228522,Consumer Services,6.0
2020-03-23,26.149999618530277,29.75,25.200000762939453,29.75,300420.0,44.28499984741211,50.92699981689453,-1.2398354089459382,-0.1578099754888801,0.1376673206113057,0.1376673206113057,-0.036328828659624,Consumer Services,6.0
2020-03-24,23.549999237060547,28.0,23.549999237060547,28.0,493169.0,42.31499977111817,50.23599983215332,-1.3050311320020171,-0.0994264022714297,0.1889596988154676,0.1889596988154676,0.0,Consumer Services,6.0
2020-03-25,21.899999618530277,24.850000381469727,21.299999237060547,21.899999618530277,771076.0,40.477499675750735,49.523999824523926,-1.346405325228684,-0.0700636803390496,0.0,0.1347032335308062,-0.0273972781699067,Consumer Services,6.0
2020-03-26,23.149999618530277,24.049999237060547,21.899999618530277,22.350000381469727,1912723.0,38.94249973297119,48.86899978637695,-1.315061232204347,0.0570776265649948,-0.034557203034258,0.0388768740112579,-0.0539956812353226,Consumer Services,6.0
2020-03-27,23.200000762939453,25.0,23.0,24.0,1773643.0,37.46249980926514,48.21799980163574,-1.3138074397869992,0.0021598766839355,0.034482724601393,0.0775861714597843,-0.0086207222569985,Consumer Services,6.0
2020-03-30,21.75,23.5,21.600000381469727,23.200000762939453,552412.0,35.96999988555908,47.52299980163574,-1.3501666068261464,-0.0625000308299876,0.0666667017443427,0.0804597701149425,-0.0068965341852998,Consumer Services,6.0
2020-03-31,22.0,23.399999618530277,21.0,22.700000762939453,547491.0,34.50499992370605,46.83599983215332,-1.343897788221279,0.0114942528735632,0.0318182164972478,0.0636363462968305,-0.0454545454545454,Consumer Services,6.0
2020-04-01,21.75,22.899999618530277,21.5,22.899999618530277,366771.0,33.11999988555908,46.16499984741211,-1.3501666068261464,-0.0113636363636363,0.0528735456795528,0.0528735456795528,-0.0114942528735632,Consumer Services,6.0
2020-04-03,20.0,22.399999618530277,19.899999618530277,22.200000762939453,954647.0,31.84249992370605,45.48999984741211,-1.394048337060218,-0.0804597701149425,0.1100000381469725,0.1199999809265137,-0.0050000190734863,Consumer Services,6.0
2020-04-07,18.0,21.450000762939453,18.0,21.450000762939453,4755052.0,30.302499961853027,44.802999877929686,-1.4441988858991577,-0.1,0.1916667090521917,0.1916667090521917,0.0,Consumer Services,6.0
2020-04-08,17.850000381469727,18.850000381469727,17.25,18.0,3721031.0,28.792500019073486,44.14599987030029,-1.4479601674966198,-0.0083333121405707,0.0084033397940983,0.0560224077663387,-0.0336134660306558,Consumer Services,6.0
2020-04-09,17.899999618530273,18.600000381469727,17.5,18.25,2044080.0,27.407500076293942,43.45699989318848,-1.4467064229065625,0.0028010776466117,0.0195530943535553,0.0391061887071106,-0.0223463478801524,Consumer Services,6.0
2020-04-13,17.850000381469727,18.200000762939453,17.5,18.200000762939453,1751041.0,26.00250005722046,42.753999900817874,-1.4479601674966198,-0.0027932535265971,0.0196078640890711,0.0196078640890711,-0.0196078640890711,Consumer Services,6.0
2020-04-15,17.649999618530273,18.0,17.5,17.600000381469727,2381757.0,24.9625,42.03699989318848,-1.45297524151143,-0.0112045242949729,-0.0028328180249961,0.0198300503702146,-0.0084985621400689,Consumer Services,6.0
2020-04-16,17.5,17.799999237060547,17.399999618530273,17.75,2191306.0,23.989999961853027,41.28499992370605,-1.4567365231088922,-0.0084985621400689,0.0142857142857142,0.0171428135463169,-0.0057143075125557,Consumer Services,6.0
2020-04-17,18.100000381469727,18.350000381469727,17.75,18.0,3901586.0,23.049999904632568,40.54299991607666,-1.4416913488917524,0.0342857360839843,-0.0055248828376879,0.013812154405032,-0.01933703724272,Consumer Services,6.0
2020-04-20,18.950000762939453,19.0,18.049999237060547,19.0,8848991.0,22.187499904632567,39.82199993133545,-1.4203773560697452,0.0469613460527842,0.0026384820605565,0.0026384820605565,-0.0474934823031268,Consumer Services,6.0
2020-04-21,18.049999237060547,18.75,18.049999237060547,18.75,3032475.0,21.362499904632568,39.11099994659424,-1.4429451413091,-0.0474934823031269,0.0387812073422253,0.0387812073422253,0.0,Consumer Services,6.0
