Date_Ticker,Close_RELIANCE.NS,High_RELIANCE.NS,Low_RELIANCE.NS,Open_RELIANCE.NS,Volume_RELIANCE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-27,664.7293701171875,672.6273301646603,664.0454594988681,668.4136514016114,13387750.0,,,-1.86482538144743,-0.0098583899684363,0.0055425282077945,0.0118814669586218,-0.0010288557254493,Oil Gas & Consumable Fuels,15.0
2020-01-28,649.3746948242188,666.2516171052627,645.7787153314898,665.6338591080435,24532236.0,,,-1.93075151393816,-0.0230991377592685,0.0250381858323351,0.0259894979209382,-0.0055376033611878,Oil Gas & Consumable Fuels,15.0
2020-01-29,652.9486083984375,659.3684137265667,645.977197694259,650.3894516324096,24746565.0,,,-1.915406721859603,0.005503623104972,-0.0039193846699588,0.0098320223759658,-0.010676813786736,Oil Gas & Consumable Fuels,15.0
2020-01-30,637.0203857421875,652.8824584052397,635.3658050862739,652.5736088474587,22402689.0,,,-1.9837954111117064,-0.0243942975777511,0.024415581437241,0.0249004160904073,-0.0025973747354817,Oil Gas & Consumable Fuels,15.0
2020-01-31,622.8569946289062,641.2120121941732,620.893564479744,641.1016793307914,34750310.0,,,-2.0446067002621704,-0.0222338113980129,0.0292919319510174,0.0294690719114469,-0.0031522968612274,Oil Gas & Consumable Fuels,15.0
2020-02-03,611.3189086914062,617.694651692745,601.4133978132154,604.4357994791677,30712290.0,,,-2.094146099024538,-0.0185244543081262,-0.011259441045219,0.0104294876384352,-0.0162035080828673,Oil Gas & Consumable Fuels,15.0
2020-02-04,629.364990234375,632.0564518642778,616.745928943988,617.7165987784712,25383901.0,,,-2.016664267592709,0.0295199138884781,-0.0185081655901545,0.0042764717956436,-0.0200504659238952,Oil Gas & Consumable Fuels,15.0
2020-02-05,639.1161499023438,641.013427431955,631.0858850577666,633.1154677702986,18472100.0,,,-1.97479713384074,0.0154936480726985,-0.0093890322329706,0.002968595817679,-0.012564640786818,Oil Gas & Consumable Fuels,15.0
2020-02-06,643.2195434570312,647.2788266264282,635.4098855631701,641.5870530423817,15538577.0,660.5873321533203,,-1.957178990702812,0.0064204191293155,-0.0025379987770203,0.0063108828248283,-0.0121415121373451,Oil Gas & Consumable Fuels,15.0
2020-02-07,632.56396484375,640.8148952118626,630.2033836030482,640.2192273680282,12209212.0,658.0723480224609,,-2.002929296327721,-0.0165660056844853,0.0121019579832832,0.0130436300938365,-0.0037317668597908,Oil Gas & Consumable Fuels,15.0
2020-02-10,633.42431640625,637.7924487760964,622.327470591525,630.0709752968427,15142476.0,655.6875152587891,,-1.9992353301567825,0.0013601020771275,-0.0052939885990367,0.0068960604395946,-0.0175188187875124,Oil Gas & Consumable Fuels,15.0
2020-02-11,640.9913940429688,646.9258646565208,637.5939312650426,638.6308127529845,13999816.0,653.9965179443359,,-1.9667456712530604,0.0119463011455745,-0.0036827035618921,0.0092582687828632,-0.0053003251049864,Oil Gas & Consumable Fuels,15.0
2020-02-12,648.7349243164062,650.7425347779954,641.9841787720231,642.4916039214063,13533565.0,652.81513671875,,-1.933498403368054,0.0120805526336261,-0.0096238388916378,0.003094654513482,-0.0104060152943,Oil Gas & Consumable Fuels,15.0
2020-02-13,650.43359375,652.0220217123903,645.3374290964748,652.0220217123903,13565659.0,651.4087310791016,,-1.9262050738771763,0.0026184337699773,0.0024421062774946,0.0024421062774946,-0.0078350268228672,Oil Gas & Consumable Fuels,15.0
2020-02-14,656.3681640625,662.4791204373844,641.1458217447314,651.8014554764665,21227841.0,649.3482055664062,,-1.9007246738535704,0.0091240218363951,-0.0069575412642937,0.0093102571231691,-0.023191774298668,Oil Gas & Consumable Fuels,15.0
2020-02-17,652.2425537109375,664.5527659201382,650.4997306326973,656.9857469192085,13149130.0,648.1546813964844,,-1.9184382060157763,-0.0062855125788362,0.0072721308680101,0.0188736722851976,-0.0026720474895794,Oil Gas & Consumable Fuels,15.0
2020-02-18,647.455322265625,651.2057559561357,643.043068126328,651.2057559561357,11127161.0,646.6876037597656,,-1.9389924442856008,-0.0073396490585833,0.005792575273591,0.005792575273591,-0.0068147623280898,Oil Gas & Consumable Fuels,15.0
2020-02-19,663.5159301757812,664.6851756857541,650.8527462353628,652.7279335152746,14084409.0,646.035693359375,,-1.870035351754215,0.0248057392654612,-0.0162588359523616,0.0017621965906124,-0.0190849734942515,Oil Gas & Consumable Fuels,15.0
2020-02-20,655.6400146484375,665.3690390572691,654.6913760088246,660.5155719189814,16892268.0,645.1333801269532,,-1.903851022918504,-0.0118699720220089,0.0074363326850304,0.0148389728989442,-0.0014468894796202,Oil Gas & Consumable Fuels,15.0
2020-02-24,637.5498046875,651.6910843625957,635.1671921889326,648.4921971985982,21370214.0,643.4434814453125,,-1.981522322110094,-0.0275916807344922,0.0171631963975924,0.022180666625766,-0.0037371394062856,Oil Gas & Consumable Fuels,15.0
2020-02-25,624.9528198242188,640.3957088641924,622.128934843851,640.3957088641924,27745062.0,641.4546539306641,,-2.035608160933445,-0.0197584326285783,0.0247104878162121,0.0247104878162121,-0.0045185570666951,Oil Gas & Consumable Fuels,15.0
2020-02-26,614.1868286132812,623.1657904845246,612.135155912997,622.1289090675903,29362748.0,639.6952606201172,,-2.081832529044396,-0.017226886365543,0.0129310497788446,0.0146192680352916,-0.0033404700405519,Oil Gas & Consumable Fuels,15.0
2020-02-27,611.6498413085938,614.981092470997,604.0386413485464,612.4219356833285,25054993.0,637.630322265625,,-2.0927252218552117,-0.0041306442705968,0.0012623143547014,0.0054463370010466,-0.0124437209756541,Oil Gas & Consumable Fuels,15.0
2020-02-28,586.2351684570312,598.7439573111799,584.6247093122145,597.8173498146376,39315769.0,635.0910614013671,,-2.201844500358477,-0.0415510168320964,0.0197568859406551,0.0213374930867278,-0.002747121345612,Oil Gas & Consumable Fuels,15.0
2020-03-02,580.7199096679688,604.0386688671399,574.0794382679325,597.9056226022956,29500495.0,632.9842071533203,,-2.225524563577717,-0.0094079289094488,0.0295938070112886,0.040154916011927,-0.0114348953591638,Oil Gas & Consumable Fuels,15.0
2020-03-03,592.5005493164062,597.3761067791605,583.3009808348158,586.6984433097679,27398798.0,632.0432891845703,,-2.1749437472810618,0.0202862678759768,-0.0097925748985929,0.0082287813376364,-0.015526683464183,Oil Gas & Consumable Fuels,15.0
2020-03-04,591.1107177734375,597.332006364436,577.0797126963503,596.5378218704027,22105261.0,630.1305755615234,,-2.1809110645113723,-0.0023457050707754,0.0091811972508428,0.0105247433415391,-0.023736678519277,Oil Gas & Consumable Fuels,15.0
2020-03-05,578.5137329101562,599.1631183836517,576.241394518066,596.6260518325453,30510390.0,627.100454711914,,-2.234996903334724,-0.0213107028590698,0.031308364680086,0.0356938553033492,-0.0039278901481896,Oil Gas & Consumable Fuels,15.0
2020-03-06,560.7984619140625,568.3655404044794,547.6058215376104,560.3572483042194,33734039.0,622.9794006347656,,-2.311058381712744,-0.0306220405641519,-0.0007867596646702,0.013493400935141,-0.0235247442217018,Oil Gas & Consumable Fuels,15.0
2020-03-09,491.5921630859375,547.5616999622699,483.1426868326542,547.1425175795711,88187018.0,615.930810546875,,-2.608199385262673,-0.1234067201110303,0.1130008951829497,0.1138535987331192,-0.0171879799715322,Oil Gas & Consumable Fuels,15.0
2020-03-11,508.97650146484375,519.9630153437256,488.8786316271981,488.8786316271981,59578576.0,609.7084197998047,,-2.5335587840539797,0.0353633350657529,-0.0394868324565155,0.0215855031563587,-0.0394868324565155,Oil Gas & Consumable Fuels,15.0
2020-03-12,469.0234680175781,485.7900574794884,462.7139362875122,478.7304625665364,55970485.0,601.1100234985352,,-2.7050993035501585,-0.0784968133740557,0.0206961809181676,0.035747868934528,-0.0134524861980456,Oil Gas & Consumable Fuels,15.0
2020-03-13,487.6873168945313,502.99784187813214,415.8115858082783,440.3437405437944,73297403.0,593.0576431274415,,-2.624965054510557,0.0397929957659467,-0.0970777272868376,0.0313941422161527,-0.1473807675457694,Oil Gas & Consumable Fuels,15.0
2020-03-16,448.1534423828125,476.3919084081335,443.4323095316383,467.9424322261856,38482258.0,582.943635559082,,-2.794705892346767,-0.0810639791976966,0.044156728414616,0.0630107087322107,-0.0105346348029196,Oil Gas & Consumable Fuels,15.0
2020-03-17,444.7560119628906,467.6997675889239,442.63812773444175,462.0741173578171,45445979.0,572.3630279541015,,-2.8092929444151604,-0.0075809535275638,0.0389384402438868,0.0515872860824815,-0.0047619012930297,Oil Gas & Consumable Fuels,15.0
2020-03-18,427.3276062011719,457.0662598356652,424.0184155243183,452.3892479610413,44730415.0,561.1172805786133,,-2.8841227513258554,-0.0391864422131137,0.0586473735751844,0.0695921658300102,-0.0077439197206831,Oil Gas & Consumable Fuels,15.0
2020-03-19,404.9132995605469,426.6657503405301,393.6620278531744,405.97224174052855,61404010.0,548.9901794433594,,-2.9803597945119376,-0.052452278568853,0.0026152319055239,0.053721255398603,-0.0277868662738011,Oil Gas & Consumable Fuels,15.0
2020-03-20,449.146240234375,456.62501765888754,410.340381093469,414.5320285166216,63360475.0,538.271694946289,,-2.7904432608387864,0.1092405231486202,-0.0770666847833144,0.0166510965796127,-0.0863991628220158,Oil Gas & Consumable Fuels,15.0
2020-03-23,390.0660095214844,419.1648706186622,386.3596975338164,404.2514094030815,40670949.0,524.9929946899414,603.8595343017578,-3.044107440852056,-0.131538963082628,0.0363666649626792,0.0745998379424932,-0.0095017558495155,Oil Gas & Consumable Fuels,15.0
2020-03-24,416.2527770996094,427.9893827663121,395.2504208159799,410.3403381798104,45734887.0,513.9281433105468,598.5273168945313,-2.931673131697373,0.0671341950821343,-0.0142039627002515,0.0281958615351032,-0.050455774565568,Oil Gas & Consumable Fuels,15.0
2020-03-25,477.5170593261719,508.0940180841557,425.0111645996312,425.253832096505,73130298.0,506.5563552856445,594.455238647461,-2.668631607864736,0.1471804768569795,-0.1094478746024611,0.0640332280508078,-0.1099560606287702,Oil Gas & Consumable Fuels,15.0
2020-03-26,470.4353637695313,492.8055423177706,459.91212438001776,483.4956698387746,45744488.0,499.368782043457,590.367719116211,-2.699037252439968,-0.0148302462044678,0.027762168992979,0.0475520768017743,-0.0223691503657214,Oil Gas & Consumable Fuels,15.0
2020-03-27,470.170654296875,488.5697931762792,461.6108740861886,483.1427181579017,41657940.0,492.2948226928711,586.323881225586,-2.7001737969407738,-0.0005626904204972,0.0275901180613367,0.0391328950695988,-0.0182056879400253,Oil Gas & Consumable Fuels,15.0
2020-03-30,454.6615295410156,474.22991300102655,450.0507294459688,459.1399950049529,30229866.0,485.7161407470703,581.8458776855468,-2.766763066590667,-0.0329861606931907,0.0098501086477633,0.0430394528425692,-0.010141170509195,Oil Gas & Consumable Fuels,15.0
2020-03-31,491.4156799316406,498.4973351209162,462.40506026231446,473.8548774752384,44292810.0,481.2509292602539,577.7226177978515,-2.6089571252728367,0.0808384875397938,-0.0357351284738106,0.0144107228940286,-0.0590347863408871,Oil Gas & Consumable Fuels,15.0
2020-04-01,476.7228698730469,496.20298162983374,461.1696477493385,495.1661001549199,41597459.0,475.462045288086,573.734814453125,-2.672041503424913,-0.0298989443329069,0.0386875298992568,0.0408625492667773,-0.0326252905128093,Oil Gas & Consumable Fuels,15.0
2020-04-03,475.3992004394531,500.5491150722704,466.0672665694317,500.5491150722704,41367807.0,469.67646942138674,569.7068609619141,-2.6777247500444616,-0.0027766014958465,0.0529027280852996,0.0529027280852996,-0.0196296793545196,Oil Gas & Consumable Fuels,15.0
2020-04-07,532.1629028320312,535.6485490602388,485.34878660626094,486.275364588188,54373624.0,467.35892791748046,566.8190362548828,-2.43400671021648,0.1194021831338935,-0.0862283672906205,0.0065499609417676,-0.0879695220704748,Oil Gas & Consumable Fuels,15.0
2020-04-08,526.0078125,542.2670352173461,511.82241162481535,520.6469197129602,49880330.0,465.6193954467773,563.8654669189453,-2.4604339249233727,-0.0115661770094748,-0.0101916600089276,0.0309106107000001,-0.0269680421812834,Oil Gas & Consumable Fuels,15.0
2020-04-09,538.2738647460938,543.9436066487972,526.382834499321,535.6485555233716,33032857.0,467.9534805297852,561.203988647461,-2.407768963269348,0.0233191446107917,-0.0048772741807937,0.0105331918824962,-0.0220910414299638,Oil Gas & Consumable Fuels,15.0
2020-04-13,524.6842041015625,536.0899009506604,520.6469519336798,531.2143428471944,23673784.0,468.7388656616211,558.4030853271485,-2.4661169094851623,-0.0252467406176994,0.0124458458908891,0.0217382127381333,-0.0076946325738848,Oil Gas & Consumable Fuels,15.0
2020-04-15,507.3439331054688,545.3555755347038,504.3215315046815,528.1698046486807,35321842.0,470.6548889160157,555.5624700927734,-2.540568304991854,-0.0330489670939993,0.0410488234593369,0.074922828379093,-0.0059573031302198,Oil Gas & Consumable Fuels,15.0
2020-04-16,515.374267578125,523.9340474580484,505.2040285272069,507.343944043675,37455706.0,472.0392364501953,552.8109832763672,-2.506089627697281,0.0158281866573279,-0.0155815376118535,0.016608861595182,-0.0197336958608946,Oil Gas & Consumable Fuels,15.0
2020-04-17,540.0608520507812,542.7082516163872,526.2284220032432,536.5310841416834,33269335.0,476.6346069335938,550.871792602539,-2.4000964362011903,0.0479003047409891,-0.0065358707184461,0.0049020393823269,-0.0256127249272225,Oil Gas & Consumable Fuels,15.0
2020-04-20,548.797119140625,554.6212562007879,530.3538613647225,540.9432818018641,36030932.0,481.83666229248047,549.3905950927734,-2.362586798865962,0.0161764494809601,-0.0143110032192941,0.0106125503524563,-0.0336066956852528,Oil Gas & Consumable Fuels,15.0
2020-04-21,545.9512939453125,552.4152212233743,513.5873594686551,533.8837176512006,61371628.0,487.7678466796875,548.0832427978515,-2.374805503937345,-0.0051855687576655,-0.0221037598553995,0.01183975081614,-0.0592798933450265,Oil Gas & Consumable Fuels,15.0
2020-04-22,601.6560668945312,611.0542120467306,573.5941133451881,582.4186218531677,142683366.0,497.60498504638673,547.5290643310547,-2.1356340351992262,0.1020324955119506,-0.0319741561664262,0.015620461039657,-0.0466411877041078,Oil Gas & Consumable Fuels,15.0
2020-04-23,604.8770141601562,611.4733639836661,597.11141878483,603.3106763485387,65464502.0,505.39152374267576,546.844281616211,-2.121804723140997,0.0053534692706582,-0.0025895145210508,0.010905274409656,-0.0128383046363704,Oil Gas & Consumable Fuels,15.0
2020-04-24,625.217529296875,659.6111018926424,594.419935954953,595.721545547761,134986308.0,517.1490997314453,546.4842413330078,-2.034471616432639,0.0336275220591091,-0.0471771541375134,0.0550105698962835,-0.0492590049043526,Oil Gas & Consumable Fuels,15.0
2020-04-27,630.8431396484375,650.8086146320169,627.8648594928464,632.7183268988366,58482901.0,527.8786178588867,546.4498248291015,-2.010317752785118,0.008997844890704,0.0029725095392876,0.031648873909774,-0.0047211104764502,Oil Gas & Consumable Fuels,15.0
2020-04-28,630.1372680664062,642.182695202997,614.2531054676082,639.7780513656775,78453401.0,535.5096282958984,546.3840838623047,-2.0133484507680146,-0.0011189335948467,0.0152994970902995,0.0191155606040449,-0.0252074641570384,Oil Gas & Consumable Fuels,15.0
2020-04-29,629.6077270507812,641.388484423908,626.5412039591469,637.5277767976017,37494672.0,543.4682464599609,546.156410522461,-2.0156220638851448,-0.0008403581925092,0.0125793401296387,0.0187112655499168,-0.0048705296327899,Oil Gas & Consumable Fuels,15.0
2020-04-30,646.837646484375,659.611164501834,634.5054010223656,641.5208747533368,71345899.0,552.3015960693359,546.1184649658203,-1.9416444688067347,0.0273661181293031,-0.0082196386681192,0.0197476416020068,-0.0190654417364795,Oil Gas & Consumable Fuels,15.0
2020-05-04,633.2478637695312,646.3963829192644,625.4160570332346,635.3657480254287,53456868.0,561.2309127807617,545.7747503662109,-1.9999929391380664,-0.0210095729410703,0.0033444791164243,0.0207636218012075,-0.012367679678659,Oil Gas & Consumable Fuels,15.0
2020-05-05,644.47705078125,652.5735861314489,638.5425800743171,641.4105865393662,44903763.0,568.8839813232422,545.5369281005859,-1.9517798146940248,0.0177326883424048,-0.0047580658429443,0.0125629537008091,-0.0092081955435635,Oil Gas & Consumable Fuels,15.0
2020-05-06,644.5211791992188,655.1988429297878,637.7924655770896,645.9551528628635,40489094.0,577.2738967895508,545.3825006103516,-1.951590346934264,6.847166693562867e-05,0.0022248666295596,0.0165668159172605,-0.0104398642578187,Oil Gas & Consumable Fuels,15.0
2020-05-07,664.9057006835938,667.8619492955437,637.5717848039523,641.9840381372646,50026966.0,586.7492218017578,545.7315081787109,-1.8640682965816635,0.0316273881173332,-0.0344735539532345,0.0044461171094045,-0.0411094623666774,Oil Gas & Consumable Fuels,15.0
2020-05-08,689.1071166992188,697.0932600586119,678.208786684334,681.6944921471535,84262770.0,594.5964324951171,546.2433319091797,-1.7601582022119056,0.0363982681916298,-0.0107568538655808,0.0115891175201416,-0.0158151465146479,Oil Gas & Consumable Fuels,15.0
2020-05-11,695.7254638671875,712.5802948304089,693.7399437381313,697.1373474028553,67085063.0,603.0823150634766,547.0450408935546,-1.731741969114163,0.009604235695127,0.0020293687797767,0.0242262671679915,-0.0028538845164869,Oil Gas & Consumable Fuels,15.0
2020-05-12,652.683837890625,691.9971498947253,646.3963964866288,690.4307531703738,100683202.0,608.8028137207032,547.3477215576172,-1.916543528418168,-0.0618658195106382,0.0578333843867515,0.0602333162272792,-0.0096332114248703,Oil Gas & Consumable Fuels,15.0
2020-05-13,666.5316772460938,680.1389051863921,647.6240542200138,680.1389051863921,66430125.0,615.8951873779297,548.1792987060547,-1.8570870778817616,0.0212167646133583,0.0204149756190421,0.0204149756190421,-0.0283671784425917,Oil Gas & Consumable Fuels,15.0
2020-05-14,639.58447265625,666.643062626469,636.9565712203731,654.3052211941166,49266771.0,622.5072143554687,548.687251586914,-1.9727863646558923,-0.0404289931142978,0.0230161130659254,0.0423065148186638,-0.0041087636555073,Oil Gas & Consumable Fuels,15.0
2020-05-15,650.029296875,653.2807879122116,630.2976820987171,643.1699862087313,62152260.0,629.2399658203125,549.4548406982422,-1.927940944472828,0.0163306406976575,-0.0105523100254782,0.0050020684495961,-0.0303549622626889,Oil Gas & Consumable Fuels,15.0
2020-05-18,641.722412109375,660.0955132881274,636.0434803391357,654.7506432581405,62796089.0,634.3230438232422,550.5645855712891,-1.9636070054734536,-0.012779246728663,0.0203019731007072,0.0286309170944476,-0.0088495144677467,Oil Gas & Consumable Fuels,15.0
2020-05-19,627.5360717773438,651.0536980954953,625.0195638826771,648.9602604185135,42315854.0,638.2599914550781,551.5009088134766,-2.024516828341304,-0.0221066617969598,0.0341401707482582,0.0374761346412224,-0.0040101406243298,Oil Gas & Consumable Fuels,15.0
2020-05-20,638.5823364257812,644.439462151099,620.4541700277049,628.0261382250102,55320985.0,642.8915435791016,552.4225445556641,-1.9770890910010008,0.0176025971178862,-0.0165306767798422,0.009172076005266,-0.0283881425526766,Oil Gas & Consumable Fuels,15.0
2020-05-21,641.9451293945312,650.9423526620789,634.7072233155219,639.1613012389048,39167981.0,644.9059967041015,553.439232788086,-1.962650756710843,0.0052660287905424,-0.0043365515651658,0.014015564345871,-0.0112749606587653,Oil Gas & Consumable Fuels,15.0
2020-05-22,637.6246337890625,649.4056848646339,635.3753280385419,646.6441825527061,37828973.0,646.5433776855468,554.621450805664,-1.9812010392975532,-0.006730319162237,0.0141455462754711,0.0184764678954809,-0.0035276330795976,Oil Gas & Consumable Fuels,15.0
2020-05-26,634.2841186523438,645.708841926526,630.8321668935096,645.0184515747592,33216635.0,646.9967071533204,556.0911639404297,-1.9955437225056745,-0.0052389994986044,0.0169235404241596,0.0180119964196112,-0.0054422799772576,Oil Gas & Consumable Fuels,15.0
2020-05-27,643.8604125976562,647.6241004246144,628.9169366655376,637.3796970155704,35667956.0,647.6475708007813,559.1365289306641,-1.954427384233256,0.0150977987051908,-0.0100654046362927,0.0058455027725241,-0.0232091857796151,Oil Gas & Consumable Fuels,15.0
2020-05-28,655.7528076171875,659.0933663064974,645.3970697896239,648.0695049596661,40126278.0,648.9283477783204,562.072055053711,-1.903366740179862,0.0184704553764244,-0.0117167666966463,0.0050942346727396,-0.0157921364686082,Oil Gas & Consumable Fuels,15.0
2020-05-29,652.2564086914062,655.6415012384736,647.0228724127733,653.859858080272,40022527.0,650.0607818603515,565.7367138671875,-1.9183787189044823,-0.0053318855598745,0.0024583114362688,0.0051898187613959,-0.0080237406775853,Oil Gas & Consumable Fuels,15.0
2020-06-01,677.1769409179688,685.1943046425868,657.4007927724507,659.2047025558409,39943702.0,651.5777465820313,569.5265063476562,-1.811381060018124,0.0382066498611481,-0.0265399444017763,0.0118393926907047,-0.0292038121066406,Oil Gas & Consumable Fuels,15.0
2020-06-02,684.013916015625,685.9292189534955,677.3773330179514,679.6934982456726,22153960.0,654.1160491943359,574.2437158203124,-1.7820261360276235,0.0100962904737839,-0.0063162717435908,0.002800093525914,-0.0097024093257219,Oil Gas & Consumable Fuels,15.0
2020-06-03,686.6641845703125,694.8374166587524,682.9672385052276,688.1562995471063,25381289.0,656.2254058837891,579.0818792724609,-1.770647064016094,0.0038745828010711,0.0021729908306307,0.0119028082024612,-0.0053839214978109,Oil Gas & Consumable Fuels,15.0
2020-06-04,703.656494140625,707.9769710103187,686.3746455688754,687.7108336256389,34202350.0,659.1821716308593,584.60845703125,-1.6976896597934918,0.0247461713485837,-0.0226611431113992,0.0061400369436941,-0.0245600640591768,Oil Gas & Consumable Fuels,15.0
2020-06-05,704.5027465820312,720.6710755178989,700.9394606463779,710.4266726331642,33076685.0,661.1620239257812,590.6002459716797,-1.6940562289648828,0.0012026499413464,0.0084086628190926,0.022949987085657,-0.0050578737314239,Oil Gas & Consumable Fuels,15.0
2020-06-08,699.0687255859375,720.8492438285546,697.0644141347576,720.8492438285546,31414953.0,661.6601043701172,595.5986956787109,-1.7173874933068864,-0.0077132715556574,0.0311564763884428,0.0311564763884428,-0.0028671164619757,Oil Gas & Consumable Fuels,15.0
2020-06-09,684.6597900390625,705.0817950217453,682.8113465249729,694.9709933786612,25857161.0,661.106820678711,601.4905712890625,-1.7792530408218292,-0.0206116151667318,0.0150603314078228,0.0298279602217002,-0.0026997985583235,Oil Gas & Consumable Fuels,15.0
2020-06-10,700.2491455078125,703.5451703481932,685.951526628878,687.3099815614825,22132647.0,663.4850860595703,607.1704986572265,-1.7123192962477234,0.0227694917907484,-0.0184779432139781,0.0047069316135908,-0.02041790264316,Oil Gas & Consumable Fuels,15.0
2020-06-11,684.9048461914062,698.3784154375938,681.9206160732217,697.5098901935648,20385805.0,664.4037445068359,611.3182543945312,-1.7782008789194228,-0.0219126284049639,0.0184040806139016,0.0196721768302721,-0.004357145572526,Oil Gas & Consumable Fuels,15.0
2020-06-12,707.6652221679688,709.5359326947724,666.7766750487506,668.11292209948,38548899.0,667.8077819824218,616.0628515625,-1.6804779682397806,0.0332314424450747,-0.0558912587894573,0.002643496484217,-0.0577795062387749,Oil Gas & Consumable Fuels,15.0
2020-06-15,719.1344604492188,724.6575244538886,695.3273619488579,697.0644712869877,53107403.0,671.2630401611328,621.0421276855469,-1.631234170629571,0.0162071526506748,-0.0306896559350593,0.0076801548367182,-0.0331052116254996,Oil Gas & Consumable Fuels,15.0
2020-06-16,720.5374755859375,734.2783049559678,706.1061969760101,731.8063305593256,51187003.0,675.2037933349609,626.3596466064453,-1.6252102489233151,0.0019509774790132,0.0156395126627166,0.0190702494118799,-0.0200284913677695,Oil Gas & Consumable Fuels,15.0
2020-06-17,719.4907836914062,728.4434736856161,713.5891242641137,716.3283599360492,41782053.0,679.8015289306641,630.9211486816406,-1.6297042774324977,-0.0014526543448417,-0.0043953638142965,0.0124430919716267,-0.0082025504163008,Oil Gas & Consumable Fuels,15.0
2020-06-18,737.552001953125,741.6052172867822,715.147953896466,715.7715436114963,40471557.0,684.7500122070312,636.1377313232422,-1.5521574556764353,0.0251027791753692,-0.0295307426241829,0.0054954977044654,-0.030376228384345,Oil Gas & Consumable Fuels,15.0
2020-06-19,783.6519165039062,796.7468899299898,740.2691288201092,743.8323560391718,105804173.0,691.8353515625,642.3027856445312,-1.3542249682419496,0.0625039514891197,-0.0508128157746117,0.0167101912855696,-0.0553597672259131,Oil Gas & Consumable Fuels,15.0
2020-06-22,777.750244140625,803.6061877165464,772.7839105027647,789.887624718336,60198705.0,698.8416320800782,647.2145324707031,-1.379564119133452,-0.0075309869586107,0.0156057560497744,0.0332445328956352,-0.006385512155445,Oil Gas & Consumable Fuels,15.0
