Date_Ticker,Close_PGHH.NS,High_PGHH.NS,Low_PGHH.NS,Open_PGHH.NS,Volume_PGHH.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,10424.0244140625,10499.519051124456,10303.288243219504,10409.740309907129,2957.0,,,-1.3240314659925128,,-0.0013703060917721,0.007242369555477,-0.0115824911806727,Fast Moving Consumer Goods,8.0
2020-01-13,10417.7509765625,10534.458793311996,10284.979027218333,10331.437135320117,43121.0,,,-1.3266429636089356,-0.0006018249047399,-0.0082852663148282,0.0112027842681265,-0.0127447804850464,Fast Moving Consumer Goods,8.0
2020-01-14,10496.9453125,10603.022369330984,10396.9565635666,10396.9565635666,2743.0,,,-1.2936760583779547,0.007601864943371,-0.0095255091797354,0.0101055167644499,-0.0095255091797354,Fast Moving Consumer Goods,8.0
2020-01-15,10488.6083984375,10562.558104005942,10417.235430089497,10562.558104005942,2137.0,,,-1.2971465370752466,-0.0007942228728744,0.007050478267399,0.007050478267399,-0.0068048081915839,Fast Moving Consumer Goods,8.0
2020-01-16,10485.8447265625,10762.253499736296,10443.788209056544,10488.607149522784,5349.0,,,-1.298296994462307,-0.000263492712285,0.0002634430541668,0.0263601817861751,-0.0040107896504913,Fast Moving Consumer Goods,8.0
2020-01-17,10525.466796875,10621.708894068395,10485.846145643896,10485.846145643896,1449.0,,,-1.2818031755346715,0.0037786245501166,-0.0037642654711397,0.0091437367150282,-0.0037642654711397,Fast Moving Consumer Goods,8.0
2020-01-20,10592.25,10654.538068709378,10511.790309271992,10525.981114869346,3033.0,,,-1.254002758972296,0.006344916041617,-0.0062563558385285,0.0058805323429278,-0.0075960906066233,Fast Moving Consumer Goods,8.0
2020-01-21,10537.5498046875,10584.289644310442,10490.623364272296,10511.276596078756,7450.0,,,-1.2767732782731522,-0.0051641714756071,-0.0024932938961823,0.00443555100467,-0.0044532591812119,Fast Moving Consumer Goods,8.0
2020-01-22,10533.94140625,10612.386896326554,10426.92770784706,10549.208823167768,6723.0,,,-1.2782753772290494,-0.0003424323969405,0.001449354645993,0.0074469267533623,-0.010158941869512,Fast Moving Consumer Goods,8.0
2020-01-23,10544.38671875,10628.311328190535,10406.322275156152,10449.408758023585,1960.0,,,-1.2739272174368232,0.0009915863490376,-0.0090074428470577,0.007959174078024,-0.0130936437818941,Fast Moving Consumer Goods,8.0
2020-01-24,10619.5068359375,10635.805133068876,10490.622412185943,10603.021938030795,2216.0,,,-1.2426563221771556,0.0071241807789467,-0.0015523223593507,0.001534750848902,-0.0121365733590751,Fast Moving Consumer Goods,8.0
2020-01-27,10454.935546875,10677.7670499004,10408.102412816324,10677.7670499004,1666.0,,,-1.311163823705365,-0.015497074544514,0.0213135224054064,0.0213135224054064,-0.0044795239385934,Fast Moving Consumer Goods,8.0
2020-01-28,10408.712890625,10560.82730802252,10378.224696862737,10560.82730802252,1621.0,,,-1.330405325134464,-0.0044211325878346,0.0146141428816359,0.0146141428816359,-0.0029291031545046,Fast Moving Consumer Goods,8.0
2020-01-29,10453.203125,10537.92445517725,10284.557176822917,10481.256357800405,17363.0,,,-1.3118849938130135,0.0042743262152107,0.0026836972806267,0.0081048200407232,-0.0161334230436744,Fast Moving Consumer Goods,8.0
2020-01-30,10234.8203125,10532.772359928094,10059.196051273986,10453.20267836669,3590.0,,,-1.4027930795812225,-0.0208914731578986,0.0213371958860846,0.0291116051216062,-0.0171594865238151,Fast Moving Consumer Goods,8.0
2020-01-31,10295.564453125,10353.122571395244,10162.792486765642,10336.07512363676,2985.0,,,-1.3775065953444945,0.005935047101004,0.0039347692587621,0.0055905743227875,-0.012896035663111,Fast Moving Consumer Goods,8.0
2020-02-03,10913.525390625,11071.353054730078,10811.007475716891,11055.429788915322,4827.0,,,-1.1202626975095729,0.0600220551591448,0.0130026176887096,0.0144616572973437,-0.0093936570666866,Fast Moving Consumer Goods,8.0
2020-02-04,10866.6005859375,10958.955175636293,10724.789466755175,10913.714543622422,3357.0,,,-1.1397964882889535,-0.0042996926298269,0.0043356666431535,0.0084989403050581,-0.0130501823510328,Fast Moving Consumer Goods,8.0
2020-02-05,10797.66015625,10996.42016534927,10679.079023587596,10920.550486184597,1718.0,,,-1.1684949120485084,-0.0063442499006281,0.0113812000152146,0.0184076926133132,-0.0109821138048843,Fast Moving Consumer Goods,8.0
2020-02-06,10795.458984375,10968.50741316214,10734.154229502796,10829.693822121408,1523.0,10544.337841796874,,-1.169411212737708,-0.0002038563765804,0.0031712257714986,0.016029742601737,-0.0056787539057797,Fast Moving Consumer Goods,8.0
2020-02-07,10793.7734375,10953.661027863269,10666.71477696429,10762.254371910756,3104.0,10562.82529296875,,-1.1701128697872014,-0.0001561348042208,-0.0029201155436281,0.0148129466760698,-0.0117714774421963,Fast Moving Consumer Goods,8.0
2020-02-10,10969.0234375,11090.040449263754,10666.715531135922,10865.19473624072,2703.0,10590.388916015623,,-1.0971600496980352,0.0162362125733658,-0.0094656285357471,0.0110326149317934,-0.0275601477275153,Fast Moving Consumer Goods,8.0
2020-02-11,10719.728515625,11052.618772329675,10607.704033613016,10936.519259147908,2650.0,10601.528076171877,,-1.2009361842754367,-0.0227271756045967,0.0202235292812607,0.031053982031304,-0.0104503096182611,Fast Moving Consumer Goods,8.0
2020-02-12,10647.7021484375,10977.68827780534,10548.60340477606,10689.196128525133,29570.0,10609.482763671876,,-1.2309192176968684,-0.0067190476962653,0.0038969891821889,0.0309912997910317,-0.0093070544498637,Fast Moving Consumer Goods,8.0
2020-02-13,10893.529296875,10938.301596050764,10537.456565362423,10678.892649039732,2743.0,10629.8669921875,,-1.1285866429008988,0.0230873426970883,-0.0197031321976469,0.0041099902479362,-0.0326866272452879,Fast Moving Consumer Goods,8.0
2020-02-14,10770.26171875,10865.286323895294,10725.161962705444,10861.53967343878,1568.0,10642.10673828125,,-1.179900294540159,-0.0113156695838107,0.0084749987579106,0.008822868712639,-0.0041874336225313,Fast Moving Consumer Goods,8.0
2020-02-17,10689.1484375,10802.53127816176,10639.692828238096,10802.53127816176,1878.0,10646.95166015625,,-1.213666015589364,-0.0075312265725901,0.0106072846985629,0.0106072846985629,-0.0046267118050679,Fast Moving Consumer Goods,8.0
2020-02-18,10543.82421875,10677.954496774217,10499.988588494643,10677.954496774217,2996.0,10647.265380859377,,-1.2741613741346842,-0.0135954907539845,0.0127212172017903,0.0127212172017903,-0.0041574697515729,Fast Moving Consumer Goods,8.0
2020-02-19,10467.9091796875,10574.922903489418,10453.156740738876,10574.922903489418,1660.0,10643.96376953125,,-1.3057631783388988,-0.0071999530234486,0.0102230275373016,0.0102230275373016,-0.0014093013891686,Fast Moving Consumer Goods,8.0
2020-02-20,10444.5859375,10499.053244786735,10396.9570003687,10499.006594589046,4317.0,10638.97373046875,,-1.315472144337191,-0.0022280707433684,0.0052104178580842,0.0052148843058656,-0.0045601556075376,Fast Moving Consumer Goods,8.0
2020-02-24,10475.77734375,10578.154402143402,10303.29052780293,10468.143176247777,3253.0,10631.787255859375,,-1.3024878302231575,0.0029863707797176,-0.0007287447271659,0.0097727409655647,-0.016465299928313,Fast Moving Consumer Goods,8.0
2020-02-25,10469.359375,10490.57515014972,10444.72532996434,10444.72532996434,2692.0,10632.508447265624,,-1.3051594931022257,-0.0006126484497906,-0.0023529658456928,0.0020264635485129,-0.0023529658456928,Fast Moving Consumer Goods,8.0
2020-02-26,10531.8818359375,10550.615089558534,10402.622385952363,10469.3596019773,6386.0,10638.66689453125,,-1.2791327322217385,0.0059719471553148,-0.0059364731710963,0.0017787185531374,-0.0122731580166488,Fast Moving Consumer Goods,8.0
2020-02-27,10532.2587890625,10562.74698195299,10479.383988125392,10562.74698195299,3181.0,10642.619677734376,,-1.278975814712408,3.579162118148141e-05,0.0028947439956708,0.0028947439956708,-0.0050202717191129,Fast Moving Consumer Goods,8.0
2020-02-28,10431.7060546875,10840.700198892708,10304.31992425878,10350.263962626008,12835.0,10652.46396484375,,-1.3208337635873473,-0.0095471196054754,-0.0078071689936946,0.0392068317551399,-0.0122114378761161,Fast Moving Consumer Goods,8.0
2020-03-02,10272.7080078125,10475.777226992228,10211.54411221201,10378.270084349124,12176.0,10651.321142578125,,-1.387021243805325,-0.0152418066653204,0.0102759736241255,0.0197678371686698,-0.0059540187021741,Fast Moving Consumer Goods,8.0
2020-03-03,10164.6640625,10381.313971490998,10070.154426075547,10237.162124517085,4765.0,10613.878076171875,,-1.4319976232866751,-0.010517571922645,0.007132361834224,0.0213140254964523,-0.0092978612813305,Fast Moving Consumer Goods,8.0
2020-03-04,9762.9755859375,10273.97170750048,9628.8919628089,10164.75629458293,4266.0,10558.696826171876,,-1.5992119294924114,-0.0395181261370387,0.0411535095124226,0.0523402027450539,-0.0137338890124578,Fast Moving Consumer Goods,8.0
2020-03-05,9645.986328125,9887.41113098706,9471.532906076276,9872.424528287573,5875.0,10501.113134765625,,-1.6479120509050242,-0.0119829509745994,0.0234748622338747,0.0250285242638312,-0.0180855970674628,Fast Moving Consumer Goods,8.0
2020-03-06,9824.185546875,10020.369708726475,9378.006689299424,9645.751323994731,8612.0,10452.549462890624,,-1.573731534240267,0.0184739240434563,-0.018162749678219,0.0199695090158267,-0.045416371204176,Fast Moving Consumer Goods,8.0
2020-03-09,9808.357421875,9901.696232079736,9560.98515208267,9776.885918926171,5189.0,10403.278662109376,,-1.5803204435439693,-0.0016111386459954,-0.00320864152836,0.0095162529453269,-0.0252205602989782,Fast Moving Consumer Goods,8.0
2020-03-11,9420.53125,10008.240412524368,9366.626497449104,9741.29155734707,5478.0,10325.854052734376,,-1.7417641693223824,-0.0395403792086587,0.0340490678110185,0.0623859893808396,-0.005722050181713,Fast Moving Consumer Goods,8.0
2020-03-12,8954.1689453125,9366.62804540814,8335.45559800525,9366.62804540814,13463.0,10237.57607421875,,-1.9359008044735155,-0.0495048837811031,0.0460633591587034,0.0460633591587034,-0.069097796912928,Fast Moving Consumer Goods,8.0
2020-03-13,9476.263671875,9731.879301692496,7867.967083335787,8392.17075614692,11425.0,10179.004150390623,,-1.7185639562200692,0.0583074464812076,-0.1144008813247361,0.0269743053452755,-0.1697184295654988,Fast Moving Consumer Goods,8.0
2020-03-16,9450.5986328125,9824.466979165907,9179.340581684615,9366.626460708403,25807.0,10106.8576171875,,-1.7292477620820264,-0.0027083500365943,-0.0088853812723085,0.0395602819333935,-0.0287027374314761,Fast Moving Consumer Goods,8.0
2020-03-17,9370.3271484375,9737.35806733908,9157.751362376874,9447.180141243034,5105.0,10036.860888671876,,-1.7626630611285294,-0.0084937989109279,0.0082017406210144,0.0391694882246222,-0.0226860580952152,Fast Moving Consumer Goods,8.0
2020-03-18,9403.3447265625,9599.060588282582,9193.766439285117,9525.813379351406,10373.0,9972.570703125,,-1.7489185507905374,0.003523631309981,0.0130239458777852,0.0208134304772669,-0.0222876320470702,Fast Moving Consumer Goods,8.0
2020-03-19,8904.8515625,9553.958760650048,8032.865310124046,9277.128305189011,12781.0,9890.6220703125,,-1.9564305742628956,-0.0530123247161576,0.0418060582005364,0.0728936573051437,-0.0979226039037025,Fast Moving Consumer Goods,8.0
2020-03-20,9204.3974609375,9366.627634509145,8878.438819256582,9132.461943646416,7086.0,9827.446484375,,-1.831736034821192,0.0336385055197263,-0.007815342350911,0.0176252898965014,-0.0354133600883982,Fast Moving Consumer Goods,8.0
2020-03-23,8352.830078125,9179.294004582292,8079.652049339475,8079.652049339475,6146.0,9722.85869140625,10245.66833984375,-2.1862252905822324,-0.0925174501021346,-0.0327048468878762,0.0989441804427095,-0.0327048468878762,Fast Moving Consumer Goods,8.0
2020-03-24,8463.076171875,8617.063907679018,8080.590269468941,8080.590269468941,5268.0,9622.2236328125,10206.449375,-2.1403322038896384,0.0131986515610703,-0.0451946661755401,0.0181952439841861,-0.0451946661755401,Fast Moving Consumer Goods,8.0
2020-03-25,8549.904296875,8879.562937173288,8200.950769664634,8710.870340506028,5453.0,9526.25087890625,10169.09244140625,-2.104187515833692,0.0102596412033431,0.0188266485848105,0.0385569976986501,-0.0408137348786358,Fast Moving Consumer Goods,8.0
2020-03-26,8832.2138671875,9097.382699296102,8383.130773692834,8546.110075885299,12295.0,9441.26748046875,10135.7978125,-1.9866680904844327,0.0330190327879675,-0.0323932137065999,0.0300229179338296,-0.0508460393110555,Fast Moving Consumer Goods,8.0
2020-03-27,9248.091796875,10011.050156704776,8899.23161853032,8945.128087250243,13342.0,9377.059130859376,10110.98748046875,-1.8135470189663327,0.0470864877075186,-0.0327595915221268,0.0824990037498962,-0.0377223957122226,Fast Moving Consumer Goods,8.0
2020-03-30,9442.732421875,9611.800067469389,9088.908027840203,9298.252176263171,3710.0,9327.61044921875,10090.125234375,-1.7325222971536776,0.0210465714738872,-0.0153006819590825,0.0179045257284562,-0.037470551766894,Fast Moving Consumer Goods,8.0
2020-03-31,9618.9169921875,9881.791751927143,9375.947230070198,9666.312674913554,16267.0,9294.9208984375,10071.99423828125,-1.659180435467544,0.0186582190875547,0.004927340860156,0.0273289352588397,-0.0252595757209093,Fast Moving Consumer Goods,8.0
2020-04-01,9751.26953125,9834.350794839587,9483.711420452277,9517.712099195487,5079.0,9274.251171875,10055.17462890625,-1.6040849092446003,0.0137596092335547,-0.0239514897322884,0.0085200458589864,-0.0274382848243789,Fast Moving Consumer Goods,8.0
2020-04-03,9706.681640625,9834.957772803633,9357.306474029214,9667.295159343455,10634.0,9271.436474609374,10038.557265625,-1.6226458927705407,-0.0045725216067619,-0.0040576669494033,0.013215240483603,-0.0359932652095603,Fast Moving Consumer Goods,8.0
2020-04-07,9835.5693359375,10022.246063066024,9563.42120717525,9760.0271095559,10368.0,9280.915625,10024.58982421875,-1.5689927067628942,0.0132782448301457,-0.0076805138372194,0.0189797581362614,-0.0276697890551049,Fast Moving Consumer Goods,8.0
2020-04-08,10284.8837890625,10489.6388016596,9767.706034268316,9833.787404021105,18803.0,9303.950537109376,10019.399765625,-1.3819527269495406,0.045682607460585,-0.0438601343771249,0.0199083447899381,-0.050285230771803,Fast Moving Consumer Goods,8.0
2020-04-09,10211.4033203125,10846.55392292019,10117.830351932978,10612.388251009132,8383.0,9324.10283203125,10011.2376953125,-1.412541071695825,-0.007144511329155,0.039268347172126,0.0622001288837792,-0.0091635758028856,Fast Moving Consumer Goods,8.0
2020-04-13,10438.638671875,10509.122548231822,9881.792632085895,10302.354233205,4023.0,9375.008203125,10010.9117578125,-1.3179478635906183,0.0222530972907988,-0.0130557674189062,0.0067522096101217,-0.0533446991789671,Fast Moving Consumer Goods,8.0
2020-04-15,10427.2109375,10677.955747962078,10304.2739469807,10350.123773243944,6247.0,9448.660302734375,10011.28171875,-1.3227049845600114,-0.0010947533231311,-0.007392884321427,0.0240471600665821,-0.0117900166455033,Fast Moving Consumer Goods,8.0
2020-04-16,10337.0087890625,10467.719876192496,10162.789539808638,10427.303432516625,7335.0,9491.69755859375,10008.95783203125,-1.3602542062810796,-0.0086506496299121,0.0087350843262958,0.0126449623674791,-0.0168539325842695,Fast Moving Consumer Goods,8.0
2020-04-17,10335.1376953125,10584.29000879384,10234.493091003736,10360.427591793688,4394.0,9535.92451171875,10010.9641796875,-1.3610331025191036,-0.0001810092056785,0.0024469820554648,0.0241073046945803,-0.0097380999920698,Fast Moving Consumer Goods,8.0
2020-04-20,10158.998046875,10476.620035479147,10080.505887422089,10467.113456914696,2346.0,9575.358056640624,10008.2328515625,-1.4343562641911716,-0.0170427964900156,0.0303293108845981,0.0312650900353161,-0.007726368199968,Fast Moving Consumer Goods,8.0
2020-04-21,10086.4541015625,10302.354892797135,9834.960121317385,10022.292695056763,3126.0,9609.513525390625,9991.69142578125,-1.464554754296399,-0.0071408563106098,-0.0063611459349026,0.0214050239123371,-0.0249338347959324,Fast Moving Consumer Goods,8.0
2020-04-22,10054.7939453125,10256.457255252366,9671.0430283544,9975.458426341342,27163.0,9667.01064453125,9975.45529296875,-1.4777341989919834,-0.0031388787309402,-0.0078903177332783,0.0200564338798687,-0.0381659653141875,Fast Moving Consumer Goods,8.0
2020-04-23,10157.40625,10308.958118260283,9980.142803213685,10116.895581183577,2690.0,9714.661083984374,9962.65021484375,-1.435018895124355,0.0102053115405052,-0.0039882887244392,0.0149203314832744,-0.0174516448809276,Fast Moving Consumer Goods,8.0
2020-04-24,9809.7158203125,10160.917708146551,9778.75929876936,10097.22463991702,3077.0,9787.50537109375,9942.9353515625,-1.5797549713795165,-0.0342302376344846,0.0293085778294606,0.0358014334224479,-0.0031557001354759,Fast Moving Consumer Goods,8.0
2020-04-27,9829.7158203125,10172.112771495991,9797.540899835052,10003.560094269023,3954.0,9855.837353515624,9923.65419921875,-1.571429399900011,0.0020387950442546,0.0176855849278252,0.034832843333675,-0.0032732299758819,Fast Moving Consumer Goods,8.0
2020-04-28,9868.9609375,10068.891812540556,9741.293969666436,9983.889656026398,3045.0,9921.790185546875,9901.65294921875,-1.5550924984817065,0.0039924976372564,0.0116454730395874,0.0202585536924013,-0.0129362116885533,Fast Moving Consumer Goods,8.0
2020-04-29,9859.263671875,10022.28961106447,9589.08316759556,9919.256727212403,3315.0,9973.14267578125,9884.44365234375,-1.5591292623875406,-0.0009826024934552,0.00608494278417,0.0165353057403796,-0.0274037203255014,Fast Moving Consumer Goods,8.0
2020-04-30,9887.6005859375,9966.092750030552,9701.953825640643,9907.082990326424,16813.0,10005.118115234374,9869.24162109375,-1.5473332122107433,0.0028741410114971,0.0019703874787004,0.007938444055344,-0.0187757139543935,Fast Moving Consumer Goods,8.0
2020-05-04,9667.341796875,9975.457156495728,9538.410732781364,9701.951664505425,4989.0,10016.348583984374,9844.71787109375,-1.6390222268272008,-0.0222762627948139,0.003580081097537,0.0318717767608389,-0.0133367648318084,Fast Moving Consumer Goods,8.0
2020-05-05,9433.17578125,9834.02072753595,9366.719386228964,9834.02072753595,4862.0,10007.0615234375,9817.97615234375,-1.7365005218850469,-0.0242223788653769,0.0424931068371159,0.0424931068371159,-0.0070449651911638,Fast Moving Consumer Goods,8.0
2020-05-06,9500.8974609375,9717.875746501084,9332.907367531256,9415.33368711604,5056.0,9994.542919921874,9794.2111328125,-1.708309437637524,0.0071790965479629,-0.0090058622538821,0.0228376620688393,-0.0176814973634781,Fast Moving Consumer Goods,8.0
2020-05-07,9515.791015625,9684.2494448451,9380.06821765567,9502.443571475813,3153.0,9984.998388671876,9773.65046875,-1.7021095699307889,0.0015675945087013,-0.0014026625981248,0.0177030400251003,-0.0142629023426925,Fast Moving Consumer Goods,8.0
2020-05-08,9392.8076171875,9693.523016868576,9366.534409403468,9644.816552777633,6290.0,9962.860302734374,9752.1484375,-1.7533049236549838,-0.0129241382282944,0.026829990122335,0.0320154965306442,-0.0027971623453626,Fast Moving Consumer Goods,8.0
2020-05-11,9412.2900390625,9524.877087305636,9365.691066111302,9415.334193074386,3680.0,9919.230615234375,9731.50251953125,-1.745194808859274,0.0020741851285604,0.0003234233113569,0.0119617062134591,-0.0049508645353899,Fast Moving Consumer Goods,8.0
2020-05-12,9543.984375,9577.376768443306,9295.441276286689,9497.713783252626,2687.0,9885.85966796875,9712.86666015625,-1.6903732784945915,0.0139917422211754,-0.0048481420263614,0.0034987896177591,-0.0260418593480056,Fast Moving Consumer Goods,8.0
2020-05-13,9474.15625,9694.45951288697,9414.865680558782,9694.45951288697,2045.0,9837.635546875,9692.96259765625,-1.7194412307929583,-0.0073164542455571,0.0232530746879933,0.0232530746879933,-0.0062581371761963,Fast Moving Consumer Goods,8.0
2020-05-14,9482.3984375,9568.056427009707,9404.093799238824,9404.093799238824,2735.0,9790.394921875,9671.9729296875,-1.7160101847340217,0.0008699653333245,-0.0082578936940158,0.0090333674622822,-0.0082578936940158,Fast Moving Consumer Goods,8.0
2020-05-15,9437.580078125,9460.294150714586,9386.297790525829,9460.106635215196,934.0,9745.423486328124,9650.07935546875,-1.734667107462558,-0.0047264792415552,0.0023868997034959,0.0024067687268936,-0.0054338386720592,Fast Moving Consumer Goods,8.0
2020-05-18,9439.078125,9460.293902457224,9267.294723161416,9395.664171836475,2141.0,9700.6205078125,9630.226796875,-1.7340435026456849,0.0001587320968509,-0.0045993848751543,0.002247653550089,-0.0181991715254061,Fast Moving Consumer Goods,8.0
2020-05-19,9419.876953125,9460.294318995508,9348.503979238612,9460.294318995508,1529.0,9663.664453125,9613.17017578125,-1.742036539092464,-0.0020342210987897,0.0042906469024628,0.0042906469024628,-0.007576847791277,Fast Moving Consumer Goods,8.0
2020-05-20,9385.96875,9460.245913623465,9347.986348582555,9357.306324693776,1255.0,9628.640185546876,9597.59626953125,-1.7561517975354026,-0.003599643954346,-0.0030537524756006,0.0079136384961289,-0.0040467214870542,Fast Moving Consumer Goods,8.0
2020-05-21,9344.662109375,9450.833375616556,9319.793897545092,9413.46016787218,1311.0,9593.13359375,9589.23,-1.7733468669904866,-0.0044008926222985,0.0073622842315677,0.0113617020068643,-0.0026612210841694,Fast Moving Consumer Goods,8.0
