Date_Ticker,Close_PRAJIND.NS,High_PRAJIND.NS,Low_PRAJIND.NS,Open_PRAJIND.NS,Volume_PRAJIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,103.98272705078124,106.49619031580131,102.91218537920352,105.0067345489109,1087588.0,,,-1.2628826033710283,,0.0098478615359796,0.0241719306302918,-0.010295379837989,Capital Goods,1.0
2020-01-13,107.79947662353516,108.87001839291548,103.88964688818253,104.49474034627964,3310489.0,,,-1.2443207031849357,0.0367056114126526,-0.030656329518153,0.0099308624022262,-0.0362694686265205,Capital Goods,1.0
2020-01-14,108.2183837890625,110.21984349034967,106.63583822187876,108.35802183376364,2999187.0,,,-1.242283442724028,0.0038859851517673,0.001290335706485,0.018494636781754,-0.0146236296622984,Capital Goods,1.0
2020-01-15,112.77985382080078,113.57112664335048,106.2169293172992,107.9391130139747,3670518.0,,,-1.2200997626535837,0.0421506020698795,-0.0429220347679973,0.0070160830657481,-0.0581923480228092,Capital Goods,1.0
2020-01-16,117.24821472167967,120.78567867206492,114.5951203100337,116.36385228522632,9065814.0,,,-1.1983688978282796,0.0396202047573036,-0.0075426516177891,0.030170727620735,-0.0226280154281565,Capital Goods,1.0
2020-01-17,117.10858154296876,120.55294866387958,115.01403224185889,116.36385006165982,3258241.0,,,-1.199047972280636,-0.0011909194442098,-0.006359324581484,0.0294117397335824,-0.0178855321575333,Capital Goods,1.0
2020-01-20,113.6642074584961,117.85330606582852,113.1056623979756,116.50348824438016,1109510.0,,,-1.2157989083168754,-0.029411799196021,0.0249795502856149,0.0368550373156126,-0.0049139924784541,Capital Goods,1.0
2020-01-21,110.7318344116211,112.64020435104476,109.28892696436336,112.64020435104476,952342.0,,,-1.230059842854744,-0.0257985615035915,0.0172341580861898,0.0172341580861898,-0.0130306470124393,Capital Goods,1.0
2020-01-22,113.71076202392578,114.87440058924986,109.42857352399042,111.2438468449815,2667293.0,,,-1.2155725006943052,0.0269021788371281,-0.0216946499613222,0.0102333195610739,-0.0376586034929072,Capital Goods,1.0
2020-01-23,112.45402526855467,114.31584683192622,111.89547311771472,113.57111536566336,891342.0,,,-1.221684356284705,-0.0110520476074785,0.0099337493205859,0.0165562909724685,-0.0049669378175308,Capital Goods,1.0
2020-01-24,110.7318344116211,113.38493581576758,110.40601705916195,112.64020435104476,962313.0,,,-1.230059842854744,-0.0153146217115908,0.0172341580861898,0.0239596988367787,-0.0029424000260662,Capital Goods,1.0
2020-01-27,108.82347106933594,111.43001697919522,107.98564995098326,110.2198372324952,980640.0,,,-1.2393407372920326,-0.0172340985085755,0.0128314797298605,0.0239520563371713,-0.0076989008907726,Capital Goods,1.0
2020-01-28,105.61181640625,109.75437329564993,104.82054372921831,109.4285559700822,847957.0,,,-1.254959894942291,-0.0295125181316782,0.0361393231714772,0.0392243693022476,-0.0074922741030031,Capital Goods,1.0
2020-01-29,107.8925552368164,108.40455187793876,106.26346145615524,106.63582716933485,724492.0,,,-1.2438680363551495,0.0215954891050565,-0.0116479590711623,0.0047454306740495,-0.0150992232697189,Capital Goods,1.0
2020-01-30,104.96019744873048,107.75292997508252,104.16892465338796,107.52020226455316,693122.0,,,-1.2581288966853412,-0.0271784997736833,0.024390243902439,0.0266075388026607,-0.0075387891274597,Capital Goods,1.0
2020-01-31,105.05328369140624,106.72892599356432,102.912193085633,105.51873909730728,812459.0,,,-1.2576761927517164,0.0008868718327368,0.0044306602282733,0.015950403864388,-0.0203809964861516,Capital Goods,1.0
2020-02-03,98.44380950927734,101.14345204157271,95.69762570194209,96.302711993457,745203.0,,,-1.2898198788156443,-0.0629154458564495,-0.0217494378416813,0.0274231822778148,-0.0278959522292405,Capital Goods,1.0
2020-02-04,102.86563873291016,104.0758255589174,98.723088701775,99.18854408065695,1629267.0,,,-1.2683153103013949,0.0449172908451505,-0.0357465787171237,0.0117647335000707,-0.0402714655949518,Capital Goods,1.0
2020-02-05,99.5143585205078,100.8176349637906,98.21108207722504,100.35217959849568,1091725.0,,,-1.284613505300171,-0.0325791999513454,0.008419097409096,0.0130963658175438,-0.0130963658175438,Capital Goods,1.0
2020-02-06,101.4227294921875,103.61037556853464,99.14200085796551,99.97982200398296,1082190.0,108.15088806152345,,-1.275332573759044,0.0191768404082754,-0.0142266678823279,0.0215695839315352,-0.0224873521511531,Capital Goods,1.0
2020-02-07,101.7020034790039,103.51727667272633,100.30563729851414,101.4692757822556,943166.0,108.03685188293456,,-1.2739743877504928,0.0027535640996323,-0.0022883295194509,0.0178489423180063,-0.0137299771167048,Capital Goods,1.0
2020-02-10,98.81617736816406,101.00381620655872,97.74562858699232,101.00381620655872,740936.0,107.58768692016602,,-1.2880089517696298,-0.0283753123057759,0.0221384685854024,0.0221384685854024,-0.0108337400786427,Capital Goods,1.0
2020-02-11,98.53690338134766,100.212545604815,97.93180996163528,99.0954484217416,639676.0,107.10361289978027,,-1.289367137778181,-0.0028261970282042,0.0056683843436029,0.0170052251082259,-0.0061407797378268,Capital Goods,1.0
2020-02-12,100.2125473022461,102.30709656591564,98.21108769650476,98.86272240428768,1722798.0,106.47524757385254,,-1.2812180217268736,0.0170052423345751,-0.0134696196663605,0.0209010679805621,-0.0199721458003142,Capital Goods,1.0
2020-02-13,98.86272430419922,100.49181820724958,98.53690694404632,99.97982152766237,475458.0,105.55597305297852,,-1.287782581250898,-0.0134696007075415,0.0112994784568738,0.0164783432230499,-0.0032956542766349,Capital Goods,1.0
2020-02-14,96.06998443603516,99.37472036641796,95.4183497663498,98.95581337908952,635561.0,104.50404319763184,,-1.3013644413364105,-0.0282486638702251,0.0300388197208025,0.0343992553947287,-0.006782916365717,Capital Goods,1.0
2020-02-17,97.60599517822266,101.3296383484155,96.9078120838115,98.4438163119732,2428378.0,103.70113258361816,,-1.2938943997374597,0.0159884562405669,0.0085837056650128,0.0381497382757451,-0.0071530759267021,Capital Goods,1.0
2020-02-18,99.5143585205078,101.93472499958426,94.34780112482026,97.09399204143136,2683891.0,103.1402587890625,,-1.284613505300171,0.0195517021142051,-0.0243217814500374,0.0243217814500373,-0.0519177078815498,Capital Goods,1.0
2020-02-19,99.88671875,102.21399544872057,99.14198736549548,101.00380872447192,1207003.0,102.4490566253662,,-1.282802615357995,0.0037417739010542,0.011183568631059,0.0232991605675358,-0.0074557598229696,Capital Goods,1.0
2020-02-20,96.4423599243164,99.60745814566384,96.06999417434272,99.46782010163795,852322.0,101.64847335815428,,-1.2995534771865576,-0.0344826506345078,0.031370656832701,0.0328185480304636,-0.003861018646432,Capital Goods,1.0
2020-02-24,94.16163635253906,97.23363797624754,93.64963253077782,96.11654776804195,1085150.0,100.8199634552002,,-1.310645261566022,-0.0236485666004767,0.0207612302762427,0.0326247688836562,-0.0054374991938788,Capital Goods,1.0
2020-02-25,94.4408950805664,96.72163073580298,93.13762568018616,94.58053311697444,618271.0,100.10083465576172,,-1.3092871497651477,0.0029657378402155,0.001478575952599,0.0241498733497909,-0.0137998416815984,Capital Goods,1.0
2020-02-26,93.0445327758789,95.32526852560603,92.16017034579822,93.18417081807212,703430.0,99.47247047424317,,-1.3160780427040653,-0.014785568301701,0.0015007656874324,0.0245123026757612,-0.0095047221335496,Capital Goods,1.0
2020-02-27,94.02198791503906,95.23217475882012,92.160166372167,92.99798748691654,807444.0,98.7789421081543,,-1.3113244102260553,0.0105052399103835,-0.0108910740011989,0.0128713173441368,-0.0198019801980198,Capital Goods,1.0
