Date_Ticker,Close_VINATIORGA.NS,High_VINATIORGA.NS,Low_VINATIORGA.NS,Open_VINATIORGA.NS,Volume_VINATIORGA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,976.7833862304688,987.764000486664,960.8272344340196,965.7047548182272,64924.0,,,-1.8746717554812429,,-0.0113419531581052,0.0112416062875218,-0.0163354045752414,Chemicals,2.0
2020-01-13,976.0235595703124,990.214983039949,973.5479981769004,985.3619372442728,27804.0,,,-1.876690696268552,-0.0007778865517855,0.0095677789561465,0.0145400419185415,-0.0025363746286023,Chemicals,2.0
2020-01-14,977.8617553710938,984.1118742179956,973.6459410615624,981.9304242853613,31326.0,,,-1.871806413218396,0.0018833518748159,0.0041607813087274,0.0063916180508869,-0.0043112579936531,Chemicals,2.0
2020-01-15,974.4058837890624,977.9598733035742,970.606791549412,977.4696678532968,19454.0,,,-1.8809890340167124,-0.0035341105867462,0.0031442585838259,0.003647339957238,-0.0038988806439441,Chemicals,2.0
2020-01-16,980.85205078125,985.3129081987214,975.5087996594308,975.5087996594308,23338.0,,,-1.863860878155929,0.0066154844705175,-0.0054475607382004,0.0045479411639282,-0.0054475607382004,Chemicals,2.0
2020-01-17,1044.1131591796875,1074.9471562989777,984.3080894174436,984.3326236277512,506670.0,,,-1.6957693400546718,0.0644960759862304,-0.0572548435256797,0.0295312791034212,-0.0572783411802126,Chemicals,2.0
2020-01-20,1052.0543212890625,1080.9029583203935,1041.686524458429,1058.8437142730386,300220.0,,,-1.6746688221050174,0.0076056527394157,0.0064534623798295,0.027421242846076,-0.00985481131614,Chemicals,2.0
2020-01-21,1021.9803466796876,1051.4661566424072,1017.66651478141,1049.946591553978,160982.0,,,-1.7545785925293509,-0.0285859522657783,0.0273647580065019,0.0288516408936005,-0.0042210517181595,Chemicals,2.0
2020-01-22,1039.0638427734375,1050.0199814883197,1025.019505738598,1033.696117504161,51566.0,,,-1.7091859143540156,0.0167160710567992,-0.0051659244103318,0.0105442401745385,-0.0135163369724741,Chemicals,2.0
2020-01-23,1074.2362060546875,1078.452020917173,1041.5885939561815,1041.6866111131783,91084.0,,,-1.615729179366623,0.0338500502407715,-0.0303002214578606,0.0039244766083326,-0.0303914650376659,Chemicals,2.0
2020-01-24,1094.359130859375,1105.413287671907,1066.3194031079006,1078.4519879725922,204230.0,,,-1.5622604136881608,0.0187323092363385,-0.0145355783473851,0.0101010321939301,-0.025622053090977,Chemicals,2.0
2020-01-27,1125.732177734375,1147.0806470457596,1089.3344264338846,1092.1776417170736,278072.0,,,-1.47889886916815,0.0286679628198135,-0.0298068552014143,0.0189640748782273,-0.0323325139144052,Chemicals,2.0
2020-01-28,1116.982177734375,1147.0807442635098,1108.3299798003336,1130.4137590904502,110948.0,,,-1.5021485559918843,-0.007772719100568,0.0120248842137473,0.0269463265655545,-0.0077460483313986,Chemicals,2.0
2020-01-29,1121.9332275390625,1139.6786414952355,1103.4525053829452,1126.4921623145303,96586.0,,,-1.488993086573862,0.004432523547269,0.0040634635498475,0.015816818256731,-0.0164722121624424,Chemicals,2.0
2020-01-30,1118.96728515625,1132.3744504389108,1105.388619794589,1131.8842450491104,47364.0,,,-1.4968739130353057,-0.0026435997348239,0.011543643915431,0.0119817312449743,-0.012134997637366,Chemicals,2.0
2020-01-31,1090.06982421875,1127.4234551956404,1060.0202065014582,1127.2764893053766,263412.0,,,-1.5736575606693604,-0.0258251168920142,0.0341323686427998,0.0342671910982048,-0.0275666907290349,Chemicals,2.0
2020-02-03,955.9495239257812,979.4303741939312,927.9588079825384,936.2922996548592,174920.0,,,-1.9300295582141331,-0.123038265359829,-0.0205630357868646,0.0245628557580337,-0.0292805375625837,Chemicals,2.0
2020-02-04,992.6170043945312,999.0386836710268,960.8026594677194,960.8026594677194,108278.0,,,-1.83260013678398,0.0383571303201954,-0.0320509771502631,0.0064694431468181,-0.0320509771502631,Chemicals,2.0
2020-02-05,1033.549072265625,1127.472479755109,1003.9407124080276,1004.6760205469982,153999.0,,,-1.7238392500353197,0.0412365168941077,-0.0279358305216554,0.0908746473775028,-0.0286472705090756,Chemicals,2.0
2020-02-06,1040.0687255859375,1072.2751949543551,1029.5293099688768,1043.8432830571685,89778.0,1040.3801330566407,,-1.7065158331328525,0.0063080249358851,0.0036291423618226,0.0309657127227565,-0.010133383840691,Chemicals,2.0
2020-02-07,1009.2350463867188,1051.000528528628,1004.9212143114216,1047.0788847654617,50378.0,1042.0027160644531,,-1.788444219990605,-0.0296458093976897,0.0374975467947056,0.041383305396933,-0.0042743581792383,Chemicals,2.0
