Date_Ticker,Close_PIDILITIND.NS,High_PIDILITIND.NS,Low_PIDILITIND.NS,Open_PIDILITIND.NS,Volume_PIDILITIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1384.868896484375,1402.1901072566188,1378.997283414696,1389.6150931573775,2584478.0,,,-1.6635308697716191,,0.0034271812191399,0.012507473318388,-0.0042398331600809,Chemicals,2.0
2020-01-13,1394.9974365234375,1403.7070199977366,1384.819949748693,1389.5172880934294,297267.0,,,-1.6450153880955278,0.0073137176123853,-0.0039284290325761,0.0062434404868905,-0.0072957028509732,Chemicals,2.0
2020-01-14,1396.6610107421875,1401.064720638043,1386.6793160948926,1394.9974347870636,285820.0,,,-1.6419742905784829,0.0011925285130959,-0.0011911093259773,0.0031530270137025,-0.0071468270185266,Chemicals,2.0
2020-01-15,1401.4072265625,1407.914835153479,1384.8198488016433,1396.2695653854526,392459.0,,,-1.6332979688467375,0.003398258978956,-0.0036660729869715,0.0046436242568419,-0.0118362296457852,Chemicals,2.0
2020-01-16,1421.5665283203125,1424.844821841548,1399.4501422026144,1400.6244170746672,569179.0,,,-1.5964457491921735,0.0143850419604736,-0.0147317138019491,0.0023061133305586,-0.0155577566558423,Chemicals,2.0
2020-01-17,1416.869140625,1424.061842747226,1403.5111969932807,1422.3982668266449,489591.0,,,-1.6050328106504514,-0.0033043741546607,0.003902354877463,0.0050764759539143,-0.0094277892352337,Chemicals,2.0
2020-01-20,1409.5784912109375,1433.6520790216273,1407.425494912192,1418.9730474958085,326309.0,,,-1.6183604852325997,-0.0051456053385752,0.0066647982666083,0.01707857204178,-0.00152740433553,Chemicals,2.0
2020-01-21,1384.4775390625,1409.187245979855,1382.2756839906565,1408.4532942892406,235201.0,,,-1.6642462908634628,-0.01780741711437,0.0173175472698356,0.0178476762678918,-0.0015903869941685,Chemicals,2.0
2020-01-22,1397.9822998046875,1414.0312812274212,1388.4409278140618,1393.1871248613318,348810.0,,,-1.6395589075784465,0.0097544094152168,-0.0034300684236314,0.0114801034497904,-0.0068251021432522,Chemicals,2.0
2020-01-23,1413.492919921875,1416.0372615312451,1389.6150044052306,1398.471401336331,208565.0,,,-1.6112047122593764,0.0110950046501693,-0.010627232987042,0.0018000384533309,-0.0168928440886454,Chemicals,2.0
