Date_Ticker,Close_ESCORTS.NS,High_ESCORTS.NS,Low_ESCORTS.NS,Open_ESCORTS.NS,Volume_ESCORTS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,636.1163940429688,641.918515704393,628.5442129211821,635.0838293465762,2338949.0,,,-1.466755605853202,,-0.0016232323299041,0.0091211635413885,-0.0119037666576397,Capital Goods,1.0
2020-01-13,642.016845703125,649.0482254881924,635.7722390577521,638.1324384321091,1654638.0,,,-1.460609091392812,0.0092757421682763,-0.0060503198584481,0.0109520175866519,-0.0097265464094387,Capital Goods,1.0
2020-01-14,661.8325805664062,664.2910968389413,639.2142308590849,642.1644503861268,2444903.0,,,-1.43996699348311,0.030864820753386,-0.0297176820208022,0.0037147102526005,-0.0341753343239226,Capital Goods,1.0
2020-01-15,666.7987670898438,668.1755602024448,654.3587108452563,661.7834179354835,2003755.0,,,-1.434793705226988,0.007503690010527,-0.0075215333349356,0.0020647805313285,-0.0186563875918375,Capital Goods,1.0
2020-01-16,682.3365478515625,686.9094118967582,664.1435283525074,666.7987377973833,2903400.0,,,-1.4186079622305372,0.0233020538258211,-0.0227714756055531,0.0067017721087843,-0.0266628243149784,Capital Goods,1.0
2020-01-17,694.0883178710938,696.2518242446899,678.5505066791469,682.2874394940651,2465250.0,,,-1.406366115585477,0.0172228353538051,-0.0170019838588038,0.0031170476694264,-0.0223859281187794,Capital Goods,1.0
2020-01-20,701.2671508789062,705.0041435954048,685.631023548173,695.2683952400964,2185442.0,,,-1.398887908249384,0.0103428235614617,-0.0085541660282981,0.0053289145396513,-0.0222969624502393,Capital Goods,1.0
2020-01-21,692.318115234375,700.6770697506992,689.6629059129522,698.2185537164862,1297448.0,,,-1.4082101398621072,-0.0127612360472258,0.0085227272727272,0.0120738636363637,-0.0038352446122602,Capital Goods,1.0
2020-01-22,692.41650390625,702.2997874099406,689.0237994439483,695.3175651329224,1511919.0,,,-1.4081076481497352,0.0001421148308992,0.0041897632570946,0.0142736105334495,-0.0048998029988625,Capital Goods,1.0
2020-01-23,700.873779296875,705.0040983346413,688.5320405232933,692.3181312948659,1429046.0,,,-1.399297684357472,0.0122141447277953,-0.0122071166802562,0.0058930996703998,-0.0176090747551764,Capital Goods,1.0
2020-01-24,711.5928955078125,716.7066211406541,698.4644431823914,703.97149538861,3229205.0,,,-1.3881315556290517,0.0152939324134668,-0.0107103375642383,0.007186307880705,-0.0184493864515781,Capital Goods,1.0
2020-01-27,722.0662231445312,729.2942369157842,703.1356480059106,706.0858675080333,1985363.0,,,-1.3772214654401616,0.0147181453086946,-0.0221314266258086,0.0100101812542561,-0.0262172284644194,Capital Goods,1.0
2020-01-28,715.6248779296875,732.4902623513615,708.1509529771014,720.6402267614978,1866552.0,,,-1.383931429996731,-0.0089207125446088,0.0070083489080476,0.0235673534302855,-0.0104439143790086,Capital Goods,1.0
2020-01-29,735.5880737304688,742.4719193402459,712.1830106617007,718.8701629638672,5632563.0,,,-1.3631357216794042,0.0278961735630754,-0.0227272727272727,0.0093582887700536,-0.0318181654986212,Capital Goods,1.0
2020-01-30,804.7706909179688,821.6361365203628,745.5204488768534,747.3889452489236,17118805.0,,,-1.2910680256041989,0.0940507597365555,-0.0713019824362541,0.0209568337822496,-0.0736237573134417,Capital Goods,1.0
2020-01-31,790.3146362304688,804.3773367933663,781.2672846721621,787.7085850674284,7011082.0,,,-1.3061269319887572,-0.0179629487637162,-0.0032974856387201,0.0177937999857522,-0.0114477843931366,Capital Goods,1.0
2020-02-03,833.0928344726562,838.6490451441431,752.0601154484108,762.3367253037325,9868159.0,,,-1.2615647816265143,0.0541280602447462,-0.0849318422162543,0.0066693775790351,-0.0972673340487183,Capital Goods,1.0
2020-02-04,832.6502075195312,845.7295005822019,816.9157051831181,832.1093460061896,5474373.0,,,-1.2620258671712556,-0.0005313056778422,-0.0006495662986175,0.0157080283467818,-0.0188968935506378,Capital Goods,1.0
2020-02-05,841.1075439453125,851.4333119068147,824.6354855305353,829.0116563377408,3123728.0,,,-1.2532158397985258,0.0101571300281971,-0.0143809049088236,0.0122763944228438,-0.019583772055489,Capital Goods,1.0
2020-02-06,842.14013671875,850.6466269976746,832.1585967043956,842.7793749560776,2324767.0,729.9506561279297,,-1.2521401854623524,0.0012276584378187,0.000759063972201,0.0101010388984292,-0.0118525879234847,Capital Goods,1.0
2020-02-07,853.49853515625,859.743142493984,829.1100056583988,840.8125671516801,3226182.0,740.8197631835938,,-1.2403081149253803,0.0134875395937735,-0.0148634912445952,0.0073164827829386,-0.0285747760462018,Capital Goods,1.0
2020-02-10,856.055419921875,863.922672488647,847.2539191083241,851.6300903530658,2523978.0,751.5216918945313,,-1.2376446020130405,0.0029957693660914,-0.0051694428489372,0.009190120620333,-0.0102814614670089,Capital Goods,1.0
2020-02-11,851.433349609375,867.8562504322266,848.4831300611635,860.5790182043567,2061948.0,761.0017303466797,,-1.2424594235977269,-0.0053992652869621,0.0107414967938213,0.019288533659606,-0.003465003513857,Capital Goods,1.0
2020-02-12,864.2176513671875,866.2828411050989,848.04060185422,853.1051695208428,1866659.0,770.8726745605469,,-1.22914198619696,0.0150150352504723,-0.0128584296198589,0.0023896639170055,-0.0187187214787565,Capital Goods,1.0
2020-02-13,873.8058471679688,879.6571279384954,859.0547494384244,872.8224406526658,3892194.0,780.4461395263672,,-1.2191539399366182,0.0110946539747397,-0.0011254290852941,0.0066963167956484,-0.0168814362794127,Capital Goods,1.0
