Date_Ticker,Close_RCF.NS,High_RCF.NS,Low_RCF.NS,Open_RCF.NS,Volume_RCF.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,42.72750854492188,44.065358124350006,42.3094311494151,43.52185623432023,1508798.0,,,-1.1221613641730304,,0.0185910135285143,0.0313112003247644,-0.0097847361043115,Chemicals,2.0
2020-01-13,44.27439880371094,44.69247621792978,42.68570335380832,42.68570335380832,3071090.0,,,-1.0896809716659277,0.036203614754713,-0.0358829367044833,0.0094428704966129,-0.0358829367044833,Chemicals,2.0
2020-01-14,44.27439880371094,45.068746528662246,44.06536009660152,44.6506691144434,2052623.0,,,-1.0896809716659277,0.0,0.0084985978556286,0.0179414683522416,-0.0047214352483064,Chemicals,2.0
2020-01-15,46.28116226196289,50.085668772099226,43.7308910156997,44.10716127589394,8550350.0,,,-1.0475445211823882,0.0453255947562127,-0.0469737767985073,0.0822042127767206,-0.0551038721073601,Chemicals,2.0
2020-01-16,45.57042694091797,46.65742731258249,45.445002471631895,46.197542907994816,2492029.0,,,-1.0624679858981545,-0.0153569030315613,0.013761467889908,0.0238531970102851,-0.0027523215757597,Chemicals,2.0
2020-01-17,45.11054992675781,46.281164676609485,44.98512543692354,45.570434406688015,1424599.0,,,-1.072124123972622,-0.0100915669444217,0.0101946103666854,0.0259499108690162,-0.0027803804218284,Chemicals,2.0
2020-01-20,44.02355194091797,45.44501256354599,43.898127443779046,45.36139835857168,1015120.0,,,-1.0949480580131317,-0.0240963142237173,0.0303893338604113,0.0322886400564792,-0.0028490317479891,Chemicals,2.0
2020-01-21,43.98173904418945,45.11054988256011,43.48004746469846,43.85631774415534,1767225.0,,,-1.095826012535041,-0.0009497847148869,-0.0028516675956832,0.0256654434977323,-0.0114068154282607,Chemicals,2.0
2020-01-22,44.73427963256836,45.27778150210599,44.0235493628751,44.31620225282473,3024207.0,,,-1.0800247534934284,0.0171102963350951,-0.0093457943925233,0.0121495612313813,-0.0158878219461886,Chemicals,2.0
2020-01-23,45.9048957824707,46.61562602446159,44.31620052549712,44.60885340403991,3117059.0,,,-1.0554450706051632,0.0261682128228591,-0.0282332059868372,0.0154826675864556,-0.0346084057025622,Chemicals,2.0
2020-01-24,47.07550811767578,47.24273969257605,44.81788983071463,45.110545884209344,3589805.0,,,-1.0308654678149294,0.0255008167484412,-0.0417406484185911,0.0035524114680236,-0.0479573854267856,Chemicals,2.0
2020-01-27,48.16251754760742,49.5003672065106,47.86986462923856,48.41336655155511,7486697.0,,,-1.0080412934803256,0.023090763613521,0.0052083864532148,0.0277778182500685,-0.0060763625589044,Chemicals,2.0
2020-01-28,46.95009231567383,48.49697738750788,46.5738220255939,48.24613159068038,1607148.0,,,-1.0334988507924687,-0.0251736265807771,0.0276046161164602,0.0329474340845468,-0.0080142609209378,Chemicals,2.0
2020-01-29,47.11731719970703,48.03708930558315,46.86647142162341,47.24274168358741,1010081.0,,,-1.0299875933910514,0.003561758364794,0.0026619614896314,0.0195208929654815,-0.0053238552827702,Chemicals,2.0
2020-01-30,46.15574645996094,47.033708378422666,45.82128325784338,46.65743807345979,839675.0,,,-1.0501779041599275,-0.0204080112556169,0.0108695374244256,0.0190217250461617,-0.0072464043541727,Chemicals,2.0
2020-01-31,45.02693557739258,46.3229780942703,44.7760897704631,45.98851489191266,953409.0,,,-1.0738797927223465,-0.0244565621649641,0.021355646396751,0.0287837157971826,-0.0055710166306637,Chemicals,2.0
2020-02-03,39.006622314453125,40.88797059605677,38.67215912185263,40.88797059605677,2012330.0,,,-1.2002896247611523,-0.1337047077652375,0.0482315096764107,0.0482315096764107,-0.0085745233182255,Chemicals,2.0
2020-02-04,39.38288497924805,39.88457971159082,39.17384630485782,39.341077882305406,1272535.0,,,-1.192389155436409,0.009646122695825,-0.0010615549613663,0.0127389025107511,-0.0053078557982834,Chemicals,2.0
2020-02-05,39.46650695800781,40.34446885473496,39.00662245873906,39.46650695800781,990911.0,,,-1.190633326490622,0.0021233075942462,0.0,0.0222457461883132,-0.0116525260205588,Chemicals,2.0
2020-02-06,39.591922760009766,40.21903876902582,39.46650147201273,39.550115664010754,754325.0,44.24094829559326,,-1.1879999435130826,0.0031777781128538,-0.0010559501303442,0.0158394936466557,-0.0031678503910327,Chemicals,2.0
2020-02-07,38.96481323242188,39.63373963838349,38.71396742502502,39.55012224279954,870088.0,44.05281352996826,,-1.2011674991850303,-0.015839329940836,0.0150214760914249,0.0171674480247479,-0.0064377520790509,Chemicals,2.0
2020-02-10,37.83600234985352,39.55011894544735,37.668770762305456,39.00662027301269,1397042.0,43.73089370727539,,-1.224869387747449,-0.0289700062421728,0.0309392602404177,0.0453038505427745,-0.0044199063633028,Chemicals,2.0
2020-02-11,37.75238800048828,38.29588667075728,37.41792482672488,38.00323378597222,1090682.0,43.404793167114256,,-1.2266250564971737,-0.0022099150061385,0.0066445011499853,0.0143964050767324,-0.0088593911929247,Chemicals,2.0
2020-02-12,36.790809631347656,38.33769466952205,36.20550065836803,38.29588756924006,1379393.0,42.9302755355835,,-1.2468155274621122,-0.0254706634485794,0.0409090735695578,0.0420454198663886,-0.0159091082486239,Chemicals,2.0
2020-02-13,36.37273406982422,36.79081147292565,36.0382708714721,36.79081147292565,664536.0,42.47039089202881,,-1.255593951308765,-0.0113635868770665,0.0114942528735633,0.0114942528735633,-0.0091954373765263,Chemicals,2.0
