Date_Ticker,Close_OFSS.NS,High_OFSS.NS,Low_OFSS.NS,Open_OFSS.NS,Volume_OFSS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,2163.650146484375,2174.9801048360737,2085.6285766694104,2087.902154332931,40065.0,,,-0.7539279737483668,,-0.0350093531870315,0.0052365020149436,-0.0360601596989876,Information Technology,12.0
2020-01-13,2239.625732421875,2303.8922370930013,2162.589409753774,2178.769594549077,61138.0,,,-0.7274573466895292,0.0351145429222693,-0.027172458769256,0.0286951983721093,-0.0343969626500031,Information Technology,12.0
2020-01-14,2241.103515625,2272.0621414959737,2214.388975769185,2230.3798807280355,42910.0,,,-0.7269424727657411,0.0006598348919339,-0.0047849797308331,0.0138140097747068,-0.0119202614558233,Information Technology,12.0
2020-01-15,2240.61083984375,2250.084080330152,2223.9000066208914,2241.1033743393514,26211.0,,,-0.7271141257606535,-0.0002198362448744,0.0002198215267206,0.004227972264502,-0.0074581595900982,Information Technology,12.0
2020-01-16,2183.6953125,2254.5551440536387,2137.6932984320515,2243.2631165644007,21932.0,,,-0.7469440445376255,-0.0254017905883732,0.0272784411467204,0.0324495048132493,-0.021066132168083,Information Technology,12.0
2020-01-17,2203.2861328125,2240.5727680010955,2167.022496517121,2172.0623711512926,25493.0,,,-0.7401184137528166,0.0089714074121776,-0.014171451086723,0.0169231924230373,-0.0164588864584228,Information Technology,12.0
2020-01-20,2212.342529296875,2234.4719808286204,2197.7537397650485,2216.738149641178,9924.0,,,-0.7369630778527807,0.0041104041592702,0.0019868624709302,0.0100027239176108,-0.0065942725136974,Information Technology,12.0
2020-01-21,2235.381591796875,2254.555281721632,2206.886011593534,2231.819505503292,12687.0,,,-0.7289360462254835,0.0104138767821465,-0.0015935025620031,0.008577367727782,-0.0127475238714993,Information Technology,12.0
2020-01-22,2238.716064453125,2250.0460224257945,2211.1300637349536,2239.4739236489454,114222.0,,,-0.7277742837851899,0.001491679393123,0.0003385240352065,0.0050609177968432,-0.0123222418225288,Information Technology,12.0
2020-01-23,2254.290283203125,2276.7228061290034,2228.106208946879,2239.4740977680367,26022.0,,,-0.7223480757319457,0.0069567637438669,-0.0065724390268124,0.0099510356288294,-0.0116152185241382,Information Technology,12.0
2020-01-24,2265.39306640625,2272.8201248260034,2240.232173719796,2246.295048344206,8169.0,,,-0.7184797589580966,0.0049251790179164,-0.0084303330601874,0.0032784855440277,-0.0111066344554364,Information Technology,12.0
2020-01-27,2239.43603515625,2262.1338814865635,2221.2853440850663,2243.6801207411268,10068.0,,,-0.7275234390468368,-0.0114580695222032,0.0018951582086963,0.0101355189315464,-0.0081050276883292,Information Technology,12.0
2020-01-28,2209.008056640625,2244.286439780383,2199.30742177269,2228.106071678741,8905.0,,,-0.7381248402930743,-0.0135873398650129,0.0086455162445899,0.0159702374256651,-0.0043913985912245,Information Technology,12.0
2020-01-29,2199.19384765625,2243.1874272796454,2181.1567612474773,2220.527510651627,10059.0,,,-0.7415442053785453,-0.0044428126709959,0.0097006741893683,0.0200044119213413,-0.0082016810059719,Information Technology,12.0
2020-01-30,2170.9638671875,2205.3706060697486,2132.199252220901,2198.1330126085536,8386.0,,,-0.7513798029016927,-0.0128365130244592,0.0125147847146123,0.0158486004314861,-0.0178559466384941,Information Technology,12.0
2020-01-31,2228.523193359375,2236.0638563615757,2137.9210773753616,2190.2133688815297,21990.0,,,-0.7313255784024294,0.026513258484787,-0.0171906779305694,0.0033837040712298,-0.0406556755855144,Information Technology,12.0
2020-02-03,2335.153564453125,2364.861606872725,2212.948773453347,2238.374985577833,25660.0,,,-0.6941745284758114,0.0478479970105272,-0.0414442032200811,0.0127220936866125,-0.0523326572008113,Information Technology,12.0
2020-02-04,2268.083251953125,2387.256618044388,2258.4205465943737,2338.9430912506327,29006.0,,,-0.7175424723619921,-0.0287220136272739,0.0312421685740538,0.0525436471472724,-0.0042602957146438,Information Technology,12.0
2020-02-05,2259.633056640625,2325.869876473822,2244.021083166825,2288.734775806759,21506.0,,,-0.7204866019258698,-0.0037256989156915,0.0128789579709014,0.0293130867591708,-0.0069090746517089,Information Technology,12.0
2020-02-06,2202.187255859375,2294.039752038223,2190.2130437365263,2279.640427529229,15272.0,2229.5138671875,,-0.7405012730838872,-0.0254226236478652,0.0351710198411936,0.0417096665755627,-0.0054374177722574,Information Technology,12.0
2020-02-07,2195.783447265625,2249.3261262269384,2184.9080936362075,2204.612433016902,11801.0,2231.1205322265623,,-0.7427324217739517,-0.0029079310021031,0.0040208818234199,0.0243843166902406,-0.004952835236535,Information Technology,12.0
2020-02-10,2230.45556640625,2249.4397920352453,2182.7104350750064,2197.2233652715595,14423.0,2230.6620239257813,,-0.7306523209917599,0.0157903181134741,-0.0148992885736947,0.0085113668772083,-0.0214059997654072,Information Technology,12.0
2020-02-11,2197.86767578125,2258.4205555943736,2184.377744182585,2252.433541554,23284.0,2228.5002319335936,,-0.7420062564530565,-0.0146104191071181,0.0248267292767541,0.0275507395101024,-0.0061377360190121,Information Technology,12.0
2020-02-12,2195.290771484375,2216.73822447301,2166.037516528086,2166.037516528086,17563.0,2226.234228515625,,-0.742904074768864,-0.00117245652469,-0.0133254579922954,0.0097697549988484,-0.0133254579922954,Information Technology,12.0
2020-02-13,2200.0654296875,2235.608954938001,2189.493330025402,2195.252949381384,6186.0,2227.052734375,,-0.7412405377909155,0.0021749548010428,-0.0021874259925076,0.0161556673591973,-0.0048053569314071,Information Technology,12.0
2020-02-14,2185.893310546875,2213.062451640822,2054.556275204537,2054.556275204537,19474.0,2226.1830932617186,,-0.7461782408145354,-0.0064416807561209,-0.0600839184184516,0.0124293079460267,-0.0600839184184516,Information Technology,12.0
2020-02-17,2181.38427734375,2220.186634492048,2173.540359984739,2186.4239674184005,3936.0,2224.6351806640623,,-0.7477492314800636,-0.0020627874111554,0.002310317410368,0.0177879512341341,-0.0035958439053949,Information Technology,12.0
2020-02-18,2167.212158203125,2197.450853682649,2163.688186654869,2187.030288860756,4879.0,2221.226708984375,,-0.7526869345036836,-0.0064968466527512,0.0091445272594181,0.0139528081572757,-0.0016260390266442,Information Technology,12.0
2020-02-19,2159.10302734375,2190.21318589917,2156.1095203747886,2172.4034939031044,6125.0,2217.246057128906,,-0.7555122339219258,-0.00374173374244,0.0061601815156164,0.0144088346695032,-0.0013864586038973,Information Technology,12.0
2020-02-20,2131.44091796875,2184.1121286109533,2122.0056086067502,2159.216566681644,17773.0,2211.103588867188,,-0.7651499796778948,-0.0128118524334762,0.0130313950899298,0.0247115508565907,-0.0044267280797966,Information Technology,12.0
2020-02-24,2105.219482421875,2160.997814613097,2093.245268750572,2129.6225143195497,5483.0,2203.0949096679688,,-0.7742857807743111,-0.0123022108310953,0.0115916806306586,0.0264952574574572,-0.005687869493554,Information Technology,12.0
2020-02-25,2110.637939453125,2123.59740619698,2097.7543326413825,2108.6296865186314,8808.0,2196.6550048828126,,-0.7723979380740712,0.0025738204859364,-0.0009514909672352,0.0061400709717236,-0.0061041292639137,Information Technology,12.0
2020-02-26,2078.01220703125,2106.8487895185363,2061.4151628789105,2106.8487895185363,26109.0,2190.105212402344,,-0.7837650579824498,-0.0154577589135578,0.0138770034120654,0.0138770034120654,-0.0079869810659345,Information Technology,12.0
2020-02-27,2067.174560546875,2114.2376905959964,2054.025814519792,2110.6378594174566,12585.0,2183.504248046875,,-0.7875409985657762,-0.005215391154924,0.0210254613713334,0.0227668872031159,-0.0063607332820525,Information Technology,12.0
2020-02-28,2007.1143798828125,2050.009287788562,1993.1698435800065,2028.789228617368,9695.0,2175.3117736816407,,-0.8084665448952597,-0.0290542375135331,0.0107990102366866,0.021371431710959,-0.006947554380842,Information Technology,12.0
2020-03-02,2042.9989013671875,2068.9555784966788,2000.748251733052,2008.364773559833,39764.0,2166.035559082032,,-0.7959640314407515,0.0178786629422037,-0.0169525924777428,0.0127051840860614,-0.0206807011035889,Information Technology,12.0
2020-03-03,2016.3223876953125,2061.377081384703,2000.8242036287168,2038.603374785884,20414.0,2150.0940002441407,,-0.805258386145947,-0.0130575271744017,0.0110503098247296,0.022344985089854,-0.0076863621418745,Information Technology,12.0
