Date_Ticker,Close_IOB.NS,High_IOB.NS,Low_IOB.NS,Open_IOB.NS,Volume_IOB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,11.199999809265137,11.5,11.0,11.350000381469728,1028631.0,,,-0.9167434908030256,,0.0133929084606325,0.026785731771771,-0.0178571261313493,Financial Services,9.0
2020-01-13,11.149999618530272,11.399999618530272,11.100000381469728,11.300000190734863,682898.0,,,-0.9194972074669372,-0.0044643028202108,0.0134529665772635,0.0224215254307742,-0.0044842366610894,Financial Services,9.0
2020-01-14,11.399999618530272,11.800000190734863,11.100000381469728,11.199999809265137,1781056.0,,,-0.9057286766701556,0.0224215254307742,-0.017543843505051,0.0350877706657466,-0.0263157234297543,Financial Services,9.0
2020-01-15,11.449999809265137,11.649999618530272,11.199999809265137,11.399999618530272,726957.0,,,-0.902974960006244,0.0043859817901739,-0.0043668289578838,0.0174672325412006,-0.0218340614990844,Financial Services,9.0
2020-01-16,11.449999809265137,11.600000381469728,11.350000381469728,11.5,787818.0,,,-0.902974960006244,0.0,0.0043668289578837,0.0131004868736515,-0.008733574625433,Financial Services,9.0
2020-01-17,11.350000381469728,11.5,11.25,11.350000381469728,558836.0,,,-0.9084823408112904,-0.0087335746254329,0.0,0.01321582497699,-0.0088106060007706,Financial Services,9.0
2020-01-20,11.350000381469728,11.550000190734863,11.300000190734863,11.399999618530272,621795.0,,,-0.9084823408112904,0.0,0.0044052189762193,0.0176211279773752,-0.0044053030003853,Financial Services,9.0
2020-01-21,11.449999809265137,11.699999809265137,11.300000190734863,11.350000381469728,907024.0,,,-0.902974960006244,0.0088105219766046,-0.008733574625433,0.0218340614990844,-0.0131004035833167,Financial Services,9.0
2020-01-22,11.350000381469728,11.550000190734863,11.350000381469728,11.449999809265137,395094.0,,,-0.9084823408112904,-0.0087335746254329,0.0088105219766045,0.0176211279773752,0.0,Financial Services,9.0
2020-01-23,11.0,11.5,10.850000381469728,11.350000381469728,1207006.0,,,-0.9277583049358956,-0.0308370369785313,0.0318182164972478,0.0454545454545454,-0.0136363289572976,Financial Services,9.0
2020-01-24,11.0,11.300000190734863,10.949999809265137,11.149999618530272,1122746.0,,,-0.9277583049358956,0.0,0.0136363289572976,0.0272727446122602,-0.0045454718849875,Financial Services,9.0
2020-01-27,10.800000190734863,11.100000381469728,10.699999809265137,10.949999809265137,1103365.0,,,-0.9387731190687656,-0.0181818008422851,0.013888853322332,0.0277777949478397,-0.0092592944170052,Financial Services,9.0
2020-01-28,10.600000381469728,10.949999809265137,10.5,10.800000190734863,621685.0,,,-0.9497879332016356,-0.0185185005308345,0.0188679058554341,0.0330188127546917,-0.0094339979123529,Financial Services,9.0
2020-01-29,10.449999809265137,10.850000381469728,10.449999809265137,10.649999618530272,1250955.0,,,-0.9580490831933708,-0.0141509968685295,0.0191387380780441,0.0382775674167901,0.0,Financial Services,9.0
2020-01-30,10.25,10.600000381469728,10.199999809265137,10.5,770509.0,,,-0.9690638973262408,-0.0191387380780441,0.024390243902439,0.0341463786799733,-0.0048780673887671,Financial Services,9.0
2020-01-31,10.199999809265137,10.399999618530272,10.149999618530272,10.350000381469728,1129912.0,,,-0.9718176139901524,-0.0048780673887671,0.0147059387264241,0.0196078248044149,-0.0049019795754746,Financial Services,9.0
2020-02-03,10.050000190734863,10.300000190734863,10.050000190734863,10.199999809265137,460860.0,,,-0.9800787114591109,-0.0147058452289402,0.0149253348938798,0.0248756214184429,0.0,Financial Services,9.0
2020-02-04,10.050000190734863,10.25,10.050000190734863,10.100000381469728,491573.0,,,-0.9800787114591109,0.0,0.0049751432622815,0.0199004781561613,0.0,Financial Services,9.0
2020-02-05,9.850000381469728,10.149999618530272,9.800000190734863,10.050000190734863,1429488.0,,,-0.9910935255919808,-0.0199004781561613,0.0203045483776209,0.0304567741565695,-0.0050761612993361,Financial Services,9.0
2020-02-06,9.75,9.949999809265137,9.649999618530272,9.899999618530272,1814959.0,10.80750002861023,,-0.9966009589198044,-0.0101523225986723,0.0153845762595152,0.0205128009502704,-0.0102564493815103,Financial Services,9.0
2020-02-07,9.699999809265137,9.899999618530272,9.600000381469728,9.800000190734863,1520102.0,10.732500028610229,,-0.999354675583716,-0.0051282246907552,0.0103093178800075,0.0206185374430731,-0.0103092195630657,Financial Services,9.0
2020-02-10,9.949999809265137,10.699999809265137,9.600000381469728,9.800000190734863,7018474.0,10.672500038146971,,-0.9855861447869342,0.025773196383077,-0.0150753388347403,0.0753768858670351,-0.035175822563283,Financial Services,9.0
2020-02-11,9.75,9.899999618530272,9.699999809265137,9.899999618530272,1890563.0,10.59000005722046,,-0.9966009589198044,-0.0201004837285426,0.0153845762595152,0.0153845762595152,-0.0051282246907552,Financial Services,9.0
2020-02-12,9.449999809265137,9.75,9.399999618530272,9.699999809265137,1736267.0,10.49000005722046,,-1.0131232063804976,-0.0307692503317808,0.0264550269889836,0.0317460525703643,-0.0052910255813806,Financial Services,9.0
2020-02-13,9.550000190734863,9.75,9.449999809265137,9.699999809265137,1538645.0,10.395000076293943,,-1.0076157730526742,0.0105820511627611,0.0157067660245493,0.02094238798646,-0.0104712439238214,Financial Services,9.0
2020-02-14,9.350000381469728,9.649999618530272,9.300000190734863,9.600000381469728,1393119.0,10.295000076293944,,-1.0186305871855443,-0.02094238798646,0.0267379668235587,0.0320854785904713,-0.0053476137641615,Financial Services,9.0
2020-02-17,9.149999618530272,9.350000381469728,9.100000381469728,9.199999809265137,848907.0,10.185000038146972,,-1.029645453841191,-0.0213904550566462,0.0054645019474759,0.0218580077899039,-0.0054643977207704,Financial Services,9.0
2020-02-18,9.100000381469728,9.25,9.0,9.149999618530272,1074479.0,10.0675000667572,,-1.032399117982326,-0.0054643977207704,0.0054944214246803,0.0164834738727832,-0.0109890524481027,Financial Services,9.0
2020-02-19,9.149999618530272,9.199999809265137,9.050000190734863,9.100000381469728,553119.0,9.95750002861023,,-1.029645453841191,0.0054944214246803,-0.0054643977207704,0.0054645019474759,-0.0109288996682463,Financial Services,9.0
2020-02-20,9.0,9.199999809265137,8.949999809265137,9.199999809265137,960306.0,9.857500028610229,,-1.0379065513101493,-0.0163934016157223,0.0222222010294597,0.0222222010294597,-0.0055555767483181,Financial Services,9.0
2020-02-24,8.850000381469727,9.0,8.800000190734863,9.0,1470759.0,9.750000047683717,,-1.0461676487791076,-0.0166666242811414,0.0169491087078759,0.0169491087078759,-0.0056497388225603,Financial Services,9.0
2020-02-25,8.949999809265137,9.100000381469728,8.800000190734863,8.850000381469727,1175033.0,9.65750002861023,,-1.040660267974061,0.0112993698853155,-0.0111731206621803,0.0167598408269582,-0.0167597342711663,Financial Services,9.0
2020-02-26,8.800000190734863,8.949999809265137,8.75,8.949999809265137,1442665.0,9.567500019073488,,-1.0489213654430194,-0.0167597342711663,0.0170454108271727,0.0170454108271727,-0.0056818397330838,Financial Services,9.0
2020-02-27,8.75,8.899999618530273,8.699999809265137,8.899999618530273,1899672.0,9.482500028610229,,-1.0516750821069312,-0.0056818397330839,0.0171428135463169,0.0171428135463169,-0.0057143075125557,Financial Services,9.0
2020-02-28,8.699999809265137,8.800000190734863,8.449999809265137,8.699999809265137,1100595.0,9.405000019073489,,-1.0544287987708427,-0.0057143075125558,0.0,0.0114942969726539,-0.028735632813895,Financial Services,9.0
2020-03-02,8.699999809265137,8.899999618530273,8.600000381469727,8.75,777133.0,9.330000019073486,,-1.0544287987708427,0.0,0.0057471484863269,0.022988484327568,-0.011494187354914,Financial Services,9.0
2020-03-03,8.600000381469727,8.800000190734863,8.550000190734863,8.699999809265137,621447.0,9.25750002861023,,-1.0599361795758897,-0.011494187354914,0.0116278399255513,0.02325579074346,-0.0058139754089543,Financial Services,9.0
2020-03-04,8.550000190734863,8.800000190734863,8.5,8.600000381469727,1067127.0,9.18250002861023,,-1.062689896239801,-0.0058139754089543,0.0058479753940878,0.0292397654295857,-0.0058479753940877,Financial Services,9.0
2020-03-05,8.850000381469727,9.25,8.600000381469727,8.649999618530273,1225826.0,9.13250002861023,,-1.0461676487791076,0.0350877408236734,-0.0225989552902413,0.0451976950608723,-0.0282485863529965,Financial Services,9.0
2020-03-06,8.600000381469727,8.75,8.399999618530273,8.699999809265137,861561.0,9.075000047683716,,-1.0599361795758897,-0.0282485863529965,0.0116278399255513,0.0174418153345057,-0.0232559016358174,Financial Services,9.0
2020-03-09,8.25,8.649999618530273,8.149999618530273,8.5,1470639.0,9.002500057220459,,-1.0792121437004945,-0.0406977169703232,0.0303030303030302,0.0484848022460937,-0.0121212583599668,Financial Services,9.0
2020-03-11,8.399999618530273,8.800000190734863,8.25,8.350000381469727,691171.0,8.925000047683715,,-1.070951046231536,0.0181817719430634,-0.0059522903965673,0.0476191179011715,-0.0178570982550256,Financial Services,9.0
2020-03-12,7.699999809265137,8.199999809265137,7.599999904632568,8.149999618530273,1752584.0,8.822500038146973,,-1.1095029219579695,-0.083333314411223,0.0584415351184381,0.0649350665435559,-0.0129870009233301,Financial Services,9.0
2020-03-13,7.550000190734863,7.900000095367432,6.449999809265137,7.199999809265137,2467891.0,8.727500057220459,,-1.117764019426928,-0.0194804704215426,-0.0463576652487024,0.0463576020914646,-0.1456954110835142,Financial Services,9.0
2020-03-16,7.449999809265137,7.550000190734863,6.900000095367432,7.0,1110636.0,8.622500038146972,,-1.1232714527547514,-0.0132450833037652,-0.0604026605081919,0.0134228703395886,-0.0738254668427913,Financial Services,9.0
2020-03-17,7.400000095367432,7.800000190734863,7.300000190734863,7.400000095367432,1047335.0,8.525000023841859,,-1.1260251431572748,-0.006711371164805,0.0,0.0540540662449235,-0.0135135004518676,Financial Services,9.0
2020-03-18,7.25,7.699999809265137,7.099999904632568,7.650000095367432,1125434.0,8.430000042915344,,-1.1342862668876217,-0.0202702828965279,0.055172426947232,0.0620689392089843,-0.0206896683265422,Financial Services,9.0
2020-03-19,7.0,7.25,6.050000190734863,7.199999809265137,1989867.0,8.325000023841858,,-1.148054797684403,-0.0344827586206896,0.0285714013235909,0.0357142857142858,-0.1357142584664481,Financial Services,9.0
2020-03-20,7.099999904632568,7.199999809265137,6.800000190734863,7.050000190734863,973423.0,8.222500038146972,,-1.1425473906179682,0.0142857006617954,-0.00704221331962,0.0140844937994042,-0.0422534813982128,Financial Services,9.0
2020-03-23,6.699999809265137,7.300000190734863,6.5,6.900000095367432,930488.0,8.107500028610229,9.44900001525879,-1.1645770451450963,-0.0563380423577811,0.0298507898202808,0.0895522982911152,-0.0298507186505536,Financial Services,9.0
2020-03-24,6.900000095367432,7.0,6.599999904632568,6.949999809265137,862658.0,8.010000014305115,9.363000020980834,-1.153562204750838,0.0298507898202807,0.0072463352473393,0.0144927396015119,-0.0434782879113696,Financial Services,9.0
2020-03-25,7.0,7.050000190734863,6.699999809265137,6.849999904632568,825391.0,7.912500023841858,9.28000002861023,-1.148054797684403,0.014492739601512,-0.0214285850524902,0.0071428843906946,-0.0428571701049804,Financial Services,9.0
2020-03-26,7.300000190734863,7.5,6.849999904632568,7.150000095367432,1241540.0,7.837500023841858,9.19800004005432,-1.1315325502237097,0.0428571701049804,-0.0205479577326328,0.0273972334300725,-0.0616438731978985,Financial Services,9.0
2020-03-27,7.300000190734863,7.75,7.25,7.449999809265137,1718085.0,7.765000033378601,9.115000047683717,-1.1315325502237097,0.0,0.0205478924124757,0.0616438078777414,-0.0068493410175966,Financial Services,9.0
2020-03-30,7.050000190734863,7.300000190734863,7.0,7.300000190734863,452740.0,7.682500052452087,9.02700005531311,-1.145301081020491,-0.034246574447669,0.0354609919484187,0.0354609919484187,-0.0070922254442735,Financial Services,9.0
2020-03-31,7.050000190734863,7.25,6.949999809265137,7.199999809265137,635265.0,7.600000071525573,8.941000051498413,-1.145301081020491,0.0,0.0212765410598716,0.0283687665041452,-0.0141844508885471,Financial Services,9.0
2020-04-01,7.050000190734863,7.099999904632568,6.949999809265137,7.099999904632568,433120.0,7.522500061988831,8.855000047683715,-1.145301081020491,0.0,0.0070921578077991,0.0070921578077991,-0.0141844508885471,Financial Services,9.0
2020-04-03,7.0,7.099999904632568,6.949999809265137,6.949999809265137,490185.0,7.445000052452087,8.766000051498413,-1.148054797684403,-0.0070922254442735,-0.0071428843906947,0.0142857006617955,-0.0071428843906947,Financial Services,9.0
2020-04-07,7.0,7.099999904632568,6.849999904632568,7.050000190734863,1152216.0,7.352500033378601,8.679000043869019,-1.148054797684403,0.0,0.0071428843906946,0.0142857006617955,-0.0214285850524902,Financial Services,9.0
