Date_Ticker,Close_IRCON.NS,High_IRCON.NS,Low_IRCON.NS,Open_IRCON.NS,Volume_IRCON.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,34.349693298339844,35.11121837773416,34.15525971933656,34.442857006082555,746810.0,,,-0.7035985559000419,,0.0027122136705428,0.022169778133976,-0.0056604167412661,Construction,3.0
2020-01-13,35.18008041381836,35.536541474104055,34.34969463288839,34.67374648992801,1229740.0,,,-0.6932718020123066,0.0241745132413933,-0.0143926312258078,0.0101324686041843,-0.0236038625029352,Construction,3.0
2020-01-14,36.20490264892578,36.44794542397704,34.99375267236733,35.32185609210236,2003170.0,,,-0.6805270389935132,0.0291307530583381,-0.0243902480662967,0.0067129796593574,-0.0334526511037142,Construction,3.0
2020-01-15,36.78009414672852,37.59022835180697,35.807932482551024,36.21299958509025,2389870.0,,,-0.6733739161603105,0.0158871162665534,-0.0154185184892656,0.0220264309777606,-0.0264317339781459,Construction,3.0
2020-01-16,35.77957534790039,37.574022607319925,35.44742047121043,36.79629147739762,2636260.0,,,-0.685816439897684,-0.0272027253338914,0.0284161038696308,0.0501528383713709,-0.0092833655363506,Construction,3.0
2020-01-17,35.0423583984375,36.04692315355293,34.916785486235355,36.04692315355293,833340.0,,,-0.6949845229002524,-0.0206044074669587,0.0286671560085471,0.0286671560085471,-0.0035834606442397,Construction,3.0
2020-01-20,35.3947639465332,36.091479889633725,35.04235752887011,35.62160363594397,1163370.0,,,-0.6906019821598898,0.0100565590959601,0.0064088487707794,0.0196841528355145,-0.0099564562203445,Construction,3.0
2020-01-21,35.013999938964844,35.62160056859288,34.835769432007304,35.24083651842599,617720.0,,,-0.6953371907417333,-0.0107576365855564,0.0064784537572559,0.0173530767889182,-0.0050902641020227,Construction,3.0
2020-01-22,34.94514083862305,35.496032396738904,34.519822195500744,35.338056459233904,764430.0,,,-0.6961935274657814,-0.0019666162238484,0.0112437841479977,0.0157644681033015,-0.0121710381734166,Construction,3.0
2020-01-23,35.475772857666016,35.617545706591066,34.88032380176448,35.07880579025955,688010.0,,,-0.6895945495150565,0.0151847154227659,-0.0111898074496968,0.0039963286915232,-0.0167846676178292,Construction,3.0
2020-01-24,35.24894332885742,35.61755593230667,35.08286739826988,35.5648983134213,550120.0,,,-0.692415417848409,-0.0063939277579284,0.0089635306685977,0.010457408609678,-0.0047115151520464,Construction,3.0
2020-01-27,35.46363067626953,35.969964620302974,34.916787544379694,35.47983064291152,919280.0,,,-0.6897455505561426,0.0060906037780812,0.0004568050798257,0.0142775551847897,-0.0154198293141981,Construction,3.0
2020-01-28,36.90566253662109,37.160853688831445,35.46362469611505,35.46362469611505,3250550.0,,,-0.6718123386329996,0.0406622737957988,-0.0390736201815948,0.0069146882800743,-0.0390736201815948,Construction,3.0
2020-01-29,39.27124786376953,40.10163652288465,37.18515510284134,37.18515510284134,16959970.0,,,-0.6423937493768037,0.0640981671796595,-0.0531201037503256,0.0211449522051272,-0.0531201037503256,Construction,3.0
