Date_Ticker,Close_GMRAIRPORT.NS,High_GMRAIRPORT.NS,Low_GMRAIRPORT.NS,Open_GMRAIRPORT.NS,Volume_GMRAIRPORT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,21.532190322875977,22.162841796875,21.306957244873047,21.982654571533203,30065500.0,,,-0.9477076733099488,,0.0209205028333159,0.0292887748316534,-0.0104602957072899,Services,18.0
2020-01-13,21.35200500488281,21.80246925354004,21.261911392211918,21.667329788208008,16860709.0,,,-0.9550761566196,-0.0083681834170736,0.0147679238204134,0.0210970467904167,-0.0042194450895968,Services,18.0
2020-01-14,21.21686553955078,21.93760871887207,21.17181968688965,21.306957244873047,16148263.0,,,-0.9606025386015774,-0.0063291229700033,0.0042462306769264,0.0339702949041995,-0.0021231153384632,Services,18.0
2020-01-15,21.57723617553711,21.80246925354004,21.17181968688965,21.21686553955078,25389186.0,,,-0.9458655719822748,0.016985102503221,-0.0167014270527795,0.0104384582052396,-0.0187890833352928,Services,18.0
2020-01-16,21.532190322875977,22.523212432861328,21.397050857543945,21.667329788208008,45153594.0,,,-0.9477076733099488,-0.0020876562825132,0.0062761597081211,0.0460251416658008,-0.0062761597081212,Services,18.0
2020-01-17,21.17181968688965,21.757423400878903,21.12677383422852,21.622283935546875,12619312.0,,,-0.9624446399292514,-0.0167363668341472,0.0212765957446807,0.0276595834769877,-0.00212763254776,Services,18.0
2020-01-20,20.901540756225582,21.487144470214844,20.721355438232425,21.261911392211918,20514359.0,,,-0.973497403893206,-0.0127659754646138,0.0172413431234246,0.0280172510160445,-0.0086206715617123,Services,18.0
2020-01-21,20.811447143554688,21.036680221557617,20.631261825561523,20.721355438232425,9613872.0,,,-0.9771816845475094,-0.0043103814078425,-0.0043289495776446,0.0108225572421418,-0.0086579908043044,Services,18.0
2020-01-22,20.766401290893555,21.036680221557617,20.67630958557129,20.811447143554688,8531645.0,,,-0.9790237858751836,-0.0021644747888223,0.0021691699023886,0.013015203109967,-0.0043383398047774,Services,18.0
