Date_Ticker,Close_GLENMARK.NS,High_GLENMARK.NS,Low_GLENMARK.NS,Open_GLENMARK.NS,Volume_GLENMARK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,339.357177734375,346.99861031746747,338.03461922027134,341.36551618826905,1210675.0,,,-0.8565536660832354,,0.0059180668206346,0.0225173742724653,-0.0038972463259311,Healthcare,11.0
2020-01-13,337.98565673828125,342.8839995895607,335.5364853126416,339.944993878793,854751.0,,,-0.860194308798402,-0.0040415264095792,0.0057971014492752,0.0144927536231884,-0.0072463768115941,Healthcare,11.0
2020-01-14,335.3405456542969,340.2388885934313,333.6751269932588,339.45516568201487,1069524.0,,,-0.8672156409006019,-0.0078261045439351,0.0122699747496677,0.0146070703427081,-0.0049663504238314,Healthcare,11.0
2020-01-15,338.573486328125,339.7490707521784,330.3932472442124,335.53650757937066,1616848.0,,,-0.858633940768952,0.0096407688116574,-0.0089699249096282,0.0034721691789949,-0.0241608968635684,Healthcare,11.0
2020-01-16,344.8433532714844,348.1742205907067,337.4958386421204,338.76939588569803,2113311.0,,,-0.8419908521998253,0.0185184817965426,-0.0176136710427023,0.0096590735695578,-0.0213068181818182,Healthcare,11.0
2020-01-17,352.6317138671875,357.7749738616834,343.07994530598086,344.8923082434944,4672170.0,,,-0.8213169884043788,0.0225852130302525,-0.0219475597892706,0.0145853585830144,-0.0270870945113125,Healthcare,11.0
2020-01-20,343.5697937011719,357.38309719313844,339.74906220208663,355.57073418119325,2652645.0,,,-0.8453714605792773,-0.0256979727280815,0.034930138504724,0.0402052326636754,-0.0111206851391842,Healthcare,11.0
2020-01-21,343.8636779785156,348.4191309808597,338.5734735274995,342.3452036101053,1313180.0,,,-0.8445913575721335,0.0008553845033284,-0.0044159196380876,0.0132478458589297,-0.015384597995682,Healthcare,11.0
2020-01-22,342.9329528808594,349.30079824997256,339.5041130667215,346.998601149597,1520164.0,,,-0.8470619267841658,-0.0027066688262271,0.0118555193794691,0.0185687765366937,-0.0099985719812966,Healthcare,11.0
2020-01-23,343.7656555175781,346.3127994847234,339.9449545154145,340.92462297223125,777768.0,,,-0.8448515539230106,0.0024281791228387,-0.0082644455597793,0.0074095359040748,-0.011114260371389,Healthcare,11.0
2020-01-24,343.6187438964844,348.76200378374466,342.00229676848204,342.00229676848204,1121453.0,,,-0.8452415244190012,-0.0004273597979779,-0.0047041878730843,0.014967925873129,-0.0047041878730843,Healthcare,11.0
2020-01-27,348.908935546875,355.0318637640289,340.6307545355492,342.541090201035,2693800.0,,,-0.8311989412221827,0.0153955270029864,-0.0182507373617678,0.0175487859247769,-0.0237259071578395,Healthcare,11.0
2020-01-28,337.8876647949219,353.9542224591624,335.83035493429907,350.6233554880691,2133106.0,,,-0.8604544241416978,-0.0315878145530395,0.0376920853292381,0.047549997641944,-0.0060887391727409,Healthcare,11.0
2020-01-29,328.7767639160156,339.1612562903361,327.6501510884441,336.9080007380823,2199018.0,,,-0.8846389134844536,-0.0269642896979859,0.024731786775977,0.0315852381130352,-0.0034266802013396,Healthcare,11.0
2020-01-30,313.3959655761719,329.7564424458588,310.8488213471573,329.16863533191514,2696750.0,,,-0.9254665724039174,-0.0467818898046356,0.0503282476107997,0.0522038528466968,-0.0081275590907229,Healthcare,11.0
2020-01-31,303.8931884765625,318.0983820919942,302.32571285681684,312.02442527689635,2637001.0,,,-0.9506912800971128,-0.0303219509611067,0.0267568906071777,0.0467440342662608,-0.0051579820778594,Healthcare,11.0
2020-02-03,294.1455078125,300.4643824703985,292.1371990685459,295.27212076391606,1106431.0,,,-0.9765660736295946,-0.0320760090508388,0.0038301212205973,0.0214821389076811,-0.0068276029740841,Healthcare,11.0
2020-02-04,307.6649169921875,308.98747560362386,294.5373635131041,295.81095065257057,1835911.0,,,-0.9406793911190328,0.0459616374230175,-0.0385288204306958,0.0042986981563124,-0.0426683471336992,Healthcare,11.0
2020-02-05,312.5142517089844,313.591893039127,303.5992623736008,308.7915233653389,1625853.0,,,-0.9278070434405112,0.0157617409362277,-0.0119121874387735,0.0034482949953467,-0.0285266649013028,Healthcare,11.0
2020-02-06,312.4653015136719,316.3349744164192,310.6039073180259,314.865471565401,739742.0,331.3067626953125,,-0.9279369796007872,-0.0001566334816566,0.007681397070657,0.0123843283846285,-0.0059571228761364,Healthcare,11.0
2020-02-07,319.81280517578125,322.5558651146468,311.6815383978743,312.4652911640581,1622090.0,330.3295440673828,,-0.9084333513236376,0.0235146226685521,-0.0229744209512957,0.0085770797618871,-0.0254250819426623,Healthcare,11.0
2020-02-10,315.6492004394531,321.4292385693905,313.2000292066737,320.8414314941015,685963.0,329.2127212524414,,-0.9194854586521573,-0.0130188806356257,0.0164493717944467,0.0183115880600688,-0.0077591555098812,Healthcare,11.0
2020-02-11,324.417236328125,327.94404910901847,314.5715792995294,316.432943576439,1857413.0,328.6665557861328,,-0.8962110894844023,0.0277777858346063,-0.0246111854044969,0.0108712250335747,-0.0303487482355513,Healthcare,11.0
2020-02-12,318.6371765136719,327.5521657560436,316.57986670433843,324.4662159905983,1367150.0,327.6697402954102,,-0.9115540063749562,-0.0178167469764368,0.018293657823309,0.027978496859387,-0.006456590633407,Healthcare,11.0
2020-02-13,320.939453125,322.7518460922718,312.5142968236847,316.8248328694161,1134741.0,326.47454528808595,,-0.905442713440176,0.0072253860535615,-0.0128205498436532,0.0056471491729186,-0.0262515443934339,Healthcare,11.0
2020-02-14,327.01336669921875,330.4422067989888,321.3313007784451,322.84977514949804,2220290.0,325.1936279296875,,-0.8893197745500597,0.018925418844822,-0.0127321754206772,0.0104853209346753,-0.0173756381218506,Healthcare,11.0
2020-02-17,304.089111328125,339.40618042276134,299.19076858799053,335.0466434251971,8581110.0,323.2195938110352,,-0.9501712114256836,-0.0701018909486323,0.1018041453765425,0.1161405251914058,-0.0161082477394232,Healthcare,11.0
2020-02-18,305.6076354980469,307.6159441939711,296.98653377345096,305.9504955945851,2593163.0,321.3067916870117,,-0.9461403551917826,0.004993681501089,0.0011218963687849,0.0065715265675587,-0.0282097065753811,Healthcare,11.0
2020-02-19,311.6325988769531,313.4939633046517,306.9301714891149,306.9301714891149,1742796.0,319.7417739868164,,-0.9301473524619424,0.0197147017255881,-0.0150896517398519,0.0059729451745627,-0.0150896517398519,Healthcare,11.0
2020-02-20,315.01239013671875,319.3229553985845,311.2406903782506,311.6325517937539,1529171.0,318.3041107177734,,-0.9211758438494644,0.0108454355287141,-0.0107292235124401,0.0136837959294076,-0.0119731790766427,Healthcare,11.0
2020-02-24,294.78228759765625,311.5346273097745,293.7536474851961,311.5346273097745,2466283.0,315.862287902832,,-0.9748757694398684,-0.0642200217276609,0.0568295329025443,0.0568295329025443,-0.0034894909081651,Healthcare,11.0
2020-02-25,286.16119384765625,301.4930009121841,284.8386353053372,296.83957522791803,3741696.0,312.7249008178711,,-0.9977600871040514,-0.0292456301233634,0.0373159660004307,0.0535775199228796,-0.004621725694306,Healthcare,11.0
2020-02-26,289.8839111328125,297.7212593480808,288.02254691110846,290.961552491834,4896790.0,310.3247131347656,,-0.98787829630141,0.0130091618472143,0.0037174928225933,0.0270361614228307,-0.006421067710968,Healthcare,11.0
2020-02-27,287.77764892578125,293.9985504649611,282.9772788039737,291.45140614611034,2441594.0,308.2747573852539,,-0.9934692775420172,-0.0072658817069231,0.0127659574468084,0.0216170420545211,-0.0166808302859043,Healthcare,11.0
2020-02-28,271.906982421875,286.6510114047451,269.408839685454,280.1362218063189,2591081.0,306.20030822753904,,-1.0355972701552163,-0.0551490588763526,0.0302649064439097,0.054224532417465,-0.0091874902003988,Healthcare,11.0
2020-03-02,268.23321533203125,281.6546853401261,266.3718512170314,273.81733757414,1503003.0,304.4173095703125,,-1.0453491247975817,-0.0135111171369028,0.0208181609246136,0.0500365698240659,-0.0069393498217428,Healthcare,11.0
2020-03-03,276.5603942871094,280.7729866031911,267.89035233417405,269.4577979524188,1757918.0,303.53805389404295,,-1.0232449911481238,0.0310445480988264,-0.0256818997998573,0.0152320881915883,-0.0313495429281698,Healthcare,11.0
2020-03-04,283.369140625,286.25917493421247,274.94398474281167,279.00960342577025,2796184.0,302.3232650756836,,-1.0051714707098232,0.0246193832469813,-0.0153846575869706,0.0101988321764261,-0.0297320867882994,Healthcare,11.0
2020-03-05,284.6916809082031,288.90424362999795,281.0179239192736,285.47540377366374,1745178.0,300.93213653564453,,-1.0016608451625135,0.0046671994003515,0.0027528829186733,0.014796929465435,-0.0129043355858161,Healthcare,11.0
2020-03-06,273.6214294433594,276.2175751645438,269.1149777776266,272.347872215585,1441326.0,298.9899429321289,,-1.031046345249886,-0.0388850542788191,-0.0046544498739196,0.0094880935549013,-0.0164696591012641,Healthcare,11.0
2020-03-09,260.5429077148437,268.9190633014521,258.1916788721104,264.65749839539376,1272032.0,296.02644805908204,,-1.06576271123457,-0.0477978707849084,0.0157923726139315,0.0321488527938584,-0.0090243440643055,Healthcare,11.0
2020-03-11,253.6361846923828,268.42918595625576,251.28498612328323,260.59183746118265,1326624.0,292.9257972717285,,-1.084096306512376,-0.0265089657708899,0.0274237399416643,0.0583237020451727,-0.0092699650562524,Healthcare,11.0
2020-03-12,195.1499786376953,244.9171456167251,192.2109728902946,244.8681591978905,8286701.0,286.46243438720705,,-1.2393453917375916,-0.2305909392448133,0.2547690802083007,0.2550200995482801,-0.0150602411945793,Healthcare,11.0
2020-03-13,205.33853149414065,212.8819762451897,158.3634131496533,177.32000533475207,6749442.0,280.7975021362305,,-1.2123003221830222,0.0522088340853002,-0.1364504068258035,0.0367366255916967,-0.2287691355474009,Healthcare,11.0
2020-03-16,213.371826171875,240.01880936469283,191.0353788821025,198.8727277593169,7254756.0,275.4191207885742,,-1.190976291540708,0.0391221979590499,-0.0679522628300457,0.1248852000327034,-0.104683208137236,Healthcare,11.0
2020-03-17,202.3015594482422,219.44575940148303,200.83205659510725,213.46977515264524,3615136.0,269.1835304260254,,-1.220361832131871,-0.0518825138362714,0.055205781581038,0.0847457627118644,-0.0072639225181598,Healthcare,11.0
2020-03-18,194.6601409912109,216.2618358519807,191.03537028827284,207.3958323437625,4451907.0,263.7120819091797,,-1.2406456444237457,-0.0377724149921161,0.0654252652222548,0.1109713306009836,-0.0186210216661754,Healthcare,11.0
2020-03-19,200.78306579589844,206.7100634972609,181.5815712363764,192.11300812071548,2977801.0,258.4708534240723,,-1.2243926073581908,0.0314544352711835,-0.0431812196950728,0.0295194103041909,-0.0956330379925611,Healthcare,11.0
2020-03-20,207.3958282470703,214.4004673217445,199.9503562648597,203.03630620606023,4261992.0,253.2590148925781,,-1.2068393176064818,0.0329348614384339,-0.0210202976494616,0.0337742525193398,-0.0358998155610963,Healthcare,11.0
