Date_Ticker,Close_IDBI.NS,High_IDBI.NS,Low_IDBI.NS,Open_IDBI.NS,Volume_IDBI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,35.136985778808594,35.62030059660458,34.41201355211461,34.75033613701146,2785423.0,,,-0.7934489539699736,,-0.0110040640432602,0.013755158761725,-0.0206327381425877,Financial Services,9.0
2020-01-13,34.99199676513672,35.571973124889354,34.7020085852604,35.18532344752085,1023633.0,,,-0.800698222672442,-0.0041263930430628,0.0055248828376879,0.0165745431346884,-0.0082872715673442,Financial Services,9.0
2020-01-14,34.75033950805664,35.18532362374966,34.60534357369237,35.08865843837355,1297506.0,,,-0.8127807822133983,-0.0069060722285173,0.0097357014379233,0.0125174062138924,-0.0041725041083598,Financial Services,9.0
2020-01-15,34.605342864990234,34.75033879638505,34.21869319360358,34.412016185597054,1332793.0,,,-0.8200304323760172,-0.0041725245024667,-0.005586613608986,0.0041899868456876,-0.0111731206621803,Financial Services,9.0
2020-01-16,34.84700012207031,35.18532273120479,34.412016017411524,34.60534269585984,2249935.0,,,-0.807947872835061,0.0069832354507476,-0.0069348129068195,0.0097088015596558,-0.0124826843956444,Financial Services,9.0
2020-01-17,34.605342864990234,35.040326971774974,34.46035062099513,34.79866954438342,2221825.0,,,-0.8200304323760172,-0.0069348080533057,0.0055866136089861,0.0125698539812708,-0.0041898802898956,Financial Services,9.0
2020-01-20,34.26702117919922,34.84699748322483,34.07369451539088,34.7986667391226,1569295.0,,,-0.8369460920253862,-0.0097765737247843,0.0155147877355066,0.0169252034191309,-0.0056417703423166,Financial Services,9.0
2020-01-21,34.50868225097656,34.750339684544464,34.122028882307994,34.122028882307994,2162296.0,,,-0.8248633417543546,0.0070522929470168,-0.0112045242949729,0.0070028009707923,-0.0112045242949729,Financial Services,9.0
2020-01-22,34.31535339355469,34.70200673773767,34.073695975290214,34.557010811819154,859292.0,,,-0.8345295419711799,-0.005602325119685,0.0070422535211267,0.0112676486163072,-0.0070422535211268,Financial Services,9.0
2020-01-23,34.218692779541016,34.55701169883548,34.07369684990072,34.218692779541016,1235623.0,,,-0.8393624513495173,-0.0028168328300482,0.0,0.0098869621196266,-0.0042373310568715,Financial Services,9.0
2020-01-24,34.26702117919922,34.55700933121203,34.07369451539088,34.21869043509699,865297.0,,,-0.8369460920253862,0.0014123391553723,-0.0014104156836243,0.0084626017095654,-0.0056417703423166,Financial Services,9.0
2020-01-27,33.735374450683594,34.26701999219079,33.59037853600014,34.17035481993539,1146781.0,,,-0.8635277611615051,-0.0155148218380401,0.0128938948013657,0.0157592897711684,-0.0042980378028831,Financial Services,9.0
2020-01-28,33.542049407958984,34.02536423030018,33.34872274154261,33.928699053392265,1021327.0,,,-0.8731937706482551,-0.0057306327815398,0.0115273113079827,0.0144092215852054,-0.0057637106208096,Financial Services,9.0
2020-01-29,33.397056579589844,34.41201706303386,33.25206433189773,33.68704476237387,700792.0,,,-0.8804432300807987,-0.0043227182276684,0.0086830461269227,0.030390716649691,-0.0043414678580006,Financial Services,9.0
2020-01-30,32.91374206542969,33.445387687468084,32.76874981618277,33.445387687468084,757316.0,,,-0.9046083491627114,-0.0144717697803203,0.0161526945487247,0.0161526945487247,-0.0044052192229825,Financial Services,9.0
2020-01-31,32.672080993652344,33.25206098830145,32.478754328769305,33.20372655653112,652812.0,,,-0.9166910994337428,-0.007342254529945,0.0162721671442374,0.0177515474071512,-0.0059171824690504,Financial Services,9.0
2020-02-03,34.02536392211914,36.9252528299009,32.96206911015951,36.9252528299009,5866727.0,,,-0.8490286515663426,0.0414201632497702,0.0852272708800214,0.0852272708800214,-0.0312500643459218,Financial Services,9.0
2020-02-04,33.397056579589844,34.218694066111034,33.348725830359136,33.9287021959272,2272156.0,,,-0.8804432300807987,-0.0184658522379785,0.0159189363011789,0.0246020928390235,-0.0014471559526669,Financial Services,9.0
2020-02-05,33.1070671081543,33.6870434511475,32.96207117870617,33.54205120909903,1522252.0,,,-0.8949423396759614,-0.0086830847127039,0.0131387084069913,0.0175182036239736,-0.0043796065950044,Financial Services,9.0
2020-02-06,33.59038162231445,34.07369646580099,32.72041342907883,33.15539752569664,1954644.0,34.04469757080078,,-0.8707772205940488,0.0145985300534554,-0.0129496622428619,0.014388489208633,-0.0258993244857239,Financial Services,9.0
2020-02-07,35.04032897949219,36.29694693644917,33.252065389291865,33.49372283052974,5394762.0,34.039864730834964,,-0.7982816726182357,0.0431655517785043,-0.0441378889412715,0.0358620479189117,-0.0510344406654095,Financial Services,9.0
2020-02-10,35.08865737915039,35.426979986654125,34.79866920657553,34.79866920657553,2009369.0,34.044697761535645,,-0.7958653132941047,0.0013792222009812,-0.0082644419660004,0.0096419365337347,-0.0082644419660004,Financial Services,9.0
2020-02-11,35.76530075073242,36.44194231322626,35.088659188238594,35.281985875722526,3010007.0,34.09544582366944,,-0.7620339939953668,0.0192838205312492,-0.0135135135135134,0.0189189395389042,-0.0189189395389041,Financial Services,9.0
2020-02-12,33.59038162231445,34.702007237293344,33.252062706833726,34.702007237293344,3644164.0,34.044697761535645,,-0.8707772205940488,-0.0608108720677661,0.0330935690900404,0.0330935690900404,-0.0100718985358587,Financial Services,9.0
2020-02-13,34.50868225097656,36.586933967220645,33.010406900335525,33.73537920103923,5627415.0,34.02778186798096,,-0.8248633417543546,0.0273382017205804,-0.0224089417356829,0.0602240242362563,-0.0434173446480599,Financial Services,9.0
2020-02-14,34.26702117919922,34.84699748322483,33.92869859568477,34.7986667391226,2135769.0,34.01086578369141,,-0.8369460920253862,-0.0070029063996062,0.0155147877355066,0.0169252034191309,-0.0098731250010086,Financial Services,9.0
2020-02-17,33.397056579589844,35.378646797247164,33.155399146036515,34.99199711600172,2667331.0,33.967367553710936,,-0.8804432300807987,-0.0253878093184668,0.0477569193144584,0.0593342773467151,-0.007235890174256,Financial Services,9.0
2020-02-18,32.96207046508789,33.63871197553067,32.14043671573568,33.15539713770006,1560176.0,33.8900369644165,,-0.9021919898385804,-0.0130246841803354,0.0058651252753352,0.0205278825296926,-0.0249266425852238,Financial Services,9.0
2020-02-19,33.397056579589844,33.735379199004385,33.155399146036515,33.445387328820544,1579220.0,33.844122123718265,,-0.8804432300807987,0.0131965652753116,0.0014471559526667,0.0101303124905116,-0.007235890174256,Financial Services,9.0
2020-02-20,33.397056579589844,33.590383263912464,33.25206433189773,33.397056579589844,1097464.0,33.8030403137207,,-0.8804432300807987,0.0,0.0,0.0057887342215892,-0.0043414678580006,Financial Services,9.0
2020-02-24,33.05873489379883,33.44538454283654,32.913738970785,33.34872305242699,808635.0,33.74262599945068,,-0.8973588897301678,-0.0101302845352478,0.008771907320705,0.0116958392473223,-0.0043860094307791,Financial Services,9.0
2020-02-25,33.05873489379883,33.49371897544082,32.672081557361615,33.34872305242699,938591.0,33.708794021606444,,-0.8973588897301678,0.0,0.008771907320705,0.0131579167514843,-0.0116959507881755,Financial Services,9.0
2020-02-26,32.333763122558594,33.01040462743925,32.18876719744147,32.962070194133844,1046436.0,33.648379707336424,,-0.9336065683530368,-0.0219298098844134,0.0194319191735803,0.020926778683814,-0.0044843504471634,Financial Services,9.0
2020-02-27,32.04377746582031,32.817080522991574,31.947112279049005,32.76874977330584,974893.0,33.58071575164795,,-0.948105487218124,-0.0089685093454514,0.0226244333477483,0.0241327058895011,-0.0030166601573243,Financial Services,9.0
2020-02-28,29.5788688659668,31.31880341320003,29.288878852911356,31.31880341320003,1453353.0,33.41397209167481,,-1.0713478234119689,-0.0769231593398351,0.0588235660774434,0.0588235660774434,-0.0098039588454007,Financial Services,9.0
2020-03-02,28.805564880371094,30.0621846209268,27.065632124155343,29.67553310217884,1391333.0,33.22064628601074,,-1.1100120520890435,-0.0261437984359658,0.0302013942590853,0.0436242005936846,-0.0604026605081918,Financial Services,9.0
2020-03-03,28.46724510192871,29.38554220101362,28.128924341760666,28.612239186657927,1442306.0,32.94274034500122,,-1.126927616373375,-0.0117449451120787,0.005093365522728,0.0322580248210493,-0.0118845627301366,Financial Services,9.0
2020-03-04,27.59727668762207,28.7572330436702,27.25895777383285,28.51557562313516,1921570.0,32.65275135040283,,-1.170424945158863,-0.0305603303442839,0.0332749838292907,0.0420315514888609,-0.0122591412775509,Financial Services,9.0
2020-03-05,28.9022274017334,29.385542247393488,27.162294694837005,27.69394028758317,2520562.0,32.44250936508179,,-1.1051790473456689,0.0472854886691274,-0.0418060206002585,0.0167224082401034,-0.0602006441480023,Financial Services,9.0
2020-03-06,26.243995666503903,27.017300523301884,25.035708556225643,26.002338244448254,2595322.0,32.07519006729126,,-1.2380872976612258,-0.0919732482303445,-0.0092081032601331,0.0294659725837773,-0.0460405163006653,Financial Services,9.0
2020-03-09,24.35906791687012,25.809012391833814,24.117410504376167,25.809012391833814,2011277.0,31.54112701416016,,-1.3323313192997075,-0.0718232000030233,0.0595238077217037,0.0595238077217037,-0.0099206346202839,Financial Services,9.0
2020-03-11,24.842384338378903,25.42236069067736,24.214073550555817,24.359069482330288,1946584.0,31.028813362121586,,-1.3081661048527573,0.0198413347817,-0.0194552523407323,0.0233462434361604,-0.0252918874156702,Financial Services,9.0
