Date_Ticker,Close_OBEROIRLTY.NS,High_OBEROIRLTY.NS,Low_OBEROIRLTY.NS,Open_OBEROIRLTY.NS,Volume_OBEROIRLTY.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,532.4641723632812,555.4606115820596,513.1116642451295,521.9753974086731,451021.0,,,-0.8900949834876255,,-0.0196985553188582,0.0431887071701206,-0.0363451836247644,Realty,17.0
2020-01-13,533.547607421875,540.6878384395189,528.9187559813303,540.3923926265162,359470.0,,,-0.887814210947702,0.0020347567307393,0.0128288181025035,0.0133825565297647,-0.0086756109036109,Realty,17.0
2020-01-14,531.3316650390625,535.7635324953661,525.1270626224474,534.4339963028948,437981.0,,,-0.8924790595666228,-0.0041532233524952,0.0058387848268073,0.0083410565338277,-0.0116774565207946,Realty,17.0
2020-01-15,546.2523193359375,564.3244662436481,527.4414677278522,527.8846665036568,589298.0,,,-0.861069130260685,0.0280816207251229,-0.0336248509747467,0.0330838813273697,-0.0344361954031665,Realty,17.0
2020-01-16,540.4415893554688,550.2901832389397,529.017244495061,549.4530768032633,327925.0,,,-0.8733014770647151,-0.0106374467893018,0.0166743041714123,0.0182232346241457,-0.0211389076736903,Realty,17.0
2020-01-17,535.566650390625,553.2941235856067,532.021179796053,538.7182132030562,340724.0,,,-0.8835638613549652,-0.0090202883361689,0.0058845389460537,0.0331004053035264,-0.0066200361654071,Realty,17.0
2020-01-20,535.172607421875,543.8393578835113,531.8240615086983,540.6877958671765,284850.0,,,-0.884393373355289,-0.0007357496372535,0.0103054385983434,0.0161943087920497,-0.0062569456409735,Realty,17.0
2020-01-21,541.4264526367188,544.3317998754417,528.8694953450076,531.8240735312926,384251.0,,,-0.8712282110118614,0.0116856601554605,-0.0177353342428377,0.0053660976935538,-0.0231923601637108,Realty,17.0
2020-01-22,539.89990234375,549.5515118559285,534.6801598626677,543.642355814467,105884.0,,,-0.8744417990911824,-0.0028194970628688,0.0069317543019933,0.0178766646748409,-0.009667981895205,Realty,17.0
2020-01-23,545.3167114257812,556.4456116362966,538.7673717753754,542.657578781592,297620.0,,,-0.8630387073134982,0.0100329877047883,-0.0048763087366913,0.0204081407690914,-0.0120101576078275,Realty,17.0
2020-01-24,556.4948120117188,561.41910918926,545.3166814631201,548.5174746285219,230561.0,,,-0.8395073431927911,0.0204983642564544,-0.0143349717032561,0.0088487746359036,-0.0200866752165935,Realty,17.0
2020-01-27,557.4304809570312,575.1579520828732,547.0894561336235,556.44562145004,449617.0,,,-0.837537637652989,0.0016813614882231,-0.0017667844522968,0.0318021201413427,-0.0185512367491165,Realty,17.0
2020-01-28,544.5780029296875,556.3963154188632,541.7218867003851,553.4417372965693,165932.0,,,-0.8645937853401274,-0.0230566473603628,0.0162763356565949,0.02170178087546,-0.0052446411972889,Realty,17.0
2020-01-29,545.1196899414062,550.6841697187416,533.9907904977842,548.222021164354,253562.0,,,-0.86345346331366,0.0009946913184238,0.0056911010190829,0.0102078128528679,-0.0204155154344511,Realty,17.0
2020-01-30,546.2523193359375,551.5212933620295,522.2217246521717,551.5212933620295,554123.0,,,-0.861069130260685,0.0020777627655552,0.0096456780860854,0.0096456780860854,-0.0439917485622378,Realty,17.0
2020-01-31,537.2901000976562,554.4759107753373,532.90746320342,549.6500750740785,168229.0,,,-0.8799357742494602,-0.0164067390124335,0.023004285718601,0.0319860921959243,-0.0081569284329633,Realty,17.0
