Date_Ticker,Close_AUROPHARMA.NS,High_AUROPHARMA.NS,Low_AUROPHARMA.NS,Open_AUROPHARMA.NS,Volume_AUROPHARMA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,442.7008056640625,449.9027115668674,441.87910378216446,442.45913037535,1686133.0,,,-1.3027763303689983,,-0.000545911111117,0.0162681111275635,-0.0018561111057059,Healthcare,11.0
2020-01-13,445.2625427246094,448.40432137132905,441.4440614918916,444.6825161510934,1117209.0,,,-1.2937842501205443,0.0057866103421795,-0.0013026619530283,0.0070560138014188,-0.0085757971226415,Healthcare,11.0
2020-01-14,464.3064880371094,465.5148643119316,444.9241443895118,446.6158711742628,4783345.0,,,-1.2269371536193077,0.0427701490360452,-0.038101162311203,0.002602540145262,-0.0417447185145697,Healthcare,11.0
2020-01-15,469.5750427246094,472.0401186419136,461.11640839863855,467.7866398525576,4107121.0,,,-1.2084437386342213,0.0113471485392616,-0.0038085560545869,0.0052495888686954,-0.0180133813690169,Healthcare,11.0
2020-01-16,460.0047607421875,471.4601755840975,459.0380595656783,469.7200957655537,1947533.0,,,-1.2420368598454594,-0.0203807296207488,0.0211200749481181,0.0249028180130732,-0.0021015025473856,Healthcare,11.0
2020-01-17,469.7683715820313,473.6351756547258,460.1013614002948,461.5030601758223,2644076.0,,,-1.207765125427951,0.0212250212891075,-0.0175944399542566,0.0082312993096413,-0.0205782482741037,Healthcare,11.0
2020-01-20,466.8683471679688,472.08852764513176,461.16478659892334,468.850072788482,1733486.0,,,-1.2179446448857985,-0.0061733070796063,0.0042447204496394,0.0111812687855767,-0.0122166358110231,Healthcare,11.0
2020-01-21,476.7769775390625,478.9037021833807,456.28290313985775,464.9832127336262,3371672.0,,,-1.1831638702226392,0.0212236071072276,-0.0247364393857923,0.0044606278081955,-0.0429846141166194,Healthcare,11.0
2020-01-22,481.3688354492188,493.8875972769602,474.4568988265528,481.4171587047628,8257195.0,,,-1.1670457621413948,0.009631039514235,0.0001003871708873,0.026006589762004,-0.0143589200497694,Healthcare,11.0
2020-01-23,473.7318420410156,482.9638548529252,471.1217668832095,482.1421530527107,3759332.0,,,-1.1938527512899288,-0.015865159615238,0.0177533158325611,0.0194878452166833,-0.0055096046458708,Healthcare,11.0
2020-01-24,484.4139099121094,487.21733710230393,474.6502232484747,475.0368977744713,2975692.0,,,-1.1563570953166329,0.0225487647717986,-0.0193574378145735,0.0057872557596523,-0.0201556694881164,Healthcare,11.0
2020-01-27,493.9842529296875,500.7511605040668,481.6104908799443,482.96386649454496,4841528.0,,,-1.122763759862867,0.0197565404744767,-0.0223091857074058,0.0136986301369863,-0.0250488997905454,Healthcare,11.0
2020-01-28,487.3140258789063,498.72111645366135,484.8005971420025,495.33766263512297,2725047.0,,,-1.1461772544949935,-0.0135029143362808,0.0164650232296217,0.023408089997372,-0.0051577188495048,Healthcare,11.0
2020-01-29,490.455810546875,494.12926293802064,486.49233012398014,488.57073159532246,1730597.0,,,-1.1351491203852009,0.0064471459903135,-0.0038435245561687,0.0074898743416855,-0.0080812182008312,Healthcare,11.0
2020-01-30,464.25823974609375,492.6792484185096,450.3377487128062,491.1808733963512,12708850.0,,,-1.2271065123374,-0.0534147424445233,0.0579906425893088,0.0612181028557716,-0.0299843704247462,Healthcare,11.0
2020-01-31,465.369873046875,470.7834047512713,461.2130703906887,464.6448472695373,3179653.0,,,-1.223204513181661,0.0023944288019297,-0.0015579559815309,0.0116327506741094,-0.008932255603421,Healthcare,11.0
2020-02-03,457.7329406738281,463.049796373313,449.51598186553343,449.8543331285028,1428152.0,,,-1.2500112880876673,-0.0164104571768822,-0.0172122363178128,0.0116156282998944,-0.0179514255543822,Healthcare,11.0
2020-02-04,478.3236999511719,488.4257384045227,460.1497307878334,460.1497307878334,4880725.0,,,-1.1777346432086846,0.044984219940632,-0.0379951258221027,0.0211196694924002,-0.0379951258221027,Healthcare,11.0
2020-02-05,491.0841369628906,493.887564127955,478.6136992276906,479.00037375022106,3094847.0,,,-1.1329436006845062,0.026677409070513,-0.0246062992125984,0.0057086494025284,-0.025393688772607,Healthcare,11.0
2020-02-06,493.50091552734375,497.5610719806169,489.24743655333833,491.9058645997638,2923331.0,472.8400909423828,,-1.124460346439175,0.0049213126276073,-0.0032321134113307,0.0082272521195518,-0.0086189890234757,Healthcare,11.0
2020-02-07,528.3504638671875,535.1173714322304,496.6426802201085,507.51806737821306,18746442.0,477.1225738525391,,-1.0021332192252064,0.0706169882230194,-0.0394291250101204,0.0128076116665316,-0.0600127866170463,Healthcare,11.0
2020-02-10,524.1937866210938,537.4376064008244,516.895203513414,529.9456712301218,5993741.0,481.06913604736326,,-1.0167237780844436,-0.0078672728243097,0.0109728210364798,0.0252651216358346,-0.0139234445236861,Healthcare,11.0
2020-02-11,529.8973388671875,533.425763195021,519.5536232020955,527.8189074802164,3555908.0,484.3486785888672,,-0.9967034566049326,0.0108806178014019,-0.0039223284106585,0.0066586941828703,-0.0195202257237311,Healthcare,11.0
2020-02-12,526.7070922851562,534.3923781451654,520.1818595931635,530.2838983020589,3869158.0,487.20528106689454,,-1.0079016992816645,-0.0060204993458758,0.0067908825783689,0.0145911949403718,-0.0123887313984752,Healthcare,11.0
2020-02-13,509.7898254394531,529.123848347979,507.6147478622439,527.8188254027557,4436899.0,489.6945343017578,,-1.067283836271399,-0.0321189273763266,0.0353655547122013,0.0379254781945861,-0.004266616296891,Healthcare,11.0
2020-02-14,497.2226867675781,515.2033626141747,495.3376668263586,510.7565021562464,4638466.0,491.0672500610352,,-1.111396372710571,-0.0246516074757705,0.027218821161703,0.0361622193136199,-0.0037910980158084,Healthcare,11.0
2020-02-17,478.7926635742188,503.430691495791,477.4346676293305,499.5991743921252,3731164.0,491.6634658813476,,-1.1760885107476335,-0.0370659338035681,0.0434562022370694,0.0514586579870455,-0.0028362922997832,Healthcare,11.0
2020-02-18,485.388671875,488.2501877116332,467.83164143800064,475.3006637085432,4335390.0,492.0940505981445,,-1.152935535029106,0.0137763353589038,-0.0207833613575858,0.005895308239435,-0.0361710757879424,Healthcare,11.0
2020-02-19,583.7952880859375,589.4698314988533,533.8887660541802,533.8887660541802,28738121.0,497.21537322998046,,-0.8075135931852103,0.2027377685408359,-0.0854863392189811,0.0097200911496231,-0.0854863392189811,Healthcare,11.0
2020-02-20,581.7583618164062,599.0243755534459,572.6403246273121,593.6893676501692,14551958.0,502.61669921875,,-0.8146635090598313,-0.0034891105000343,0.0205085248736454,0.0296790125768549,-0.015673237872551,Healthcare,11.0
2020-02-24,488.8807067871094,523.6067451505944,474.7186803923022,523.6067451505944,17116979.0,502.8400390625,,-1.1406779701745038,-0.1596498840847045,0.071031721811446,0.071031721811446,-0.0289682660784039,Healthcare,11.0
