Date_Ticker,Close_POWERINDIA.NS,High_POWERINDIA.NS,Low_POWERINDIA.NS,Open_POWERINDIA.NS,Volume_POWERINDIA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-03-30,711.752685546875,711.752685546875,677.8597005208334,677.8597005208334,29010.0,,,-0.9647168500961552,,-0.0476190476190475,0.0,-0.0476190476190475,Capital Goods,1.0
2020-03-31,747.34033203125,747.34033203125,747.34033203125,747.34033203125,15930.0,,,-0.9551540324669506,0.0500000171506641,0.0,0.0,0.0,Capital Goods,1.0
2020-04-01,784.6724853515625,784.6724853515625,784.6724853515625,784.6724853515625,25057.0,,,-0.9451224454086606,0.0499533501943415,0.0,0.0,0.0,Capital Goods,1.0
2020-04-03,787.513427734375,814.4284436189675,778.6414166796434,796.2857170392629,141804.0,,,-0.9443590509000116,0.0036205454324547,0.0111392250543906,0.0341772151898733,-0.0112658536886867,Capital Goods,1.0
2020-04-07,788.1614379882812,815.4253289907913,778.6414481257483,792.5973828517521,39744.0,,,-0.9441849229513516,0.0008228561330954,0.0056282185979477,0.0345917596172922,-0.0120787308331551,Capital Goods,1.0
2020-04-08,787.513427734375,805.4567716574367,785.5197228540347,799.4756570164161,9633.0,,,-0.9443590509000116,-0.000822179597571,0.0151898734177213,0.0227848101265821,-0.0025316455696203,Capital Goods,1.0
2020-04-09,797.4819946289062,804.4599620819091,787.5633001520997,804.4599620819091,14654.0,,,-0.9416803801629968,0.0126582818063308,0.0087499999999998,0.0087499999999998,-0.012437515258789,Capital Goods,1.0
2020-04-13,797.0831909179688,802.4662184597614,787.5632622340426,797.4819562333033,25051.0,,,-0.9417875433933388,-0.0005000786395473,0.0005002806731821,0.0067534074273893,-0.0119434568341134,Capital Goods,1.0
2020-04-15,790.6036376953125,802.3665450407649,788.6099328358181,797.4819437977859,29165.0,,,-0.9435286752721832,-0.0081290802471872,0.0087000688771485,0.0148783875821043,-0.0025217501721928,Capital Goods,1.0
2020-04-16,785.519775390625,796.3854920524102,783.5260703769432,789.0087591645681,76614.0,,,-0.944894768646553,-0.0064303553162333,0.0044416243654821,0.0138325182919576,-0.0025380710659899,Capital Goods,1.0
2020-04-17,789.5072021484375,797.4820223721591,784.7721526406028,785.5197920365767,214812.0,,,-0.943823300351747,0.0050761634305509,-0.0050505050505049,0.0101010101010101,-0.0059974747474746,Capital Goods,1.0
2020-04-20,790.6036376953125,805.3571023300066,787.5134195003136,790.5039767895553,30483.0,,,-0.9435286752721832,0.00138875939813,-0.0001260567255264,0.0186610128403934,-0.0039086819838157,Capital Goods,1.0
2020-04-21,785.569580078125,801.4195587541839,783.5758751298432,801.4195587541839,74484.0,,,-0.9448813855434064,-0.0063673595429718,0.0201764160400439,0.0201764160400439,-0.002537910070402,Capital Goods,1.0
2020-04-22,790.8529663085938,797.4820602718244,781.6320799867008,781.6320799867008,21366.0,,,-0.9434616777521422,0.006725548397563,-0.0116594192785703,0.0083822078763549,-0.0116594192785703,Capital Goods,1.0
2020-04-23,797.5318603515625,801.3697791262542,789.5570400526294,789.5570400526294,18607.0,,,-0.9416669806589884,0.0084451779629067,-0.0099993751916289,0.0048122450844783,-0.0099993751916289,Capital Goods,1.0
2020-04-24,800.322998046875,801.3697418368431,793.5942437327533,794.341883100989,6562.0,,,-0.940916969253486,0.0034997193642923,-0.0074733763249118,0.0013079016753518,-0.0084075483655258,Capital Goods,1.0
2020-04-27,799.5255126953125,806.3539886317467,796.5349552804483,801.3697262736399,5578.0,,,-0.9411312629124472,-0.0009964543734326,0.0023066350592244,0.0085406604642477,-0.003740415243014,Capital Goods,1.0
2020-04-28,803.1141967773438,804.4599232410868,798.5784694774471,804.2605405834466,10418.0,,,-0.9401669414471218,0.0044885172831237,0.0014273733557479,0.001675635257281,-0.0056476741640194,Capital Goods,1.0
2020-04-29,806.5533447265625,809.3445804401546,797.5816721007141,800.4725687284848,6160.0,,,-0.9392428020929592,0.0042822651660486,-0.0075392111852677,0.0034606957268752,-0.0111234708584464,Capital Goods,1.0
2020-04-30,798.9274291992188,812.5344289931821,797.4819809401554,811.3880851514086,36263.0,787.0075561523438,,-0.9412919749562372,-0.0094549425369119,0.0155967306876414,0.0170315842173574,-0.0018092359909487,Capital Goods,1.0
2020-05-04,788.4605102539062,805.4568334950623,787.5134881944297,803.3634675472081,255704.0,790.8429473876953,,-0.9441045587290258,-0.0131012136556679,0.0189013363376977,0.0215563405143559,-0.0012011027149243,Capital Goods,1.0
2020-05-05,792.1986694335938,795.4882704133103,788.4604726741327,788.4604726741327,33019.0,793.0858642578125,,-0.9431000715533993,0.0047410861179131,-0.0047187617244217,0.0041524949569387,-0.0047187617244217,Capital Goods,1.0
2020-05-06,792.9962158203125,796.385538880084,786.5665046045103,786.5665046045103,21000.0,793.50205078125,,-0.9428857614935764,0.0010067504749647,-0.0081081234532134,0.0042740721735543,-0.0081081234532134,Capital Goods,1.0
2020-05-07,792.6473388671875,796.4851968929679,787.7627369770562,789.8561030196543,202236.0,793.7587463378907,,-0.9429795088190488,-0.0004399478158468,-0.0035214094726191,0.004841822885907,-0.0061623898177872,Capital Goods,1.0
2020-05-08,795.6378784179688,803.4631465126647,791.1021506906343,792.4479381242463,16353.0,794.132568359375,,-0.942175915798375,0.0037728500483647,-0.0040092866117249,0.0098352131125978,-0.0057007438312932,Capital Goods,1.0
2020-05-11,801.22021484375,804.3104333258343,797.4820178849145,797.5318483424223,6922.0,794.8179077148437,,-0.9406758765865084,0.0070161773052849,-0.0046034366494945,0.003856890309098,-0.004665629860031,Capital Goods,1.0
2020-05-12,803.512939453125,806.4536664747636,799.02710323664,803.4631089971069,22239.0,795.1194549560547,,-0.9400597946176412,0.0028615411429953,-6.201574806252719e-05,0.0036598377913368,-0.0055827803090988,Capital Goods,1.0
2020-05-13,808.5969848632812,810.391307317055,801.7685082667102,807.4505800728705,24663.0,795.6951446533203,,-0.9386936520406864,0.0063272726057361,-0.0014177703007445,0.0022190565725113,-0.0084448454847078,Capital Goods,1.0
2020-05-14,814.5281372070312,830.7269900097409,803.1142249835594,805.4568039747326,8982.0,796.8913696289062,,-0.937099881904209,0.0073351155826444,-0.0111369181958572,0.0198874072763828,-0.0140129133692169,Capital Goods,1.0
2020-05-15,815.8240966796875,826.2411564558594,808.9457902076165,815.6745444699719,35587.0,798.4065856933594,,-0.9367516424077508,0.0015910555000592,-0.000183314283464,0.012768757160481,-0.0084311146239305,Capital Goods,1.0
2020-05-18,817.3692626953125,830.3283458794665,812.933256667511,830.3283458794665,9141.0,799.7996887207031,,-0.936336438192975,0.0018939940875902,0.015854625045993,0.015854625045993,-0.0054271749994286,Capital Goods,1.0
2020-05-19,816.2227783203125,827.3377075353415,802.9646528319813,827.3377075353415,7918.0,801.0806457519532,,-0.936644511979132,-0.0014026516867289,0.0136175190282021,0.0136175190282021,-0.0162432681866766,Capital Goods,1.0
2020-05-20,814.5281372070312,817.4688641921325,811.6871319757747,816.3723508011678,4878.0,802.5285736083985,,-0.937099881904209,-0.002076199241546,0.0022641496467639,0.0036103442604018,-0.0034879153972484,Capital Goods,1.0
2020-05-21,810.0921630859375,817.4190042133146,809.1949715489733,815.4751297785887,3045.0,803.4905334472656,,-0.938291880131642,-0.0054460661559273,0.0066448818269584,0.009044453780995,-0.0011075178576551,Capital Goods,1.0
2020-05-22,811.288330078125,813.4315871510961,807.5003029928439,809.4441774101593,15265.0,804.1783569335937,,-0.937970456044062,0.001476581365299,-0.0022731162271101,0.0026417945303918,-0.0046691502205095,Capital Goods,1.0
2020-05-26,813.6309814453125,819.4127134837665,808.546997447068,814.2290685777907,2436.0,804.8437561035156,,-0.9373409581703248,0.0028875694131603,0.0007350840198043,0.0071060863835143,-0.0062485132869615,Capital Goods,1.0
2020-05-27,822.4032592773438,823.4001117128315,810.989286722401,813.6808004668264,14221.0,805.9876434326172,,-0.9349837443226134,0.0107816418401969,-0.0106060606060606,0.0012121212121212,-0.0138788026751892,Capital Goods,1.0
2020-05-28,822.3534545898438,826.3906949114534,806.7028586937197,812.5344212868173,35006.0,806.9496063232422,,-0.93499712742576,-6.055993448246304e-05,-0.0119401617980966,0.0049093735778409,-0.0190314709675901,Capital Goods,1.0
2020-05-29,814.6776733398438,822.0544058847278,812.5344162125605,812.5344162125605,91717.0,807.3558227539063,,-0.937059699793046,-0.0093339198700495,-0.0026308038104159,0.0090547866797949,-0.0026308038104159,Capital Goods,1.0
2020-06-01,821.4064331054688,854.950542969385,814.6278484960231,814.6278484960231,29646.0,808.4797729492187,,-0.935251603195884,0.0082594134905401,-0.0082524123701076,0.0408374082694933,-0.0082524123701076,Capital Goods,1.0
2020-06-02,828.3844604492188,836.4091112247918,825.3939028302684,832.2722096910743,72463.0,810.4759704589844,,-0.9333765254795428,0.0084952187644408,0.0046931701733603,0.0096871092574835,-0.0036101083032491,Capital Goods,1.0
2020-06-03,834.5648803710938,837.2563941452291,828.8828092574846,828.8828092574846,18590.0,812.5942810058593,,-0.931715774223886,0.0074608110327461,-0.0068084234638324,0.0032250503674904,-0.0068084234638324,Capital Goods,1.0
2020-06-04,833.7673950195312,839.698618291007,832.521329484676,837.3560394226968,38232.0,814.6328399658203,,-0.9319300678828472,-0.0009555702262571,0.0043041313735727,0.0071137625516488,-0.0014945001954964,Capital Goods,1.0
2020-06-05,833.667724609375,837.2564300765819,832.4714894536394,834.5649161869385,38884.0,816.6838592529297,,-0.931956850490002,-0.0001195422257474,0.0010761980475901,0.0043047192079894,-0.0014349064026631,Capital Goods,1.0
2020-06-08,835.3623657226562,837.3560706527819,832.6708518983775,837.3560706527819,22385.0,818.6700836181641,,-0.9315014805649248,0.0020327536538316,0.0023866348448686,0.0023866348448686,-0.0032219716074357,Capital Goods,1.0
