Date_Ticker,Close_PETRONET.NS,High_PETRONET.NS,Low_PETRONET.NS,Open_PETRONET.NS,Volume_PETRONET.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,212.6770172119141,214.2959990139188,211.6503646357801,213.22984496888296,1379935.0,,,-0.1490281743584674,,0.002599377047018,0.007612396596627,-0.0048272850051822,Oil Gas & Consumable Fuels,15.0
2020-01-13,215.8754425048828,217.73133639973605,213.22980857825823,213.22980857825823,2166711.0,,,-0.0846381141583402,0.0150388854183609,-0.012255372338448,0.0085970589026644,-0.012255372338448,Oil Gas & Consumable Fuels,15.0
2020-01-14,219.3108062744141,220.0215674497967,215.4805624780801,215.8754324756207,5081856.0,,,-0.0154780557959534,0.015913638576345,-0.015664407318328,0.0032408853328151,-0.0174649113803417,Oil Gas & Consumable Fuels,15.0
2020-01-15,218.48155212402344,221.28514340422856,217.25746484315468,219.1133585439481,3201899.0,,,-0.0321724349900649,-0.0037811823524692,0.0028918067167795,0.0128321647889686,-0.0056027031525933,Oil Gas & Consumable Fuels,15.0
2020-01-16,217.13902282714844,219.35028518866957,214.9672378252804,218.7974575478132,2009271.0,,,-0.0591999670810139,-0.0061448176462647,0.0076376631849583,0.0101836249087359,-0.0100018180684032,Oil Gas & Consumable Fuels,15.0
2020-01-17,215.3226318359375,218.16570099488536,213.5457166242145,217.1390485129385,2147084.0,,,-0.0957671883095835,-0.0083651062234762,0.0084357908015215,0.013203763741445,-0.0082523383472152,Oil Gas & Consumable Fuels,15.0
2020-01-20,215.91490173339844,218.3236230885867,215.0856844100581,215.20414058468512,877568.0,,,-0.0838437288384276,0.0027506160983217,-0.0032918577782599,0.0111558828772384,-0.0038404821375609,Oil Gas & Consumable Fuels,15.0
2020-01-21,216.46774291992188,217.13902675282588,212.4400640234503,215.55954672291176,1401384.0,,,-0.072714040313387,0.0025604586903689,-0.0041955267087812,0.0031010802064506,-0.0186063699013184,Oil Gas & Consumable Fuels,15.0
2020-01-22,213.90109252929688,216.9020950111036,213.545699874446,216.03337615554275,677934.0,,,-0.1243853341617496,-0.0118569647191012,0.0099685494872066,0.0140298604664474,-0.0016614812512105,Oil Gas & Consumable Fuels,15.0
2020-01-23,218.7580108642578,219.15288091996945,213.90111399919556,214.0195701957179,3160181.0,,,-0.026606822760298,0.0227063746029988,-0.0216606498194946,0.0018050541516243,-0.0222021440306295,Oil Gas & Consumable Fuels,15.0
2020-01-24,218.6000061035156,221.0087273849633,217.57335382024309,219.5082263167379,1830315.0,,,-0.0297877430958338,-0.0007222810269573,0.0041547126617746,0.0110188527639247,-0.0046964878984787,Oil Gas & Consumable Fuels,15.0
2020-01-27,215.0461883544922,219.5082385521505,214.25644836920068,219.1528459183886,2644351.0,,,-0.1013324933524518,-0.0162571713165486,0.0190966303347204,0.0207492642943423,-0.0036724202894945,Oil Gas & Consumable Fuels,15.0
2020-01-28,215.8359375,217.57337518176,213.9800677365621,215.04619748119143,1162509.0,,,-0.0854334210389488,0.0036724628860008,-0.0036589829662103,0.0080498071909824,-0.0085985206399556,Oil Gas & Consumable Fuels,15.0
2020-01-29,216.2703094482422,219.23183452531063,215.204155600307,219.23183452531063,1990054.0,,,-0.0766887315950381,0.0020125098409164,0.0136936275932837,0.0136936275932837,-0.0049297282213874,Oil Gas & Consumable Fuels,15.0
2020-01-30,212.95339965820312,218.3236464586718,212.2031610712898,216.07288249602445,1940696.0,,,-0.1434640980631937,-0.0153368707822229,0.0146486641811223,0.0252179434988504,-0.0035230176560575,Oil Gas & Consumable Fuels,15.0
2020-01-31,210.4657287597656,215.79647423491917,209.6759886893725,214.33545028450104,2308304.0,,,-0.1935453925241365,-0.011681761842874,0.0183864686547257,0.0253283302063789,-0.0037523452157598,Oil Gas & Consumable Fuels,15.0
2020-02-03,209.99185180664065,211.5713317361392,206.1221307995594,208.37289451928504,2349744.0,,,-0.2030853888486558,-0.0022515635011812,-0.0077096195563164,0.0075216248435816,-0.0184279579125976,Oil Gas & Consumable Fuels,15.0
2020-02-04,213.269287109375,214.2564621545044,210.5446984453898,210.5446984453898,1721035.0,,,-0.1371047148873115,0.0156074403579821,-0.0127753447339461,0.0046287726587801,-0.0127753447339461,Oil Gas & Consumable Fuels,15.0
2020-02-05,211.96624755859372,213.9405978974424,208.6888308162964,213.62470666341784,2154211.0,,,-0.1633372472845504,-0.0061098321677841,0.0078241659883404,0.0093144562475817,-0.0154619746306138,Oil Gas & Consumable Fuels,15.0
2020-02-06,215.401611328125,216.7836564970497,211.96623708803537,212.04521591787923,2143189.0,215.18243942260744,,-0.0941771889221636,0.0162071264132824,-0.0155820348304308,0.0064161319890008,-0.0159486933217805,Oil Gas & Consumable Fuels,15.0
2020-02-07,215.3226318359375,217.9682659713606,213.26930277108875,215.95443837178985,3489523.0,215.3147201538086,,-0.0957671883095835,-0.0003666615662739,0.002934231903378,0.0122868372584212,-0.0095360578093494,Oil Gas & Consumable Fuels,15.0
2020-02-10,213.7431182861328,216.1518396577484,212.0451821690292,215.5990120377839,1299486.0,215.2081039428711,,-0.1275656401234881,-0.0073355668019522,0.008682823412198,0.0112692347287228,-0.0079438165341568,Oil Gas & Consumable Fuels,15.0
2020-02-11,208.0964813232422,214.8882498602441,205.84571759689925,214.8092710433468,3956062.0,214.6473876953125,,-0.2412426094646453,-0.0264178655582801,0.032258064516129,0.0326375943207424,-0.0108159624421845,Oil Gas & Consumable Fuels,15.0
2020-02-12,208.57034301757807,209.12314656813177,206.2011229698986,208.41238537401844,1636017.0,214.15182723999024,,-0.2317029203270247,0.002277124972622,-0.0007573351094617,0.002650441776888,-0.0113593333232416,Oil Gas & Consumable Fuels,15.0
2020-02-13,208.728271484375,211.2949264736125,208.17546794726437,209.28109912243772,2370778.0,213.7312896728516,,-0.2285235359259822,0.0007571952201448,0.0026485517947871,0.012296633182389,-0.0026484363291057,Oil Gas & Consumable Fuels,15.0
2020-02-14,205.96420288085935,209.5970120630047,205.4113992863521,208.72829315625947,2662667.0,213.26336822509765,,-0.2841692138690972,-0.0132424255893027,0.0134202460269223,0.0176380610384356,-0.002683978996229,Oil Gas & Consumable Fuels,15.0
2020-02-17,202.0155029296875,205.96419104573928,201.46268731646884,205.96419104573928,1713412.0,212.5683982849121,,-0.3636636538759161,-0.0191717778912096,0.0195464608348703,0.0195464608348703,-0.002736500937807,Oil Gas & Consumable Fuels,15.0
2020-02-18,205.29293823242188,205.9641980026425,201.06782409133316,201.85756415131405,2789199.0,212.0096580505371,,-0.2976829799145717,0.0162236821194614,-0.0167340099990116,0.0032697655165352,-0.0205809034517557,Oil Gas & Consumable Fuels,15.0
2020-02-19,209.79443359375,210.26828243068584,205.45086344025228,206.6354734821153,1984243.0,211.80432510375977,,-0.2070597729434082,0.021927180740293,-0.0150574067077098,0.0022586339819357,-0.020703934223101,Oil Gas & Consumable Fuels,15.0
2020-02-20,211.25552368164065,214.01961464569948,209.36015184076385,210.0709132684725,3806959.0,211.4292007446289,,-0.1776453986499376,0.0069643892016692,-0.005607476635514,0.0130841121495326,-0.0089719397999415,Oil Gas & Consumable Fuels,15.0
