Date_Ticker,Close_CERA.NS,High_CERA.NS,Low_CERA.NS,Open_CERA.NS,Volume_CERA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,2572.067626953125,2652.058161125975,2549.7561380112697,2652.058161125975,7598.0,,,-1.2875440840583852,-0.0189346408010266,0.0310997010088753,0.0310997010088753,-0.0086745343349643,Consumer Durables,5.0
2020-01-24,2618.78564453125,2630.5258288378627,2553.653263737264,2574.113667605437,8560.0,,,-1.265918952174734,0.018163603899275,-0.0170582792902885,0.0044830642519861,-0.0248712149961569,Consumer Durables,5.0
2020-01-27,2614.255126953125,2640.366548511895,2582.054299147787,2586.7797735420963,5736.0,,,-1.268016066847126,-0.0017300070311542,-0.0105098209917449,0.0099880923210438,-0.0123174006520425,Consumer Durables,5.0
2020-01-28,2615.86328125,2625.7036205600384,2591.505652461585,2618.883484499282,3591.0,,,-1.2672716742003056,0.000615148185154,0.0011545722863004,0.0037617941964214,-0.0093115068218608,Consumer Durables,5.0
2020-01-29,2610.94287109375,2628.6264136237924,2609.627464053435,2628.6264136237924,5410.0,,,-1.2695492648187994,-0.001880989037737,0.0067728569344891,0.0067728569344891,-0.0005038053704193,Consumer Durables,5.0
2020-01-30,2638.9541015625,2656.929982916331,2593.7949654517597,2610.1633385525674,15380.0,,,-1.2565832490391895,0.0107283965416737,-0.0109099142697804,0.0068117446010855,-0.0171125129019873,Consumer Durables,5.0
2020-01-31,2639.635986328125,2650.109765733137,2601.4920383396434,2645.189477601944,4848.0,,,-1.2562676138998894,0.0002583920520714,0.0021038852715233,0.0039678877918243,-0.0144504576335701,Consumer Durables,5.0
2020-02-03,2546.248779296875,2580.9341349972337,2541.9619321282685,2543.9105422717166,1256.0,,,-1.2994952757954197,-0.0353788202293592,-0.000918306586603,0.0136221393535382,-0.0016835932150315,Consumer Durables,5.0
2020-02-04,2580.690673828125,2594.1848948203265,2514.7302651040563,2556.576622227466,8086.0,,,-1.283552593503399,0.0135265237282748,-0.0093440302029258,0.005228918416706,-0.0255592076156204,Consumer Durables,5.0
2020-02-05,2558.9150390625,2630.62399572252,2508.8358477724028,2591.6517883784823,14023.0,,,-1.2936322372483282,-0.0084379096597902,0.012793214630516,0.0280231877828547,-0.0195704783182033,Consumer Durables,5.0
2020-02-06,2515.55810546875,2573.7728320215947,2501.041055416775,2540.0132572931566,2844.0,2592.840087890625,,-1.313701569288534,-0.0169434830511741,0.0097215611005929,0.0231418731399157,-0.0057709062734091,Consumer Durables,5.0
2020-02-07,2471.081298828125,2533.2420115037294,2459.1948242347544,2533.193248675456,3434.0,2586.5119873046874,,-1.3342892752578368,-0.0176806914314297,0.0251355347461803,0.0251552681431741,-0.0048102321032528,Consumer Durables,5.0
2020-02-10,2405.607666015625,2493.197585205325,2389.3853460014534,2489.349128255674,4696.0,2577.370568847656,,-1.364596125117301,-0.026495944444867,0.0348109392163471,0.0364107250018761,-0.0067435435309534,Consumer Durables,5.0
2020-02-11,2403.610595703125,2427.919459504906,2388.216528100406,2391.918934921432,2882.0,2567.5909790039063,,-1.365520541672788,-0.0008301729083727,-0.0048642075395216,0.0101134783834109,-0.006404559719548,Consumer Durables,5.0
2020-02-12,2436.78564453125,2454.615474166003,2367.561224528643,2391.188121522396,6483.0,2560.232531738281,,-1.3501642649438994,0.0138021728176066,-0.0187121600585535,0.007316946270907,-0.0284080875796211,Consumer Durables,5.0
2020-02-13,2427.52978515625,2464.991766604879,2399.128650342293,2455.2487161439904,1432.0,2552.284643554688,,-1.3544486757570549,-0.0037983888307009,0.01141857502933,0.015432140803256,-0.0116996030234614,Consumer Durables,5.0
2020-02-14,2391.333984375,2464.0172291032663,2387.047137723607,2440.5851473819243,14224.0,2542.195703125,,-1.3712032172831363,-0.0149105485759962,0.0205956856418767,0.0303944347394296,-0.0017926591096865,Consumer Durables,5.0
2020-02-17,2362.738525390625,2401.6619648334013,2348.0751867133863,2348.221237324917,3587.0,2530.7695556640624,,-1.3844396644585018,-0.0119579528293488,-0.0061442634932732,0.0164738666697539,-0.006206077616995,Consumer Durables,5.0
2020-02-18,2322.93798828125,2362.689680793448,2313.974429643068,2355.8695456323944,5979.0,2517.7625732421875,,-1.4028627891681724,-0.0168450874617177,0.0141766838018395,0.0171126791643758,-0.0038587162823121,Consumer Durables,5.0
2020-02-19,2369.656005859375,2457.1974124696376,2297.0702773784124,2328.5891418724955,6395.0,2505.1599365234374,,-1.3812376572845213,0.0201116077199683,-0.0173303061226333,0.036942664417874,-0.030631335645968,Consumer Durables,5.0
2020-02-20,2406.777099609375,2440.7317264520884,2372.43284588557,2398.1058796317625,4603.0,2496.89541015625,,-1.364054810288355,0.0156651824814284,-0.0036028346700738,0.0141079233503693,-0.0142698107478999,Consumer Durables,5.0
2020-02-24,2367.999755859375,2404.5849595228506,2353.921094897572,2385.098857743897,5612.0,2484.3561157226563,,-1.3820043127750374,-0.016111730395097,0.0072209052565195,0.0154498342210336,-0.0059453810867027,Consumer Durables,5.0
2020-02-25,2392.308349609375,2401.8565859743453,2367.9994879637225,2375.696640016089,6051.0,2473.258776855469,,-1.3707521969319203,0.0102654545000905,-0.0069437995298549,0.003991223107393,-0.0101612577030973,Consumer Durables,5.0
2020-02-26,2393.484130859375,2405.678745104332,2360.573139976417,2405.629722731154,3812.0,2462.1398193359373,,-1.3702079438596435,0.0004914839887558,0.0050744401081188,0.0050949217033573,-0.013750244030714,Consumer Durables,5.0
2020-02-27,2365.764404296875,2417.38352658816,2352.051531779762,2394.4145129487,4620.0,2449.880895996094,,-1.383039026464773,-0.0115813287437787,0.0121102966127093,0.0218192150484344,-0.0057963812847156,Consumer Durables,5.0
2020-02-28,2441.13623046875,2483.0094670431463,2308.611061975009,2326.290920799792,13648.0,2439.9900024414064,,-1.3481504381689884,0.0318593964956862,-0.0470458421105427,0.0171531748420101,-0.0542883133024876,Consumer Durables,5.0
2020-03-02,2392.259765625,2409.596707238177,2273.447468134015,2385.109434018004,17990.0,2427.62119140625,,-1.3707746857943337,-0.0200220144347964,-0.0029889444740663,0.007247098271808,-0.0496652993952537,Consumer Durables,5.0
2020-03-03,2448.923095703125,2468.3170633130026,2399.7527004431968,2399.850745186419,235500.0,2422.7549072265624,,-1.3445460046681024,0.0236861108865914,-0.0200383387305254,0.0079193861350346,-0.0200783745909385,Consumer Durables,5.0
2020-03-04,2476.0546875,2546.676069543429,2311.696323241647,2448.6289452126093,23772.0,2417.5231079101563,,-1.3319871616084702,0.0110789889010724,-0.0110763879432249,0.0285217375851798,-0.0663791333398621,Consumer Durables,5.0
2020-03-05,2485.751953125,2531.9348515352785,2409.596538735788,2476.054850127811,9362.0,2413.864953613281,,-1.3274984298744932,0.0039164181930048,-0.0039010742745262,0.0185790454080581,-0.0306367714177886,Consumer Durables,5.0
2020-03-06,2443.976806640625,2478.1121627172406,2352.0517222665926,2468.31725298318,16908.0,2410.285888671875,,-1.346835574278635,-0.0168058387450351,0.009959360611123,0.0139671358516435,-0.0376129119246382,Consumer Durables,5.0
2020-03-09,2338.975341796875,2436.728585412619,2297.885744700233,2382.121965520446,12194.0,2403.6805908203123,,-1.3954393173939224,-0.0429633638741768,0.0184468057240929,0.0417931911760329,-0.017567349412532,Consumer Durables,5.0
2020-03-11,2330.796630859375,2412.3392479193417,2308.072250774286,2340.983240520365,6599.0,2399.9400390625,,-1.399225130915781,-0.003496706780678,0.004370441215729,0.0349848699712174,-0.0097496194151911,Consumer Durables,5.0
2020-03-12,2304.888916015625,2342.452487689477,2228.390820194651,2301.803615333586,103839.0,2395.003955078125,,-1.4112174580594408,-0.0111153905496241,-0.00133858975181,0.0162973457908708,-0.0331894935540812,Consumer Durables,5.0
2020-03-13,2302.684814453125,2375.265178020468,1959.471335517504,2057.028714358876,19255.0,2388.2989135742187,,-1.412237706551242,-0.0009562723596719,-0.1066824684613169,0.0315198863134815,-0.1490492649195381,Consumer Durables,5.0
2020-03-16,2304.007568359375,2366.8908390101574,2252.829166638989,2252.829166638989,28041.0,2382.122802734375,,-1.411625421844931,0.0005744398442841,-0.022212775002657,0.0272929965657882,-0.022212775002657,Consumer Durables,5.0
2020-03-17,2303.370849609375,2369.3884392836744,2296.857091775716,2304.742041188295,4154.0,2377.724645996094,,-1.4119201502528411,-0.0002763527163469,0.0005952977911274,0.0286612942442574,-0.0028279240552009,Consumer Durables,5.0
2020-03-18,2206.499267578125,2349.7988447890057,2164.6750508477294,2272.419057903499,228207.0,2369.9126831054687,,-1.456760681718042,-0.0420564417786559,0.0298752831210897,0.0649443121584028,-0.0189550104751687,Consumer Durables,5.0
2020-03-19,2052.327392578125,2203.854591557626,1958.9818591623343,2203.854591557626,14632.0,2356.3821533203127,,-1.5281247357267436,-0.069871709121037,0.0738318844875687,0.0738318844875687,-0.0454827693443834,Consumer Durables,5.0
2020-03-20,2362.97265625,2446.7681464003817,2017.702131187496,2048.115369945236,64226.0,2356.047985839844,,-1.3843312884833536,0.151362431157557,-0.1332462673539515,0.0354618958153176,-0.1461170209267011,Consumer Durables,5.0
2020-03-23,2174.371826171875,2363.021875491465,1945.2689926325595,2296.9062375243466,5931.0,2344.427722167969,2454.8682958984373,-1.471632035288056,-0.0798150708935546,0.0563539362852218,0.0867607127028133,-0.1053650671801915,Consumer Durables,5.0
2020-03-24,2233.533203125,2286.817413768229,2147.484829748064,2174.371807800821,5960.0,2337.70439453125,2447.58609375,-1.4442470424019545,0.027208491317367,-0.0264878065127506,0.0238564667714262,-0.038525674593305,Consumer Durables,5.0
2020-03-25,2242.15283203125,2301.803735305542,2106.6891856544344,2106.6891856544344,3565.0,2330.196618652344,2440.6604296875,-1.440257133977992,0.0038591899570554,-0.0604167764309331,0.0266042985215473,-0.0604167764309331,Consumer Durables,5.0
2020-03-26,2254.68994140625,2291.8618112857243,2189.9457382815344,2233.239186974245,4649.0,2323.256909179688,2433.7701806640625,-1.4344538773817386,0.0055915498693468,-0.0095138378178181,0.016486466363659,-0.0287153465918842,Consumer Durables,5.0
2020-03-27,2336.771240234375,2683.11929558866,2000.5121078870025,2298.8649926978856,7112.0,2321.8072509765625,2428.826513671875,-1.3964595658857235,0.0364046946414862,-0.0162216338868872,0.1482165003535163,-0.1438990375085437,Consumer Durables,5.0
2020-03-30,2158.357177734375,2252.8290253398586,2105.9053932524766,2236.1776803699554,5836.0,2307.668298339844,2420.26390625,-1.4790449971919322,-0.0763506754225994,0.036055433010985,0.0437702566470719,-0.0243017166125195,Consumer Durables,5.0
2020-03-31,2264.04443359375,2277.267562149062,2105.905658808967,2174.4700290957708,5191.0,2301.257531738281,2413.6825390625,-1.430123810787603,0.0489665273892779,-0.03956388981103,0.0058404898592572,-0.0698479113034752,Consumer Durables,5.0
2020-04-01,2262.281005859375,2292.008649596219,2158.944718452366,2252.829014560386,2487.0,2291.925427246094,2407.1029296875,-1.4309400773866594,-0.000778883889472,-0.004178080121129,0.013140561963721,-0.0456779184987916,Consumer Durables,5.0
2020-04-03,2161.295654296875,2286.0826970560584,2130.392669131732,2226.382775602955,1558.0,2276.1874755859376,2398.6672900390627,-1.4776848165486756,-0.0446387302465719,0.0301148624329485,0.0577371460082725,-0.0142983608483664,Consumer Durables,5.0
2020-04-07,2198.859130859375,2237.15732253339,2131.3723002769952,2237.15732253339,1794.0,2261.842834472656,2390.2102978515627,-1.4602971965942524,0.0173800731463185,0.0174173011524603,0.0174173011524603,-0.030691748113943,Consumer Durables,5.0
2020-04-08,2156.8388671875,2251.8494803197377,2131.372104904632,2235.1981357501704,1555.0,2247.4859375,2381.90572265625,-1.4797478023946915,-0.0191100298705594,0.0363306085376931,0.0440508628519527,-0.0118074477747502,Consumer Durables,5.0
2020-04-09,2145.7216796875,2184.264742889201,2130.392742504041,2132.3517243362294,3918.0,2237.8232543945314,2372.444443359375,-1.4848937965598066,-0.0051543894488959,-0.0062309830197632,0.0179627505125989,-0.0071439540964562,Consumer Durables,5.0
2020-04-13,2184.166748046875,2232.259848779297,2117.2186858823834,2198.957156871225,4457.0,2230.4917602539062,2363.84267578125,-1.4670980998105347,0.0179170806369324,0.0067716481983692,0.0220189693737566,-0.0306515343777474,Consumer Durables,5.0
2020-04-15,2240.585693359375,2252.829331028005,2173.931282064641,2219.5266365693305,4469.0,2227.2765991210936,2356.3371240234374,-1.4409825410525237,0.0258308782344346,-0.0093989071038251,0.0054644808743169,-0.0297486552254097,Consumer Durables,5.0
2020-04-16,2174.224853515625,2218.399987301052,2166.6337992911645,2208.8009289711604,1458.0,2220.8536010742187,2347.602763671875,-1.4717000669220908,-0.0296176308009238,0.0159027137416938,0.0203176473279649,-0.0034913841648834,Consumer Durables,5.0
2020-04-17,2206.597412109375,2228.342064871744,2182.991582933578,2182.991582933578,1352.0,2215.9830932617188,2338.9556298828124,-1.4567152519557798,0.0148892413502701,-0.0106978414124175,0.0098543815210867,-0.0106978414124175,Consumer Durables,5.0
2020-04-20,2188.084716796875,2252.8291636311656,2177.653233931734,2208.7520712992514,3880.0,2210.218786621094,2329.9246044921874,-1.465284525619526,-0.0083897022678019,0.0094454087374784,0.0295895521490912,-0.0047674035584927,Consumer Durables,5.0
2020-04-21,2184.950439453125,2212.670081483454,2130.392840737721,2155.859605730448,3512.0,2209.141345214844,2322.6986376953123,-1.4667353397685894,-0.0014324296128434,-0.0133141847052412,0.0126866227854884,-0.0249697190976373,Consumer Durables,5.0
2020-04-22,2183.823974609375,2198.95706112314,2130.392698415514,2189.113129793413,3097.0,2215.716174316406,2314.7613037109377,-1.467256764950376,-0.000515556244851,0.0024219695568565,0.0069296274286354,-0.0244668420234823,Consumer Durables,5.0
2020-04-23,2103.505859375,2194.1087731922416,2082.397781356276,2181.326368335102,5017.0,2202.7428344726563,2305.6531201171874,-1.5044349228566938,-0.0367786580641151,0.0369956226236631,0.0430723372665868,-0.0100347132025558,Consumer Durables,5.0
2020-04-24,2049.0458984375,2119.6182641629757,2039.3000120089253,2102.966919204209,3006.0,2196.4765380859376,2296.3228759765625,-1.5296436945192005,-0.0258900923402615,0.0263151844513713,0.0344415738950945,-0.0047563045981577,Consumer Durables,5.0
2020-04-27,2127.797119140625,2139.208092294559,2049.0459085265943,2101.0079477892987,4009.0,2191.189733886719,2289.4571923828125,-1.4931908306780557,0.0384331169756503,-0.0125900966357854,0.0053628106981093,-0.0370106763965526,Consumer Durables,5.0
2020-04-28,2155.957275390625,2174.469555684269,2127.111080293333,2130.3924700960747,3878.0,2186.879956054688,2284.4641845703127,-1.4801558791895402,0.013234417885373,-0.0118577513508092,0.0085865710350359,-0.0133797619398858,Consumer Durables,5.0
2020-04-29,2155.222900390625,2179.073360357851,2149.982528415112,2154.879982921752,3044.0,2181.906604003906,2279.4964306640627,-1.4804958113409954,-0.0003406259522777,-0.0001591099782816,0.0110663541868003,-0.0024314756374218,Consumer Durables,5.0
2020-04-30,2155.61474609375,2233.239405245371,2065.501577110165,2165.5077005160147,7221.0,2172.848779296875,2273.8730126953124,-1.4803144313200227,0.0001818121471584,0.0045893889157104,0.0360104509826195,-0.041803930478246,Consumer Durables,5.0
2020-05-04,2057.714599609375,2116.435033208493,2049.095031573374,2078.479759559608,4209.0,2167.816650390625,2266.476708984375,-1.5256310712141068,-0.0454163466184217,0.0100913702775762,0.0285367239996574,-0.0041889035717768,Consumer Durables,5.0
2020-05-05,2081.46728515625,2094.102622721609,2058.449247897247,2058.938993370843,3895.0,2158.68779296875,2260.279375,-1.514636277681117,0.0115432361472208,-0.0108232744977857,0.0060703993070014,-0.0110585630738246,Consumer Durables,5.0
2020-05-06,2160.120361328125,2200.1324212863838,2096.1105350823645,2105.905444124806,5357.0,2153.579760742188,2256.22701171875,-1.4782288436022346,0.0377873227856044,-0.0250981001678932,0.0185230696745331,-0.029632527608973,Consumer Durables,5.0
2020-05-07,2114.231201171875,2158.798039093265,2097.3840047733524,2158.798039093265,2089.0,2151.2265380859376,2252.0528759765625,-1.4994703087125512,-0.0212437977891359,0.0210794533240674,0.0210794533240674,-0.0079684740198633,Consumer Durables,5.0
2020-05-08,2110.802734375,2169.5721840559745,2108.696924748166,2169.5721840559745,1049.0,2146.8237182617186,2246.875810546875,-1.5010572991390423,-0.0016216139441016,0.0278422273781902,0.0278422273781902,-0.0009976344982599,Consumer Durables,5.0
2020-05-11,2130.392578125,2241.075043103448,2079.4590544181037,2140.1874865301725,5656.0,2145.5014038085938,2241.348120117188,-1.4919894281839996,0.0092807553405981,0.0045977011494253,0.0519540229885056,-0.0239080459770115,Consumer Durables,5.0
2020-05-12,2156.7900390625,2187.203280739162,2086.266691004632,2109.823496064557,2764.0,2146.054821777344,2237.12392578125,-1.4797704042664637,0.0123908903967046,-0.0217761312632722,0.0141011601156513,-0.0326982908769936,Consumer Durables,5.0
2020-05-13,2113.0068359375,2203.756576116564,2096.110617177541,2203.756576116564,2721.0,2142.496826171875,2231.5378955078127,-1.5000370506472414,-0.0203001693869243,0.0429481526683277,0.0429481526683277,-0.0079962915749217,Consumer Durables,5.0
2020-05-14,2165.703369140625,2180.4447547868144,2125.544242854982,2149.98249260942,2498.0,2138.7527099609374,2226.982280273437,-1.475644545583791,0.0249391210226466,-0.0072590165187041,0.0068067427221296,-0.0185432256595596,Consumer Durables,5.0
2020-05-15,2138.37548828125,2164.723937286794,2125.7891735456847,2154.830983424952,51631.0,2136.960241699219,2222.434501953125,-1.4882942481679478,-0.0126184782499641,0.0076953253691325,0.0123217129778838,-0.0058859235922507,Consumer Durables,5.0
2020-05-18,2138.03271484375,2194.059544675731,2103.750534458192,2194.059544675731,51109.0,2133.5320068359374,2216.372431640625,-1.4884529133077893,-0.0001602961871656,0.0262048515174735,0.0262048515174735,-0.0160344508049604,Consumer Durables,5.0
2020-05-19,2123.29150390625,2153.900596051133,2103.0160890961856,2145.0851775134065,1199.0,2130.292346191406,2210.99306640625,-1.4952764183958438,-0.0068947546195883,0.0102640987198707,0.0144158689885827,-0.0095490490932419,Consumer Durables,5.0
2020-05-20,2141.412109375,2151.9416371855345,2110.70497215319,2133.772032067161,599.0,2128.1154296875,2204.842846679688,-1.4868886377624289,0.0085342052353213,-0.0035677753359061,0.0049170954831332,-0.0143396673098913,Consumer Durables,5.0
2020-05-21,2130.0986328125,2154.879798319879,2113.741183988317,2127.062354758604,1005.0,2125.429162597656,2197.923725585937,-1.4921254914520687,-0.0052831851062063,-0.0014254166483769,0.0116338112825595,-0.0076791978419256,Consumer Durables,5.0
2020-05-22,2127.0625,2154.879945460723,2121.577255394512,2130.098778261221,883.0,2126.6069946289062,2190.7499365234376,-1.4935308758388697,-0.0014253484630855,0.0014274513613121,0.0130778693436242,-0.0025787886371407,Consumer Durables,5.0
2020-05-26,2176.57568359375,2192.1007105529093,2115.6513953184044,2153.9005641223625,4910.0,2132.9834838867187,2185.4019140625,-1.470611899805614,0.0232777286016513,-0.0104177950908412,0.0071327760739869,-0.0279908889613033,Consumer Durables,5.0
2020-05-27,2129.0703125,2187.203193433424,2116.6798481906085,2187.203193433424,3296.0,2133.0471435546874,2181.2038134765626,-1.492601486871593,-0.0218257382234987,0.0273043499747844,0.0273043499747844,-0.0058196595183568,Consumer Durables,5.0
2020-05-28,2144.644287109375,2154.879918897435,2120.548715999207,2129.119261131186,928.0,2132.481494140625,2177.4807666015627,-1.485392506860462,0.0073149179329299,-0.0072389748134477,0.0047726477764085,-0.0112352296625585,Consumer Durables,5.0
2020-05-29,2275.945068359375,2424.239889588258,2139.257070394474,2154.684051510036,3755.0,2138.5176025390624,2176.9018896484376,-1.4246151695899016,0.0612226381965522,-0.053279412818496,0.0651574694356669,-0.0600576876239957,Consumer Durables,5.0
2020-06-01,2273.986328125,2364.442175585932,2262.673159612108,2364.442175585932,2570.0,2144.436181640625,2176.327919921875,-1.425521843676047,-0.0008606272012474,0.0397785361952973,0.0397785361952973,-0.0049750380523266,Consumer Durables,5.0
2020-06-02,2229.615234375,2287.1113036903166,2212.669993591617,2272.418939855047,4325.0,2153.031213378906,2174.8400732421874,-1.446060616592963,-0.0195124716455907,0.0191977991628882,0.0257874401057516,-0.0076000740047565,Consumer Durables,5.0
2020-06-03,2258.902099609375,2321.393673325609,2215.804495547634,2240.781516083416,6993.0,2161.9029541015625,2173.950698242188,-1.432504126913302,0.0131353898120384,-0.0080218543021819,0.0276645781714226,-0.0190790048268111,Consumer Durables,5.0
2020-06-04,2255.96337890625,2277.218283476257,2239.2142281013957,2270.2150192385825,3053.0,2166.695104980469,2174.93998046875,-1.4338644205659172,-0.0013009508927514,0.0063173190068546,0.0094216531920445,-0.0074243894920736,Consumer Durables,5.0
2020-06-05,2251.212890625,2293.918548202507,2243.0340463745542,2267.2764449106985,3391.0,2173.544189453125,2178.917690429688,-1.436063356670643,-0.0021057470726998,0.0071355109739261,0.0189700662053557,-0.0036330834300505,Consumer Durables,5.0
2020-06-08,2220.40771484375,2296.906045972837,2213.7473683626613,2296.906045972837,3096.0,2179.0244384765624,2176.0663916015624,-1.4503226515530638,-0.0136838128057705,0.0344523803523493,0.0344523803523493,-0.0029996051790683,Consumer Durables,5.0
2020-06-09,2235.00244140625,2252.68230043644,2208.801059151778,2208.801059151778,1806.0,2184.254931640625,2177.27900390625,-1.4435669520803265,0.0065729939888661,-0.0117232007308168,0.00791044282666,-0.0117232007308168,Consumer Durables,5.0
2020-06-10,2224.32568359375,2282.213688689889,2210.025260612537,2251.8494722309247,4186.0,2187.6317138671875,2177.094853515625,-1.4485090773620553,-0.0047770676285177,0.0123739921901659,0.0260249681614122,-0.0064291048234036,Consumer Durables,5.0
2020-06-11,2213.600341796875,2250.87001719285,2208.7519098215303,2247.9315445855486,2271.0,2192.6613891601564,2176.523803710937,-1.453473691506198,-0.0048218396595351,0.0155092146221866,0.0168366776478365,-0.0021902923864788,Consumer Durables,5.0
2020-06-12,2135.63330078125,2211.690681394567,2121.6265316330428,2156.104567059252,9129.0,2191.157885742188,2174.1426708984377,-1.4895635692866795,-0.0352218237156287,0.0095855717695136,0.0356135018991761,-0.0065586021453605,Consumer Durables,5.0
2020-06-15,2136.367919921875,2175.4495152447125,2126.6217931460224,2146.3096579378557,5009.0,2191.057507324219,2170.1346044921875,-1.4892235241258656,0.000343981871961,0.0046535701661087,0.0182934760246102,-0.0045620076415531,Consumer Durables,5.0
2020-06-16,2176.4287109375,2192.786160623244,2146.358389085633,2192.786160623244,3080.0,2192.9773071289064,2170.49603515625,-1.4706799314396484,0.0187518220256228,0.0075157296003038,0.0075157296003038,-0.0138163596633099,Consumer Durables,5.0
2020-06-17,2201.0625,2213.6490515438068,2164.674515005227,2194.059236928375,1998.0,2196.865856933594,2169.236396484375,-1.4592772871305275,0.0113184451843997,-0.0031817647484453,0.0057183980663007,-0.0165320089705643,Consumer Durables,5.0
2020-06-18,2182.9912109375,2210.02525406786,2160.756816455256,2177.4571832849324,2180.0,2198.9448120117186,2167.6506005859374,-1.4676422398734523,-0.0082102571201408,-0.0025350663918572,0.0123839450176941,-0.0101852881362245,Consumer Durables,5.0
2020-06-19,2185.782958984375,2210.7109544858345,2172.363981522441,2189.113132380702,13637.0,2201.7290283203124,2168.140346679688,-1.466349977854872,0.001278863622028,0.0015235608744403,0.0114046069391273,-0.0061392085644995,Consumer Durables,5.0
2020-06-22,2178.289794921875,2223.1995499497534,2164.674966577357,2196.753294701976,2374.0,2204.290393066406,2167.7289599609376,-1.4698184610970475,-0.0034281372867787,0.0084761448284538,0.0206169790321628,-0.0062502374001189,Consumer Durables,5.0
2020-06-23,2182.50146484375,2260.0283091262363,2136.710267591554,2189.162050452589,5490.0,2204.5866821289064,2168.2422119140624,-1.4678689366473283,0.0019334754869133,0.0030518126636476,0.0355220124848973,-0.0209810614058278,Consumer Durables,5.0
2020-06-24,2171.482177734375,2203.854397939702,2164.723786567429,2184.2645810691265,2508.0,2206.707275390625,2168.757421875,-1.4729696140595403,-0.0050489254128239,0.0058864877942899,0.0149078912722657,-0.0031123401500799,Consumer Durables,5.0
2020-06-25,2157.279541015625,2182.305579668416,2150.667977881531,2172.5106713216096,4250.0,2207.3390380859373,2168.219677734375,-1.4795438205019464,-0.0065405264958556,0.0070603415164331,0.0116007398100148,-0.0030647688481676,Consumer Durables,5.0
2020-06-26,2171.090576171875,2186.1746401974806,2156.887958292285,2178.387735462616,2456.0,2202.0963134765625,2166.829775390625,-1.473150881071154,0.0064020609724727,0.0033610570516167,0.0069476898804481,-0.0065416975392305,Consumer Durables,5.0
2020-06-29,2174.126953125,2181.3263071337924,2159.777506614285,2181.3263071337924,3714.0,2197.1033447265627,2166.827817382813,-1.4717453836749943,0.0013985491837373,0.0033113770097208,0.0033113770097208,-0.0066000959557995,Consumer Durables,5.0
2020-06-30,2164.919677734375,2199.5447753594613,2155.1737914841824,2184.2155998890626,11341.0,2193.868566894532,2165.9942626953125,-1.476007305625736,-0.0042349299691956,0.0089129967975907,0.0159937100582512,-0.0045017311036646,Consumer Durables,5.0
