Date_Ticker,Close_RITES.NS,High_RITES.NS,Low_RITES.NS,Open_RITES.NS,Volume_RITES.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,113.25698852539062,113.65795382123916,110.45016470848005,111.03340212652584,1331386.0,,,-0.6428562546163964,,-0.0196331054517338,0.0035403139450298,-0.0247827869472383,Construction,3.0
2020-01-13,112.43682861328124,114.60572809453714,111.90826720119834,113.00183333020028,1397780.0,,,-0.6520980864551135,-0.0072415832593456,0.0050250858538738,0.0192899382524891,-0.0047009633640668,Construction,3.0
2020-01-14,112.67375183105467,113.18408040349944,111.90825341022328,113.00181940445998,561156.0,,,-0.649428357655862,0.0021071673818577,0.0029116592646813,0.0045292587151082,-0.00679393743788,Construction,3.0
2020-01-15,114.0042724609375,114.3870161681486,111.7260096219899,113.00183681180056,891668.0,,,-0.6344356132681298,0.0118086121058418,-0.0087929656274979,0.003357275117406,-0.0199840127897682,Construction,3.0
2020-01-16,116.0820541381836,118.26918649218176,113.76733683866948,114.45992652590282,2829384.0,,,-0.6110224854437172,0.0182254720142881,-0.0139739740507158,0.018841261642343,-0.0199403544044688,Construction,3.0
2020-01-17,116.7199478149414,118.25093352677116,115.53525132544442,116.2460625445455,1026830.0,,,-0.6038344895364136,0.0054951963203413,-0.0040600195533607,0.0131167443139808,-0.0101499059216109,Construction,3.0
2020-01-20,115.84510040283205,119.56322967791374,115.38944785070584,117.30318856963586,1124772.0,,,-0.6136925581250834,-0.0074952690477247,0.0125865328937828,0.0320956972901964,-0.0039332915293071,Construction,3.0
2020-01-21,114.04071807861328,116.28252631403362,113.730872131594,115.55348226190802,561812.0,,,-0.6340249320523759,-0.0155758190717113,0.0132651232716012,0.0196579631660593,-0.0027169764645438,Construction,3.0
2020-01-22,116.17317199707033,116.82930718205849,114.13184646418723,115.26186694884834,792926.0,,,-0.6099957394190678,0.0186990572699396,-0.0078443674435002,0.0056479062567449,-0.0175714022247284,Construction,3.0
2020-01-23,115.57169342041016,117.0115597423606,115.0978192792846,116.33719183050624,495518.0,,,-0.6167733979927323,-0.0051774309534676,0.0066235804585077,0.0124586417256404,-0.0041002612932369,Construction,3.0
2020-01-24,115.1707534790039,116.24608692036156,114.82445305972637,115.69930381055336,421254.0,,,-0.6212913212186697,-0.0034691880817889,0.0045892756240915,0.0093368620841201,-0.0030068433939756,Construction,3.0
2020-01-27,115.80865478515624,117.5401344486541,114.11361842563672,114.45991880806817,831312.0,,,-0.6141032393408373,0.0055387438814371,-0.0116462450892829,0.014951211260592,-0.0146365257645387,Construction,3.0
2020-01-28,115.09784698486328,117.37610998931426,114.62397272966992,115.91802166646563,735848.0,,,-0.6221128555912351,-0.006137777885527,0.007125890736342,0.0197941409342834,-0.0041171426538993,Construction,3.0
2020-01-29,119.78194427490234,120.65679494388937,115.57170804863702,116.246076045848,3962418.0,,,-0.5693309055939543,0.0406966543054022,-0.0295192088461968,0.0073036940106701,-0.0351491725380808,Construction,3.0
2020-01-30,115.9179916381836,120.38338597015763,115.3165325856813,120.29225547358676,1408188.0,,,-0.6128711956935755,-0.0322582227238763,0.0377358490566037,0.0385220125786163,-0.0051886600518376,Construction,3.0
2020-01-31,113.23876953125,116.93866601336802,112.7648953288559,115.9180087508285,907012.0,,,-0.643061552239009,-0.0231130825255865,0.0236600877126196,0.0326734076803703,-0.0041847346483513,Construction,3.0
2020-02-03,113.09296417236328,113.7308777494838,109.3566132206575,110.96050798969448,782308.0,,,-0.644704535013611,-0.0012875922220832,-0.01885578115557,0.0056406124093473,-0.0330378726833198,Construction,3.0
2020-02-04,114.71508026123048,115.91799843678632,113.18408337931496,113.8766729690086,529348.0,,,-0.6264259970177322,0.0143432095952047,-0.0073086057239609,0.0104861381155516,-0.0133460821230225,Construction,3.0
2020-02-05,112.92890167236328,117.3760741488521,112.09050559245968,115.66281644291108,950718.0,,,-0.6465532452634694,-0.0155705647836333,0.0242091681585605,0.0393802862742014,-0.0074241054990156,Construction,3.0
