Date_Ticker,Close_RATNAMANI.NS,High_RATNAMANI.NS,Low_RATNAMANI.NS,Open_RATNAMANI.NS,Volume_RATNAMANI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,744.7694702148438,759.0950652452265,739.8864861331384,750.2021793252221,234055.0,,,-1.2386922414458104,,0.0072944841694586,0.0192349385995243,-0.0065563698258156,Capital Goods,1.0
2020-01-13,762.1671142578125,778.7886568867622,741.9883464479772,743.7346292403514,96166.0,,,-1.2205118065927525,0.0233597706924668,-0.0241843090217955,0.0218082652977431,-0.0264755162383056,Capital Goods,1.0
2020-01-14,758.642333984375,779.500147514636,750.9459466902954,767.6968689578231,38641.0,,,-1.2241951810757743,-0.0046246816577357,0.0119351828494644,0.0274936061381074,-0.0101449483495843,Capital Goods,1.0
2020-01-15,775.7489624023438,791.6267423890328,752.2394551167657,758.6422947894898,88512.0,,,-1.2063188558250548,0.022549003201713,-0.022051808564304,0.0204676780198564,-0.0303055607225998,Capital Goods,1.0
2020-01-16,790.9476318359375,795.9599940554181,769.6370839686294,785.8059504225035,43398.0,,,-1.190436336398392,0.0195922523525219,-0.006500659723197,0.0063371606636535,-0.0269430579339902,Capital Goods,1.0
2020-01-17,792.2088012695312,798.7410193830899,770.477906501684,790.9476430501793,37576.0,,,-1.1891184218192978,0.0015945043424257,-0.0015919517901479,0.0082455762964139,-0.0274307666527096,Capital Goods,1.0
2020-01-20,775.7166748046875,800.0346670873247,759.9358821512396,800.0346670873247,12099.0,,,-1.2063525961731332,-0.0208179036112888,0.0313490647713097,0.0313490647713097,-0.0203435006182137,Capital Goods,1.0
2020-01-21,781.537353515625,801.6514028379188,760.0974863909629,772.8708950721422,16083.0,,,-1.2002700214381046,0.0075036142705106,-0.0110889881392081,0.0257365169199064,-0.0274329397414188,Capital Goods,1.0
2020-01-22,780.8583374023438,795.5072894127932,769.7018327337497,795.5072894127932,5289.0,,,-1.200979589249769,-0.0008688210617532,0.0187600635208451,0.0187600635208451,-0.0142874886957191,Capital Goods,1.0
2020-01-23,796.509765625,801.9425339666476,776.8161210152376,776.8161210152376,53370.0,,,-1.1846239395734948,0.0200438766841157,-0.0247249254932979,0.0068207178067485,-0.0247249254932979,Capital Goods,1.0
2020-01-24,793.4376831054688,800.6166753175213,785.8060144656012,796.5097839693436,10906.0,,,-1.187834247588282,-0.0038569301370971,0.0038718867647562,0.009047959738885,-0.0096184852350315,Capital Goods,1.0
2020-01-27,768.7639770507812,797.9325597994582,752.6597707117733,786.452698737273,16989.0,,,-1.2136181240949429,-0.0310972198322066,0.0230093009226981,0.037942182021297,-0.0209481802214364,Capital Goods,1.0
2020-01-28,784.8358154296875,789.0396958161766,763.3312296741659,776.0399786527504,23932.0,,,-1.1968231482985117,0.0209060763234027,-0.0112072316324166,0.0053563819385429,-0.0274001075546586,Capital Goods,1.0
2020-01-29,789.8158569335938,796.800751388732,778.5946338206204,784.8034946830604,9549.0,,,-1.1916190344596678,0.0063453290560902,-0.0063462416036992,0.0088436999508425,-0.0142073915260944,Capital Goods,1.0
2020-01-30,792.6292114257812,795.5072740928506,776.9777990762541,791.6267508045928,13626.0,,,-1.1886790956991409,0.0035620385023797,-0.0012647283329177,0.0036310328027051,-0.0197461967385398,Capital Goods,1.0
2020-01-31,793.6640014648438,795.5072737107153,784.9652130816526,795.5072737107153,4198.0,,,-1.1875977462448526,0.0013055159009357,0.0023224843793714,0.0023224843793714,-0.0109602909633498,Capital Goods,1.0
2020-02-03,802.7509155273438,807.4721911706708,776.816081257555,793.340634827328,15885.0,,,-1.178101974936933,0.0114493211809135,-0.0117225412241778,0.0058813706119855,-0.0323074490083286,Capital Goods,1.0
2020-02-04,822.6708984375,879.5852570604743,803.9150564966477,808.4422939787355,226288.0,,,-1.1572857109256869,0.0248146498806175,-0.0172956214760834,0.0691824139289134,-0.022798718146558,Capital Goods,1.0
