Date_Ticker,Close_VTL.NS,High_VTL.NS,Low_VTL.NS,Open_VTL.NS,Volume_VTL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,187.39666748046875,189.5409746746653,184.7545864253051,184.7545864253051,44850.0,,,-1.1937521912541549,,-0.0140988689430083,0.0114426111361882,-0.0140988689430083,Textiles,20.0
2020-01-13,190.22064208984372,191.2640711888508,187.39666142840483,189.5218189110396,22060.0,,,-1.169795343833294,0.0150695028217048,-0.0036737504990339,0.0054853620907988,-0.0148458160503165,Textiles,20.0
2020-01-14,188.74642944335935,194.71026501642064,188.2677906261048,191.44595938398624,31175.0,,,-1.1823016487131193,-0.007750014037846,0.0143024159375526,0.0315970775746565,-0.002535882764332,Textiles,20.0
2020-01-15,188.3348388671875,189.55057115129227,187.6264480395745,187.6264480395745,22385.0,,,-1.185793327639863,-0.0021806535751998,-0.0037613371581906,0.0064551640653278,-0.0037613371581906,Textiles,20.0
2020-01-16,188.7559814453125,191.26405857425087,186.50638795327288,191.26405857425087,24985.0,,,-1.1822206154585726,0.0022361374064306,0.0132874047737927,0.0132874047737927,-0.0119179984380595,Textiles,20.0
2020-01-17,193.6285552978516,196.43337181469207,188.55498080677813,191.063043587778,35780.0,,,-1.1408847238593245,0.0258141427637395,-0.0132496557965179,0.0144855520536524,-0.02620261501858,Textiles,20.0
2020-01-20,198.9989013671875,200.0710477623281,193.6285726587648,194.3273813193905,42565.0,,,-1.0953260417971038,0.0277352999978486,-0.0234751047151624,0.0053877000715814,-0.026986725411682,Textiles,20.0
2020-01-21,200.60711669921875,202.59825610997535,193.628568546302,200.2624961356859,26865.0,,,-1.0816829413239415,0.0080815286968032,-0.001717888025127,0.0099255671659048,-0.0347871414919943,Textiles,20.0
2020-01-22,199.29563903808597,202.9428645977628,198.34792889303765,201.98558693456584,12285.0,,,-1.0928087036163228,-0.0065375430478829,0.0134972742477612,0.0183005788650492,-0.0047552979564554,Textiles,20.0
2020-01-23,197.1417694091797,200.86557903132493,196.2419260453315,200.4539420298866,5140.0,,,-1.111080796393939,-0.0108074097321047,0.0168009683114505,0.0188889936075202,-0.0045644480443944,Textiles,20.0
2020-01-24,201.0666046142578,201.60269240387333,196.2419313629076,198.1564867908384,39105.0,,,-1.077784931109623,0.0199086942195993,-0.0144734021296196,0.0026662199356477,-0.0239953982443094,Textiles,20.0
2020-01-27,197.75442504882807,202.7514157110634,197.00774962636984,202.7514157110634,16370.0,,,-1.1058834062928165,-0.016473046689101,0.0252686667365418,0.0252686667365418,-0.003775770996143,Textiles,20.0
2020-01-28,200.15719604492188,201.21977490410885,197.98418612580983,200.6358349074944,15210.0,,,-1.08549978883762,0.0121502767662492,0.0023913147867293,0.0053087217456249,-0.0108565165882137,Textiles,20.0
2020-01-29,198.0128936767578,202.7226981030128,195.62926699837283,202.7226981030128,14410.0,,,-1.1036907189145964,-0.0107130915627075,0.0237853421502107,0.0237853421502107,-0.01203773468548,Textiles,20.0
2020-01-30,198.931884765625,202.94288083238783,191.46511547399692,196.27065381760127,26675.0,,,-1.0958945690398656,0.0046410669113667,-0.0133775988256438,0.0201626605583535,-0.0375343012530402,Textiles,20.0
2020-01-31,198.5010986328125,202.36849400031863,191.07262915722637,198.94145278892907,50225.0,,,-1.0995490911522636,-0.0021654956585769,0.0022183965688327,0.0194829922561792,-0.0374228129050677,Textiles,20.0
2020-02-03,193.92530822753903,198.5298113902052,190.4982524852777,190.4982524852777,47525.0,,,-1.1383672562324505,-0.023051713248891,-0.0176720396815885,0.0237436939239694,-0.0176720396815885,Textiles,20.0
2020-02-04,193.3030548095703,195.8494166792306,192.9967335794116,193.75297644093496,20615.0,,,-1.1436460679264,-0.0032087272345012,0.0023275453758755,0.0131729003050096,-0.0015846683357408,Textiles,20.0
2020-02-05,197.5725250244141,198.52980263286744,193.3605093899781,198.52980263286744,14975.0,,,-1.107426533173728,0.0220869257293929,0.0048451960025062,0.0048451960025062,-0.0213188328382981,Textiles,20.0
