Date_Ticker,Close_RAILTEL.NS,High_RAILTEL.NS,Low_RAILTEL.NS,Open_RAILTEL.NS,Volume_RAILTEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-02-26,113.27296447753906,119.3403256506916,94.27745822898584,101.7449796728659,128128642.0,,,-0.6931301427298355,,-0.1017717233573334,0.0535640715429113,-0.1676967344870704,Telecommunication,19.0
2021-03-01,135.90890502929688,135.90890502929688,118.92028833984284,120.27378096465746,44411780.0,,,-0.5275443097727319,0.1998353327836343,-0.1150412039687102,0.0,-0.1250000261998427,Telecommunication,19.0
2021-03-02,163.07199096679688,163.07199096679688,145.52331334008642,148.41698349544015,47816924.0,,,-0.3288416227621388,0.1998624441249427,-0.0898683298368548,0.0,-0.107613070292884,Telecommunication,19.0
2021-03-03,154.531005859375,177.07357776832714,149.63044551019715,170.72618246742567,44140719.0,,,-0.3913204108669628,-0.0523755493312208,0.1048021173355233,0.145877338878297,-0.0317124729883491,Telecommunication,19.0
2021-03-04,151.6373748779297,158.2648067485342,144.68324744609006,148.4170086705053,16531447.0,,,-0.4124878236032493,-0.0187252452370532,-0.0212372853989117,0.0437057940098191,-0.0458602467725242,Telecommunication,19.0
2021-03-05,148.4169921875,158.68483441430817,145.94338134830852,154.57770322085176,7533649.0,,,-0.4360454817891835,-0.0212373940990612,0.0415094723491549,0.0691823899371069,-0.0166666282797759,Telecommunication,19.0
2021-03-08,143.70310974121094,154.25098639475,142.81634443810438,152.1507460353661,6631888.0,,,-0.470528349843457,-0.0317610697859572,0.058785340897411,0.0734004759711484,-0.0061708149858655,Telecommunication,19.0
2021-03-09,134.60208129882812,145.61667910543707,133.71531590931963,143.7497986040853,6952197.0,,,-0.5371039521230461,-0.0633321607220086,0.0679611876502002,0.0818308134638394,-0.006588051098109,Telecommunication,19.0
2021-03-10,138.52252197265625,143.56310767096625,131.80175528474356,135.81555105103655,11249859.0,,,-0.5084252483134831,0.0291261519584114,-0.0195417386506581,0.0363882033515459,-0.0485175016466949,Telecommunication,19.0
2021-03-12,135.3955078125,141.32284470969188,133.71531255480093,140.66943939924434,3649504.0,,,-0.5312998994990253,-0.0225740487223695,0.0389520425895359,0.0437779435444802,-0.0124095347389653,Telecommunication,19.0
2021-03-15,132.1751251220703,136.0488958768728,131.33502047813187,136.00222102279304,2728127.0,,,-0.5548575576849596,-0.0237850039669659,0.0289547363559383,0.0293078652373119,-0.0063559965853072,Telecommunication,19.0
2021-03-16,131.84844970703125,135.6755608471226,131.05501971064152,133.24861023489353,2484229.0,,,-0.5572472450311586,-0.002471534751621,0.0106194690265486,0.0290265918832965,-0.0060177423257743,Telecommunication,19.0
2021-03-17,125.5477294921875,135.06881839686443,124.14756894023002,132.0818120679891,4156022.0,,,-0.603338106712784,-0.0477875942329547,0.0520446096654276,0.0758364085371166,-0.0111524163568773,Telecommunication,19.0
2021-03-18,122.18732452392578,128.81475607734637,120.41379372447592,128.72140635393612,3090902.0,,,-0.6279200521579268,-0.0267659557194208,0.0534759383223166,0.0542399269256674,-0.0145148509173108,Telecommunication,19.0
2021-03-19,121.90730285644533,122.74739338768704,116.7267065986736,120.3671178916116,5032566.0,,,-0.6299684592453093,-0.0022917407232829,-0.0126340664484012,0.0068912240001812,-0.042496192897256,Telecommunication,19.0
2021-03-22,130.40159606933594,133.01523153765672,121.9072986012527,122.98074915850016,7632251.0,,,-0.5678312304510262,0.0696782966553962,-0.056907638667935,0.0200429714597287,-0.0651395207123594,Telecommunication,19.0
2021-03-23,129.00143432617188,134.2287052056306,127.4612636751144,133.01523008255975,5064535.0,,,-0.5780736565603529,-0.0107373052582851,0.0311143498314852,0.0405210291402025,-0.0119391746231537,Telecommunication,19.0
2021-03-24,125.17432403564452,128.534699874668,124.7542645929966,127.78794494049646,1828025.0,,,-0.6060696324212482,-0.0296671917681995,0.0208798483633725,0.0268455680900387,-0.0033557955745645,Telecommunication,19.0
2021-03-25,121.8606185913086,127.13454992158776,120.04041308530223,125.36101927330807,2400349.0,,,-0.6303099627455053,-0.0264727248967793,0.028724625908383,0.0432783896163095,-0.0149367820961987,Telecommunication,19.0
2021-03-26,119.0136260986328,125.45435781376254,116.30664808070011,125.26767262145694,4569177.0,133.90899925231935,,-0.651136206843665,-0.0233626952298996,0.0525489956724876,0.0541175991881128,-0.0227451100068933,Telecommunication,19.0
2021-03-30,119.15364074707033,121.25387403658124,117.33342811783848,119.8070531479164,1643816.0,134.2030330657959,,-0.6501119753948014,0.001176458973878,0.0054837804094722,0.0176262619953773,-0.0152761813891666,Telecommunication,19.0
2021-03-31,119.29476928710938,122.96392434156417,118.5421180474286,120.09445674313632,1951435.0,133.37232627868653,,-0.6490795956355881,0.001184424908498,0.006703457836465,0.0307570489165718,-0.0063091721806288,Telecommunication,19.0
2021-04-01,121.17637634277344,122.77575107181735,119.29475563669192,120.51781196677024,2709913.0,131.27754554748535,,-0.6353153135242401,0.0157727540520704,-0.0054347587861539,0.0131987337574754,-0.0155279499426433,Telecommunication,19.0
2021-04-05,117.08385467529295,121.36454498584165,116.66049285460748,121.31750159340372,2098870.0,129.40518798828126,,-0.6652528196621118,-0.0337732633290163,0.0361591009268689,0.036560893236905,-0.0036158855707271,Telecommunication,19.0
2021-04-06,115.29631042480467,117.6012928944098,115.0140644507328,117.36609030862098,1664214.0,127.588134765625,,-0.6783290160316856,-0.0152672138737288,0.0179518310359652,0.0199918146652959,-0.0024480052573405,Telecommunication,19.0
2021-04-07,116.19009399414062,118.918445814991,114.8259216726226,115.71968875529797,2300941.0,125.97678985595704,,-0.6717908341313814,0.0077520569916142,-0.0040485829959514,0.023481793731813,-0.0117408659776695,Telecommunication,19.0
2021-04-08,116.56639862060548,118.30689625519888,115.71966790766967,117.60128852405455,2187813.0,124.61995429992676,,-0.6690381004918705,0.0032386980122747,0.008878115097451,0.0149313837880356,-0.0072639347441083,Telecommunication,19.0
2021-04-09,114.96703338623048,117.3661028895677,114.82591756188104,115.81376422139738,1992752.0,123.63820190429688,,-0.6807377347054818,-0.0137206369356964,0.0073649881207451,0.0208674559364994,-0.001227445992064,Telecommunication,19.0
2021-04-12,107.44054412841795,112.89724728498436,104.42995373861052,112.89724728498436,3095710.0,122.08410301208497,,-0.7357953096336327,-0.0654664997097676,0.0507881191484311,0.0507881191484311,-0.028020989787701,Telecommunication,19.0
2021-04-13,109.88665771484376,110.54522212445973,107.34646532529558,108.33431911753328,949551.0,120.80866050720216,,-0.7179015642957768,0.0227671369897575,-0.0141267250236949,0.0059931244002793,-0.0231164769442708,Telecommunication,19.0
2021-04-15,108.24024963378906,110.07482721626776,107.11127274026693,110.07482721626776,797101.0,119.61191673278807,,-0.7299453250957925,-0.0149827842186912,0.0169491255672973,0.0169491255672973,-0.0104302872299522,Telecommunication,19.0
2021-04-16,108.09911346435548,109.60440862797526,107.44054189552502,108.80472124522228,1081879.0,118.4244499206543,,-0.7309777606653506,-0.0013039157791219,0.0065274150569187,0.0139251388413665,-0.0060922938933039,Telecommunication,19.0
2021-04-19,104.85330963134766,105.3237148018388,102.642406765602,105.04147600623207,1154644.0,117.38972892761232,,-0.7547213789203571,-0.0300261836474549,0.0017945678161803,0.0044863168568072,-0.0210856755358408,Telecommunication,19.0
2021-04-20,103.7243423461914,106.6408530310205,103.39506015525824,105.37076047867065,1810889.0,116.4665798187256,,-0.7629799705113037,-0.0107671115878513,0.0158730158730158,0.0281178999920279,-0.0031745893344318,Telecommunication,19.0
2021-04-22,103.20689392089844,104.10066807218467,102.03088096747976,103.20689392089844,1115771.0,115.53155937194823,,-0.7667651955307176,-0.0049886884176708,0.0,0.0086600237380582,-0.0113947131702271,Telecommunication,19.0
2021-04-23,115.90784454345705,119.76517312986245,102.5953824211276,102.87762124937724,13116395.0,114.8068717956543,,-0.673855537839463,0.1230630061620987,-0.1124188215681502,0.0332792711450966,-0.1148538494073904,Telecommunication,19.0
2021-04-26,113.32061004638672,117.60130024648424,112.89724823662488,117.60130024648424,2715920.0,114.02283058166503,,-0.6927816071261872,-0.022321478820187,0.037775036671134,0.037775036671134,-0.0037359647957114,Telecommunication,19.0
2021-04-27,116.61344909667967,119.7651697569796,112.94429418806804,113.32061261513618,3336800.0,113.5947868347168,,-0.6686939180951212,0.0290577243534523,-0.0282371931115212,0.0270270769342131,-0.0314642516539381,Telecommunication,19.0
2021-04-28,116.09600830078124,119.24772180037634,115.86080569367992,116.70753651480752,1657700.0,113.30655632019042,,-0.6724790873041901,-0.0044372308675086,0.0052674353147605,0.0271474751434144,-0.0020259319036358,Telecommunication,19.0
2021-04-29,114.77886962890624,117.2249752510087,113.97918221869384,117.17793903735723,1160875.0,113.09481849670412,,-0.6821141852407545,-0.011345253735706,0.0209016643586705,0.0213114629026318,-0.0069672006075499,Telecommunication,19.0
2021-04-30,114.4966278076172,116.9427406966616,113.41470154263295,114.07326598025936,1053137.0,112.86196784973144,,-0.6841788331384913,-0.0024590050607884,-0.0036975921078582,0.0213640605481804,-0.0094494159845662,Telecommunication,19.0
2021-05-03,112.85020446777344,114.77886865648745,112.00348085108313,113.83805825766376,907564.0,112.53973960876463,,-0.6962227055591966,-0.0143796666449439,0.0087536730176898,0.017090480232712,-0.0075030756096868,Telecommunication,19.0
2021-05-04,112.23869323730467,115.39040691261106,111.956447221922,113.83806818363496,1296985.0,112.0928554534912,,-0.7006960163203847,-0.0054187870846381,0.0142497644992065,0.0280804558962812,-0.0025146944181355,Telecommunication,19.0
2021-05-05,112.70909118652344,114.16734303082733,112.33276558296268,113.27357600295764,811406.0,111.87411727905274,,-0.6972549736977202,0.0041910497676963,0.0050083343809421,0.0129381918437316,-0.003338910815437,Telecommunication,19.0
2021-05-06,111.81531524658205,113.5558130610148,111.3919534352762,113.5558130610148,588884.0,111.7000675201416,,-0.7037930997876795,-0.0079299365342436,0.0155658266543765,0.0155658266543765,-0.0037862596047081,Telecommunication,19.0
