Date_Ticker,Close_ZENSARTECH.NS,High_ZENSARTECH.NS,Low_ZENSARTECH.NS,Open_ZENSARTECH.NS,Volume_ZENSARTECH.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,170.96629333496094,173.37165475318147,170.22617669991206,170.22617669991206,35956.0,,,-1.0191418755085142,,-0.0043290207713565,0.0140692142954044,-0.0043290207713565,Information Technology,12.0
2020-01-13,171.79891967773438,173.64920424963577,171.15132290087908,171.24384277609457,31505.0,,,-1.014893055597017,0.0048701198729397,-0.0032309685222761,0.0107700594123187,-0.0037695043605051,Information Technology,12.0
2020-01-14,173.92674255371094,177.0722205490196,168.88472012745865,171.79891256086077,52531.0,,,-1.0040349602676355,0.0123855428192912,-0.0122340587859458,0.01808507391747,-0.0289893454693733,Information Technology,12.0
2020-01-15,172.446533203125,175.49950586658656,171.15133952362126,174.20431218708282,34584.0,,,-1.0115883400237995,-0.0085105333938444,0.0101931824972516,0.0177038796127346,-0.0075106971154829,Information Technology,12.0
2020-01-16,173.69546508789062,175.77703524207308,171.6138949337082,173.3716596395085,54899.0,,,-1.0052151490886916,0.0072424296480028,-0.0018642136006158,0.0119840213049269,-0.0119840213049267,Information Technology,12.0
2020-01-17,174.3430633544922,176.23960789000458,173.04786978302337,175.49949122778617,28880.0,,,-1.0019105113797493,0.0037283544868248,0.0066330592743033,0.0108782334038501,-0.0074289939992352,Information Technology,12.0
2020-01-20,173.4178924560547,176.42460443075692,172.724035846508,175.73074782121026,23428.0,,,-1.0066315781210746,-0.0053066114626903,0.0133368900544197,0.0173379570707454,-0.0040010670163259,Information Technology,12.0
2020-01-21,172.0764617919922,174.6206030281641,171.61389065814274,173.41791525684542,20638.0,,,-1.0134767822931847,-0.0077352494893364,0.007795682517431,0.014784946236559,-0.0026881720430108,Information Technology,12.0
2020-01-22,181.23536682128903,183.17817125393603,172.1227238424758,172.35400941224088,368182.0,,,-0.966739685402441,0.0532257865713688,-0.0490045489730811,0.0107197864672998,-0.0502807103196307,Information Technology,12.0
