Date_Ticker,Close_GODREJAGRO.NS,High_GODREJAGRO.NS,Low_GODREJAGRO.NS,Open_GODREJAGRO.NS,Volume_GODREJAGRO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,493.9020690917969,505.962752069448,487.37671145914896,501.9575215700649,152889.0,,,-0.1402828568115878,,0.0163098172337698,0.0244191788866743,-0.0132118451025057,Fast Moving Consumer Goods,8.0
2020-01-13,490.3469543457031,498.3574168325275,487.8268267442886,497.4573673366893,84082.0,,,-0.1725853157313125,-0.0071980154945109,0.0145007793521916,0.0163363153698246,-0.0051394784429267,Fast Moving Consumer Goods,8.0
2020-01-14,512.30810546875,514.8282326837679,492.7770234167184,493.22704809563777,389345.0,,,0.0269579431076752,0.0447869634519313,-0.0372452771475351,0.004919163269361,-0.0381237029895537,Fast Moving Consumer Goods,8.0
2020-01-15,512.0382080078125,513.9282900780164,504.02774508527006,513.9282900780164,114994.0,,,0.0245056026722361,-0.0005268264508338,0.0036912910807138,0.0036912910807138,-0.0156442679418568,Fast Moving Consumer Goods,8.0
2020-01-16,510.7780456542969,513.0281692034348,505.8277738461936,513.0281692034348,59306.0,,,0.0130555242461181,-0.0024610709392538,0.0044052863436123,0.0044052863436123,-0.009691629955947,Fast Moving Consumer Goods,8.0
2020-01-17,508.1678466796875,511.2280364775341,504.9276909575645,508.5278883975471,56161.0,,,-0.0106612475521115,-0.005110241124921,0.0007085094427206,0.006022005953036,-0.006376152571033,Fast Moving Consumer Goods,8.0
2020-01-20,494.6671142578125,510.2380123845896,491.42695848343175,508.5278965991556,56685.0,,,-0.133331508736506,-0.0265674668519216,0.0280204241232804,0.0314775283781283,-0.0065501742100689,Fast Moving Consumer Goods,8.0
2020-01-21,503.6226501464844,509.4279799866204,487.871785040891,495.027189032935,66317.0,,,-0.0519597807308764,0.0181041666820899,-0.0170672647686701,0.0115271420744231,-0.0312751324846332,Fast Moving Consumer Goods,8.0
2020-01-22,494.9821472167969,508.1678371322079,490.5268919815932,507.58283801999374,47077.0,,,-0.1304690584521281,-0.0171567004128474,0.0254568591494632,0.0266387181629721,-0.009000840253037,Fast Moving Consumer Goods,8.0
2020-01-23,499.6174621582031,501.0575743382609,493.3621619972719,494.9822401320071,29660.0,,,-0.0883516920185179,0.0093646103550802,-0.0092775420742365,0.0028824296369402,-0.0125201792065275,Fast Moving Consumer Goods,8.0
2020-01-24,501.7776184082031,507.6279404165499,498.22241173927495,499.6174775389478,46258.0,,,-0.0687240952995986,0.0043236203968307,-0.0043049765274664,0.0116591928251121,-0.007085223689742,Fast Moving Consumer Goods,8.0
2020-01-27,526.4389038085938,534.1343150129553,496.01719084733975,499.2124100908631,494193.0,,,0.1553531048608255,0.0491478385955595,-0.0517182402758551,0.014617861918426,-0.0577877370786314,Fast Moving Consumer Goods,8.0
2020-01-28,515.1432495117188,538.2295384788633,510.7780319176504,523.873739634511,187670.0,,,0.052718609224044,-0.0214567240664682,0.0169476939299262,0.0448152800003243,-0.0084737936451773,Fast Moving Consumer Goods,8.0
2020-01-29,514.5582885742188,521.128638661954,507.4928673345002,518.8335235200639,47419.0,,,0.0474035412156205,-0.0011355306277515,0.008308553259712,0.0127689131311847,-0.0137310415488515,Fast Moving Consumer Goods,8.0
2020-01-30,509.9230346679688,516.628414448704,502.36265180756544,516.628414448704,39495.0,,,0.0052867293592233,-0.0090082193002735,0.013149787957905,0.013149787957905,-0.0148265176240296,Fast Moving Consumer Goods,8.0
