Date_Ticker,Close_POWERGRID.NS,High_POWERGRID.NS,Low_POWERGRID.NS,Open_POWERGRID.NS,Volume_POWERGRID.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,79.92733001708984,80.57207055657737,79.44896794510689,80.57207055657737,4118638.0,,,-1.0089692669939625,,0.0080665842253164,0.0080665842253164,-0.0059849624888091,Power,16.0
2020-01-13,81.02962493896484,81.11281980826358,79.78173575064449,80.03131471668058,27682638.0,,,-0.9954024705946132,0.0137912141146127,-0.012320311528484,0.0010267216386772,-0.0154004068173871,Power,16.0
2020-01-14,81.216796875,81.67435165338625,80.80083388238764,81.02961127158076,5994314.0,,,-0.9930988007713488,0.0023099198123666,-0.0023047646622573,0.0056337456781319,-0.0051216375013234,Power,16.0
2020-01-15,80.80084228515625,81.44558273401061,80.23929105836001,81.27919864803462,7114590.0,,,-0.9982182757138496,-0.005121534040353,0.0059201903018559,0.007979377821075,-0.0069498189736,Power,16.0
2020-01-16,81.71595001220703,82.23590375889756,80.73843584005697,80.73843584005697,8552344.0,,,-0.9869553369394868,0.0113254726209567,-0.0119623423824117,0.0063629407308225,-0.0119623423824117,Power,16.0
2020-01-17,82.11112213134766,82.29830210647268,80.55126079600797,81.50797349160581,4698386.0,,,-0.982091647942389,0.0048359239424077,-0.0073455169541712,0.002279593437118,-0.0189969555262499,Power,16.0
2020-01-20,85.12686157226562,87.76822812866502,84.54451441729302,85.02287080738265,49337827.0,,,-0.944974609501509,0.0367275390061518,-0.0012215975423304,0.0310285908303702,-0.0068409329818678,Power,16.0
2020-01-21,83.44219207763672,84.9812573647275,82.77665582124406,84.71088255533562,17283910.0,,,-0.9657091403246644,-0.019790104598168,0.0152044241181783,0.0184446890568119,-0.0079760159677183,Power,16.0
2020-01-22,83.21341705322266,84.17012968029712,80.3016761024718,83.4006026568003,56787054.0,,,-0.9685248515430398,-0.0027417187722154,0.0022494642114976,0.0114970957924076,-0.0349912436463043,Power,16.0
2020-01-23,84.00374603271484,86.27074661248227,80.65524617930419,81.84074184356918,226059260.0,,,-0.9587976613505664,0.0094976147775147,-0.0257489015823567,0.0269868986424075,-0.0398613158525883,Power,16.0
2020-01-24,81.92393493652344,82.42309281096229,80.80083818182524,81.7159534291505,16151679.0,,,-0.9843955055673752,-0.0247585517838863,-0.0025387148155674,0.0060929431041807,-0.0137090186838363,Power,16.0
2020-01-27,80.28089904785156,81.7159683252089,79.98972262770691,81.6951724274245,8213919.0,,,-1.0046176193919756,-0.0200556270880413,0.0176165613034546,0.0178756004775428,-0.0036269700962254,Power,16.0
