Date_Ticker,Close_CANBK.NS,High_CANBK.NS,Low_CANBK.NS,Open_CANBK.NS,Volume_CANBK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,38.787384033203125,39.59337858468084,38.43419226541365,38.77832597383965,46604810.0,,,-0.4630729624179736,,-0.0002335310717453,0.0207798120849747,-0.0091058414119171,Financial Services,9.0
2020-01-13,39.14962768554688,39.26735827701872,38.68776683383043,38.94133722656593,29443200.0,,,-0.4517823063482261,0.0093392132873322,-0.0053203688334906,0.0030071956856769,-0.011797324240888,Financial Services,9.0
2020-01-14,39.04095458984375,39.49376083012561,38.77832614136729,39.15868517961552,29424470.0,,,-0.4551695031691503,-0.002775839826013,0.0030155663714841,0.0115982369037577,-0.0067269986411854,Financial Services,9.0
2020-01-15,39.51187133789063,39.738274445675366,37.863656989588726,38.58814624357243,58347755.0,,,-0.4404916502784785,0.0120621217640354,-0.0233784192709791,0.0057300021517237,-0.0417144086699157,Financial Services,9.0
2020-01-16,39.68393707275391,40.35409180225011,39.03189500671839,39.61148987354847,41565620.0,,,-0.4351285886453484,0.0043547857653169,-0.0018256051326916,0.0168873045098219,-0.0164308814632001,Financial Services,9.0
2020-01-17,40.13674545288086,40.51710449672661,39.08623509815273,39.14057309145569,41848320.0,,,-0.4210151496590899,0.0114103693717889,-0.024819460327062,0.0094765791185604,-0.0261732819359107,Financial Services,9.0
2020-01-20,39.6386604309082,40.50804762134504,39.24019216561739,40.25447722112703,28176560.0,,,-0.4365398017549928,-0.0124097012937282,0.0155357618931704,0.0219328095598037,-0.0100525159266006,Financial Services,9.0
2020-01-21,39.6929931640625,40.08240331793207,39.12245638456521,39.35791408860695,30337915.0,,,-0.4348463222436047,0.0013707005373958,-0.008441768905423,0.0098105515061568,-0.0143737404014632,Financial Services,9.0
2020-01-22,39.6477165222168,40.11863546501464,39.23113557634716,39.91034499207981,22607940.0,,,-0.4362575353532491,-0.0011406708901634,0.0066240503337904,0.0118775804536928,-0.0105070602398048,Financial Services,9.0
2020-01-23,39.973731994628906,41.06952220272301,39.32168994138542,39.67488168998381,69551335.0,,,-0.4260960637895504,0.0082228057756976,-0.007476167216142,0.0274127571636628,-0.0163117632682155,Financial Services,9.0
2020-01-24,39.62960052490234,40.60766365955744,39.39414280061729,40.191082748709874,36472495.0,,,-0.4368221870558105,-0.0086089402353726,0.0141682534360827,0.0246801159158922,-0.0059414609576268,Financial Services,9.0
2020-01-27,38.09912109375,39.33075475947909,37.84555067597208,39.10435161370942,32472815.0,,,-0.4845252089504939,-0.038619602793892,0.0263846117994654,0.0323270886669124,-0.0066555450755403,Financial Services,9.0
2020-01-28,36.87653732299805,38.38890834363396,36.70446875934545,38.21684323461844,53997130.0,,,-0.522631529883114,-0.0320895531354531,0.0363457637001212,0.0410117416228426,-0.0046660716038889,Financial Services,9.0
2020-01-29,36.96710205078125,37.65536948681471,36.867484122831335,37.28406504458776,29002775.0,,,-0.5198087469666032,0.0024558902315029,0.008574191002884,0.0186183768229384,-0.0026947724442416,Financial Services,9.0
2020-01-30,36.63202667236328,37.075774867084014,36.25166762225081,36.858429799566224,35498265.0,,,-0.5302526038311196,-0.0090641505508784,0.0061804695991267,0.0121136676026585,-0.0103832379659035,Financial Services,9.0
2020-01-31,36.704471588134766,37.19350314151504,36.29694874828855,36.9489873648249,35071730.0,,,-0.5279945915162442,0.0019776387590954,0.0066617435454152,0.0133234870908305,-0.0111028117886855,Financial Services,9.0
2020-02-03,33.86084747314453,35.12870622959799,33.68878235883268,34.77551794227319,50795375.0,,,-0.6166265983609845,-0.0774735064135748,0.0270126277806275,0.0374432080431244,-0.005081535967117,Financial Services,9.0
2020-02-04,33.63444900512695,34.89324987633317,33.47143847241732,34.41327633815351,53521590.0,,,-0.6236831395055027,-0.0066861429914634,0.023155644170292,0.0374259400240015,-0.0048465349524466,Financial Services,9.0
