Date_Ticker,Close_BBTC.NS,High_BBTC.NS,Low_BBTC.NS,Open_BBTC.NS,Volume_BBTC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1109.1142578125,1149.4185444355653,1103.6408361723306,1132.2020968661388,147819.0,,,-0.380451252689903,,0.0208164658338942,0.0363391655450875,-0.0049349484073575,Fast Moving Consumer Goods,8.0
2020-01-13,1118.17041015625,1124.539507770684,1104.6361536508489,1114.5878307107664,95819.0,,,-0.3611408452810979,0.0081652113656995,-0.0032039655252394,0.0056959990682849,-0.0121039301187643,Fast Moving Consumer Goods,8.0
2020-01-14,1117.722412109375,1132.2020264781154,1112.5972751415766,1123.4446252865343,73580.0,,,-0.3620961102186932,-0.0004006527473861,0.0051195297823189,0.0129545710203791,-0.0045853397160805,Fast Moving Consumer Goods,8.0
2020-01-15,1112.597412109375,1124.2408248067222,1104.636071056714,1122.4495959581277,43836.0,,,-0.3730241328726436,-0.004585217174207,0.0088551202272473,0.0104650726045394,-0.0071556350626118,Fast Moving Consumer Goods,8.0
2020-01-16,1152.404052734375,1167.3315663708306,1104.536516636224,1116.7770049298674,197705.0,,,-0.2881445483794413,0.0357781172162988,-0.0309154134957901,0.0129533678756477,-0.0415371119049546,Fast Moving Consumer Goods,8.0
2020-01-17,1138.820068359375,1179.2736573572072,1134.7399053177685,1167.879036433141,127959.0,,,-0.3171096389123014,-0.0117875187463706,0.0255167333990078,0.0355223710239942,-0.0035827986834517,Fast Moving Consumer Goods,8.0
2020-01-20,1124.4398193359375,1148.2243476602105,1120.7079410888364,1143.4474949117564,47989.0,,,-0.3477726022484132,-0.0126273231592715,0.0169041288372766,0.0211523355143359,-0.0033188777050825,Fast Moving Consumer Goods,8.0
2020-01-21,1129.0675048828125,1138.4717905746725,1111.1544871989454,1116.2795034074888,75686.0,,,-0.3379050017622456,0.004115547552921,-0.0113261620053894,0.0083292501566025,-0.0158653203695967,Fast Moving Consumer Goods,8.0
2020-01-22,1124.7880859375,1142.3528169062622,1116.5779539233577,1130.8088980067016,50147.0,,,-0.3470299943827568,-0.0037902241688876,0.0053528412547003,0.0156160357567463,-0.0072992700729926,Fast Moving Consumer Goods,8.0
2020-01-23,1134.88916015625,1142.1041252868938,1119.6630472194129,1120.558722359301,62110.0,,,-0.3254915030868086,0.0089804242639455,-0.0126271695069991,0.006357418313565,-0.0134163876714981,Fast Moving Consumer Goods,8.0
2020-01-24,1193.1065673828125,1209.128742889626,1125.63414943433,1134.491166168044,275371.0,,,-0.2013546943012223,0.0512978793616701,-0.0491283870336467,0.013428955924666,-0.0565518787617516,Fast Moving Consumer Goods,8.0
2020-01-27,1182.10986328125,1229.0320420575065,1171.312318624846,1184.2494980149252,256156.0,,,-0.2248029346018397,-0.009216866625489,0.0018100134345686,0.0396935853711699,-0.0091341295693384,Fast Moving Consumer Goods,8.0
2020-01-28,1163.6494140625,1204.1526829890597,1154.394307658933,1188.080703461347,99153.0,,,-0.2641660969949325,-0.0156165258341625,0.0209954038592716,0.0348071063647561,-0.0079535178651926,Fast Moving Consumer Goods,8.0
2020-01-29,1183.00537109375,1197.9826906301496,1164.495279804264,1174.2976554284962,163235.0,,,-0.2228934458873442,0.0166338390217333,-0.0073606729758149,0.0126603985935855,-0.0156466671595688,Fast Moving Consumer Goods,8.0
2020-01-30,1143.945068359375,1190.9169268803578,1134.6402763099502,1186.1898811433357,88218.0,,,-0.306181616258351,-0.0330178574745283,0.0369290571308176,0.0410612885357764,-0.0081339500530122,Fast Moving Consumer Goods,8.0
