Date_Ticker,Close_LATENTVIEW.NS,High_LATENTVIEW.NS,Low_LATENTVIEW.NS,Open_LATENTVIEW.NS,Volume_LATENTVIEW.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-11-23,488.75,548.0,461.1000061035156,512.2000122070312,28823707.0,,,0.7843228993258573,,0.0479795646179668,0.121227621483376,-0.0565728775375639,Information Technology,12.0
2021-11-24,584.9500122070312,586.5,488.75,499.0,24383396.0,,,2.1394211830191256,0.1968286694773018,-0.1469356533265803,0.0026497782043299,-0.1644585181630583,Information Technology,12.0
2021-11-25,701.9000244140625,701.9000244140625,615.1500244140625,615.1500244140625,21809915.0,,,3.786809340087068,0.1999316347832456,-0.1235931001319138,0.0,-0.1235931001319138,Information Technology,12.0
2021-11-26,697.5999755859375,754.9000244140625,656.0,715.4000244140625,16289208.0,,,3.726237738762848,-0.0061262981600757,0.0255161259333103,0.0821388343369662,-0.0596329946127023,Information Technology,12.0
2021-11-29,641.4000244140625,720.0,631.1500244140625,700.0,6063072.0,,,2.9345906731392217,-0.0805618594305006,0.0913626026744702,0.1225443913223123,-0.015980666682019,Information Technology,12.0
2021-11-30,656.4500122070312,697.0,638.0,641.0,3917087.0,,,3.146588698502944,0.0234642769256476,-0.0235357025207254,0.0617716308003968,-0.0281057382343569,Information Technology,12.0
2021-12-01,638.0,680.0,625.0999755859375,669.7000122070312,2236135.0,,,2.8866970487798422,-0.0281057382343569,0.0496865395094534,0.0658307210031348,-0.0202194740032327,Information Technology,12.0
2021-12-02,629.4500122070312,652.5499877929688,622.7000122070312,642.0,1488524.0,,,2.7662597066419217,-0.0134012347852174,0.0199380213672011,0.036698665720797,-0.0107236474209168,Information Technology,12.0
2021-12-03,638.3499755859375,664.25,627.75,635.0,2090434.0,,,2.891626895512271,0.0141392695310314,-0.0052478667095782,0.0405733929734846,-0.0166052729558073,Information Technology,12.0
2021-12-06,622.3499755859375,649.0,620.0,641.5499877929688,1144464.0,,,2.6662467521872206,-0.0250646206813334,0.0308508282481325,0.0428216043376104,-0.0037759712028991,Information Technology,12.0
2021-12-07,612.4000244140625,643.25,605.0,633.0499877929688,1201508.0,,,2.526089163362568,-0.0159877103915802,0.0337197298427018,0.0503755296473973,-0.0120836448710837,Information Technology,12.0
2021-12-08,623.25,635.0,600.0,618.0,1443401.0,,,2.6789247291520613,0.0177171377423092,-0.0084235860409145,0.0188527878058564,-0.0373044524669073,Information Technology,12.0
2021-12-09,633.5499877929688,649.7000122070312,616.5999755859375,627.75,1433797.0,,,2.824013024466159,0.0165262539798937,-0.0091547437530123,0.0254913183256819,-0.0267540249919003,Information Technology,12.0
2021-12-10,631.7999877929688,644.9000244140625,630.0,634.0,689699.0,,,2.799362071289982,-0.0027622129803779,0.0034821339815411,0.0207344679870213,-0.002848983583011,Information Technology,12.0
2021-12-13,617.3499755859375,639.2999877929688,615.0,638.0,703557.0,,,2.5958154573981425,-0.0228711815229827,0.033449461781323,0.0355552167734325,-0.0038065532985679,Information Technology,12.0
2021-12-14,602.4000244140625,619.0,600.25,612.2999877929688,728478.0,,,2.385226573784412,-0.0242163307088264,0.0164342014901737,0.0275563992582568,-0.0035690974882575,Information Technology,12.0
2021-12-15,601.75,630.0,588.0,602.9500122070312,1575394.0,,,2.376070161559025,-0.0010790577485363,0.0019942039169609,0.0469464063149147,-0.0228500207727461,Information Technology,12.0
2021-12-16,591.25,613.4000244140625,589.4500122070312,607.0,668203.0,,,2.228164442501961,-0.0174491067719152,0.0266384778012684,0.0374630434064482,-0.0030443768168604,Information Technology,12.0
2021-12-17,594.2000122070312,615.5,586.0,587.0,1336781.0,,,2.26971907837892,0.0049894498216173,-0.0121171525734041,0.0358464950444117,-0.0138000875775381,Information Technology,12.0
2021-12-20,534.7999877929688,582.3499755859375,534.7999877929688,580.0,1862090.0,617.0975006103515,,1.4329949523818644,-0.0999663803328336,0.0845176014187365,0.0889117219115873,0.0,Information Technology,12.0
