Date_Ticker,Close_AIAENG.NS,High_AIAENG.NS,Low_AIAENG.NS,Open_AIAENG.NS,Volume_AIAENG.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-03-06,1732.6375732421875,1752.8295421619491,1675.3542709357118,1710.266612319188,53996.0,1764.3177185058594,,-0.9482803586425887,0.0029992246661867,-0.012911506288726,0.011653890710668,-0.0330613298425039,Capital Goods,1.0
2020-03-09,1720.58056640625,1772.3921550915863,1638.602019730641,1723.8248198111942,329614.0,1757.2408386230468,,-0.9617231650394322,-0.0069587587283911,0.001885557391666,0.0301128524272213,-0.0476458634232029,Capital Goods,1.0
2020-03-11,1707.2645263671875,1733.0735006021678,1668.672179239005,1714.140433275166,44233.0,1749.6918395996097,,-0.9765697144901784,-0.0077392714407297,0.0040274408574572,0.0151171501758418,-0.0226047847490288,Capital Goods,1.0
2020-03-12,1625.9637451171875,1689.9293116206986,1578.607081331461,1647.4147339483843,116112.0,1739.5885803222657,,-1.0672149863331286,-0.0476204946535123,0.0131927842152783,0.0393400939569541,-0.0291252888804808,Capital Goods,1.0
2020-03-13,1721.016357421875,1750.9412058783064,1404.2393520594824,1452.7098680160009,122606.0,1737.2933837890623,,-0.9612372853901756,0.0584592446111624,-0.1559000228259328,0.0173878931059432,-0.1840639131617159,Capital Goods,1.0
2020-03-16,1619.9110107421875,1693.2220562008176,1528.19970680355,1682.714496309021,40669.0,1729.284375,,-1.073963405528855,-0.058747464103796,0.0387697133671922,0.0452562177628768,-0.056615025967765,Capital Goods,1.0
2020-03-17,1519.8048095703125,1643.4858402873588,1487.3219347543668,1624.6851701071882,62402.0,1714.529278564453,,-1.1855755410935382,-0.061797345970264,0.0690090989819462,0.0813795494909732,-0.0213730569948186,Capital Goods,1.0
2020-03-18,1432.1502685546875,1561.4420544897082,1373.1890230775452,1526.2030076055355,39749.0,1697.7859313964843,,-1.2833048565622054,-0.0576748674985488,0.0656723956388776,0.0902780865764183,-0.0411697339111246,Capital Goods,1.0
2020-03-19,1398.1416015625,1450.753963608685,1353.5022841823843,1378.061256366817,70881.0,1680.29365234375,,-1.321222387207376,-0.0237465772544306,-0.0143621684479186,0.0376302099782939,-0.0319276082839024,Capital Goods,1.0
2020-03-20,1356.16015625,1405.573455923375,1328.8450088459444,1328.894273390724,37870.0,1660.089758300781,,-1.3680290656205865,-0.0300266047913769,-0.0201052086168572,0.0364361830316639,-0.020141535111595,Capital Goods,1.0
2020-03-23,1219.3875732421875,1289.4717936590052,1084.9280519148592,1084.9280519148592,23280.0,1629.541473388672,1682.5766479492188,-1.5205219171871958,-0.1008528250719373,-0.1102680757766118,0.0574749341019387,-0.1102680757766118,Capital Goods,1.0
2020-03-24,1294.688720703125,1328.84490843474,1231.4455463572494,1328.84490843474,18132.0,1606.3995788574218,1676.738486328125,-1.4365658607171634,0.061753251479119,0.0263817759322604,0.0263817759322604,-0.0488481697064057,Capital Goods,1.0
2020-03-25,1332.2900390625,1344.9386496833652,1245.718303648889,1245.718303648889,52181.0,1587.6726501464843,1671.322116699219,-1.3946427491315798,0.0290427480815267,-0.0649796462296823,0.0094938866538143,-0.0649796462296823,Capital Goods,1.0
2020-03-26,1278.5457763671875,1353.4532369401732,1258.7607748986743,1353.059481057942,52243.0,1567.1204162597655,1664.67009765625,-1.4545642311532,-0.0403397617031881,0.0582800444599447,0.0585880161333174,-0.0154746132944333,Capital Goods,1.0
2020-03-27,1224.260009765625,1329.5832829675724,1180.1128487213414,1319.0017391645729,35777.0,1539.3724426269532,1657.334267578125,-1.5150894560667252,-0.0424589933383598,0.0773869346733668,0.0860301507537688,-0.0360602818781405,Capital Goods,1.0
2020-03-30,1286.1248779296875,1456.2170605854028,1131.9789049864874,1186.6584558077109,50094.0,1517.0685974121093,1651.189248046875,-1.4461140082783963,0.0505324585223575,-0.0773380748859245,0.1322516853336339,-0.1198530372815223,Capital Goods,1.0
2020-03-31,1371.4171142578125,1392.9246904032782,1230.411909436401,1323.9232145535673,47956.0,1501.5279357910156,1646.3016870117187,-1.3510185143706297,0.0663172276594341,-0.03463125785035,0.0156827386225999,-0.1028171541360128,Capital Goods,1.0
2020-04-01,1298.4290771484375,1376.388049109045,1275.6910887189576,1371.4171368500677,18714.0,1479.7351867675782,1639.8391186523438,-1.4323955978788234,-0.05322088834284,0.0562125887244637,0.0600409936381107,-0.0175119217750546,Capital Goods,1.0
2020-04-03,1257.0872802734375,1303.6952617691936,1232.6267142869297,1298.3307136310325,23542.0,1456.1658813476563,1630.313583984375,-1.4784891084034888,-0.0318398575652613,0.0328087269713075,0.0370761698309587,-0.0194581286203033,Capital Goods,1.0
2020-04-07,1230.3135986328125,1305.1717930784268,1200.8821193804465,1259.8434868142988,100087.0,1431.3087341308594,1621.2607250976562,-1.5083400841658043,-0.0212981883284995,0.0240019196847871,0.060844807802499,-0.0239219328186502,Capital Goods,1.0
2020-04-08,1236.1702880859375,1270.7694971084056,1209.741062700411,1239.713850568466,73842.0,1406.485369873047,1611.7381274414065,-1.5018102427618725,0.0047603224573257,0.002866565000535,0.0279890314109076,-0.0213799228474007,Capital Goods,1.0
2020-04-09,1240.9935302734375,1294.3934105172082,1224.555274187632,1248.425266738995,68659.0,1382.5060180664063,1602.7545703125,-1.4964326302404636,0.0039017619449244,0.0059885376388062,0.0430299424945468,-0.0132460449509221,Capital Goods,1.0
2020-04-13,1394.942626953125,1465.66668013289,1224.309125799224,1263.8791251112364,239029.0,1366.8899230957031,1597.0795141601564,-1.3247890432545526,0.124053101748054,-0.093956195265293,0.0507003311915721,-0.1223229528275322,Capital Goods,1.0
2020-04-15,1403.161865234375,1469.6041142019797,1368.661064188968,1417.8284005194496,154793.0,1355.7498291015625,1591.6560034179688,-1.3156251080882362,0.0058921694143096,0.0104524899432216,0.047351806383725,-0.0245878981607331,Capital Goods,1.0
2020-04-16,1377.2247314453125,1439.5327206590102,1359.4083903950032,1403.161791386494,88363.0,1338.5602478027345,1584.1700537109375,-1.3445433854650175,-0.0184847767258342,0.0188328450317343,0.0452417007849614,-0.0129364080120839,Capital Goods,1.0
2020-04-17,1417.4837646484375,1494.5566934974595,1381.0143080930652,1416.4501705958096,44463.0,1328.4388854980468,1577.65294921875,-1.299657088522679,0.029231999893638,-0.0007291752317771,0.054373059340216,-0.0257283063587098,Capital Goods,1.0
2020-04-20,1441.796630859375,1475.5099161346325,1414.72756968946,1445.7832133855445,76348.0,1324.5384765625,1572.0859887695312,-1.2725497676201296,0.017152130286986,0.002765010293992,0.0233828298344427,-0.0187745349035671,Capital Goods,1.0
2020-04-21,1402.2266845703125,1455.823379589601,1381.4572352940495,1422.3561754611044,41864.0,1323.0422973632812,1565.8622387695314,-1.3166677758733776,-0.027444887470348,0.0143553757122802,0.0382225610231574,-0.0148117629658625,Capital Goods,1.0
2020-04-22,1465.568359375,1507.9929409270376,1389.1351422214632,1407.3945042884766,62540.0,1326.4136352539062,1560.7813647460937,-1.2460457813072596,0.0451722075336894,-0.0396937165805981,0.0289475282955273,-0.0521526114183661,Capital Goods,1.0
2020-04-23,1452.870361328125,1484.368905747163,1429.4925353921203,1462.7136564590744,76232.0,1331.2491455078125,1555.4504028320312,-1.260203252700811,-0.0086642141020908,0.0067750677506774,0.0216802168021679,-0.016090785907859,Capital Goods,1.0
2020-04-24,1464.1409912109375,1475.4607814234823,1436.9243743475806,1460.646693283256,8329.0,1343.48681640625,1549.5294262695313,-1.247637207284503,0.0077574917782131,-0.0023865856831121,0.0077313525681586,-0.0185887950864943,Capital Goods,1.0
2020-04-27,1456.5615234375,1501.102431655474,1422.356074585023,1466.6509004371517,21213.0,1351.5804565429687,1541.4182934570313,-1.2560878384615326,-0.0051767335379148,0.0069268457509714,0.0305794897786788,-0.0234836965703665,Capital Goods,1.0
2020-04-28,1466.8970947265625,1485.3040090332574,1441.0584443413438,1441.0584443413438,20732.0,1358.310809326172,1533.5913452148438,-1.244564324729624,0.0070958700492585,-0.0176144942123803,0.0125481973976682,-0.0176144942123803,Capital Goods,1.0
2020-04-29,1547.907470703125,1572.9586095061995,1465.7159538734832,1480.4316324764231,34549.0,1371.778894042969,1527.988916015625,-1.1542428365521031,0.0552256707493604,-0.0435916484052185,0.0161838735694552,-0.053098468988141,Capital Goods,1.0
2020-04-30,1582.9495849609375,1620.157169741241,1532.5518400625906,1571.974286480949,57799.0,1389.7133728027345,1524.309501953125,-1.1151730770244093,0.0226383778882434,-0.0069334479027385,0.0235052241295616,-0.0318378711344685,Capital Goods,1.0
2020-05-04,1535.55419921875,1556.520468078745,1516.9012010796712,1520.789254995493,18929.0,1402.1848388671874,1519.4187622070312,-1.1680159594499957,-0.0299411846040296,-0.0096153846153846,0.0136538774539263,-0.0121474045973557,Capital Goods,1.0
2020-05-05,1523.25,1560.1623586429723,1495.3934252811364,1536.6368580363678,13161.0,1409.7764831542968,1513.5856274414064,-1.1817343698495686,-0.0080128719813407,0.0087883525595717,0.0242326332794831,-0.0182875921344911,Capital Goods,1.0
2020-05-06,1517.5902099609375,1557.406295507774,1492.292986484426,1510.945984945704,47129.0,1420.7345397949218,1508.5970874023435,-1.1880446807565117,-0.0037156015355736,-0.004378141722069,0.0262363879824063,-0.0166693375526999,Capital Goods,1.0
2020-05-07,1551.1556396484375,1565.0839262944269,1513.5050357611658,1515.7197771662995,41648.0,1435.437957763672,1504.6604565429689,-1.150621331905865,0.0221175844883474,-0.0228448142638796,0.008979296654684,-0.0242726151553721,Capital Goods,1.0
2020-05-08,1540.86962890625,1589.5939456567935,1525.7109285523736,1562.8693721348588,13421.0,1450.9657592773438,1500.2730883789063,-1.1620895887364853,-0.0066311919186386,0.0142774851394953,0.0316213103539002,-0.0098377565950446,Capital Goods,1.0
2020-05-11,1546.3323974609375,1589.6921604895774,1527.039563074094,1542.5427528745342,21228.0,1466.4738647460938,1494.5926708984375,-1.1559989444272736,0.0035452503263141,-0.0024507308988842,0.0280403896987713,-0.0124765117891354,Capital Goods,1.0
2020-05-12,1626.0140380859375,1665.4856297476458,1509.2725753041404,1526.793569527366,40103.0,1485.7248901367188,1491.9624194335938,-1.067158912827388,0.0515294387906742,-0.0610206715529768,0.0242750620456957,-0.0717960977257117,Capital Goods,1.0
2020-05-13,1646.1927490234375,1683.2035157475736,1585.1150529182862,1683.2035157475736,189122.0,1498.2873962402343,1490.7497021484376,-1.044660915757157,0.0124099241856813,0.0224826447243748,0.0224826447243748,-0.0371023965093906,Capital Goods,1.0
2020-05-14,1645.946533203125,1663.516790060747,1629.6558325511066,1653.5750865303266,23266.0,1510.4266296386718,1489.8768237304687,-1.0449354309539498,-0.0001495668234831,0.0046347515993463,0.0106748648897052,-0.0098974664871498,Capital Goods,1.0
2020-05-15,1605.49072265625,1663.4184912735611,1587.7235266355835,1658.545988021738,118659.0,1521.839929199219,1486.4022485351563,-1.0900411222925357,-0.0245790551094908,0.0330461363723793,0.0360810360345595,-0.0110665205160893,Capital Goods,1.0
2020-05-18,1553.5673828125,1605.4415022343592,1534.5697743613523,1605.4415022343592,23327.0,1528.644110107422,1482.829560546875,-1.1479323895444182,-0.0323411023875889,0.0333903247427536,0.0333903247427536,-0.0122283775144372,Capital Goods,1.0
2020-05-19,1584.1307373046875,1624.1437575447735,1536.0462628173452,1536.0462628173452,171175.0,1535.7608154296877,1480.867568359375,-1.113856166243959,0.0196730150428732,-0.0303538548650065,0.0252586603477982,-0.0303538548650065,Capital Goods,1.0
2020-05-20,1618.2376708984375,1624.143647799527,1560.162231371061,1574.9764381609225,94515.0,1546.5613647460937,1478.546640625,-1.0758290745014067,0.0215303780114645,-0.0267335469415298,0.0036496350364962,-0.0358880778588807,Capital Goods,1.0
2020-05-21,1603.4727783203125,1690.7827581499273,1591.168659395203,1623.94688027466,265352.0,1553.456585693359,1476.0466284179688,-1.092291003660004,-0.0091240568945151,0.012768599648941,0.054450553205571,-0.0076734192756292,Capital Goods,1.0
2020-05-22,1622.07666015625,1663.5169094307037,1584.8689557758405,1602.4884784338376,42951.0,1561.9169006347656,1473.9390307617186,-1.0715488422634591,0.0116022436348596,-0.0120759901202976,0.0255476515335975,-0.0229383143807923,Capital Goods,1.0
2020-05-26,1621.4368896484375,1669.8658565927265,1608.5421962694527,1634.873012355715,17726.0,1569.781695556641,1471.7150170898435,-1.0722621462527462,-0.0003944144709849,0.00828655299078,0.0298679321122325,-0.0079526335322126,Capital Goods,1.0
2020-05-27,1588.65869140625,1638.268926701558,1542.4444652859538,1628.081139491364,68553.0,1576.3865539550782,1469.0765795898435,-1.108807781417663,-0.0202155251625578,0.0248149261376073,0.0312277492728121,-0.0290900911380708,Capital Goods,1.0
2020-05-28,1599.830810546875,1607.410099757722,1554.4531237296835,1592.1037277197222,52083.0,1583.0332397460938,1466.9279052734375,-1.0963515693002204,0.0070324225090385,-0.0048299375010232,0.0047375567221736,-0.0283640535724398,Capital Goods,1.0
2020-05-29,1637.776611328125,1669.1767463479605,1572.9585379118623,1599.8307812720686,80815.0,1587.5266967773437,1467.1641625976563,-1.0540443814204628,0.0237186335774336,-0.0231691121936861,0.0191724163128523,-0.0395768708430264,Capital Goods,1.0
2020-06-01,1697.230224609375,1752.1065969579165,1648.7519943283764,1663.516937561168,26873.0,1593.2407287597655,1466.6884399414062,-0.987757331590612,0.0363014179528654,-0.0198637088589241,0.0323328983616064,-0.0285631433956793,Capital Goods,1.0
2020-06-02,1666.6175537109375,1739.3102648575716,1655.6422555124138,1713.7176972931704,12817.0,1599.793896484375,1467.6225708007812,-1.021888539590875,-0.0180368405267371,0.0282609189356961,0.0436169119812608,-0.006585372975393,Capital Goods,1.0
2020-06-03,1713.127197265625,1720.6080779207534,1663.615372132055,1693.0468501279724,35736.0,1609.2877563476563,1471.4890185546874,-0.9700332041498844,0.0279066084784285,-0.011721457209776,0.0043667981379718,-0.0289014296268236,Capital Goods,1.0
2020-06-04,1650.8189697265625,1722.478204925407,1643.9286632711894,1721.0017106849698,77828.0,1615.9491943359376,1475.862392578125,-1.0395029698334792,-0.036371045675134,0.0425138929497714,0.0434082940122222,-0.0041738716247695,Capital Goods,1.0
2020-06-05,1656.577392578125,1689.79851538132,1643.8796373215046,1658.5953162483972,34961.0,1621.220281982422,1481.0311083984377,-1.033082689526929,0.0034882218808742,0.0012181282198544,0.0200540723011395,-0.0076650540527171,Capital Goods,1.0
2020-06-08,1617.5980224609375,1683.2036142647892,1594.7123592845303,1680.2506254678335,33205.0,1625.0567016601562,1486.2598657226563,-1.0765422423899516,-0.0235300628221927,0.0387318741349469,0.0405574134568007,-0.0141479297443687,Capital Goods,1.0
2020-06-09,1608.9849853515625,1648.751921397651,1584.7705035523686,1623.1593542595378,16084.0,1628.1893310546875,1494.051813964844,-1.0861452385502464,-0.0053245843465309,0.0088095097449765,0.0247155420393181,-0.0150495386965361,Capital Goods,1.0
2020-06-10,1713.619384765625,1733.7981410957127,1599.633971677088,1622.1751430236457,46302.0,1632.569598388672,1502.4304272460938,-0.9694844459577826,0.0650313087857683,-0.0533632162164682,0.0117755182448799,-0.066517345743102,Capital Goods,1.0
2020-06-11,1682.7113037109375,1765.8871476206036,1663.5168781933223,1688.1251160364188,101415.0,1634.395526123047,1509.4388525390625,-1.0039450177539004,-0.0180367246831272,0.0032173150043872,0.0494296577946768,-0.0114068441064638,Capital Goods,1.0
2020-06-12,1620.6492919921875,1647.7183538231066,1609.378767038279,1634.085413987017,62584.0,1633.1306640625,1516.2809228515623,-1.0731402682407023,-0.0368821505993824,0.0082905796221421,0.0167026030645065,-0.0069543268920657,Capital Goods,1.0
2020-06-15,1565.0347900390625,1628.0318840599623,1541.5094088665696,1608.3945567211035,39347.0,1631.107867431641,1523.0964184570312,-1.1351469497318634,-0.0343161856349319,0.0277053053120683,0.0402528393757481,-0.0150318582834223,Capital Goods,1.0
2020-06-16,1563.4598388671875,1584.721333417006,1548.3504040920511,1574.9273023186788,46391.0,1631.602490234375,1528.6431176757812,-1.1369029215062918,-0.0010063362053668,0.0073346709435146,0.01359900268703,-0.0096641016286571,Capital Goods,1.0
2020-06-17,1597.714599609375,1604.457233276014,1543.0843073107133,1562.6724902024382,33461.0,1632.2816833496097,1533.1690673828125,-1.0987110117650702,0.0219095878836305,-0.0219326464285325,0.004220174033765,-0.0341927727968551,Capital Goods,1.0
2020-06-18,1620.354248046875,1633.6918424684773,1594.761677610159,1597.7146665067032,44224.0,1632.3875122070312,1539.607570800781,-1.0734692237343308,0.0141700203797569,-0.0139719950544523,0.0082312830281889,-0.0157944291919895,Capital Goods,1.0
2020-06-19,1589.34765625,1649.0964090266384,1561.6387567055888,1633.9869751851732,57781.0,1631.6812561035156,1546.2527783203125,-1.1080396288293142,-0.0191356870476004,0.0280865666864214,0.0375932556616425,-0.0174341337060195,Capital Goods,1.0
2020-06-22,1583.687744140625,1632.0182981794762,1565.083892705288,1583.7368885207932,82152.0,1629.7618103027344,1553.3202612304688,-1.1143500758369989,-0.0035611542176551,3.1031609829756945e-05,0.0305177294057279,-0.0117471714384151,Capital Goods,1.0
2020-06-23,1564.5919189453125,1599.4863556427151,1550.368404108779,1584.7706759999703,39779.0,1626.9195617675782,1559.8886938476562,-1.1356407232241612,-0.0120578221723087,0.0128971374646116,0.0223025801647529,-0.0090908783717363,Capital Goods,1.0
2020-06-24,1594.5155029296875,1604.4572076079214,1563.115365448699,1577.4374088311115,42380.0,1627.21240234375,1566.959133300781,-1.1022778039129888,0.0191254880087495,-0.0107105224547503,0.0062349376095545,-0.0196925883902008,Capital Goods,1.0
2020-06-25,1604.26025390625,1606.6225485608015,1569.0704745720386,1596.7792536421412,30469.0,1627.4338745117188,1571.1454858398438,-1.0914130177727897,0.0061114181446702,-0.004663208632074,0.0014725133586022,-0.0219352061166677,Capital Goods,1.0
2020-06-26,1599.7322998046875,1622.1750610914914,1585.2134392761077,1605.4414591263485,38106.0,1625.5316589355468,1575.07689453125,-1.096461402599086,-0.0028224560762739,0.0035688216849518,0.0140290730452488,-0.0090758063273164,Capital Goods,1.0
2020-06-29,1604.3094482421875,1611.1013459790345,1577.0927129131212,1599.732291931003,15264.0,1620.8856201171875,1579.6185888671876,-1.091358169173728,0.0028611964877241,-0.0028530383064188,0.004233533464687,-0.0169647665909387,Capital Goods,1.0
