Date_Ticker,Close_COROMANDEL.NS,High_COROMANDEL.NS,Low_COROMANDEL.NS,Open_COROMANDEL.NS,Volume_COROMANDEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,501.3952331542969,503.8260479921042,494.43010040663626,495.5052761894942,130352.0,,,-1.4311868003160304,,-0.0117471339481005,0.0048481012125203,-0.013891501727774,Chemicals,2.0
2020-01-13,509.10833740234375,514.1101706780103,501.3952828109879,504.6674877891389,272841.0,,,-1.407031531182673,0.0153832819660518,-0.0087227988366164,0.0098246933082803,-0.0151501242951758,Chemicals,2.0
2020-01-14,521.6829833984375,524.4409962465126,504.8077656885068,507.285258164142,177853.0,,,-1.367651283162656,0.0246993519301887,-0.0275986100610438,0.0052867602276545,-0.0323476483744959,Chemicals,2.0
2020-01-15,535.145751953125,542.2510882149904,520.046841068256,521.1220169130821,455544.0,,,-1.3254896855411895,0.0258064168913197,-0.0262054496160352,0.0132773851533587,-0.0282145767386967,Chemicals,2.0
2020-01-16,545.8037719726562,558.2381393182872,534.7717781711806,541.5966513401906,325962.0,,,-1.292111770019605,0.0199161069309297,-0.0077081193800844,0.0227817541470816,-0.0202123810203868,Chemicals,2.0
2020-01-17,548.1878662109375,557.20982666577,545.6636391564299,547.860668500237,216816.0,,,-1.2846454586470404,0.004368042803487,-0.0005968714940045,0.0164577894020021,-0.0046046751672105,Chemicals,2.0
2020-01-20,562.5855712890625,564.689131796583,539.1659423845484,551.6003108609005,264829.0,,,-1.23955590327731,0.0262641805219834,-0.0195263813876193,0.0037390943082675,-0.0416285630128271,Chemicals,2.0
2020-01-21,554.218017578125,560.8559533100821,543.2794924355009,554.2647519507511,441459.0,,,-1.2657607237199608,-0.0148733884016342,8.43248886608361e-05,0.0119771200527982,-0.0197368631038455,Chemicals,2.0
2020-01-22,555.9476928710938,561.1364640512581,551.132853766279,554.218064435885,321505.0,,,-1.2603438680842345,0.0031209293781664,-0.0031111351974074,0.009333200311288,-0.0086605973305677,Chemicals,2.0
2020-01-23,572.7293701171875,578.7128537892113,554.2180495345373,558.7056337571904,1151686.0,,,-1.2077883836317618,0.0301857125432569,-0.0244857992128597,0.0104473141840089,-0.0323212350343803,Chemicals,2.0
2020-01-24,568.9429931640625,577.7779588009929,555.7607033368994,575.5809295173761,308523.0,,,-1.2196462493369005,-0.0066111101519907,0.0116671378909125,0.0155287361705547,-0.0231697902699398,Chemicals,2.0
2020-01-27,564.1749877929688,570.2986752706225,557.443582180506,564.6891801040263,155986.0,,,-1.2345782986472964,-0.0083804624160628,0.0009114057201808,0.0108542342538251,-0.0119314144691095,Chemicals,2.0
2020-01-28,575.0198974609375,583.3874044989078,565.437011409473,567.493837389162,423283.0,,,-1.2006150974079166,0.0192225991981559,-0.0130883472119968,0.0145516826024942,-0.0166653120940314,Chemicals,2.0
2020-01-29,577.871337890625,583.3873630263802,572.448838557091,577.1701511562183,405868.0,,,-1.191685189451042,0.0049588552366245,-0.00121339593856,0.0095454208819043,-0.0093835755089143,Chemicals,2.0
2020-01-30,580.3956909179688,588.7631983612139,562.1648336443782,576.8430224515585,281357.0,,,-1.1837796270727643,0.0043683651737396,-0.0061211144775925,0.014416901390172,-0.0314110830918751,Chemicals,2.0
2020-01-31,590.7265014648438,599.7017270187487,572.1684464120291,584.135356754506,717405.0,,,-1.1514264394195988,0.0177995989779585,-0.0111576925937696,0.0151935380106509,-0.0314156466770927,Chemicals,2.0
2020-02-03,588.6697387695312,596.4762626420269,565.670776536605,571.7477290556851,320154.0,,,-1.157867640633922,-0.0034817511830132,-0.028746185848142,0.0132612963744547,-0.0390693808739004,Chemicals,2.0
2020-02-04,579.4140625,600.2159388866479,574.6460147825352,592.1756858948788,307825.0,,,-1.1868538106780218,-0.0157230373160984,0.0220250494781162,0.035901573215006,-0.0082290852536303,Chemicals,2.0
2020-02-05,579.4140625,588.9969493747479,572.168465106898,582.1720755008884,135142.0,,,-1.1868538106780218,0.0,0.0047600035611636,0.0165389269866882,-0.0125050423557885,Chemicals,2.0
2020-02-06,587.6880493164062,588.9969542620814,578.7128804575054,584.3223752600014,44729.0,559.9560958862305,,-1.1609420153840906,0.0142799206161936,-0.005726973792167,0.0022272104174956,-0.0152719948437621,Chemicals,2.0
2020-02-07,579.2738037109375,586.9868590190754,572.7761845863885,585.3975478178869,184254.0,563.8500244140625,,-1.1872930616837347,-0.0143175373657098,0.0105714155684575,0.0133150424872083,-0.0112168357742471,Chemicals,2.0
2020-02-10,574.5056762695312,582.1719961367711,572.1683871065145,582.1719961367711,107882.0,567.1198913574219,,-1.2022254932839531,-0.0082312153783939,0.0133442021269833,0.0133442021269833,-0.0040683482506101,Chemicals,2.0
2020-02-11,568.5689086914062,578.6659851146869,564.6889863738505,575.0665260466941,91983.0,569.4641876220703,,-1.220817776497046,-0.0103336969909062,0.0114280208712826,0.0177587558322871,-0.0068240142192889,Chemicals,2.0
2020-02-12,576.6559448242188,579.0867596815265,564.5020417258434,570.1582698321585,243669.0,571.539697265625,,-1.1954914580658211,0.0142234934221522,-0.0112678539957495,0.0042153642551083,-0.0210765244119355,Chemicals,2.0
2020-02-13,583.574462890625,588.9969632028027,578.7128892421189,580.5827208713341,193945.0,573.4282318115235,,-1.1738246089576485,0.0119976532428105,-0.0051265814553842,0.009291873885842,-0.0083306826423233,Chemicals,2.0
2020-02-14,591.9885864257812,595.4945200270125,584.3690012406835,585.257182498873,228021.0,575.6182678222656,,-1.1474739449478266,0.0144182517745524,-0.0113708339675094,0.0059222993172873,-0.0128711690728737,Chemicals,2.0
2020-02-17,586.0051879882812,597.3177029418572,576.5625616207305,596.4762559312823,285111.0,576.7892486572266,,-1.1662122628730016,-0.0101072868205545,0.0178685584319611,0.0193044621198852,-0.0161135542160755,Chemicals,2.0
2020-02-18,583.1536865234375,587.7815307989746,565.0162985383389,583.2939467080131,179790.0,578.2360321044922,,-1.1751423619747874,-0.0048660003755816,0.0002405201027053,0.0079358913138776,-0.0311022435495992,Chemicals,2.0
