Date_Ticker,Close_JSWENERGY.NS,High_JSWENERGY.NS,Low_JSWENERGY.NS,Open_JSWENERGY.NS,Volume_JSWENERGY.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,65.14224243164062,68.04697250162187,64.76129220078468,66.5708003478344,894515.0,,,-1.1361099332145257,,0.0219298240721892,0.0445905753556061,-0.0058479753940878,Power,16.0
2020-01-13,64.95176696777344,66.28508921018386,64.57082398367474,65.47557446994163,512208.0,,,-1.1370393975171715,-0.002923993045942,0.0080645612370806,0.0205278825296926,-0.0058650134073751,Power,16.0
2020-01-14,64.23749542236328,65.14225327956514,64.0946454197726,65.14225327956514,560576.0,,,-1.1405248328082875,-0.0109969532586319,0.0140845755466187,0.0140845755466187,-0.0022237791441187,Power,16.0
2020-01-15,64.23749542236328,64.85653874233876,63.90416663961419,63.90416663961419,434853.0,,,-1.1405248328082875,0.0,-0.0051890065227083,0.0096367910346635,-0.0051890065227083,Power,16.0
2020-01-16,64.38034057617188,64.90414804051164,64.04701185614708,64.76129079878069,430168.0,,,-1.1398277904251088,0.0022237036620027,0.0059171824690504,0.0081361400025528,-0.0051774923375935,Power,16.0
2020-01-17,64.23749542236328,64.99939601095194,63.80893088254624,64.14225966529533,869257.0,,,-1.1405248328082875,-0.0022187697755277,-0.0014825571333654,0.0118606832906411,-0.0066715636560737,Power,16.0
2020-01-20,63.04702377319336,64.76129628720454,62.90417378537723,64.28511028509274,397301.0,,,-1.1463339846998235,-0.0185323484569648,0.0196375092399809,0.0271903796787957,-0.0022657689335189,Power,16.0
2020-01-21,63.14225769042969,63.9993865579392,62.90416472367245,63.23749342392845,340244.0,,,-1.1458692711631029,0.0015105220125683,0.001508272541753,0.0135745679495939,-0.0037707388912913,Power,16.0
2020-01-22,63.18988037109375,64.18987387155688,63.09464462486433,64.18987387155688,234208.0,,,-1.1456368864728397,0.000754212510068,0.01582521591417,0.01582521591417,-0.0015071360425139,Power,16.0
2020-01-23,63.66606903076172,64.28511230617372,63.18988301367895,63.38036178012525,403235.0,,,-1.1433132257162248,0.0075358373345774,-0.0044875905641107,0.0097232840795131,-0.0074794317339222,Power,16.0
2020-01-24,64.28510284423828,65.61842494902666,63.475588187552056,63.475588187552056,1256925.0,,,-1.1402925225764318,0.0097231354613312,-0.0125925699869792,0.0207407633463541,-0.0125925699869792,Power,16.0
2020-01-27,63.80892181396485,64.38034354118412,63.23750008674558,63.52320731734447,437083.0,,,-1.1426161461038424,-0.0074073309243545,-0.0044776574889224,0.008955201106285,-0.0089552011062848,Power,16.0
