Date_Ticker,Close_TIMKEN.NS,High_TIMKEN.NS,Low_TIMKEN.NS,Open_TIMKEN.NS,Volume_TIMKEN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-30,911.6083984375,948.049982495122,904.4909060764256,940.457990643309,16114.0,,,-1.4055840270338709,-0.0370408528986563,0.0316469135818158,0.0399750420466538,-0.0078076204357856,Capital Goods,1.0
2020-01-31,941.6917724609376,950.9919518304667,911.9881129372452,911.9881129372452,35519.0,,,-1.376037543856032,0.033000325660668,-0.0315428682636435,0.0098760333704783,-0.0315428682636435,Capital Goods,1.0
2020-02-03,906.4839477539062,924.135307764162,892.059149915492,892.059149915492,15588.0,,,-1.410617022860752,-0.037387843598784,-0.015912910398641,0.0194723360010866,-0.015912910398641,Capital Goods,1.0
2020-02-04,941.5968627929688,948.050044706006,910.3273327169532,911.0390819997656,42069.0,,,-1.3761307596936527,0.0387352860754628,-0.0324531463524235,0.0068534445770092,-0.0332090423318357,Capital Goods,1.0
2020-02-05,949.378662109375,966.0810220325684,936.662051813502,941.881546529788,32636.0,,,-1.3684878403051433,0.0082644703098562,-0.0078968654750778,0.0175929379812298,-0.013394666220556,Capital Goods,1.0
2020-02-06,935.3809814453124,957.5400871515008,929.022675922382,957.5400871515008,20665.0,909.145849609375,,-1.3822357076802343,-0.0147440438917826,0.0236899254375997,0.0236899254375997,-0.0067975569837926,Capital Goods,1.0
2020-02-07,923.1388549804688,986.9590431042792,914.36061349132,930.0190983098016,226196.0,911.5563079833984,,-1.394259351815785,-0.0130878505204667,0.0074530968902595,0.0691338987406837,-0.009509123618607,Capital Goods,1.0
2020-02-10,905.0130004882812,928.1211050367874,892.106578180193,927.1721059518828,43628.0,911.8006774902344,,-1.4120617184791828,-0.0196350249958561,0.0244848476780399,0.0255334503880482,-0.0142610352570901,Capital Goods,1.0
2020-02-11,936.8518676757812,939.5090534141076,902.735340464818,911.0390820985286,72384.0,914.609716796875,,-1.3807910720076797,0.0351805633403299,-0.0275526862547556,0.0028362922997833,-0.0364161383331627,Capital Goods,1.0
2020-02-12,945.3929443359376,951.8461268316904,926.31802708074,946.1521320550302,171318.0,918.9063110351562,,-1.3724024259182042,0.0091167845791305,0.0008030393326299,0.0068259262293159,-0.0201767078646817,Capital Goods,1.0
2020-02-13,965.7489013671876,986.7692533840352,954.6930393233972,977.469016404671,61192.0,923.3120361328124,,-1.3524097568271622,0.0215317420689535,0.0121357787939408,0.0217658565151765,-0.0114479675080539,Capital Goods,1.0
2020-02-14,988.0978393554688,995.5000788439196,959.5804852499812,967.8842275663628,72248.0,928.7355682373048,,-1.330459675037837,0.0231415619076991,-0.0204570954251768,0.0074914033748716,-0.028860860705949,Capital Goods,1.0
2020-02-17,1000.76708984375,1015.4290802250384,989.8061034343132,1005.9390888210662,76058.0,934.4390594482422,,-1.3180165296600548,0.0128218583055958,0.005168034630439,0.0146507519382734,-0.0109525847928793,Capital Goods,1.0
2020-02-18,985.8201293945312,1004.040862412381,880.671002191578,1004.040862412381,75033.0,939.8673248291016,,-1.3326967352489822,-0.0149355035761142,0.0184828169709219,0.0184828169709219,-0.1066615745283405,Capital Goods,1.0
2020-02-19,982.451171875,1002.5699034591598,971.77493359092,986.9589169282782,22689.0,944.9397216796876,,-1.3360055677821991,-0.0034174160367372,0.0045882637044192,0.0204780982099734,-0.0108669403525717,Capital Goods,1.0
2020-02-20,987.0538940429688,994.5035134565996,976.9945272278068,986.0100182512784,31371.0,948.7428344726562,,-1.331484989305789,0.0046849373279126,-0.0010575671683078,0.0075473279205831,-0.0101913045233618,Capital Goods,1.0
2020-02-24,963.7559814453124,986.4845204612768,960.908984272264,965.1320416634136,22492.0,950.057196044922,,-1.354367109579569,-0.0236034858261164,0.001427809782345,0.0235832922996535,-0.0029540643356411,Capital Goods,1.0
2020-02-25,1031.7991943359375,1042.9499329272894,944.6336566865048,966.0810115741406,155008.0,954.2921020507812,,-1.2875382477812662,0.0706021173415524,-0.0636928029432053,0.0108070820878363,-0.0844791681636583,Capital Goods,1.0
2020-02-26,982.9256591796876,1034.408852045242,978.4179141822426,1034.408852045242,49759.0,956.5815582275392,,-1.3355395485399717,-0.0473672933886179,0.0523775042239922,0.0523775042239922,-0.0045860487569394,Capital Goods,1.0
2020-02-27,958.8211669921876,993.0800095280372,951.1342978561609,982.2140167434536,66954.0,957.188916015625,,-1.3592138535688376,-0.0245232098301479,0.0243975107732021,0.035730169206964,-0.0080169998333894,Capital Goods,1.0
2020-02-28,900.8373413085938,952.747600530221,888.4054770177921,920.5290714451788,56250.0,956.6503631591796,,-1.416162855659238,-0.0604740776275188,0.0218593626547274,0.0576244532073018,-0.0138003429928232,Capital Goods,1.0
2020-03-02,873.0791015625,935.143660864234,864.5381103515625,908.2869421631098,64096.0,953.219729614258,,-1.4434257006800593,-0.0308138200685275,0.0403260604194972,0.0710869830587637,-0.0097826086956521,Capital Goods,1.0
2020-03-03,923.470947265625,925.748568141918,878.867992162939,878.867992162939,33344.0,954.0690795898438,,-1.3939331863029267,0.0577173885080304,-0.0482992510319402,0.0024663698225018,-0.0482992510319402,Capital Goods,1.0
2020-03-04,880.8134765625,920.6239397003454,863.6365592939811,920.6239397003454,39771.0,951.0299102783204,,-1.4358293592374218,-0.0461925422011734,0.0451973819624234,0.0451973819624234,-0.0195011971610087,Capital Goods,1.0
2020-03-05,892.2963256835938,906.151688162086,873.173972323208,896.7091942813145,38536.0,948.1757934570312,,-1.424551441802837,0.013036641044489,0.0049455191853895,0.0155277591980191,-0.0214304965850173,Capital Goods,1.0
2020-03-06,889.9713134765625,892.0591230084905,855.9971584613387,857.8951565953994,36629.0,945.9053100585936,,-1.4268349600681025,-0.0026056503205367,-0.0360417874098228,0.0023459290207592,-0.0381744383226331,Capital Goods,1.0
2020-03-09,865.2498779296875,874.1229958176809,848.0255221208711,857.8951353424047,41825.0,943.0108612060546,,-1.451115198014441,-0.0277777892079507,-0.0085001370989854,0.010254977335824,-0.0199067994670276,Capital Goods,1.0
2020-03-11,890.3509521484375,900.6001306706601,843.6601856335267,843.6601856335267,68069.0,942.2777587890624,,-1.4264620967176191,0.0290102025542149,-0.0524408564984907,0.0115113916568416,-0.0524408564984907,Capital Goods,1.0
2020-03-12,845.79541015625,868.334137776122,787.3370913721569,868.334137776122,55131.0,937.724935913086,,-1.4702224665127768,-0.0500426734925974,0.026647966339411,0.026647966339411,-0.0691163821441093,Capital Goods,1.0
2020-03-13,916.1162719726562,946.1046787429,689.5902296894905,777.2302747407199,99585.0,936.261102294922,,-1.4011566044492048,0.08314169239038,-0.1516030240712521,0.0327342802302486,-0.2472677859933558,Capital Goods,1.0
2020-03-16,836.6849975585938,887.2191946733785,828.4761329804165,859.7931002064804,57062.0,929.8079071044922,,-1.479170287736224,-0.086704359309135,0.0276186410839383,0.0603981154941717,-0.0098111769687878,Capital Goods,1.0
2020-03-17,830.3741455078125,856.0445575073361,809.1640405029058,836.1155780151486,128262.0,921.9217224121094,,-1.485368511506303,-0.0075426858007446,0.0069142717633927,0.0309142717633927,-0.0255428292410715,Capital Goods,1.0
2020-03-18,778.4639282226562,843.3280496343561,759.1992586196441,840.2438026462138,26318.0,910.8065643310548,,-1.5363522994477383,-0.06251425043275,0.0793612551381921,0.0833232203318576,-0.0247470292515623,Capital Goods,1.0
2020-03-19,757.7283325195312,778.2741279975254,670.0407937210755,731.7731727394398,60142.0,899.4019744873046,,-1.5567178318892634,-0.0266365530262491,-0.034253912208598,0.0271149891012747,-0.1157242444754373,Capital Goods,1.0
2020-03-20,776.7083129882812,801.8567887500275,697.5143277314528,750.8955262823292,62970.0,889.1148315429688,,-1.538076582633155,0.0250485294718219,-0.0332335656440199,0.0323782755266142,-0.1019610372807009,Capital Goods,1.0
2020-03-23,689.3529052734375,740.2192291320522,629.8032172887756,678.5342933710479,38526.0,874.2297821044922,905.7569665527344,-1.6238729790921769,-0.1124687430970778,-0.0156938656813209,0.0737885101658317,-0.086384908990905,Capital Goods,1.0
2020-03-24,660.5033569335938,759.1992608432112,606.4578479678563,699.507195790491,34160.0,859.0671508789062,901.4684399414062,-1.652207656380946,-0.0418501875006972,0.059051689060255,0.1494252873563217,-0.0818247301825161,Capital Goods,1.0
2020-03-25,683.0419921875,699.4122240252692,614.4293798953968,639.6252903568948,21167.0,841.6292907714844,897.126767578125,-1.6300712628081315,0.0341234227158852,-0.0635637374088224,0.0239666550885724,-0.1004515287154828,Capital Goods,1.0
2020-03-26,705.0114135742188,721.2392740719149,663.3503323371954,688.3564339995826,39786.0,827.7335784912109,893.61357421875,-1.6084939244775371,0.0321640860122813,-0.0236237020478858,0.0230178691936706,-0.0590927755705583,Capital Goods,1.0
2020-03-27,705.5333862304688,735.3794192455805,698.7480195566442,708.7125100183875,15892.0,815.069189453125,890.5350207519531,-1.6079812673435612,0.0007403747601811,0.0045059863217873,0.0423027933158108,-0.0096173573161115,Capital Goods,1.0
2020-03-30,648.2138061523438,703.2083140955605,636.066629585087,703.2083140955605,40803.0,802.4380126953125,885.9466088867188,-1.6642778784623689,-0.0812429024576323,0.084840075020389,0.084840075020389,-0.018739459807806,Capital Goods,1.0
2020-03-31,728.072021484375,739.2227593836503,663.1604687571204,674.595894762981,28258.0,795.1876586914062,882.9155053710938,-1.585844873770747,0.1231973379370801,-0.0734489516742701,0.0153154324987541,-0.0891554005809954,Capital Goods,1.0
2020-04-01,750.4210205078125,777.2302444462832,740.2192804250317,749.7092711997116,72127.0,786.5351623535156,880.18998046875,-1.5638947320355454,0.0306961376951045,-0.0009484666455895,0.035725576983876,-0.0135946885867845,Capital Goods,1.0
2020-04-03,748.52294921875,768.6891776446117,734.8573406694808,750.4209471882428,12502.0,779.9206359863281,877.6153430175781,-1.5657589288962075,-0.0025293418456989,0.0025356576862123,0.0269413629160062,-0.0182567662935816,Capital Goods,1.0
2020-04-07,760.3380737304688,787.5743588840645,751.9393971273689,787.5743588840645,20376.0,773.3227233886719,875.2020397949219,-1.554154666111136,0.0157845855281397,0.0358212827880177,0.0358212827880177,-0.0110459766428546,Capital Goods,1.0
2020-04-08,766.7911987304688,814.2411491469582,750.9429037069007,761.6665809165668,32055.0,767.1637176513672,872.3180310058593,-1.5478167085034409,0.0084871785630027,-0.0066831985322556,0.0618811881188119,-0.0206683319393952,Capital Goods,1.0
2020-04-09,780.931396484375,786.720267928678,754.4542979533161,770.3974715331507,30272.0,762.9477935791016,869.1872839355469,-1.5339288675072278,0.0184407408135583,-0.0134889248897487,0.0074127784724287,-0.0339045128038832,Capital Goods,1.0
2020-04-13,773.38671875,783.6833343598346,769.6381612506938,769.6381612506938,37862.0,757.0995819091797,865.7129968261719,-1.5413388971663762,-0.0096611274285294,-0.0048469380303878,0.0133136700698412,-0.0048469380303878,Capital Goods,1.0
2020-04-15,775.1424560546875,801.9042423544088,771.0617714946238,771.0617714946238,12020.0,753.5669342041016,862.473115234375,-1.5396144940892067,0.002270193245011,-0.0052644317546912,0.034524990975121,-0.0052644317546912,Capital Goods,1.0
2020-04-16,773.8139038085938,792.4142633482027,767.0285369475267,774.8103412978032,33546.0,746.4518157958985,859.0159130859375,-1.5409193359782682,-0.0017139459149945,0.001287696543452,0.0240372516545137,-0.008768732155975,Capital Goods,1.0
2020-04-17,776.470947265625,806.5542253632758,773.4341390615372,806.5542253632758,6530.0,743.44111328125,856.3131640625,-1.5383097121460214,0.0034336982625327,0.0387435978172658,0.0387435978172658,-0.0039110390604852,Capital Goods,1.0
2020-04-20,783.1614379882812,796.8270469882008,755.071090282373,772.3428260364864,12799.0,741.0804779052735,853.1425573730469,-1.5317386250254597,0.0086165370980293,-0.0138140253426992,0.0174492873845046,-0.0358678892286427,Capital Goods,1.0
2020-04-21,763.5172119140625,781.9752559353476,757.538529187368,781.9752559353476,39878.0,740.3331420898437,850.28322265625,-1.5510322652531607,-0.0250832397017391,0.0241750202002815,0.0241750202002815,-0.0078304491809771,Capital Goods,1.0
2020-04-22,784.1104736328125,792.4142154110722,758.2502492376607,758.2502492376607,11009.0,741.6522491455078,847.1334948730469,-1.5308065265951285,0.0269715749657099,-0.032980332829047,0.0105900151285929,-0.032980332829047,Capital Goods,1.0
2020-04-23,793.1259155273438,796.210162282311,768.689191237988,786.7201722670272,36089.0,742.4731292724609,844.0084399414062,-1.521951981155178,0.0114976679915552,-0.0080765779240202,0.0038887227041579,-0.030810649117559,Capital Goods,1.0
2020-04-24,789.3773803710938,816.1391645609243,774.8577068185986,774.8577068185986,26337.0,747.4743530273438,841.0883679199219,-1.5256336170930018,-0.0047262800053099,-0.0183938302686977,0.0339023955528718,-0.0183938302686977,Capital Goods,1.0
2020-04-27,810.2079467773438,820.5045634005552,788.2385953883388,798.1082087727626,44759.0,754.9595825195313,838.8297497558593,-1.5051748088679795,0.0263886031247276,-0.0149341142020498,0.0127086097639093,-0.0271156947748901,Capital Goods,1.0
2020-04-28,843.5653686523438,853.1502369103316,797.1592869907437,818.9862674678712,47063.0,762.9857513427735,837.6007971191407,-1.472412708994545,0.0411714326028044,-0.0291371624510136,0.0113623301929763,-0.0550118383068962,Capital Goods,1.0
2020-04-29,828.2864379882812,863.5892175884469,818.416881683514,843.7076740166464,29901.0,769.1495025634765,835.4294885253906,-1.4874189602045778,-0.0181123256499631,0.0186182404070502,0.0426214627948129,-0.0119156319023382,Capital Goods,1.0
2020-04-30,856.1395263671875,863.5891458298744,836.0681730506806,843.6601655414927,33516.0,776.6798095703125,833.6444201660156,-1.460062959292012,0.0336273625903558,-0.0145763166415734,0.008701408162169,-0.0234440213287133,Capital Goods,1.0
2020-05-04,824.7749633789062,849.3540593260893,814.1936598512959,836.0680740405415,54144.0,785.5078674316406,830.82494140625,-1.4908677663589165,-0.0366348731980275,0.0136923538699211,0.0298009724331209,-0.0128293219331746,Capital Goods,1.0
2020-05-05,797.3490600585938,845.0362651119443,792.841314307282,827.479781659467,20242.0,788.9717193603516,827.0099658203125,-1.5178042060833743,-0.0332525895402487,0.0377886212077043,0.0598071878956578,-0.0056534157712313,Capital Goods,1.0
2020-05-06,806.7440795898438,816.139193474343,788.0013481117993,807.5982019147277,272846.0,791.7878723144531,823.1295056152344,-1.5085768572388174,0.0117828188454371,0.0010587277260445,0.0116457177960025,-0.0232325615424081,Capital Goods,1.0
2020-05-07,851.2047729492188,876.8751875812869,799.7690090196207,819.9352403357489,168115.0,796.9219635009765,820.4371984863282,-1.4649096433354043,0.0551112731834105,-0.0367356171008399,0.0301577428227128,-0.0604270154070982,Capital Goods,1.0
2020-05-08,804.7511596679688,842.7111200296654,802.0939740271106,841.762121020623,55847.0,799.1426177978516,816.8831982421875,-1.5105342099912242,-0.0545739577097288,0.0459905660377359,0.0471698113207545,-0.0033018723973687,Capital Goods,1.0
2020-05-11,806.317138671875,817.0408173189004,800.9552703872071,817.0408173189004,22998.0,801.1189147949219,813.2684631347656,-1.50899617864342,0.0019459170516167,0.0132995792011676,0.0132995792011676,-0.0066498255184055,Capital Goods,1.0
2020-05-12,797.0642700195312,815.190127449309,783.0190387151597,803.7547012738576,40001.0,801.9255584716797,809.93462890625,-1.518083913542113,-0.0114754706412226,0.0083938416335767,0.02274077274764,-0.0176212029978805,Capital Goods,1.0
2020-05-13,800.0062255859375,811.3942145622498,792.4616713046693,809.4962163995311,17238.0,803.2565338134766,805.29876953125,-1.515194462359375,0.0036909891423613,0.0118623962040333,0.0142348754448398,-0.0094306194626704,Capital Goods,1.0
2020-05-14,765.3677368164062,796.9219553522345,762.0462401284243,796.9219553522345,38313.0,802.7677978515625,800.9476110839844,-1.549214766230123,-0.0432977740193977,0.0412275263484189,0.0412275263484189,-0.004339739615623,Capital Goods,1.0
2020-05-15,761.0497436523438,776.3286040625653,751.5123154870911,762.046180996958,13401.0,802.12958984375,796.9921826171875,-1.5534556971936713,-0.0056417235223729,0.0013092933187681,0.0200760338435921,-0.0125319379512326,Capital Goods,1.0
2020-05-18,733.6237182617188,761.0972528770926,715.9723587579307,761.0972528770926,19498.0,799.9872283935547,793.64791015625,-1.5803922568098816,-0.0360370995711858,0.0374490817724253,0.0374490817724253,-0.0240605082202248,Capital Goods,1.0
2020-05-19,711.2748413085938,744.9643101097346,704.06247115671,744.9643101097346,34809.0,796.3928985595703,790.4118249511719,-1.6023422786533306,-0.0304636783092011,0.04736490993996,0.04736490993996,-0.0101400608217978,Capital Goods,1.0
2020-05-20,749.377197265625,757.016628790741,711.7967964079778,721.2393494757075,64021.0,795.6858978271484,786.9299499511719,-1.5649199264117448,0.0535691040146043,-0.0375483106406074,0.0101943741456123,-0.0501488449271914,Capital Goods,1.0
2020-05-21,747.6688842773438,764.750867312227,736.5181453517949,757.3012478798253,27436.0,793.863818359375,784.2670581054688,-1.566597751543042,-0.0022796436754609,0.0128831944260883,0.0228469893479568,-0.0149140069354718,Capital Goods,1.0
2020-05-22,746.1505126953125,763.8493683752271,738.6059585659511,748.2857605853785,36574.0,791.5150482177735,781.3441418457031,-1.5680890251073452,-0.0020308075057835,0.0028616852146263,0.0237202218302861,-0.0101113032839825,Capital Goods,1.0
2020-05-26,745.29638671875,755.2608768235701,727.7399041531144,746.9096967011344,13093.0,789.3109985351563,778.4506433105469,-1.5689279077000555,-0.0011447100310594,0.0021646555801608,0.013369835520993,-0.0235563768703213,Capital Goods,1.0
2020-05-27,727.5501708984375,744.9642809204577,714.6911869727289,744.9642809204577,58422.0,785.178109741211,775.6966491699219,-1.5863574110129703,-0.0238109511015371,0.0239352703340249,0.0239352703340249,-0.017674360394733,Capital Goods,1.0
2020-05-28,744.632080078125,749.7092015016523,728.5465356260027,732.3899699479749,13571.0,780.2314453125,772.7822717285156,-1.5695803586175243,0.0234786683626139,-0.0164404817596169,0.0068182953157143,-0.0216020030327389,Capital Goods,1.0
2020-05-29,807.8829345703125,811.9161808068422,744.6321783437666,744.96430486491,64764.0,779.2112701416015,772.0240222167969,-1.507458327133245,0.0849424248355662,-0.0778808748310384,0.004992364690405,-0.0782919820681532,Capital Goods,1.0
2020-06-01,844.0872802734375,852.2012111784812,816.9458706428752,838.9152234763668,68368.0,778.6086578369141,770.5834423828124,-1.471900111806445,0.0448138513067873,-0.0061273957302083,0.0096126681383177,-0.0321547430755857,Capital Goods,1.0
2020-06-02,842.046875,862.6401666913958,830.0895097197354,851.2521776921694,52191.0,779.4722534179688,770.6906799316406,-1.4739041024506003,-0.002417291814629,0.0109320549312286,0.0244562295791381,-0.0142003558653009,Capital Goods,1.0
2020-06-03,816.1866455078125,854.0517318916434,811.0145889478812,851.2521730268818,22029.0,780.4141326904297,770.4069299316407,-1.4993028105566355,-0.0307111519084819,0.0429626332555983,0.0463926806352879,-0.0063368551646828,Capital Goods,1.0
2020-06-04,857.80029296875,862.5452883764269,815.1427726692733,816.1866484900394,34698.0,782.966943359375,771.9936572265625,-1.4584318319983398,0.0509854549691222,-0.0485120427444604,0.0055315852029556,-0.0497289644794172,Capital Goods,1.0
2020-06-05,856.0445556640625,871.1811016397587,849.3541241476951,871.1811016397587,37039.0,783.2089324951172,773.9599816894531,-1.460156235075509,-0.0020467902833316,0.0176819604488394,0.0176819604488394,-0.0078155178630596,Capital Goods,1.0
2020-06-08,887.9783935546875,948.9990188845002,882.8063373173063,948.9990188845002,82161.0,787.3702941894531,776.1853833007813,-1.4287923128205091,0.0373039436783204,0.0687185924485611,0.0687185924485611,-0.0058245293747258,Capital Goods,1.0
2020-06-09,864.2534790039062,896.7092593220286,855.0481762873831,888.2631442896676,27921.0,790.2671112060547,779.6833947753906,-1.452093814444768,-0.0267178962044419,0.0277808141581723,0.0375535431520961,-0.0106511607302208,Capital Goods,1.0
2020-06-10,864.5855712890625,876.8751205478687,858.9865116579949,868.3341291139609,13966.0,793.6431762695313,783.7650390625,-1.45176764893191,0.0003842533391233,0.0043356701168508,0.014214381626197,-0.0064760040151023,Capital Goods,1.0
2020-06-11,844.5142822265625,866.8157600194095,839.864163688068,866.7682637288143,14848.0,795.8685791015625,786.9944848632813,-1.471480730455966,-0.0232149248484155,0.0263512198320425,0.0264074607880508,-0.0055062639393551,Capital Goods,1.0
2020-06-12,833.7905883789062,849.7338196404994,818.0372264446041,830.3742147784554,32924.0,799.2897216796875,789.570068359375,-1.4820130410813372,-0.0126980609722587,-0.0040974000523238,0.0191213854939171,-0.0188936672515463,Capital Goods,1.0
2020-06-15,828.0966186523438,846.8868477865032,821.1214982074857,846.5072249651283,17213.0,802.6420654296875,792.0213330078125,-1.487605391879819,-0.0068290165491469,0.0222324374935212,0.0226908656682343,-0.0084230756263796,Capital Goods,1.0
2020-06-16,836.5426635742188,850.3031498156552,811.9161266128422,831.3231687929842,30961.0,807.7880126953125,795.78791015625,-1.479310081519717,0.01019934719166,-0.0062393647192285,0.0164492342597843,-0.0294384710232913,Capital Goods,1.0
2020-06-17,858.2272338867188,860.2676049327557,829.5675100436795,841.7621241868221,27551.0,815.1356323242187,798.3910144042969,-1.4580125105937372,0.0259216549934827,-0.019185023557607,0.0023774251916903,-0.0333940974038377,Capital Goods,1.0
2020-06-18,881.4302978515625,884.70435612805,858.2272597105654,859.793131297413,37593.0,821.7382873535156,801.0111999511719,-1.4352235462117016,0.0270360378331998,-0.0245477907973993,0.0037144834758549,-0.0263243028944583,Capital Goods,1.0
2020-06-19,920.38671875,928.121084287989,872.3673892962514,895.8551161225579,47785.0,830.3741790771485,804.4484753417969,-1.3969623713232815,0.0441968253115324,-0.0266535817256893,0.0084033867291057,-0.0521729925861651,Capital Goods,1.0
2020-06-22,906.2467041015624,941.407109248614,897.895523587851,920.5291290031812,20663.0,838.3789886474609,807.3666479492188,-1.4108500324818656,-0.0153631233049966,0.015759974449538,0.0387978295401461,-0.0092151292533424,Capital Goods,1.0
2020-06-23,902.071044921875,928.12108070401,889.7340571415558,928.12108070401,35954.0,846.2177215576172,810.0722448730469,-1.4149511696619208,-0.0046076406797276,0.0288780312025103,0.0288780312025103,-0.0136762928482951,Capital Goods,1.0
2020-06-24,925.321533203125,937.6110827651252,902.8777399125868,914.8351050461342,113808.0,856.1062896728515,812.9600476074219,-1.392115627334013,0.0257745644449364,-0.0113327397890445,0.0132813828718092,-0.0242551291472123,Capital Goods,1.0
2020-06-25,899.1292114257812,924.325126017674,893.9571547316724,904.3961448612354,21725.0,863.8311462402344,815.4748974609375,-1.4178405009529065,-0.0283061842154213,0.0058578159496143,0.0280225736987664,-0.0057522952523223,Capital Goods,1.0
2020-06-26,907.337890625,915.7840046136732,895.4279651546398,895.4279651546398,9961.0,868.8038940429688,818.1188061523437,-1.4097783201056704,0.0091295879334205,-0.013126229592546,0.0093086754955811,-0.013126229592546,Capital Goods,1.0
2020-06-29,897.9902954101562,915.7840264949018,882.5690618033768,907.243035574224,11637.0,871.4990447998047,820.602333984375,-1.4189590910043552,-0.0103022207178021,0.0103038309114928,0.0198150594451784,-0.0171730515191544,Capital Goods,1.0
2020-06-30,901.6915283203124,911.0391463930256,885.4161704007217,896.8990364727936,9696.0,874.4812774658203,823.1067456054687,-1.4153239131206512,0.004121684754361,-0.0053150015243532,0.0103667582306401,-0.0180498068445966,Capital Goods,1.0
2020-07-01,916.2586669921876,924.2777212862136,894.9061864045913,908.1921743257624,30225.0,879.4848785400391,825.7686901855469,-1.4010167507198357,0.0161553460516712,-0.0088037286380113,0.0087519546421868,-0.0233039875712065,Capital Goods,1.0
2020-07-02,959.5328979492188,1029.1894500569908,918.9631893370138,929.0226138281594,350979.0,884.5715087890625,829.68900390625,-1.3585148247054963,0.0472292732565226,-0.0317970172635749,0.0725942302308206,-0.0422806854240364,Capital Goods,1.0
2020-07-03,942.8779907226562,973.1985218317636,934.7640604624936,969.3076489114508,35625.0,888.9131805419922,832.8643542480469,-1.3748724957504634,-0.0173573071461734,0.0280308358545287,0.0321574280102441,-0.0086054933299947,Capital Goods,1.0
2020-07-06,942.3560180664062,975.5709834564608,939.509021032973,939.509021032973,31893.0,891.6320617675781,835.8489562988282,-1.3753851528844392,-0.0005535951219414,-0.0030211480362537,0.0352467270896275,-0.0030211480362537,Capital Goods,1.0
