Date_Ticker,Close_ADANIPOWER.NS,High_ADANIPOWER.NS,Low_ADANIPOWER.NS,Open_ADANIPOWER.NS,Volume_ADANIPOWER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,61.20000076293945,62.5,60.95000076293945,61.25,6911234.0,,,-0.9449788805564584,,0.0008169809875366,0.021241817334221,-0.0040849672693369,Power,16.0
2020-01-13,62.29999923706055,62.70000076293945,60.75,61.29999923706055,11404017.0,,,-0.9398368112637208,0.0179738310524207,-0.0160513645625396,0.0064205703174544,-0.0248796028257171,Power,16.0
2020-01-14,62.45000076293945,63.25,62.09999847412109,62.400001525878906,5833027.0,,,-0.9391356118909652,0.0024077291768195,-0.0008006282858241,0.0128102358252539,-0.0056045201688142,Power,16.0
2020-01-15,63.29999923706055,64.05000305175781,61.70000076293945,62.20000076293945,9760457.0,,,-0.935162196331326,0.0136108641110781,-0.0173775432445356,0.0118484016388131,-0.0252764374945574,Power,16.0
2020-01-16,64.94999694824219,65.25,62.79999923706055,63.09999847412109,8761628.0,,,-0.9274490923922194,0.0260663148668034,-0.0284834266519724,0.0046189848476341,-0.0331023527667745,Power,16.0
2020-01-17,64.5999984741211,65.94999694824219,64.19999694824219,64.5,8843288.0,,,-0.9290852004856612,-0.0053887373451303,-0.0015479640322461,0.0208978096905358,-0.0061919742310697,Power,16.0
2020-01-20,63.34999847412109,65.19999694824219,62.95000076293945,64.5999984741211,6195478.0,,,-0.9349284691511544,-0.0193498456582898,0.0197316500411697,0.0292028179744445,-0.006314091883444,Power,16.0
2020-01-21,62.75,63.54999923706055,62.400001525878906,62.900001525878906,4651073.0,,,-0.9377332309776948,-0.0094711679332746,0.0023904625638073,0.012748991825666,-0.0055776649262325,Power,16.0
2020-01-22,62.5,63.400001525878906,62.25,62.900001525878906,3354431.0,,,-0.9389018847107936,-0.0039840637450199,0.0064000244140625,0.0144000244140625,-0.004,Power,16.0
2020-01-23,63.34999847412109,63.70000076293945,62.29999923706055,62.59999847412109,4473067.0,,,-0.9349284691511544,0.0135999755859375,-0.0118389900247019,0.0055248981412578,-0.0165745739913392,Power,16.0
2020-01-24,63.54999923706055,64.44999694824219,62.54999923706055,63.20000076293945,5429840.0,,,-0.9339935425982272,0.0031570760498306,-0.0055074504850187,0.0141620412586376,-0.0157356414162918,Power,16.0
2020-01-27,64.69999694824219,65.25,62.70000076293945,63.34999847412109,8398543.0,,,-0.928617746125318,0.0180959516127105,-0.0208655106305654,0.0085008203663099,-0.0309118435801885,Power,16.0
2020-01-28,63.79999923706055,65.4000015258789,63.54999923706055,64.6500015258789,7444387.0,,,-0.9328248888651288,-0.0139103207671185,0.0133229200467546,0.0250784060807471,-0.0039184953446641,Power,16.0
2020-01-29,64.05000305175781,65.0999984741211,63.84999847412109,64.0999984741211,5907232.0,,,-0.9316562172997892,0.003918555136158,0.0007805686179731,0.0163933703721261,-0.0031226318205652,Power,16.0
2020-01-30,62.70000076293945,64.1500015258789,62.20000076293945,64.1500015258789,4508995.0,,,-0.9379669581578663,-0.021077318102974,0.0231260086969011,0.0231260086969011,-0.0079744815616579,Power,16.0
2020-01-31,61.04999923706055,63.20000076293945,60.5,62.79999923706055,5754033.0,,,-0.945680079929214,-0.0263158134896576,0.0286650290232544,0.0352170606510628,-0.0090089966246333,Power,16.0
2020-02-03,59.0,60.04999923706055,58.29999923706055,60.0,6340354.0,,,-0.9552630369741746,-0.0335790215017085,0.0169491525423728,0.0177965972383142,-0.0118644197108381,Power,16.0
2020-02-04,60.45000076293945,60.70000076293945,59.04999923706055,59.04999923706055,5643410.0,,,-0.9484848417557544,0.0245762841176178,-0.0231596610125638,0.0041356492447435,-0.0231596610125638,Power,16.0
2020-02-05,62.0,62.650001525878906,60.5,60.59999847412109,4945952.0,,,-0.9412391921769908,0.0256410126964103,-0.0225806697722403,0.0104838955786921,-0.0241935483870967,Power,16.0
2020-02-06,60.79999923706055,62.34999847412109,60.5,62.29999923706055,10491714.0,62.64249954223633,,-0.9468487336623124,-0.0193548510151524,0.0246710529411597,0.0254934088241853,-0.0049341980398855,Power,16.0
2020-02-07,60.84999847412109,61.79999923706055,60.20000076293945,60.70000076293945,4877776.0,62.62499942779541,,-0.9466150064821408,0.0008223558830255,-0.0024650405085125,0.0156121739812939,-0.0106819675839117,Power,16.0
2020-02-10,59.900001525878906,61.0,59.20000076293945,61.0,6218372.0,62.50499954223633,,-0.9510558764021232,-0.0156121112911155,0.0183639139582634,0.0183639139582634,-0.0116861560118162,Power,16.0
2020-02-11,60.150001525878906,61.0,59.5,59.79999923706055,5724445.0,62.3899995803833,,-0.9498872226690244,0.0041736225981896,-0.0058188242716464,0.0141313125944875,-0.0108063426332458,Power,16.0
2020-02-12,60.45000076293945,61.09999847412109,59.79999923706055,60.150001525878906,4788293.0,62.24749965667725,,-0.9484848417557544,0.0049875183615992,-0.0049627664726924,0.0107526501733337,-0.0107527132783331,Power,16.0
2020-02-13,60.09999847412109,61.150001525878906,59.59999847412109,60.59999847412109,6296965.0,62.00499973297119,,-0.9501209676814368,-0.0057899468056407,0.0083194677652995,0.0174709330851303,-0.0083194677652994,Power,16.0
2020-02-14,59.59999847412109,60.5,58.900001525878906,60.25,7427284.0,61.75499973297119,,-0.952458275147634,-0.0083194677652995,0.0109060661496684,0.0151006971295426,-0.0117449155396561,Power,16.0
2020-02-17,57.54999923706055,59.45000076293945,56.54999923706055,59.29999923706055,4879254.0,61.464999771118165,,-0.9620412321925949,-0.0343959612339701,0.0304083409765372,0.0330147967170668,-0.0173761948437356,Power,16.0
2020-02-18,56.75,57.0,55.25,56.09999847412109,9016531.0,61.16499977111816,,-0.9657809205720624,-0.0139009426180039,-0.0114537713811261,0.0044052863436123,-0.0264317180616739,Power,16.0
2020-02-19,58.45000076293945,59.09999847412109,56.45000076293945,57.25,7146637.0,60.96249980926514,,-0.9578340716205436,0.0299559605804308,-0.0205303806206332,0.0111205766073108,-0.0342172792796284,Power,16.0
2020-02-20,57.650001525878906,58.900001525878906,57.20000076293945,58.25,4518689.0,60.67749996185303,,-0.9615737600000108,-0.0136868986589952,0.0104076055202142,0.0216825666420645,-0.0078057372251316,Power,16.0
2020-02-24,56.04999923706055,57.75,55.79999923706055,57.0,2857286.0,60.30249996185303,,-0.9690531545911868,-0.027753725003808,0.0169491663848464,0.0303300764688574,-0.004460303361337,Power,16.0
2020-02-25,56.04999923706055,57.09999847412109,55.70000076293945,56.09999847412109,4336908.0,59.87000007629395,,-0.9690531545911868,0.0,0.0008920470605018,0.0187332605058498,-0.0062443974823406,Power,16.0
2020-02-26,54.45000076293945,56.150001525878906,53.79999923706055,55.54999923706055,9107030.0,59.40250015258789,,-0.976532531350122,-0.0285459142890258,0.0202019918954674,0.0312213175228555,-0.0119375852483242,Power,16.0
2020-02-27,52.79999923706055,54.70000076293945,52.400001525878906,54.5,6132453.0,58.83999996185303,,-0.9842456531214692,-0.0303030579019193,0.0321969846118144,0.0359848779040377,-0.0075757143363911,Power,16.0
2020-02-28,47.29999923706055,51.70000076293945,46.5,51.0,12816929.0,58.069999885559085,,-1.0099560352496395,-0.1041666681718344,0.0782241188714527,0.0930232895739966,-0.0169133033819106,Power,16.0
