Date_Ticker,Close_UTIAMC.NS,High_UTIAMC.NS,Low_UTIAMC.NS,Open_UTIAMC.NS,Volume_UTIAMC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-11-27,495.8161315917969,502.54995041415,491.3419798126728,498.0306163276919,378045.0,452.4725982666016,,-1.4355473291829084,0.0023754348130947,0.0044663426516307,0.0135812822401208,-0.0090238124458759,Financial Services,9.0
2020-12-01,498.1661987304688,501.6460637724608,489.2630778313944,497.0815475590523,374930.0,455.3396942138672,,-1.4246641754157947,0.0047397956398213,-0.0021772877689827,0.0069853495698026,-0.0178717884147161,Financial Services,9.0
2020-12-02,487.364990234375,499.83834105724617,484.4726054370415,498.166209542108,403300.0,457.67786407470703,,-1.4746845390893517,-0.0216819377220286,0.0221624850454249,0.0255934485915221,-0.0059347406056855,Financial Services,9.0
2020-12-03,485.3764343261719,492.517003564882,481.8513320098168,492.517003564882,359513.0,460.1593566894532,,-1.4838935354483695,-0.0040802190310116,0.0147114048679002,0.0147114048679002,-0.0072626152962057,Financial Services,9.0
2020-12-04,486.50628662109375,490.5285047618486,482.7552174765096,486.3255022344302,287306.0,462.1606216430664,,-1.4786611929091218,0.0023277856422724,-0.000371597226254,0.0082675563530538,-0.0077102172114491,Financial Services,9.0
2020-12-07,494.3699645996094,496.17769822632505,484.0658608602689,487.184212399884,412336.0,464.7955947875977,,-1.442244524122537,0.0161635690941032,-0.0145351714591827,0.0036566412932867,-0.0208429000084698,Financial Services,9.0
2020-12-08,501.6460876464844,503.8605724002562,492.3814526944547,496.177704391256,1055404.0,467.60729827880857,,-1.4085488204362449,0.0147179714948256,-0.01090087890625,0.0044144364090654,-0.0184684684684685,Financial Services,9.0
2020-12-09,510.32318115234375,519.0003356679302,500.0191325726283,502.7759153219869,1608491.0,471.0221145629883,,-1.3683652268180388,0.0172972414607451,-0.0147891887123657,0.0170032536950268,-0.0201912218771803,Financial Services,9.0
2020-12-10,510.4135437011719,511.5885593941664,498.7988233422538,510.68469268145583,524546.0,474.4971252441407,,-1.367946758129421,0.0001770692615296,0.0005312339055851,0.002302085647011,-0.0227555097278493,Financial Services,9.0
2020-12-11,514.8877563476562,517.373390103948,456.4527443372256,511.58862038588063,627470.0,478.2381607055664,,-1.3472266929801446,0.0087658580022003,-0.0064074857502496,0.0048275254667611,-0.1134907779220425,Financial Services,9.0
2020-12-14,520.1753540039062,524.0619702896056,509.41931679758113,516.1079533209912,976365.0,482.5531372070312,,-1.3227398443260592,0.0102694181228107,-0.0078192875760209,0.007471742472578,-0.020677714012272,Financial Services,9.0
2020-12-15,519.5878295898438,522.1638831779061,511.5886301431824,520.6272985202704,824871.0,486.6093490600586,,-1.3254606680995404,-0.0011294737621461,0.0020005644305549,0.0049578789982356,-0.0153952787019201,Financial Services,9.0
2020-12-16,514.3453979492188,520.6272833214366,513.1251998209949,519.9493832129451,411452.0,490.5036575317383,,-1.3497383530727225,-0.0100895966804367,0.0108953735876133,0.0122133597330991,-0.0023723321586797,Financial Services,9.0
2020-12-17,511.00103759765625,516.9214088579862,507.97310609634735,511.678937650276,374857.0,494.4467712402344,,-1.3652260756827508,-0.0065021683189876,0.0013266118906658,0.0115858302131108,-0.0059254899276603,Financial Services,9.0
2020-12-18,496.35845947265625,513.7126573456156,488.0880564490978,510.6847257291486,504741.0,496.9617813110352,,-1.433035810417142,-0.0286546935282918,0.0288627422039164,0.0349630343590736,-0.016662157893602,Financial Services,9.0
2020-12-21,488.2236633300781,500.65183155624953,485.3764609057497,493.51126192651645,456395.0,499.1175033569336,,-1.4707080265963928,-0.0163889543682215,0.0108302792215613,0.0254558907313122,-0.0058317583480247,Financial Services,9.0
2020-12-22,496.629638671875,499.29605684260304,483.568752000208,488.2236882220376,343770.0,500.3467620849609,466.05915100097656,-1.431779980370853,0.0172174680851422,-0.016925994333156,0.0053690274665418,-0.0262990479315642,Financial Services,9.0
2020-12-23,497.3526611328125,499.3411789441558,493.5112275847626,496.9910923788787,167117.0,500.52979431152346,466.8396246337891,-1.4284316655546616,0.0014558584599804,-0.0007269866679917,0.003998204828771,-0.0077237619263971,Financial Services,9.0
2020-12-24,505.487548828125,508.87704960256485,497.4883490675094,501.6461146170933,768729.0,501.4336654663086,467.87900512695313,-1.3907590253949764,0.0163563771364644,-0.0075994635672774,0.0067054090299509,-0.0158247216556771,Financial Services,9.0
2020-12-28,505.6683044433594,510.50396987248666,499.2508169085739,506.1654201617735,308727.0,501.9850234985352,469.1019476318359,-1.3899219466909285,0.0003575866817163,0.0009830865688948,0.0095629197769284,-0.0126911010209546,Financial Services,9.0
2020-12-29,506.1653747558594,507.9731082371303,500.06427425657,501.69122335618425,263460.0,502.5024856567383,470.2698010253906,-1.3876200155864995,0.0009829967750246,-0.0088393075125559,0.0035714285714285,-0.0120535714285714,Financial Services,9.0
2020-12-30,507.1144714355469,511.13668984272937,502.4143529092096,506.1654223022607,158523.0,502.9498992919922,471.57244384765625,-1.3832247517513,0.0018750723123747,-0.0018714692377039,0.0079315788322829,-0.0092683581145537,Financial Services,9.0
2020-12-31,502.3691101074219,509.91643029244096,500.742161050894,508.9673261057907,234984.0,503.70010528564455,472.8523364257812,-1.4052005056200534,-0.0093575742665985,0.0131341992682589,0.0150234559274657,-0.003238553135124,Financial Services,9.0
2021-01-01,502.4595947265625,509.1933585009005,500.92301007633614,502.5499593428362,160404.0,504.5542633056641,474.22490234375,-1.4047814716241895,0.0001801158099097,0.0001798445431673,0.0134016025268708,-0.0030581258002696,Financial Services,9.0
2021-01-04,502.5951232910156,506.1654081858569,499.4767717963404,503.4538077848612,161032.0,505.3587051391602,475.4692266845703,-1.404153839254668,0.0002697302745843,0.0017085014439115,0.0071036998358895,-0.006204500103893,Financial Services,9.0
2021-01-05,498.70849609375,502.41432782638975,498.03059600843903,501.6460631300974,133676.0,505.5756317138672,476.56455383300784,-1.4221527979768398,-0.0077331176073015,0.0058903488898958,0.0074308574280697,-0.0013593112822837,Financial Services,9.0
2021-01-06,490.2573547363281,503.4537874203218,487.59093674967454,501.7364185020977,271580.0,505.0061950683594,477.5496527099609,-1.461290007883283,-0.0169460545060238,0.0234143632010237,0.0269173579070345,-0.0054388128212531,Financial Services,9.0
2021-01-07,497.1719665527344,501.1038205832441,493.737283440592,494.4151836009223,340003.0,504.3486343383789,478.7229296875,-1.4292684616050866,0.0141040450481871,-0.0055449283895206,0.0079084387194479,-0.0069084408277434,Financial Services,9.0
2021-01-08,497.71429443359375,500.6970439536081,495.00269393037104,500.6518616454184,222725.0,503.713671875,479.7841198730469,-1.42675694283932,0.0010908255439656,0.0059021154197864,0.0059928950270733,-0.0054481065413413,Financial Services,9.0
2021-01-11,495.6353454589844,502.1883798613986,492.6074136987229,492.6074136987229,137504.0,502.7510513305664,480.7636444091797,-1.4363845492137677,-0.0041769927001498,-0.0061091925505383,0.0132214832183643,-0.0061091925505383,Financial Services,9.0
2021-01-12,501.7364501953125,503.1826702092888,490.4381149344953,490.4381149344953,323136.0,501.82910614013673,481.90527770996096,-1.408130351747627,0.012309664337353,-0.0225184661318089,0.0028824296369405,-0.0225184661318089,Financial Services,9.0
2021-01-13,498.70849609375,503.00186330071926,490.0765793743207,501.7364277410788,292424.0,500.785139465332,483.0629620361328,-1.4221527979768398,-0.0060349494249098,0.006071546145786,0.008608971454463,-0.0173085415368714,Financial Services,9.0
2021-01-14,502.1431579589844,505.8942270088874,496.6747751982475,498.7084753696689,148407.0,500.17502746582034,484.2937933349609,-1.406246889331816,0.0068871131976638,-0.0068400465781035,0.0074701188106389,-0.0108900871674996,Financial Services,9.0
2021-01-15,523.700439453125,538.5238216875906,499.5671851606927,505.171170284305,2314984.0,500.80999755859375,486.05287048339846,-1.3064151843387943,0.0429305490923396,-0.0353814275736893,0.0283050788537526,-0.0460821730790096,Financial Services,9.0
2021-01-18,521.30517578125,536.8065134350438,511.2722763898417,520.6272756827047,534923.0,502.0573333740234,487.5493542480469,-1.3175076431136228,-0.0045737285887639,-0.0013003901170351,0.0297356296732769,-0.0192457314017122,Financial Services,9.0
2021-01-19,518.2772216796875,528.762054017069,516.1079193910194,524.2427202220513,172859.0,503.5600112915039,489.08148864746096,-1.331530089342836,-0.0058084098187298,0.0115102464334244,0.0202301623509539,-0.0041856022181286,Financial Services,9.0
2021-01-20,525.0110473632812,530.6150329693666,515.2492962381694,515.2492962381694,312641.0,504.97908172607424,490.67346923828126,-1.3003457630954989,0.0129927100823957,-0.0185934204130321,0.0106740336879189,-0.0185934204130321,Financial Services,9.0
2021-01-21,524.2427368164062,535.0891382677802,520.1301539662904,531.4736711173222,552692.0,506.3235855102539,492.3177868652344,-1.3039038068998394,-0.0014634178666022,0.0137931034482758,0.0206896551724138,-0.0078448065396012,Financial Services,9.0
2021-01-22,503.1375122070313,530.8409985042465,500.4710939231402,524.2427814267172,288026.0,506.2060836791992,493.5622705078125,-1.4016420378352783,-0.0402584969274761,0.0419473179948497,0.0550614605849857,-0.0052995815640831,Financial Services,9.0
2021-01-25,498.2565307617188,510.6846981956846,496.2680129387549,509.6452293977851,222478.0,505.8354949951172,494.726060180664,-1.424245848053988,-0.0097010883245455,0.022857098568594,0.0249433106575964,-0.0039909518494898,Financial Services,9.0
2021-01-27,502.6403198242188,505.3971577773816,497.75947206487007,498.9344879050289,98512.0,505.6592422485352,496.1013500976562,-1.403944534246953,0.0087982571062304,-0.0073727311022042,0.0054847131128019,-0.0097104182988256,Financial Services,9.0
2021-01-28,498.663330078125,504.76443104522855,495.319011847812,498.25657898012105,351385.0,505.236685180664,497.3053448486328,-1.4223619616577432,-0.0079121980255872,-0.0008156827933191,0.0122349100066123,-0.0067065653890954,Financial Services,9.0
2021-01-29,502.730712890625,507.069262390921,500.74219494575806,501.7816638073805,289191.0,505.2547653198242,498.6307745361328,-1.4035259242315234,0.0081565709110047,-0.0018877881516081,0.0086299670759124,-0.0039554335827888,Financial Services,9.0
2021-02-01,502.6403198242188,506.2106048201133,497.443085575208,506.0298204213997,149465.0,505.26380157470703,500.0408056640625,-1.403944534246953,-0.0001798041458149,0.0067433917724035,0.0071030612847435,-0.0103398673843519,Financial Services,9.0
2021-02-02,502.730712890625,512.3116786690975,500.1998969460898,502.5499285015189,584342.0,505.2705810546875,501.1742547607422,-1.4035259242315234,0.0001798364811598,-0.0003596048231599,0.0190578485316392,-0.0050341383162835,Financial Services,9.0
2021-02-03,510.3683776855469,517.8252783033677,502.1883395403646,502.7306926858857,303574.0,505.8535751342773,502.47943786621096,-1.368155921810324,0.0151923576560629,-0.0149650435520654,0.0146108202307455,-0.0160277135160247,Financial Services,9.0
2021-02-04,509.148193359375,514.9781456645806,506.5721948645344,513.3963786528859,193206.0,506.79811706542966,503.2215124511719,-1.3738065917113786,-0.0023907913960211,0.0083437108270605,0.0114504035980946,-0.0050594277431175,Financial Services,9.0
2021-02-05,507.927978515625,517.1926135662371,505.7586760464691,509.7808944922168,223479.0,507.3359176635742,503.5062316894531,-1.3794574029392446,-0.0023965809162534,0.0036479895870409,0.018240056548346,-0.0042708859541377,Financial Services,9.0
2021-02-08,506.0749816894531,510.9558287138189,500.3353951085981,507.973079670988,431354.0,507.7539520263672,503.87952880859376,-1.3880386256019297,-0.0036481487623247,0.0037506259945874,0.0096445135621441,-0.0113413758603405,Financial Services,9.0
2021-02-09,503.90576171875,510.59439838082267,502.1883926610776,507.0241133404954,351460.0,508.1674728393554,504.0648211669922,-1.398084276684561,-0.0042863608144815,0.0061883627031948,0.0132735863929371,-0.0034081155409192,Financial Services,9.0
2021-02-10,506.93365478515625,507.9731236354559,502.3691386401113,502.4143209449832,213530.0,508.4273330688477,504.28717163085935,-1.3840621131089703,0.0060088478767905,-0.0089150400600024,0.0020505027442696,-0.0090041686953679,Financial Services,9.0
2021-02-11,506.1653747558594,510.8203105371911,504.4480058815929,507.1596061034992,220380.0,508.8001770019531,504.4471551513672,-1.3876200155864995,-0.0015155435470593,0.0019642421177454,0.0091964721679687,-0.0033929007393974,Financial Services,9.0
2021-02-12,510.8203430175781,515.4300416208665,506.1654069402634,506.1654069402634,190627.0,509.2340362548828,504.91626220703125,-1.366062871733176,0.0091965363374845,-0.0091126677724237,0.0090241092906704,-0.0091126677724237,Financial Services,9.0
2021-02-15,507.9731140136719,511.5885810173279,506.21056281585993,507.2048493424544,398871.0,508.44766998291016,505.3681958007812,-1.3792483805851523,-0.0055738363650256,-0.0015124120746218,0.0071174377224199,-0.0034697726103758,Financial Services,9.0
2021-02-16,506.1653747558594,511.317426211011,506.1653747558594,508.0634728441347,90569.0,507.6906799316406,505.7613775634766,-1.3876200155864995,-0.0035587301924877,0.0037499564034597,0.0101785932268414,0.0,Financial Services,9.0
2021-02-17,506.7529296875,517.4637289087701,504.9903784419664,507.0692609918253,121542.0,507.1144653320313,506.0090368652344,-1.384899050486207,0.0011607963739598,0.0006242318214526,0.0211361367518392,-0.0034781273916276,Financial Services,9.0
2021-02-18,512.5828247070312,515.0232760267365,503.45379237025,506.1653926882226,221209.0,506.4930541992188,506.2277716064453,-1.3579008243931665,0.011504413054161,-0.0125197952593838,0.0047610867982166,-0.0178098677847799,Financial Services,9.0
2021-02-19,527.8582153320312,530.524633446434,510.6847459975987,515.2040800329758,618486.0,506.673828125,506.5784722900391,-1.287160536897145,0.0298008241570144,-0.0239726027397259,0.0050513907654643,-0.0325342465753424,Financial Services,9.0
2021-02-22,529.0332641601562,537.6199993631974,525.914912447626,530.1179154298609,270912.0,507.9686157226562,506.9508666992188,-1.2817188893501823,0.002226069035197,0.0020502515497329,0.016230992991854,-0.0058944341004354,Financial Services,9.0
2021-02-23,536.0382080078125,542.2297288420407,530.5698247656494,533.2814252329355,293762.0,509.8576995849609,507.3738757324219,-1.2492790157101792,0.0132410272136226,-0.0051428848423372,0.0115505214772637,-0.0102014803431389,Financial Services,9.0
2021-02-24,534.8179321289062,540.4219166469567,525.1465475011225,536.083312395792,70648.0,511.4665802001953,507.6667272949219,-1.254930109591668,-0.0022764718273374,0.0023660019435935,0.0104783033279065,-0.0180835085115519,Financial Services,9.0
2021-02-25,534.275634765625,544.7153402707783,530.479438401188,535.9930037248897,316025.0,513.2471954345704,507.9604833984375,-1.257441487030623,-0.0010139850044342,0.0032143875698507,0.0195399243870308,-0.0071053144059289,Financial Services,9.0
2021-02-26,533.2362060546875,539.5180910697361,523.2484893909823,531.2025058448432,336654.0,514.7724700927735,508.3382995605469,-1.2622550782276296,-0.0019454915090662,-0.0038138824535025,0.0117806798257886,-0.0187303798022313,Financial Services,9.0
2021-03-01,530.3438720703125,540.1960427621145,528.7621050892762,533.236257012024,122982.0,516.1576477050781,508.72515625,-1.2756494681068868,-0.0054241140258926,0.0054537915756818,0.0185769482983595,-0.0029825308904983,Financial Services,9.0
2021-03-02,525.6436767578125,533.281361528487,524.1975120817428,529.6658946706667,119321.0,517.3032958984375,509.3108605957031,-1.297416058294737,-0.008862542889676,0.0076519857285517,0.0145301562795998,-0.0027512262393978,Financial Services,9.0
2021-03-03,548.8279418945312,551.3587579466575,526.0504870900896,527.767856108132,1818162.0,519.2262741088867,510.5229461669922,-1.190049797004416,0.04410642829325,-0.0383728381497864,0.0046113105017757,-0.0415019955540434,Financial Services,9.0
2021-03-04,546.0259399414062,548.5115737694534,537.2132381874209,541.4162410909986,196623.0,521.0701614379883,511.5108721923828,-1.2030258595218664,-0.0051054287495869,-0.0084422708029261,0.0045522266365476,-0.0161397126204866,Financial Services,9.0
2021-03-05,545.935546875,549.8673453855988,543.2239464766142,545.2576467754035,173204.0,522.970539855957,512.4825299072265,-1.203444469537296,-0.0001655472016877,-0.0012417218543048,0.0072019463343335,-0.0049668874172186,Financial Services,9.0
2021-03-08,556.1944580078125,560.3974610326194,545.1673262958113,547.2913913794372,247257.0,525.476513671875,513.4966680908203,-1.155935483302694,0.0187914327827446,-0.0160071113622104,0.0075567150378688,-0.0198260366554142,Financial Services,9.0
2021-03-09,546.2518920898438,564.012897218348,540.0604264230175,558.5896962835561,236352.0,527.5938201904297,514.30833984375,-1.2019794758101037,-0.0178760607460585,0.022586290999397,0.0325143132421097,-0.0113344516632043,Financial Services,9.0
2021-03-10,547.6981201171875,550.2289362235763,545.9355687540699,546.2519000794985,81924.0,529.6320434570313,515.1389947509765,-1.195281998216852,0.0026475478589388,-0.0026405422705844,0.0046208230655371,-0.0032181073813809,Financial Services,9.0
2021-03-12,546.7942504882812,552.9405339060148,541.8681652254285,551.3587669516453,98520.0,531.6634872436523,515.9325903320313,-1.1994678157175258,-0.001650306246647,0.0083477769915978,0.0112405779911639,-0.0090090290057984,Financial Services,9.0
2021-03-15,528.0841674804688,546.8394032104127,524.2427336562635,546.7942209048344,150354.0,532.5266784667969,516.4468914794921,-1.2861141531853824,-0.0342177756827263,0.0354300594044181,0.0355156183140779,-0.0072742832691483,Financial Services,9.0
2021-03-16,529.2139892578125,536.7160723503969,524.920622137446,528.7620558767213,104477.0,533.5887222290039,516.9819793701172,-1.280881951972946,0.0021394729229134,-0.000853970964987,0.0141758971698868,-0.0081127241673781,Financial Services,9.0
2021-03-17,525.37255859375,532.0159572676176,519.8137559067305,532.0159572676176,100398.0,534.5490814208985,517.4375280761719,-1.298671605687403,-0.0072587473914849,0.0126451192876344,0.0126451192876344,-0.0105806871639785,Financial Services,9.0
2021-03-18,511.4982299804688,528.4909143149757,501.646060067047,524.2427294394365,135575.0,534.7863464355469,517.6933227539063,-1.3629235792710763,-0.0264085521528156,0.0249160186917056,0.0332213942072796,-0.0192613959070746,Financial Services,9.0
2021-03-19,508.3798828125,515.2040659863328,494.9122456872007,506.2557627731943,107192.0,534.5761993408203,518.0557733154296,-1.3773646355157192,-0.006096496498312,-0.004178214188088,0.0134233934200533,-0.0264912864977909,Financial Services,9.0
2021-03-22,503.9961242675781,510.59439628592406,501.69127487579794,509.6905294524688,97586.0,533.3830947875977,518.1922564697265,-1.3976658079959428,-0.0086229976699111,0.0112985098708169,0.0130919102362836,-0.0045731490398456,Financial Services,9.0
2021-03-23,505.9394226074219,515.1136923555273,502.5499222326513,506.1202069942729,118986.0,532.228402709961,518.3567590332032,-1.3886663992982624,0.0038557803250328,0.000357324175134,0.0181331387477667,-0.0066994193836534,Financial Services,9.0
2021-03-24,507.0693054199219,514.0290912337263,502.1884023381228,508.8318568198857,71318.0,530.7799575805664,518.5854382324219,-1.3834339154322033,0.0022332373442595,0.003475957588291,0.0137255119554924,-0.0096257119680258,Financial Services,9.0
2021-03-25,506.301025390625,513.3963579180295,498.1209864692523,508.8770237814272,254593.0,529.3541122436524,518.6767297363281,-1.3869918179097325,-0.001515138110481,0.0050878790711803,0.0140140591695034,-0.0161564731476923,Financial Services,9.0
2021-03-26,507.9731140136719,513.1251655274114,501.9623780530344,507.11442956677394,89961.0,528.0389862060547,518.8620220947265,-1.3792483805851523,0.0033025582394521,-0.0016904131797708,0.0101423704751444,-0.0118327836549154,Financial Services,9.0
2021-03-30,515.2492065429688,520.627224496207,503.54412162536687,505.487457117194,107287.0,527.1396362304688,519.1241430664063,-1.3455528182256715,0.014323774878174,-0.0189456855087085,0.010437702542662,-0.0227173273999515,Financial Services,9.0
2021-03-31,526.954345703125,529.5755814966677,510.7751078760542,510.7751078760542,142961.0,526.9701599121094,519.1892211914062,-1.2913463543978183,0.0227174326743579,-0.0307033008817538,0.004974312888615,-0.0307033008817538,Financial Services,9.0
2021-04-01,517.7349243164062,526.9995595945782,513.4867390577623,523.4292744782394,193119.0,526.5747222900391,519.1178161621094,-1.334041466781791,-0.0174956738888206,0.0109985822751899,0.0178945534539793,-0.0082053287485928,Financial Services,9.0
2021-04-05,512.9443969726562,517.0117974772852,506.3009982154889,516.559864087882,90947.0,524.7805450439453,519.0111596679687,-1.3562263843314477,-0.0092528572417153,0.0070484581497798,0.0079295154185021,-0.0129514988298458,Financial Services,9.0
