Date_Ticker,Close_TRIVENI.NS,High_TRIVENI.NS,Low_TRIVENI.NS,Open_TRIVENI.NS,Volume_TRIVENI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,68.50696563720703,70.53435830836702,68.0354793041145,69.77997729769477,702922.0,,,-1.340976517047913,,0.018582222240425,0.029593963946622,-0.0068823123124353,Fast Moving Consumer Goods,8.0
2020-01-13,70.06288146972656,71.19444594476647,69.02560564090993,69.82713827123396,926478.0,,,-1.328377693563353,0.0227117902252335,-0.0033647374122696,0.0161506985054395,-0.0148049267608959,Fast Moving Consumer Goods,8.0
2020-01-14,71.3830337524414,72.98609173179268,70.25146933880258,70.53436403936783,794295.0,,,-1.317687934364919,0.0188423920772551,-0.0118889555187131,0.0224571287472976,-0.0158520078813563,Fast Moving Consumer Goods,8.0
2020-01-15,79.86978149414062,83.40592897223381,70.77010107262919,70.95869272706997,4649818.0,,,-1.248967612532009,0.1188902641926305,-0.1115702159235828,0.0442739095054691,-0.113931455067008,Fast Moving Consumer Goods,8.0
2020-01-16,78.83251953125,81.47284607782986,78.54963202617355,81.0485040287486,3689528.0,,,-1.2573667046323485,-0.0129869137424236,0.028110030107818,0.0334928600821036,-0.0035884620554884,Fast Moving Consumer Goods,8.0
2020-01-17,77.13517761230469,80.0583918418678,76.75798705493588,77.32376929383335,828362.0,,,-1.2711107072209131,-0.0215309865654169,0.0024449503762933,0.0378972904458159,-0.0048899940214649,Fast Moving Consumer Goods,8.0
2020-01-20,74.73059844970703,77.889556062031,74.49485523693193,77.37092531051293,405470.0,,,-1.2905814702217393,-0.0311735739390334,0.0353312687918967,0.0422712741214017,-0.0031545741324922,Fast Moving Consumer Goods,8.0
2020-01-21,74.77774810791016,75.8621611042226,73.26898582827039,74.73059658880452,476090.0,,,-1.2901996820757209,0.0006309284172915,-0.0006305554833985,0.0145018140255781,-0.0201766209576478,Fast Moving Consumer Goods,8.0
2020-01-22,75.81500244140625,76.3807845921154,74.77773396605441,75.48496345301844,574487.0,,,-1.2818006517533984,0.0138711630096062,-0.0043532147696345,0.00746266744694,-0.0136815728015505,Fast Moving Consumer Goods,8.0
2020-01-23,75.48497009277344,76.85227767678322,74.63629319490381,76.2393439619712,437706.0,,,-1.284473045219494,-0.0043531271912558,0.0099936963381004,0.0181136401369612,-0.0112429917747409,Fast Moving Consumer Goods,8.0
2020-01-24,74.54199981689453,76.75798437179635,74.11765775682105,76.00360328342876,429480.0,,,-1.2921086228058134,-0.0124921593625852,0.0196077844721702,0.0297279997899866,-0.0056926573088439,Fast Moving Consumer Goods,8.0
2020-01-27,74.40055084228516,76.09789746265872,73.74046560576953,74.87203721366299,452803.0,,,-1.293253987243869,-0.0018975741857856,0.0063371354921457,0.0228136297535164,-0.0088720477072122,Fast Moving Consumer Goods,8.0
2020-01-28,74.73059844970703,76.38080093913274,74.25911202415683,74.25911202415683,375433.0,,,-1.2905814702217393,0.0044360909117663,-0.0063091482649841,0.0220820189274448,-0.0063091482649841,Fast Moving Consumer Goods,8.0
2020-01-29,76.23934173583984,76.99372277732127,75.43781637571009,75.43781637571009,516572.0,,,-1.2783646202172487,0.0201890968014685,-0.0105132775530374,0.0098949049703926,-0.0105132775530374,Fast Moving Consumer Goods,8.0
2020-01-30,74.07051086425781,76.38079117643802,73.08038661943144,76.38079117643802,283012.0,,,-1.295926442487982,-0.028447659990255,0.0311902845710629,0.0311902845710629,-0.0133673203178101,Fast Moving Consumer Goods,8.0
2020-01-31,74.73059844970703,75.62641978052766,73.64617823207918,74.49485523693193,294196.0,,,-1.2905814702217393,0.0089116110817556,-0.0031545741324922,0.0119873431954851,-0.0145110602634562,Fast Moving Consumer Goods,8.0
2020-02-03,69.59140014648438,71.7602334141539,68.1769408524039,71.00585944056485,375306.0,,,-1.3321954514675038,-0.0687696661051267,0.0203252024115501,0.0311652483367816,-0.0203252024115501,Fast Moving Consumer Goods,8.0
2020-02-04,67.70545196533203,72.27886874478298,66.95107082479277,70.01573251747695,634790.0,,,-1.3474666684181602,-0.0271003051696412,0.0341225187201745,0.0675487223952471,-0.0111421033113483,Fast Moving Consumer Goods,8.0
2020-02-05,69.02560424804688,70.48721492693187,67.28110605326602,67.56400076347322,320582.0,,,-1.3367769092197266,0.0194984634825392,-0.0211748017347492,0.0211749059614549,-0.0252732042520326,Fast Moving Consumer Goods,8.0
2020-02-06,74.11766052246094,74.82489012132852,69.40279653001035,69.40279653001035,917889.0,73.78761978149414,,-1.2955446543419633,0.073770542538324,-0.0636132327871004,0.0095419849180649,-0.0636132327871004,Fast Moving Consumer Goods,8.0
2020-02-07,74.8720474243164,75.24923801172015,73.83477870469017,74.77775157604349,424309.0,74.1058738708496,,-1.2894361057836836,0.0101782341285159,-0.001259426602007,0.0050378024961188,-0.0138538847982586,Fast Moving Consumer Goods,8.0
2020-02-10,73.36328887939453,75.3435303788806,72.60890773944188,75.3435303788806,217272.0,74.27089424133301,,-1.3016530793442087,-0.0201511591685399,0.0269922672461084,0.0269922672461084,-0.0102828151719427,Fast Moving Consumer Goods,8.0
2020-02-11,72.46746063232422,74.77774838514298,71.85452685323713,74.77774838514298,205329.0,74.32511558532715,,-1.3089069305625267,-0.012210851786416,0.0318803464708166,0.0318803464708166,-0.008458055156602,Fast Moving Consumer Goods,8.0
2020-02-12,75.3435287475586,75.90931099311702,72.5617546492363,73.08039257101328,683234.0,74.09880294799805,,-1.2856183478795324,0.0396877176340783,-0.0300375654573871,0.0075093674926496,-0.0369212080262756,Fast Moving Consumer Goods,8.0
2020-02-13,78.0781478881836,78.97396913799454,74.25910530886054,75.34352542842362,1811822.0,74.06108436584472,,-1.263475129634594,0.0362953419634411,-0.035024171726976,0.0114733926718377,-0.048913078532451,Fast Moving Consumer Goods,8.0
2020-02-14,75.48497009277344,80.058386405229,74.96633221232227,78.6439273068833,2478715.0,73.97857398986817,,-1.284473045219494,-0.0332125936071622,0.041848823815223,0.0605871116705045,-0.0068707436700808,Fast Moving Consumer Goods,8.0
2020-02-17,76.14505004882812,77.70095653512772,75.48497199733676,76.8522796158451,715449.0,74.04929656982422,,-1.2791281347312686,0.00874452166098,0.0092879256965945,0.020433455428841,-0.0086686928574882,Fast Moving Consumer Goods,8.0
2020-02-18,75.33245086669922,76.19284101088115,72.99025743623984,76.19284101088115,389244.0,74.07703170776367,,-1.2857080495604416,-0.0106717269423005,0.0114212418988517,0.0114212418988517,-0.0310914274461067,Fast Moving Consumer Goods,8.0
2020-02-19,76.00165557861328,77.53124718812849,75.52365774478552,77.14884746233265,432240.0,74.08636436462402,,-1.2802892525636989,0.0088833524492415,0.0150943012357509,0.0201257669700767,-0.0062893081761006,Fast Moving Consumer Goods,8.0
2020-02-20,76.81424713134766,78.34383867503014,75.71485070212755,76.00165230754769,559445.0,74.15282821655273,,-1.2737093995125428,0.0106917612063576,-0.0105786993187667,0.0199128625327404,-0.0143124025851637,Fast Moving Consumer Goods,8.0
2020-02-24,73.65946197509766,76.38404790525772,73.42046308133507,76.38404790525772,194146.0,74.10870132446288,,-1.2992548567182474,-0.0410703127878804,0.0369889469336766,0.0369889469336766,-0.0032446462050371,Fast Moving Consumer Goods,8.0
2020-02-25,70.552490234375,74.18526975796026,70.26568858797694,73.32487211243493,363663.0,73.91629829406739,,-1.3244131510904409,-0.0421802122553249,0.0392953086255367,0.051490450748332,-0.0040650818340403,Fast Moving Consumer Goods,8.0
2020-02-26,68.25808715820312,70.60027345591396,67.8756874602569,70.02667755582841,268772.0,73.5926727294922,,-1.34299177774553,-0.0325205115871867,0.0259103422210791,0.0343136820151772,-0.0056022621474863,Fast Moving Consumer Goods,8.0
2020-02-27,65.9158935546875,68.4970860450986,65.48569845311944,68.25808714563466,357542.0,73.07650032043458,,-1.3619573819000788,-0.0343137890472535,0.0355330628872374,0.0391588788562746,-0.0065264244838181,Fast Moving Consumer Goods,8.0
2020-02-28,60.08432388305664,63.09571157610428,59.65412876705034,63.09571157610428,1076303.0,72.37719097137452,,-1.4091777490916777,-0.0884698569214216,0.0501193572371516,0.0501193572371516,-0.0071598561522236,Fast Moving Consumer Goods,8.0
2020-03-02,59.89312744140625,63.09571133050914,59.2717288256298,60.753521316903765,303896.0,71.63531742095947,,-1.4107259370905934,-0.00318213519424,0.0143654858621173,0.0534716423388641,-0.0103751238634911,Fast Moving Consumer Goods,8.0
2020-03-03,58.793731689453125,61.13592173002577,57.64653619541408,61.13592173002577,418140.0,71.09543399810791,,-1.419628149362644,-0.0183559583364329,0.0398374107795034,0.0398374107795034,-0.0195122075274708,Fast Moving Consumer Goods,8.0
2020-03-04,58.55472946166992,59.74972394047951,56.30814130024139,59.08052630297939,240260.0,70.63789787292481,,-1.4215634384170532,-0.0040650970930983,0.0089795793805802,0.0204081632653061,-0.0383673220264668,Fast Moving Consumer Goods,8.0
2020-03-05,60.37112045288086,60.70571743671197,58.36352760939337,58.36352760939337,302775.0,70.2051736831665,,-1.4068554516488,0.0310203976332936,-0.0332541922102372,0.0055423351649115,-0.0332541922102372,Fast Moving Consumer Goods,8.0
