Date_Ticker,Close_GLAXO.NS,High_GLAXO.NS,Low_GLAXO.NS,Open_GLAXO.NS,Volume_GLAXO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1484.99560546875,1519.7266726368812,1480.5229798541593,1497.5462780784876,35463.0,,,-0.2588293160013873,,0.0084516563978489,0.0233879932305711,-0.0030118780137257,Healthcare,11.0
2020-01-13,1485.9083251953125,1496.9528943876228,1475.5483381193385,1484.6304162935785,25376.0,,,-0.2567605928193843,0.0006146278973494,-0.0008600186701062,0.0074328738893487,-0.0069721576360456,Healthcare,11.0
2020-01-14,1485.6802978515625,1492.5261197830296,1477.328372810596,1486.9125235146498,34260.0,,,-0.2572774277670881,-0.000153459900509,0.0008294016316088,0.0046078701732579,-0.005621616610952,Healthcare,11.0
2020-01-15,1483.8089599609375,1506.9934975930987,1476.917566544022,1486.912421307788,33832.0,,,-0.2615189051484051,-0.0012595831642454,0.0020915504829761,0.0156250152531574,-0.0046443939906501,Healthcare,11.0
2020-01-16,1487.3690185546875,1512.4703674410048,1483.3527804482983,1501.38011283029,25104.0,,,-0.2534498610291142,0.0023992701822232,0.0094200525228214,0.0168763424363302,-0.0027002297723611,Healthcare,11.0
2020-01-17,1485.86279296875,1503.342480401897,1477.3283573348335,1492.2066547458508,665255.0,,,-0.2568637938019825,-0.0010126778002954,0.0042694802017524,0.0117639983421504,-0.0057437575490161,Healthcare,11.0
2020-01-20,1488.0078125,1503.3424982167192,1481.6640620706066,1487.8253018173966,79844.0,,,-0.2520020038121259,0.0014436188465048,-0.0001226543846545,0.0103055142505974,-0.0042632507545341,Healthcare,11.0
2020-01-21,1481.755126953125,1490.1070509320498,1475.2744386333388,1488.737886719861,15763.0,,,-0.2661740164948276,-0.004202051558029,0.0047124923948091,0.0056365075625541,-0.004373656754684,Healthcare,11.0
2020-01-22,1480.066650390625,1491.476353215098,1476.8719335997723,1483.0788565054374,47883.0,,,-0.2700010298763264,-0.0011395111997836,0.0020351827493831,0.0077089115016959,-0.0021584952204748,Healthcare,11.0
2020-01-23,1487.7340087890625,1496.7705158066865,1480.5230542427616,1486.8668045114562,41182.0,,,-0.252622593098903,0.0051804142714883,-0.0005829027719224,0.0060740071573539,-0.0048469380303877,Healthcare,11.0
2020-01-24,1496.3140869140625,1518.4032266459833,1485.4063443414184,1492.389104638523,68470.0,,,-0.2331754331394766,0.0057672124682985,-0.0026231005307411,0.01476236835909,-0.007289741283623,Healthcare,11.0
2020-01-27,1529.44775390625,1568.1494864501296,1501.4711415403615,1501.5168249187795,116153.0,,,-0.1580763824487887,0.0221435240648713,-0.0182621007590053,0.0253043835234216,-0.0182919699574145,Healthcare,11.0
2020-01-28,1539.3970947265625,1565.411216991435,1530.725720638272,1533.464049297732,62775.0,,,-0.1355257226990014,0.0065051851525504,-0.0038541357841682,0.0168989030536614,-0.0056329676845536,Healthcare,11.0
2020-01-29,1548.2054443359375,1595.532870174088,1537.7540895168236,1551.6739271999786,82112.0,,,-0.1155611744353961,0.0057219476635036,0.0022403246783109,0.0305692154818963,-0.0067506252851324,Healthcare,11.0
2020-01-30,1528.80908203125,1560.5736311421608,1520.046451635926,1542.6832375386057,32519.0,,,-0.1595239629875396,-0.0125282871053376,0.009075139381643,0.0207773158102297,-0.0057316708137823,Healthcare,11.0
2020-01-31,1520.137451171875,1546.2428272697775,1510.6445567482183,1546.2428272697775,30484.0,,,-0.1791786316251126,-0.0056721476614028,0.0171730366078264,0.0171730366078264,-0.0062447605749984,Healthcare,11.0
2020-02-03,1502.7490234375,1531.9122888886177,1470.7106021925426,1501.5167978940156,50313.0,,,-0.2185903398481443,-0.0114387207031642,-0.0008199809311243,0.0194066108154291,-0.0213198749393762,Healthcare,11.0
2020-02-04,1321.2891845703125,1389.245325606557,1300.7517208212012,1387.4197732733023,342618.0,,,-0.6298777968212635,-0.1207519259950026,0.0500500492059168,0.0514316940075034,-0.0155435040178507,Healthcare,11.0
2020-02-05,1256.4364013671875,1404.5800187237646,1245.9394753840982,1309.012286615305,614869.0,,,-0.7768697507861553,-0.0490829592495418,0.0418452419803396,0.1179077724868327,-0.0083545223392661,Healthcare,11.0
2020-02-06,1225.812744140625,1277.8866705340372,1211.3452637623682,1268.7589086016512,237376.0,1465.989343261719,,-0.8462797435567755,-0.0243734240692481,0.0350348490552969,0.0424811429333926,-0.0118023576173532,Healthcare,11.0
2020-02-07,1238.13525390625,1257.8056259346845,1225.402070259299,1233.2063514770289,102180.0,1453.6463256835937,,-0.8183501821911902,0.0100525221527729,-0.0039809079126619,0.0158870946985603,-0.0102841620951978,Healthcare,11.0
2020-02-10,1187.8870849609375,1244.661725575792,1183.0950094429943,1239.5502006412305,106337.0,1438.745263671875,,-0.9322400751398952,-0.0405837478472422,0.0434916048287465,0.0477946442331438,-0.0040341170289771,Healthcare,11.0
2020-02-11,1207.1466064453125,1235.899058697129,1168.3992986941607,1188.4346930750828,154159.0,1424.8185791015626,,-0.8885874428920214,0.016213259431984,-0.015500945179584,0.0238185255198488,-0.0320982617556711,Healthcare,11.0
2020-02-12,1192.1314697265625,1217.597838045392,1184.235932854021,1217.597838045392,194152.0,1410.2347045898437,,-0.9226199728210176,-0.0124385361633622,0.0213620468593709,0.0213620468593709,-0.0066230420662852,Healthcare,11.0
2020-02-13,1226.679931640625,1232.202160680646,1186.609035019619,1198.4751253698148,167286.0,1397.2002502441403,,-0.8443142213573707,0.0289804126402156,-0.0229927999499328,0.0045017684707986,-0.0326661385642899,Healthcare,11.0
2020-02-14,1219.42333984375,1240.2803654945226,1211.2540372887606,1235.7164844195838,79241.0,1383.8782775878906,,-0.8607616358655095,-0.0059156358636842,0.0133613520780417,0.0171040072543182,-0.0066993162161683,Healthcare,11.0
2020-02-17,1202.1719970703125,1218.4650307457573,1191.1729987578406,1218.4650307457573,76166.0,1369.5864868164062,,-0.8998626344277963,-0.0141471318530347,0.0135529971710794,0.0135529971710794,-0.0091492717674979,Healthcare,11.0
2020-02-18,1227.5928955078125,1232.2480324569608,1203.9519665264677,1205.8687745146003,105761.0,1356.878375244141,,-0.8422449448188926,0.0211458081700876,-0.0176965189947809,0.0037920852802122,-0.0192579551965927,Healthcare,11.0
2020-02-19,1224.3524169921875,1243.2469524730686,1209.4285473901016,1227.6840726337257,51275.0,1344.0926635742187,,-0.8495896453123328,-0.0026397012621065,0.0027211574014962,0.0154322686986632,-0.0121891943814255,Healthcare,11.0
2020-02-20,1227.364501953125,1239.5500415646388,1219.4689657808228,1224.763112147523,54312.0,1331.074188232422,,-0.8427626098013089,0.0024601453953406,-0.0021194924584033,0.009928215776261,-0.0064329187944883,Healthcare,11.0
2020-02-24,1221.887939453125,1234.986256249988,1209.428521456936,1233.16070376477,29355.0,1317.352880859375,,-0.8551755022498024,-0.0044620505899307,0.0092256940654396,0.0107197365437008,-0.0101968581519558,Healthcare,11.0
2020-02-25,1246.9891357421875,1250.4120462391795,1221.2944653268582,1224.0327937244522,53687.0,1303.229949951172,,-0.7982824329449866,0.0205429610020514,-0.0184094162168237,0.0027449401112504,-0.0206053683058242,Healthcare,11.0
2020-02-26,1237.678955078125,1274.1900063601718,1223.120217948563,1245.8483696562146,81279.0,1288.14404296875,,-0.8193844054430729,-0.0074661281299144,0.0066005926210273,0.0294996138798708,-0.0117629350243275,Healthcare,11.0
2020-02-27,1224.169921875,1243.2012848988973,1209.4285627687511,1241.375732351322,31913.0,1271.9422668457032,,-0.8500032792774385,-0.010914812074406,0.0140550835050485,0.0155463409807912,-0.0120419223204489,Healthcare,11.0
2020-02-28,1192.085693359375,1230.2853542808414,1186.609036268903,1229.05312872006,50378.0,1255.1060974121094,,-0.922723727160091,-0.0262089665350404,0.0310107197549769,0.032044391719707,-0.004594180704441,Healthcare,11.0
2020-03-02,1189.57568359375,1220.9752098227927,1186.60916069202,1195.736923466574,27735.0,1238.5780090332032,,-0.9284127850801588,-0.0021055615209604,0.0051793592940725,0.0263955683207846,-0.0024937655860348,Healthcare,11.0
2020-03-03,1198.2469482421875,1216.4567887367828,1177.4812898361622,1191.264188076026,39855.0,1223.3529052734375,,-0.9087589464772984,0.0072893761767568,-0.005827480033565,0.0151970681179776,-0.0173300323747856,Healthcare,11.0
