Date_Ticker,Close_IGL.NS,High_IGL.NS,Low_IGL.NS,Open_IGL.NS,Volume_IGL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,383.2146301269531,386.9218468748587,380.9720197349087,384.4503690429216,1075274.0,,,-0.7719684041195161,,0.0032246652888985,0.009673995866696,-0.0058521001437275,Oil Gas & Consumable Fuels,15.0
2020-01-13,385.3199768066406,387.7914267455629,383.2604212236168,383.2604212236168,1210742.0,,,-0.7343501353986124,0.0054939099767407,-0.0053450527016338,0.0064140197438102,-0.0053450527016338,Oil Gas & Consumable Fuels,15.0
2020-01-14,388.8440856933594,391.3155635845397,384.4503782584951,386.2353376170709,1073907.0,,,-0.6713814678716147,0.0091459283163177,-0.006708982268913,0.0063559611219836,-0.0112994066169984,Oil Gas & Consumable Fuels,15.0
2020-01-15,409.85162353515625,417.1744889472863,389.1187664239658,390.53756042376017,8374512.0,,,-0.2960194377975135,0.0540256072156471,-0.0471245250776451,0.0178671133445,-0.0505862510250907,Oil Gas & Consumable Fuels,15.0
2020-01-16,418.0440979003906,420.46979152484175,407.883616371589,414.6572614126184,5708033.0,,,-0.14963656169739,0.0199888786448387,-0.0081016249357005,0.0058024826486824,-0.0243048079851675,Oil Gas & Consumable Fuels,15.0
2020-01-17,429.3945007324219,438.8226782177487,413.97071078567706,415.5725874996072,6428299.0,,,0.0531720816226904,0.0271512093796759,-0.0321893112493022,0.0219569125110943,-0.0359198590583631,Oil Gas & Consumable Fuels,15.0
2020-01-20,429.0282897949219,434.7950338063395,424.7260961813506,430.3555420847837,2512486.0,,,0.0466286360285169,-0.0008528542793988,0.0030936241768491,0.013441407358415,-0.0100277620751483,Oil Gas & Consumable Fuels,15.0
2020-01-21,432.14056396484375,434.7035554672901,424.9549973034511,425.6415158774469,1820857.0,,,0.1022386536977336,0.0072542399742673,-0.0150391993470104,0.0059309208997442,-0.0166278457996764,Oil Gas & Consumable Fuels,15.0
2020-01-22,432.0490112304688,435.2527644917116,429.3029370065463,434.79508545439126,1122490.0,,,0.1006027922991902,-0.0002118586913827,0.0063559322033899,0.007415254237288,-0.0063559322033898,Oil Gas & Consumable Fuels,15.0
2020-01-23,449.1204223632813,453.1022354740462,430.6759632132096,430.6759632132096,5368896.0,,,0.4056342332657155,0.0395126726113627,-0.041067959130018,0.0088658028281425,-0.041067959130018,Oil Gas & Consumable Fuels,15.0
2020-01-24,454.3380126953125,456.7179494164589,447.152445799251,447.6101248635286,2310925.0,,,0.4988619743687031,0.011617352656947,-0.0148081112383078,0.0052382513781481,-0.0158154649077982,Oil Gas & Consumable Fuels,15.0
2020-01-27,463.0338745117188,465.87149004952914,451.4546007828179,453.2853168801781,4178103.0,,,0.6542393617251511,0.0191396307890219,-0.021053659717274,0.006128310894754,-0.0250074008972053,Oil Gas & Consumable Fuels,15.0
2020-01-28,471.1805114746094,474.0180988124255,458.04511911809016,462.1184732274194,4045280.0,,,0.7998032165517371,0.0175940409791431,-0.0192326253452829,0.0060222935132345,-0.027877622347772,Oil Gas & Consumable Fuels,15.0
2020-01-29,468.2972412109375,471.91288918970304,463.6746657326735,470.4940952125758,2641641.0,,,0.7482850335274103,-0.0061192477054035,0.0046911529864186,0.0077208398012682,-0.0098710286362371,Oil Gas & Consumable Fuels,15.0
2020-01-30,473.7435302734375,477.22187956238986,461.02005943078353,466.8325884225546,3260261.0,,,0.8455991564039592,0.011629983231199,-0.0145879392735854,0.0073422623564793,-0.0268572973129789,Oil Gas & Consumable Fuels,15.0
2020-01-31,464.544189453125,476.07767801607775,461.6608173123868,472.6908980788269,2183118.0,,,0.6812256219297884,-0.0194183988433631,0.017536993919335,0.0248275381003695,-0.0062068845250923,Oil Gas & Consumable Fuels,15.0
2020-02-03,466.5121765136719,468.57173191390007,459.7842899526916,462.1642262243013,1608796.0,,,0.7163895532657443,0.0042363829001147,-0.0093201217637309,0.0044147945196619,-0.0144216740734594,Oil Gas & Consumable Fuels,15.0
2020-02-04,470.2194519042969,474.1097237032157,464.91035833565377,466.512234958738,3153693.0,,,0.7826310341640944,0.0079467923395486,-0.0078840144331447,0.0082733110745716,-0.0112906719344388,Oil Gas & Consumable Fuels,15.0
2020-02-05,470.99749755859375,475.7573708360008,466.1918675501493,471.5925026691538,1503614.0,,,0.7965331296160489,0.0016546437012461,0.001263287201406,0.0101059417556987,-0.0102030903207646,Oil Gas & Consumable Fuels,15.0
2020-02-06,478.0915222167969,482.3022029784887,470.9974969750256,471.409419291901,2586269.0,441.89826049804685,,0.923288940656449,0.0150617035015575,-0.0139766187317283,0.0088072692487159,-0.0148382159317069,Oil Gas & Consumable Fuels,15.0
2020-02-07,467.8394775390625,488.9842528424482,460.4708289074611,484.9566553107487,6644462.0,446.1295028686524,,0.7401057265346934,-0.0214436864100791,0.0365877156449607,0.0451966461116359,-0.0157503780364198,Oil Gas & Consumable Fuels,15.0
2020-02-10,469.5787048339844,473.3316506926501,460.9743442894259,467.7479886358012,2043574.0,450.3424392700196,,0.7711821855228221,0.0037175727539509,-0.0038986354775828,0.0079921551382797,-0.0183235748469481,Oil Gas & Consumable Fuels,15.0
2020-02-11,464.2237854003906,473.5146631389766,463.21688605407655,472.5077917271706,1737302.0,454.1114242553711,,0.6755006523220195,-0.0114036675395809,0.0178448554066119,0.0200137908284312,-0.0021689955964785,Oil Gas & Consumable Fuels,15.0
2020-02-12,476.80999755859375,478.09146521839904,464.2237973085712,464.72726096189706,3164212.0,457.45934295654297,,0.9003906980867714,0.027112381041285,-0.0253407786299864,0.002687585550569,-0.0263966785815472,Oil Gas & Consumable Fuels,15.0
2020-02-13,453.88031005859375,476.4438811687312,452.36997481182,476.4438811687312,5997630.0,459.2511535644532,,0.4906837579502519,-0.0480897791938228,0.0497126017809068,0.0497126017809068,-0.0033276068895317,Oil Gas & Consumable Fuels,15.0
2020-02-14,446.2370300292969,456.397509530712,444.9555344017557,452.9191323308036,4977352.0,460.09328002929686,,0.3541138690928573,-0.0168398581298011,0.0149743339342949,0.0227692432892627,-0.0028717823517627,Oil Gas & Consumable Fuels,15.0
2020-02-17,428.4333190917969,445.9624478908234,426.5110895570043,445.9624478908234,5607494.0,460.0635314941407,,0.0359977180865163,-0.0398974306016941,0.0409144854470824,0.0409144854470824,-0.0044866480946611,Oil Gas & Consumable Fuels,15.0
2020-02-18,431.1336364746094,439.0972625896644,422.5292764928038,426.46530488766376,6979020.0,460.0131851196289,,0.0842469047494206,0.0063027716624297,-0.0108280384363388,0.0184713634968818,-0.0199575241963574,Oil Gas & Consumable Fuels,15.0
2020-02-19,438.0445861816406,439.92108695567634,429.6233088337481,435.3442966792638,2397328.0,460.3129638671875,,0.2077315382798666,0.01602971589863,-0.0061644170195431,0.0042838122721544,-0.019224703634165,Oil Gas & Consumable Fuels,15.0
2020-02-20,425.3210754394531,442.5298220469148,422.8953824043386,438.2733851361475,3022826.0,459.1229965209961,,-0.0196117542955675,-0.0290461545321131,0.0304530164260299,0.0404606016517783,-0.0057032044147077,Oil Gas & Consumable Fuels,15.0
2020-02-24,414.47406005859375,425.9618188554433,413.3756473018977,421.0188916140432,3313963.0,457.12979888916016,,-0.2134258863593237,-0.0255031222462981,0.0157906903860864,0.0277164722811014,-0.0026501363114034,Oil Gas & Consumable Fuels,15.0
2020-02-25,415.2063903808594,423.7649931851851,410.4923023132442,413.7418120080882,2831671.0,454.7384246826172,,-0.2003406310323751,0.0017668906038705,-0.0035273502689294,0.0206128879579023,-0.011353601911789,Oil Gas & Consumable Fuels,15.0
2020-02-26,417.311767578125,424.2684949813343,413.1926559763645,415.57259271095097,3439210.0,452.044987487793,,-0.1627218170243385,0.0050706762854358,-0.004167567277739,0.0166703360501496,-0.0098705857868947,Oil Gas & Consumable Fuels,15.0
2020-02-27,417.3575134277344,421.0189456220884,410.3092452797986,419.1882295249114,2930835.0,449.4980010986328,,-0.1619044316121997,0.000109620320258,0.0043864457647866,0.0087728915295735,-0.0168878429671692,Oil Gas & Consumable Fuels,15.0
2020-02-28,404.9544067382813,414.2452856113713,396.8992668531762,410.99577561936576,3549453.0,446.058544921875,,-0.3835227545798649,-0.0297181823506352,0.0149186396803158,0.0229430244948405,-0.0198914735858424,Oil Gas & Consumable Fuels,15.0
2020-03-02,395.7092895507813,419.0509207524397,392.8717018307382,415.57257119815415,2117259.0,442.6167999267578,,-0.5487142197533075,-0.0228300199569751,0.0501966523705375,0.0589868163776403,-0.0071708898299162,Oil Gas & Consumable Fuels,15.0
2020-03-03,410.0803833007813,412.82645729609897,399.0960873195103,399.0960873195103,3709107.0,439.79521026611326,,-0.2919319654496864,0.0363173019423284,-0.0267857142857144,0.0066964285714286,-0.0267857142857144,Oil Gas & Consumable Fuels,15.0
2020-03-04,398.4095458984375,413.696034766678,394.015838932522,412.0941583615723,4678553.0,436.2047149658203,,-0.5004661236646688,-0.0284598773255231,0.0343481038645174,0.0383687816359132,-0.0110281166983773,Oil Gas & Consumable Fuels,15.0
2020-03-05,402.4371337890625,406.0528090150327,397.26536674438415,401.8421566838356,1666483.0,432.7766967773438,,-0.4285013090199482,0.0101091651344411,-0.001478434903919,0.0089844473146092,-0.0128511178776785,Oil Gas & Consumable Fuels,15.0
2020-03-06,403.5356140136719,406.37322964054925,386.3726500622101,393.5124318922136,1807501.0,429.0489013671875,,-0.4088736986730918,0.0027295697448862,-0.0248384077473735,0.0070318839981773,-0.0425314727013915,Oil Gas & Consumable Fuels,15.0
2020-03-09,382.3450622558594,399.0503463886042,373.1914819091499,395.75505187688674,3099096.0,424.7741806030273,,-0.7875058156828811,-0.0525122220243355,0.035073003275909,0.0436916434442298,-0.0239406265447833,Oil Gas & Consumable Fuels,15.0
2020-03-11,381.5212097167969,385.3657245560051,374.1525888652425,382.0704301130423,1987948.0,420.371305847168,,-0.8022263871212403,-0.0021547356573711,0.0014395540333211,0.0100768050144892,-0.0193137908558848,Oil Gas & Consumable Fuels,15.0
2020-03-12,355.4793395996094,368.5689498404601,352.64172377596304,363.3971819313623,3463039.0,414.9340835571289,,-1.2675417090655778,-0.0682579879019527,0.0222737060912487,0.0368224219601454,-0.0079825056129632,Oil Gas & Consumable Fuels,15.0
2020-03-13,380.2397155761719,393.4208654653129,319.96338442694827,319.96338442694827,4501880.0,410.10556945800784,,-0.8251240844037849,0.0696534881730429,-0.1585219236183357,0.0346653685798385,-0.1585219236183357,Oil Gas & Consumable Fuels,15.0
2020-03-16,358.4084777832031,376.89872386169935,353.37400788341114,374.2899475085407,3411120.0,405.3319778442383,,-1.2152039594805808,-0.0574144070139758,0.0443110883525026,0.05158986805463,-0.0140467377639356,Oil Gas & Consumable Fuels,15.0
2020-03-17,345.45611572265625,359.5068671020907,338.86555465233744,353.8774207916589,4011481.0,400.2929321289063,,-1.4466363602652408,-0.0361385482303842,0.0243773512342841,0.0406730427974675,-0.0190778532217676,Oil Gas & Consumable Fuels,15.0
2020-03-18,311.6336669921875,352.55015607692553,300.7866682449156,346.9207095173069,2981663.0,394.4529495239258,,-2.050974817877655,-0.0979066433943886,0.1132324464994469,0.1312967545504759,-0.0348068899357522,Oil Gas & Consumable Fuels,15.0
2020-03-19,295.6148986816406,320.8330022340813,260.00744755541314,292.9145812122853,9265767.0,387.6770126342773,,-2.3371976697708616,-0.0514025601442749,-0.0091345784038556,0.0853072820920268,-0.1204521534098136,Oil Gas & Consumable Fuels,15.0
2020-03-20,314.4255065917969,318.86499895299403,298.4067398804244,309.391037053937,2711404.0,381.49605865478514,,-2.0010903151033403,0.0636321376021515,-0.0160116448326054,0.0141193773028112,-0.0509461426491993,Oil Gas & Consumable Fuels,15.0
2020-03-23,279.1384582519531,297.4913766204238,271.1290750352494,283.76100539178884,2065621.0,374.18692779541016,416.46411376953125,-2.631598192795386,-0.1122270541036455,0.0165600511258228,0.0657484406964272,-0.0286932272495191,Oil Gas & Consumable Fuels,15.0
2020-03-24,293.0518798828125,314.2881982341819,269.29835477895864,291.99922369151653,3403375.0,368.1158187866211,414.6608587646484,-2.3829936096230835,0.0498441587661882,-0.0035920472228907,0.0724660710583446,-0.0810556994664308,Oil Gas & Consumable Fuels,15.0
2020-03-25,314.1051025390625,319.87187489118224,274.6074091149333,286.18668261237764,5134726.0,363.0607543945313,413.2365612792969,-2.0068152847111094,0.0718412817029834,-0.0888824145198752,0.0183593717692076,-0.1257467424274561,Oil Gas & Consumable Fuels,15.0
2020-03-26,331.1307678222656,342.0693074700879,314.10510285320976,314.88316276671566,3440258.0,358.75170440673827,412.082294921875,-1.702601229156723,0.054203720810571,-0.049067035245335,0.0330338969095542,-0.051416741129276,Oil Gas & Consumable Fuels,15.0
2020-03-27,327.14898681640625,349.5752607780209,319.23114465767753,338.6825047264249,2222141.0,354.24127807617185,410.4282421875,-1.773747567815039,-0.0120247992418409,0.0352546343556039,0.0685506447073305,-0.0242025574823869,Oil Gas & Consumable Fuels,15.0
2020-03-30,330.7646179199219,335.70754551856953,307.1941494888294,310.3979024794633,3367678.0,350.5317886352539,408.6826525878906,-1.7091435841766307,0.0110519403978612,-0.0615746495756972,0.0149439430061542,-0.0712605495089528,Oil Gas & Consumable Fuels,15.0
2020-03-31,355.1131591796875,358.8203480301747,327.9727712221439,331.45114849946907,4029693.0,348.5019821166992,407.197025756836,-1.2740846093726186,0.0736128955173204,-0.0666323116126638,0.0104394578309934,-0.0764274351878089,Oil Gas & Consumable Fuels,15.0
2020-04-01,357.4931030273437,361.5664578401071,345.1357683923021,361.5664578401071,2970011.0,345.8726181030273,405.7663220214844,-1.2315598470303504,0.0067019308807196,0.0113942192961742,0.0113942192961742,-0.0345666378746793,Oil Gas & Consumable Fuels,15.0
2020-04-03,372.2761535644531,375.25106741439066,347.92762231344625,350.7652380341354,4513936.0,344.5659484863281,404.56903381347655,-0.9674167617204172,0.0413519880857076,-0.0577821472698586,0.0079911480266825,-0.0654044880873395,Oil Gas & Consumable Fuels,15.0
2020-04-07,398.9587707519531,405.503574551148,379.0954919308364,380.0566345454434,3453043.0,344.3920303344727,403.9072290039063,-0.4906525911348071,0.0716742582946032,-0.0473786706603369,0.0164047121632624,-0.0497877983323405,Oil Gas & Consumable Fuels,15.0
2020-04-08,398.7757568359375,421.0647325020232,392.6886309638434,402.75757021932657,3439144.0,344.15403747558594,402.90033569335935,-0.4939226780704953,-0.0004587288948947,0.0099850939158954,0.0558935072757087,-0.015264533432002,Oil Gas & Consumable Fuels,15.0
2020-04-09,419.8289794921875,425.5499675151774,400.97259738151047,403.6729149021664,3149217.0,346.0282333374024,402.21015502929686,-0.117744353158521,0.0527946403344464,-0.0384824902024699,0.0136269488349989,-0.0449144366677239,Oil Gas & Consumable Fuels,15.0
2020-04-13,421.0189208984375,425.6414675985536,407.5631472005505,412.8264556708552,3074636.0,348.00311889648435,401.3698559570312,-0.0964825172745198,0.002834347947322,-0.0194586628318268,0.0109794274572072,-0.0319600213433944,Oil Gas & Consumable Fuels,15.0
