Date_Ticker,Close_CHAMBLFERT.NS,High_CHAMBLFERT.NS,Low_CHAMBLFERT.NS,Open_CHAMBLFERT.NS,Volume_CHAMBLFERT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,137.2408905029297,138.28520662825977,134.89117590113696,135.7179256137233,419528.0,,,-1.4382803169421898,,-0.0110970198723234,0.0076093657036406,-0.0171210970227752,Chemicals,2.0
2020-01-13,137.4149627685547,138.502795004782,135.28281424138956,137.50199465913371,263229.0,,,-1.4366952400487665,0.0012683702720603,0.0006333509017182,0.0079164030925769,-0.0155161307342946,Chemicals,2.0
2020-01-14,137.8065948486328,138.98144571202326,136.80578121033471,137.5019965067155,299990.0,,,-1.4331290949272195,0.0028499958970097,-0.002210332112566,0.0085253602317139,-0.0072624509690366,Chemicals,2.0
2020-01-15,150.2513885498047,153.07975246552914,136.8057842832012,137.8065979439791,3043686.0,,,-1.3198086020369664,0.0903062274693114,-0.0828264598812704,0.0188242114966339,-0.0894873877464805,Chemicals,2.0
2020-01-16,151.73085021972656,153.07975161017282,147.8581567180118,152.29651768802967,775944.0,,,-1.3063368378861475,0.009846575690257,0.0037280979279028,0.00889009313856,-0.0255234416475396,Chemicals,2.0
2020-01-17,152.47056579589844,153.73244855247248,146.8138380850748,152.29651529140585,481512.0,,,-1.299601094755066,0.0048751824371949,-0.0011415351125906,0.0082762384332149,-0.0371004572672466,Chemicals,2.0
2020-01-20,146.55274963378906,152.34002494327788,145.85654764458292,152.25299305502625,209632.0,,,-1.3534878734696858,-0.0388128431951327,0.038895506467679,0.039489366961386,-0.0047505215080975,Chemicals,2.0
2020-01-21,149.1200408935547,151.77434079557852,142.8976328419346,146.20464533268077,589619.0,,,-1.3301104902895946,0.0175178648382978,-0.0195506622946475,0.0177997530453906,-0.0417275103623514,Chemicals,2.0
2020-01-22,147.72760009765625,152.0789285246859,146.46571750965776,150.55596357522552,245610.0,,,-1.3427898549380295,-0.0093377173688705,0.0191458026509572,0.0294550810014728,-0.0085419555124723,Chemicals,2.0
2020-01-23,150.0773162841797,150.51244913120786,146.204636601469,147.11841823606832,339522.0,,,-1.3213936789303895,0.0159057358609369,-0.0197158246254118,0.0028993911791721,-0.0258045637981529,Chemicals,2.0
2020-01-24,148.16273498535156,151.64379777502208,147.11841880429054,150.51244971253902,545452.0,,,-1.3388275795374551,-0.0127572996788052,0.0158590129118483,0.0234948604992657,-0.0070484402246236,Chemicals,2.0
2020-01-27,155.38592529296875,158.17077255277616,150.55594856467826,150.86054683588185,2141630.0,,,-1.273054252509768,0.0487517344245253,-0.029123477229708,0.0179221332598611,-0.0310837466082203,Chemicals,2.0
2020-01-28,155.6470489501953,158.82351391685123,151.6873367693045,157.51811517232915,624157.0,,,-1.270676498225305,0.0016804846174724,0.0120212123182148,0.0204081284423989,-0.025440329306583,Chemicals,2.0
2020-01-29,154.29812622070312,158.1272903601526,152.3400282059206,157.08297407477565,593382.0,,,-1.2829595936503844,-0.0086665486984197,0.0180484878350963,0.0248166600155101,-0.0126903551115179,Chemicals,2.0
