Date_Ticker,Close_APTUS.NS,High_APTUS.NS,Low_APTUS.NS,Open_APTUS.NS,Volume_APTUS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-08-24,335.3392333984375,342.97595275188297,321.9024695486205,321.9024695486205,32581493.0,,,0.9093184027692228,,-0.0400691673134826,0.022773116274086,-0.0400691673134826,Financial Services,9.0
2021-08-25,336.54754638671875,344.61928016732554,323.01411041941844,340.2692471778362,3883290.0,,,0.9440799708122608,0.0036032556525993,0.0110584695418962,0.0239839329309261,-0.0402125527658708,Financial Services,9.0
2021-08-26,339.8342590332031,341.23594824121346,334.03421458717685,335.4359037951872,2794709.0,,,1.038634350684644,0.0097659682317448,-0.0129426481324422,0.0041246259632505,-0.0170672740956926,Financial Services,9.0
2021-08-27,343.3626403808594,347.0359900350488,335.43590123164887,339.8342564360508,4421191.0,,,1.1401412197557144,0.0103826534667051,-0.0102759692810344,0.0106981634638962,-0.0230856191588523,Financial Services,9.0
2021-08-30,343.894287109375,346.0693036828004,341.33260682300624,342.2026075522664,2333990.0,,,1.1554359936325078,0.0015483534490704,-0.0049191848208011,0.0063246661981728,-0.0074490341433151,Financial Services,9.0
2021-08-31,357.1377258300781,365.1127864356982,344.1359485576656,344.1359485576656,5823315.0,,,1.536432226130482,0.0385102027487042,-0.0364054994251676,0.0223304905329841,-0.0364054994251676,Financial Services,9.0
2021-09-01,365.1128234863281,368.6894999963184,354.81772060482416,358.63609514309167,4708569.0,,,1.765865247637554,0.0223305942762385,-0.0177389779997113,0.0097960857025998,-0.0281970454589893,Financial Services,9.0
2021-09-02,354.7693786621094,368.0128250336401,352.9810257578441,364.4361192251096,1384495.0,,,1.4682980075734278,-0.0283294482112487,0.0272479564032697,0.0373297335341451,-0.0050408885654377,Financial Services,9.0
2021-09-03,363.2760620117188,366.9010893581657,353.80266901322324,353.80266901322324,1886892.0,,,1.713024047056498,0.0239780653609096,-0.0260776692690252,0.0099787124050303,-0.0260776692690252,Financial Services,9.0
2021-09-06,362.2127990722656,365.25781660398576,356.9927353029711,364.43613771433365,1193895.0,,,1.6824353772533087,-0.0029268731156274,0.0061382111503587,0.0084067088173562,-0.0144115939101673,Financial Services,9.0
2021-09-07,356.94439697265625,364.3394476381271,354.5760337233281,362.5027728226028,1462019.0,,,1.5308704103616118,-0.0145450467600905,0.015572105619499,0.0207176544251439,-0.0066351041490351,Financial Services,9.0
2021-09-08,348.43768310546875,358.8777513443566,347.0843157962541,358.6360828249328,714841.0,,,1.2861434929281437,-0.023832042019248,0.0292689344865639,0.0299625119356787,-0.0038841014472162,Financial Services,9.0
2021-09-09,349.11431884765625,354.18935748790483,348.0026496170452,349.88767576935754,661118.0,,,1.3056094091439905,0.001941913217184,0.0022151967993004,0.0145368962722585,-0.0031842556165568,Financial Services,9.0
2021-09-13,350.1293334960937,351.8210129907591,348.0993122023855,349.114308098965,526976.0,,,1.3348100393685558,0.0029073990771499,-0.0028990013118682,0.0048315845969648,-0.0057979183675878,Financial Services,9.0
2021-09-14,349.2593078613281,353.7060142055098,348.0509653493521,348.96931745867374,423733.0,,,1.3097805514830436,-0.0024848693083732,-0.0008303011433828,0.0127318191501062,-0.0034597288741572,Financial Services,9.0
2021-09-15,348.2926330566406,352.73933939067103,347.13264194812155,347.13264194812155,557475.0,,,1.281970594688295,-0.0027677853758769,-0.0033305071610011,0.0127671558683448,-0.0033305071610011,Financial Services,9.0
2021-09-16,344.8126220703125,350.854334473419,341.52590692258354,348.2926248140628,862593.0,,,1.1818552769974393,-0.0099916296126831,0.0100924459286197,0.0175217263417766,-0.0095318875741698,Financial Services,9.0
