Date_Ticker,Close_BAYERCROP.NS,High_BAYERCROP.NS,Low_BAYERCROP.NS,Open_BAYERCROP.NS,Volume_BAYERCROP.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,3399.282958984375,3457.1362653850274,3312.56906302808,3346.4376200385186,21984.0,,,-1.9665339706075573,,-0.0155460253187176,0.0170192676216449,-0.0255094668500921,Chemicals,2.0
2020-01-13,3412.41748046875,3435.1721153334843,3386.016690238882,3435.1721153334843,5416.0,,,-1.9486522741698016,0.0038639094311522,0.0066681861158466,0.0066681861158466,-0.0077366823904094,Chemicals,2.0
2020-01-14,3449.931884765625,3501.0640699400583,3421.993614157221,3443.0790690326444,8303.0,,,-1.8975791391128465,0.0109934978681804,-0.0019863626187061,0.0148212158623262,-0.0080982093390814,Chemicals,2.0
2020-01-15,3497.0224609375,3514.1983632442307,3440.487216081908,3452.787064251509,11735.0,,,-1.8334687420050249,0.0136497118623761,-0.0126494459729983,0.0049115790643581,-0.0161666805080903,Chemicals,2.0
2020-01-16,3588.832275390625,3593.313020455123,3508.971198948108,3522.852499969606,30802.0,,,-1.7084763519883437,0.0262537102574148,-0.0183847475607751,0.0012485245117814,-0.0222526633496196,Chemicals,2.0
2020-01-17,3676.46875,3687.450758160172,3574.951238161252,3619.318551128345,26838.0,,,-1.5891656608676827,0.0244192171393231,-0.015544861865521,0.0029871077131204,-0.0276127770265279,Chemicals,2.0
2020-01-20,3636.889892578125,3713.676010547894,3578.2897233728045,3713.676010547894,8840.0,,,-1.6430493988183288,-0.0107654546014773,0.0211131269402651,0.0211131269402651,-0.0161127146919974,Chemicals,2.0
2020-01-21,3667.552001953125,3701.332835776061,3631.0917293262105,3663.46678009429,7758.0,,,-1.6013051653007793,0.0084308599602019,-0.0011138824634687,0.0092107307012814,-0.0099413103365672,Chemicals,2.0
2020-01-22,3604.16357421875,3696.9396699556896,3584.5276567725746,3692.502681028903,9829.0,,,-1.687603902849851,-0.0172835798103525,0.0245102934400811,0.0257413665685386,-0.0054481204978139,Chemicals,2.0
2020-01-23,3592.0390625,3602.098538691292,3535.283960703197,3558.1705077316424,14630.0,,,-1.7041105443950813,-0.0033640292592375,-0.0094287824210869,0.0028004918700106,-0.0158002462693995,Chemicals,2.0
2020-01-24,3632.277587890625,3653.934023778252,3540.599691230189,3601.5279627806854,9948.0,,,-1.649328716446948,0.0112021402580793,-0.0084656594563293,0.0059622193963988,-0.0252397825997864,Chemicals,2.0
2020-01-27,3643.8740234375,3689.691304159672,3619.977431337685,3637.153120315199,4076.0,,,-1.6335410122313123,0.0031926071910185,-0.0018444389347909,0.0125737828551353,-0.0065580181823277,Chemicals,2.0
2020-01-28,3586.108642578125,3703.132869726533,3560.235076220732,3676.776052148408,8073.0,,,-1.712184380120086,-0.0158527381813494,0.0252829511336558,0.0326326497080906,-0.00721494213817,Chemicals,2.0
2020-01-29,3621.6025390625,3646.026351218974,3593.3127172254467,3617.9124130890928,8916.0,,,-1.6638620196076177,0.0098976076917897,-0.0010189207494764,0.0067439239654378,-0.0078114098750263,Chemicals,2.0
2020-01-30,3629.861572265625,3662.631715669623,3619.670182072553,3662.631715669623,5243.0,,,-1.652617946134266,0.0022804913333374,0.0090279319890274,0.0090279319890274,-0.0028076525757734,Chemicals,2.0
2020-01-31,3628.543701171875,3641.6341700513512,3599.9025360157807,3602.1868796757253,4303.0,,,-1.654412131850934,-0.0003630637332892,-0.0072637464687658,0.0036076371011457,-0.0078932948077335,Chemicals,2.0
2020-02-03,3738.49560546875,3812.9536285140416,3540.599797905896,3640.0968021522585,53388.0,,,-1.504720605004764,0.030301937458095,-0.0263204277069503,0.0199165736443218,-0.0529346101874155,Chemicals,2.0
2020-02-04,3902.2587890625,3931.5588722650327,3786.596366360289,3786.596366360289,59084.0,,,-1.2817689321792598,0.0438045676325508,-0.0296398647435678,0.007508493102676,-0.0296398647435678,Chemicals,2.0
2020-02-05,3905.50927734375,4099.363579416123,3869.927574607712,3922.7729065780086,28637.0,,,-1.277343628616512,0.0008329760933233,0.0044203272885323,0.0496361135785647,-0.0091106435062006,Chemicals,2.0
2020-02-06,3953.39111328125,4015.022055313692,3916.667021774006,3935.600260629149,22782.0,3638.326159667969,,-1.2121559888433109,0.0122600748166871,-0.0045001499073373,0.0155893864954053,-0.00928926343358,Chemicals,2.0
2020-02-07,3952.600830078125,4022.490162120069,3920.1378406420768,3971.0943612062274,15570.0,3665.992053222656,,-1.2132319019898192,-0.0001999000808369,0.0046788258979688,0.0176818593747456,-0.0082130705405449,Chemicals,2.0
2020-02-10,3957.8720703125,3983.3940862363,3920.181474301725,3952.205182385089,13125.0,3693.264782714844,,-1.2060554915028665,0.0013336130970429,-0.0014318016921056,0.0064484186124249,-0.0095229444866313,Chemicals,2.0
2020-02-11,3916.14111328125,3975.487725299265,3829.1635917774647,3966.70211706656,24226.0,3716.575244140625,,-1.262869156665892,-0.0105437862290367,0.0129109248933436,0.0151543599429413,-0.0222100069910169,Chemicals,2.0
2020-02-12,3891.2763671875,3922.7290922113175,3850.994280246032,3875.3305790308095,8501.0,3736.287939453125,,-1.296720701404636,-0.0063492977843478,-0.0040978297740941,0.0080828813108821,-0.0103518956610584,Chemicals,2.0
2020-02-13,3824.0673828125,3900.8535069695945,3795.426216414844,3857.540633360582,14785.0,3748.049694824219,,-1.388220849157512,-0.017271706769976,0.0087533108591468,0.0200796995634058,-0.0074897127928198,Chemicals,2.0
2020-02-14,3827.93310546875,3887.763180861407,3807.0672867771495,3835.664697785336,5361.0,3755.622912597656,,-1.3829579487059156,0.0010108929234941,0.0020197825049605,0.0156298644057235,-0.005450936083964,Chemicals,2.0
2020-02-17,3738.18798828125,3904.323909187879,3707.57006084722,3827.932881630015,101414.0,3760.6878173828127,,-1.5051394034491885,-0.0234447976792714,0.0240075923495832,0.0444429015949556,-0.0081905799093071,Chemicals,2.0
2020-02-18,3740.51513671875,3773.241515794661,3704.011119034638,3773.241515794661,3798.0,3764.335974121094,,-1.501971159979148,0.0006225338171315,0.008749163652528,0.008749163652528,-0.0097590883474232,Chemicals,2.0
2020-02-19,3754.177978515625,3838.431867564041,3729.7537325877543,3758.2632001538286,8186.0,3771.8366943359374,,-1.4833701938320798,0.0036526631486539,0.0010881800654052,0.0224426997149798,-0.0065058838626311,Chemicals,2.0
2020-02-20,3742.14111328125,3791.384694663314,3727.3814660873823,3733.8827290421887,4189.0,3779.341796875,,-1.4997575110586208,-0.0032062585480122,-0.0022068607219944,0.0131591994773507,-0.0039441717313877,Chemicals,2.0
2020-02-24,3924.530517578125,3996.572492604184,3734.5855289033416,3747.939822697175,28111.0,3793.954443359375,,-1.2514475924232369,0.048739317619412,-0.0449966420416387,0.0183568390418624,-0.0483994169045221,Chemicals,2.0
2020-02-25,3953.698486328125,4030.792177079188,3867.423665939341,3979.791478114613,43177.0,3809.445666503906,,-1.2117375227786045,0.0074322186104441,0.0065996412919997,0.0194991325255713,-0.0218212948425687,Chemicals,2.0
2020-02-26,3916.360595703125,4006.237192708807,3892.024290285091,3913.98830998196,37471.0,3825.958264160157,,-1.2625703472995926,-0.0094437880769396,-0.0006057373071745,0.0229490096249795,-0.0062140103862587,Chemicals,2.0
2020-02-27,3799.73095703125,3930.3726649335754,3768.893393212868,3916.3598803174873,76098.0,3834.8646850585938,,-1.4213531241869433,-0.0297801072760859,0.0306939950762619,0.0343818310769021,-0.0081157229727852,Chemicals,2.0
2020-02-28,3849.896484375,3943.858716501245,3646.026659273817,3795.3819682079256,46498.0,3845.866430664063,,-1.35305640453347,0.0132023893036218,-0.0141599953111269,0.0244064307982294,-0.0529546251252726,Chemicals,2.0
2020-03-02,3811.328125,3992.970554971824,3672.340075636097,3867.424313112307,72412.0,3855.005651855469,,-1.4055644228321544,-0.0100180250382137,0.0147182783199248,0.0476585652073249,-0.0364670909471754,Chemicals,2.0
2020-03-03,3836.19189453125,3900.80986839236,3690.92178356793,3900.80986839236,120228.0,3859.8904663085937,,-1.3717142076122817,0.0065236496874039,0.0168443017548802,0.0168443017548802,-0.0378683118460294,Chemicals,2.0
2020-03-04,3819.059326171875,3934.2382823009298,3764.632323207475,3806.8032337124832,32138.0,3855.7304931640624,,-1.39503895430868,-0.0044660352845744,-0.0032091914297851,0.030158985837098,-0.0142514159419869,Chemicals,2.0
2020-03-05,3831.84228515625,3856.881263747779,3800.2141016722135,3819.059399258663,6717.0,3852.047143554688,,-1.3776358846645511,0.0033471485757693,-0.0033359634730023,0.0065344491573999,-0.0082540410409263,Chemicals,2.0
2020-03-06,3721.1875,3774.735944801292,3699.311424962412,3748.071542485157,22091.0,3840.436962890625,,-1.5282843327182585,-0.0288776982249252,0.0072245869054319,0.0143901495964102,-0.0058787887032265,Chemicals,2.0
2020-03-09,3714.598388671875,3747.9399387646167,3584.527648888804,3668.2543118388153,16548.0,3828.5368408203126,,-1.537254928921879,-0.001770701242043,-0.0124762011889069,0.0089758155806078,-0.0350160976162962,Chemicals,2.0
2020-03-11,3685.4736328125,3735.5515850785214,3628.4551378714505,3634.6930036874815,15070.0,3814.916918945312,,-1.5769061673564615,-0.007840620387979,-0.0137785897239661,0.0135879285148503,-0.0154711444503096,Chemicals,2.0
2020-03-12,3611.71875,3642.51212641162,3343.8015323498857,3569.591599037726,23908.0,3799.69580078125,,-1.677318080102908,-0.0200123213895347,-0.0116640175712114,0.0085259618877078,-0.0741799780644919,Chemicals,2.0
