Date_Ticker,Close_TITAGARH.NS,High_TITAGARH.NS,Low_TITAGARH.NS,Open_TITAGARH.NS,Volume_TITAGARH.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,55.03495788574219,59.679470503389126,54.036138295727305,59.379825388423534,3339175.0,,,-0.7304822656616919,,0.0789474121466886,0.0843920445490189,-0.0181488208292722,Capital Goods,1.0
2020-01-13,59.42976760864258,61.22764216921808,55.68419401986258,55.68419401986258,3346110.0,,,-0.7212793792933786,0.0798548757323378,-0.0630252100840336,0.0302520880178243,-0.0630252100840336,Capital Goods,1.0
2020-01-14,58.430946350097656,59.82929530819484,57.23236207318498,59.52964638132088,870834.0,,,-0.7233709461925658,-0.0168067501983579,0.0188033927200186,0.0239316500150239,-0.0205128335545206,Capital Goods,1.0
2020-01-15,59.77935028076172,61.427404110236026,57.981475800549774,58.43094537315134,1631341.0,,,-0.7205473408638011,0.0230768798880117,-0.0225563660574665,0.0275689485036889,-0.0300751759891666,Capital Goods,1.0
2020-01-16,59.379825592041016,61.02787563510023,59.180060911314165,60.42858540311404,653865.0,,,-0.7213839596353656,-0.0066833226999671,0.0176618876969822,0.0277543766191208,-0.0033641843628726,Capital Goods,1.0
2020-01-17,57.781715393066406,60.32870855597952,57.33224959744136,59.57959381634498,694623.0,,,-0.7247304586859546,-0.0269133528608546,0.0311150060369151,0.0440795699052358,-0.0077786855680469,Capital Goods,1.0
2020-01-20,56.43330764770508,58.38100663829307,55.43448804332091,58.13130173719703,617559.0,,,-0.7275540720028298,-0.0233362359734154,0.0300885090785743,0.0345132878396363,-0.0176991150442479,Capital Goods,1.0
2020-01-21,57.98147964477539,59.57959336329356,55.434490311424526,56.23354526558633,1100776.0,,,-0.7243121453061172,0.0274336568527056,-0.030146425891471,0.027562485957741,-0.043927636013345,Capital Goods,1.0
2020-01-22,58.28112411499024,59.87923781537446,57.98147898685399,58.43094858415563,937151.0,,,-0.7236846792304164,0.0051679341757164,0.0025707203050817,0.0274207768750496,-0.0051413752340301,Capital Goods,1.0
2020-01-23,57.93153762817383,59.13012192734735,57.3322473836843,58.43094743531326,728708.0,,,-0.7244167256481042,-0.0059982797539502,0.0086206896551723,0.0206896683265422,-0.0103448012779497,Capital Goods,1.0
2020-01-24,57.73177719116211,58.780537101283386,57.08254668022738,57.78171741351174,631541.0,,,-0.7248350310398313,-0.0034482156902835,0.0008650387148878,0.0181660770055391,-0.0112456352899892,Capital Goods,1.0
2020-01-27,56.23354721069336,57.63189628649105,55.933902068792335,57.18242666854217,643694.0,,,-0.7279723773945568,-0.0259515652100539,0.0168739036556522,0.0248668125195519,-0.0053285833237289,Capital Goods,1.0
2020-01-28,56.03377914428711,58.181242850842345,55.53436933440864,56.43330851626768,711603.0,,,-0.7283906987625047,-0.0035524713683411,0.0071301521703859,0.0383244489190264,-0.0089126562138971,Capital Goods,1.0
2020-01-29,57.13248443603516,58.43094921204161,55.18478536692819,56.48325014293464,2029182.0,,,-0.7260899711793436,0.0196079098809109,-0.0113636628882712,0.0227272590860319,-0.0340909219743031,Capital Goods,1.0
2020-01-30,56.73295593261719,57.93154028679673,55.53437157843764,57.13248532074191,1541382.0,,,-0.7269265979390185,-0.006993018199047,0.007042280479784,0.0211267742791883,-0.0211267742791885,Capital Goods,1.0
2020-01-31,51.68891525268555,57.18242315393715,51.23944566236244,57.03259868709796,1543972.0,,,-0.7374889968007206,-0.0889084765109461,0.1033816130264946,0.106280193236715,-0.0086956669167043,Capital Goods,1.0
2020-02-03,43.89812469482422,46.84464344552564,42.49977565070316,46.84464344552564,1256799.0,,,-0.753803186661939,-0.1507245899778589,0.067121745431846,0.067121745431846,-0.0318544141427966,Capital Goods,1.0
2020-02-04,45.49623107910156,45.845820218004086,44.247706604866096,44.297646821796654,563567.0,,,-0.7504566955994604,0.036404889625405,-0.0263446933707761,0.0076839142630236,-0.0274423714805019,Capital Goods,1.0
2020-02-05,44.74711990356445,46.79469943983997,44.44747476828907,45.94570425486061,647694.0,,,-0.7520253607887127,-0.0164653457609417,0.026785731771771,0.0457589123207997,-0.0066964116555692,Capital Goods,1.0
2020-02-06,44.0978889465332,45.09670859370093,43.74829978390775,44.89694390222847,402956.0,54.712841796875,,-0.7533848732821016,-0.0145088881347095,0.0181200273932407,0.0226500558423274,-0.0079275713866783,Capital Goods,1.0
2020-02-07,45.34641647338867,45.94570677683468,43.99800757534293,44.39753698443682,454871.0,54.22841472625733,,-0.7507704126610899,0.0283126371053556,-0.0209251262337057,0.01321582497699,-0.0297357322344764,Capital Goods,1.0
2020-02-10,44.84700393676758,45.546174645602605,44.39753433094892,45.04676481918067,472188.0,53.49927654266357,,-0.7518162001047387,-0.0110132745972147,0.0044542748651559,0.01559013194774,-0.0100222883662952,Capital Goods,1.0
2020-02-11,50.64015579223633,52.13838523099957,44.94688316289712,45.04676360140354,4528674.0,53.10973701477051,,-0.7396851360537843,0.1291758946402942,-0.1104536923974138,0.0295857983713576,-0.1124260488592738,Capital Goods,1.0
2020-02-12,49.79115676879883,53.13720479776681,48.94216161185466,50.44039104895225,2294918.0,52.610327339172365,,-0.7414629699151211,-0.0167653319812191,0.0130391483605831,0.0672016527855556,-0.0170511233728994,Capital Goods,1.0
2020-02-13,50.88986206054688,52.73767689372595,48.44275314970826,50.93980228113652,2698413.0,52.185829162597656,,-0.7391622423319598,0.022066273672849,0.0009813392799185,0.0363100774566966,-0.0480863734298815,Capital Goods,1.0
2020-02-14,49.44157028198242,51.73885460375283,49.042040917242176,50.889859466422806,639977.0,51.76882190704346,,-0.7421950163328089,-0.0284593378705041,0.0292929447058474,0.0464646310517282,-0.0080808389066445,Capital Goods,1.0
2020-02-17,47.0943489074707,49.59139807944275,46.54499504148112,49.44157360504656,473608.0,51.301873970031735,,-0.7471101805726503,-0.0474746526278332,0.0498408992167531,0.0530222676372096,-0.0116649636046339,Capital Goods,1.0
2020-02-18,46.49505233764648,47.49387195310697,44.19776798412627,45.94570231118211,623178.0,50.727552604675296,,-0.7483651287002732,-0.0127254454881984,-0.0118152362207273,0.0214822774734624,-0.0494092217992865,Capital Goods,1.0
2020-02-19,45.8957633972168,47.743578214272354,45.49623401559661,46.8446428209188,440671.0,50.10828456878662,,-0.749620060851675,-0.012889305642193,0.0206746626151455,0.0402611195517801,-0.0087051473174626,Capital Goods,1.0
2020-02-20,45.14664840698242,46.69481808409534,44.94688371731102,45.995643575342704,347547.0,49.469040107727054,,-0.7511887340290379,-0.0163220945635213,0.0188052756587127,0.034292017940217,-0.0044247955655665,Capital Goods,1.0
2020-02-24,44.89694213867188,45.79587749969581,44.69717745504619,44.84700192031406,318504.0,48.82729835510254,,-0.7517116277508622,-0.0055310034547753,-0.0011123300603317,0.0200221956820003,-0.0044494051066702,Capital Goods,1.0
2020-02-25,46.2453498840332,48.79233927636758,44.94688507717594,46.145469441272894,847164.0,48.32788848876953,,-0.7488880144339871,0.0300333982923946,-0.0021597942930645,0.0550755783818548,-0.0280777377641935,Capital Goods,1.0
2020-02-26,44.99682235717773,46.44511154369751,44.89694192094648,45.34641150437597,483905.0,47.776040649414064,,-0.7515024750549987,-0.0269979042214261,0.0077691963317598,0.0321864769699398,-0.0022197219936649,Capital Goods,1.0
2020-02-27,43.04912185668945,45.196585451965525,42.44983163996762,44.94688055996571,449161.0,47.071872520446775,,-0.7555810285113862,-0.0432852899039789,0.0440835636460577,0.0498840278885357,-0.0139210787787232,Capital Goods,1.0
2020-02-28,40.50213623046875,41.55089610572041,39.75302148954691,41.3011911920798,556736.0,46.26033153533936,,-0.760914506131065,-0.059164636033683,0.0197287115194171,0.0258939397488546,-0.0184956846883127,Capital Goods,1.0
2020-03-02,42.25006866455078,43.6983578584704,40.951603935937975,41.00154415430877,761228.0,45.78838920593262,,-0.7572542740426255,0.043156549178932,-0.0295508279561582,0.0342789784655375,-0.0307328430380104,Capital Goods,1.0
2020-03-03,42.49977493286133,43.44865435318826,41.850544452780994,42.79942006291337,529717.0,45.71847171783448,,-0.7567313803208011,0.0059101979287446,0.0070505109856557,0.0223266928313365,-0.0152760921935692,Capital Goods,1.0
2020-03-04,41.55089569091797,42.49977511531856,40.951605428241045,42.05030551321359,413594.0,45.52120494842529,,-0.7587183668780013,-0.0223266886340537,0.0120192312100935,0.022836557639069,-0.0144230407723295,Capital Goods,1.0
2020-03-05,42.44983673095703,43.14901127444704,41.70072196511661,41.70072196511661,396289.0,45.406340789794925,,-0.7568359526746776,0.0216346970406115,-0.0176470588235293,0.0164706061868107,-0.0176470588235293,Capital Goods,1.0
