Date_Ticker,Close_SBICARD.NS,High_SBICARD.NS,Low_SBICARD.NS,Open_SBICARD.NS,Volume_SBICARD.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2021-06-15,1064.2816162109375,1077.1018518623655,1061.1631445842845,1075.41892855786,718204.0,1047.8626586914063,989.0210424804689,1.9681945603519528,-0.0029676783677505,0.0104646290768166,0.0120459053845829,-0.0029301188512071,Financial Services,9.0
2021-06-16,1066.113037109375,1073.587338495991,1058.7871365393084,1064.2320446748545,487546.0,1051.0825805664062,991.052489013672,1.9828712559666355,0.0017208047856334,-0.001764346151906,0.0070107963475256,-0.0068715983343846,Financial Services,9.0
2021-06-17,1041.1654052734375,1064.1330907170477,1036.562079531321,1064.1330907170477,644817.0,1051.8943603515625,993.2373828125,1.7829451772178262,-0.0234005503802671,0.0220595933434593,0.0220595933434593,-0.0044213203001185,Financial Services,9.0
2021-06-18,995.82421875,1004.734068388358,971.470593484217,1000.8731093755556,52608706.0,1049.008563232422,994.3263647460938,1.419588619486719,-0.0435484950746415,0.0050700620957915,0.0089472112352742,-0.0244557471160449,Financial Services,9.0
2021-06-21,989.4388427734376,997.8537010063194,979.8359924699796,988.9933381939982,1231745.0,1044.4967163085937,994.7847277832032,1.3684173023562485,-0.0064121517194848,-0.0004502598444493,0.0085046774687909,-0.0097053500310747,Financial Services,9.0
2021-06-22,965.8772583007812,1002.8531114385004,957.4624000113172,1002.8531114385004,5732143.0,1041.4723236083985,995.1619128417968,1.1795987714549974,-0.0238130781348872,0.0382821448791215,0.0382821448791215,-0.0087121404061919,Financial Services,9.0
2021-06-23,924.347412109375,960.2837935352676,921.674445135396,960.2837935352676,9934420.0,1036.9480987548827,994.5629724121094,0.8467856469592061,-0.0429970224834443,0.0388775702242571,0.0388775702242571,-0.0028917341455839,Financial Services,9.0
2021-06-24,962.0657958984376,975.6285797154134,931.6732953334536,932.5643045072748,8126911.0,1033.027767944336,996.1736743164064,1.1490543599689576,0.040805419363904,-0.0306647336564047,0.0140975636747484,-0.031590875275429,Financial Services,9.0
2021-06-25,962.6102294921876,970.1836258430272,948.5029675857966,965.2337093846444,3543630.0,1029.322756958008,997.6457788085936,1.153417358198744,0.0005659005819259,0.0027253812727929,0.0078675627152173,-0.01465521711091,Financial Services,9.0
2021-06-28,950.5819702148438,969.193644042236,944.840079199044,967.6591820225336,2199710.0,1025.1252319335938,998.7278295898436,1.0570249339675502,-0.0124954617235774,0.0179650070617585,0.0195792413600961,-0.006040395458481,Financial Services,9.0
2021-06-29,965.0357666015624,968.203725436214,951.0275383211504,955.3339417647712,3329810.0,1021.6033752441406,998.749609375,1.1728552000879495,0.0152052077985994,-0.0100533318790418,0.0032827372251782,-0.0145157607264059,Financial Services,9.0
2021-06-30,960.6798095703124,972.16359157418,957.3138422120488,968.6491629765658,2733246.0,1017.430596923828,999.289149169922,1.1379473012467611,-0.0045137778121838,0.0082955354394487,0.0119538080112289,-0.0035037348809997,Financial Services,9.0
2021-07-01,971.1241455078124,974.886070022278,958.30384948623,962.3627569106138,1806696.0,1013.9458557128906,999.6089135742188,1.221646433206521,0.0108718178871391,-0.0090219037779327,0.003873783317887,-0.0132015006329376,Financial Services,9.0
2021-07-02,973.8465576171876,976.5195245387214,959.5412872393092,974.143540514295,1982887.0,1010.6813842773438,1000.392979736328,1.243463380856902,0.002803361570164,0.0003049586146652,0.0027447516250138,-0.0146894500637557,Financial Services,9.0
2021-07-05,978.449951171875,984.4393983582898,968.2036483875936,976.1235146320728,1697600.0,1007.9119018554688,1001.4017712402344,1.2803541939159775,0.0047270214374953,-0.0023776755643104,0.0061213628548311,-0.0104719743426933,Financial Services,9.0
2021-07-06,987.310302734375,990.9732529168264,975.6779993160206,978.1034704114128,2271905.0,1004.8380004882812,1002.9451550292968,1.351359544478942,0.009055497986267,-0.0093251658546088,0.0037100293315148,-0.0117818110336116,Financial Services,9.0
2021-07-07,977.2620239257812,985.0333685432672,972.6585774811656,985.0333685432672,1364283.0,998.994625854492,1003.588643798828,1.2708343469937429,-0.0101774272797162,0.0079521606562253,0.0079521606562253,-0.0047105549299081,Financial Services,9.0
2021-07-08,974.5396118164062,983.9444534281956,962.907307717614,982.8554355136108,1406822.0,993.0869079589844,1003.4134167480468,1.2490173993433622,-0.0027857545292087,0.0085330792061957,0.0096505483181541,-0.0119362044987695,Financial Services,9.0
2021-07-09,964.73876953125,977.9055359326552,960.2838444795408,972.4606275361216,1088635.0,987.137109375,1003.1055334472657,1.1704751160760505,-0.0100568947288749,0.0080040921426052,0.0136480121015585,-0.004617752693689,Financial Services,9.0
2021-07-12,969.4906616210938,977.113545336133,963.3527528989664,972.1636286930928,1170529.0,982.2391693115236,1003.0085144042968,1.2085559711410756,0.0049255738858225,0.0027570838769397,0.0078627716767203,-0.0063310653367862,Financial Services,9.0
2021-07-13,978.7965087890624,981.5684499669452,966.8176745069544,974.1435751563027,997618.0,977.9649139404296,1003.2342309570312,1.2831314477218887,0.0095986970647126,-0.0047537292899789,0.002831989236774,-0.0122383295961363,Financial Services,9.0
2021-07-14,977.0640258789062,980.0834628463526,970.1836298883088,980.0339757663196,605238.0,973.5124633789062,1003.8519799804689,1.2692476243191433,-0.0017700133731572,0.0030396676254063,0.0030903163840572,-0.0070419090339636,Financial Services,9.0
2021-07-15,968.649169921875,988.9933146091072,966.2236987572458,985.0828684976174,1679244.0,969.886651611328,1004.120264892578,1.2018123997740278,-0.0086123894997175,0.01696558370774,0.0210025934248958,-0.0025039727900916,Financial Services,9.0
2021-07-16,980.08349609375,981.4694969244076,966.2237294823232,973.8466132033652,705163.0,969.0996154785156,1004.408350830078,1.2934451451067854,0.0118044040370129,-0.0063636240333018,0.0014141660748105,-0.0141414141414142,Financial Services,9.0
2021-07-19,962.9072875976562,973.8465910538245,961.2737909718048,971.1736240405154,957347.0,967.7730377197264,1004.2242138671876,1.1557979313360052,-0.0175252502103665,0.0085847688031135,0.0113607027354216,-0.0016964215006898,Financial Services,9.0
2021-07-20,954.9874267578124,970.1836464381196,936.524213806593,970.1836464381196,1471828.0,967.228546142578,1003.9757275390624,1.0923295134773885,-0.0082249464116144,0.0159124814154867,0.0159124814154867,-0.0193334618172955,Financial Services,9.0
2021-07-22,933.40576171875,975.9255579726764,914.6456258900092,960.4323550593704,7557441.0,967.6814636230469,1003.424306640625,0.91937772019677,-0.0225988996654462,0.0289548173463749,0.0455533895308635,-0.0200985858435203,Financial Services,9.0
2021-07-23,947.3150634765624,952.314467159911,927.713345393276,945.4340709982556,2255593.0,966.9439270019532,1003.0748425292968,1.030844498962021,0.0149016669151476,-0.0019856038933909,0.0052774455681103,-0.0206918678262645,Financial Services,9.0
2021-07-26,1007.0604858398438,1016.7128227648265,960.2837761264668,960.2837761264668,8822539.0,969.166439819336,1004.0133459472656,1.5096341530195152,0.0630681646125427,-0.0464487589088227,0.0095846645367412,-0.0464487589088227,Financial Services,9.0
2021-07-27,1006.2190551757812,1018.0988548334705,994.9332213314624,1010.7729542083812,1703257.0,971.9482940673828,1004.7271240234376,1.5028910707778296,-0.0008355314063988,0.0045257531242084,0.0118063751591483,-0.0112160804213226,Financial Services,9.0
2021-07-28,1007.0604858398438,1016.7128227648265,980.3309374321998,1016.2673786303926,2201220.0,974.0495300292968,1005.22607421875,1.5096341530195152,0.0008362301029128,0.0091423434043991,0.0095846645367412,-0.0265421479478987,Financial Services,9.0
2021-07-29,1007.258544921875,1015.3268727568676,999.9326441559724,1008.7930069890638,1104932.0,976.378466796875,1005.336953125,1.5112213648194768,0.0001966704928017,0.0015234043681484,0.0080101855433933,-0.0072731085805488,Financial Services,9.0
2021-07-30,1026.3651123046875,1029.5825577978055,1004.9814987353224,1014.6338352146768,2072943.0,979.1405151367188,1005.3656591796876,1.6643381464168776,0.0189688809086195,-0.0114299258123342,0.0031347962382444,-0.0208343145270678,Financial Services,9.0
2021-08-02,1030.1767578125,1033.9881699399557,1019.6334098604444,1027.6028250022434,1149473.0,981.9570251464844,1004.8983911132811,1.6948840252790036,0.0037137325325229,-0.0024985351210233,0.0036997652087871,-0.0102345038092719,Financial Services,9.0
2021-08-03,1038.4925537109375,1040.8685379652068,1028.5927200244653,1030.176669244785,1086325.0,984.9591552734375,1004.0747265625,1.7615253993614577,0.0080722029839766,-0.0080076495844256,0.0022879165053026,-0.0095328884652049,Financial Services,9.0
2021-08-04,1024.682373046875,1042.8979710450303,1014.831965645476,1038.492593225956,1309497.0,986.8277587890624,1004.0410717773436,1.6508529601842303,-0.0132982953172975,0.0134775619668527,0.0177768238014983,-0.0096131324793935,Financial Services,9.0
2021-08-05,1020.9202880859376,1028.3947104128924,1005.674520947673,1028.3947104128924,816327.0,989.0106719970704,1004.1628393554688,1.6207042511161165,-0.0036714645044112,0.0073212594696969,0.0073212594696969,-0.0149333570075758,Financial Services,9.0
2021-08-06,1008.694091796875,1020.9699098996322,999.3387367549292,1020.672866546086,967564.0,990.7183959960936,1003.5272729492189,1.522725593335685,-0.0119756619902075,0.0118755278202058,0.0121700109107303,-0.0092747197768158,Financial Services,9.0
2021-08-09,1016.8613891601562,1024.880229865708,1006.8130343138612,1011.7629509034084,811299.0,993.3245269775392,1003.1302917480468,1.5881769254121891,0.0080969021526954,-0.0050138969884173,0.0078858739165763,-0.0098817350657733,Financial Services,9.0
2021-08-10,1016.9108276367188,1021.6627959569436,1009.782996003956,1019.6828292981124,985261.0,995.6955352783204,1002.7778588867188,1.5885731169554769,4.8618697778791766e-05,0.002725904362564,0.0046729449535594,-0.0070092985924122,Financial Services,9.0
2021-08-11,1022.2567138671876,1024.6326979159269,985.0333665955044,1017.6532674316746,854619.0,997.8685455322266,1002.51353515625,1.6314141400443003,0.0052569862422376,-0.0045032195661479,0.002324253797024,-0.0364129154318465,Financial Services,9.0
2021-08-12,1020.5242919921876,1028.4937061410849,1008.7930136962456,1021.6627969916834,645518.0,1000.0415588378906,1002.0413134765626,1.617530805766917,-0.0016947033475048,0.0011156079364591,0.0078091371380684,-0.0114953444890969,Financial Services,9.0
2021-08-13,1019.5838012695312,1026.21664088717,1013.0993624654054,1015.722842319272,670648.0,1002.5882904052736,1001.6166101074218,1.6099938730625698,-0.0009215760271813,-0.0037867990305965,0.0065054384047489,-0.0063598880210256,Financial Services,9.0
2021-08-16,1015.722900390625,1023.2467495573368,1008.7435299726984,1015.722900390625,250890.0,1004.3702606201172,1001.1483483886718,1.5790532700332425,-0.0037867420746571,0.0,0.0074073836120249,-0.0068713331315484,Financial Services,9.0
2021-08-17,1006.0210571289062,1015.524933210401,991.963281966382,1007.8030150117532,1560201.0,1006.5259490966796,1000.5919775390626,1.50130434810323,-0.0095516634093684,0.0017712928275404,0.0094469951837965,-0.0139736390833049,Financial Services,9.0
2021-08-18,1000.6256103515624,1007.307997558956,994.9332064341532,996.9131730141216,888608.0,1008.8078582763673,999.6287231445312,1.4580661552203944,-0.0053631549152081,-0.0037101162503091,0.0066782092505566,-0.0056888449171407,Financial Services,9.0
2021-08-20,991.5177612304688,1002.8530820910826,985.0333827054562,992.953249099068,1407510.0,1011.7134582519532,997.5764880371094,1.385077401314181,-0.00910215471888,0.001447768184019,0.0114322922935306,-0.0065398511035903,Financial Services,9.0
2021-08-23,1010.1294555664062,1014.7329021701562,988.0033525520156,994.9332357863484,960750.0,1014.8541778564452,995.9251977539062,1.534228354475807,0.0187709137079304,-0.0150438339326883,0.0045572837999943,-0.0219042251391273,Financial Services,9.0
2021-08-24,1017.6038208007812,1020.3262747756193,995.1806757112386,1014.7328451668932,1057683.0,1015.381344604492,994.6025793457032,1.594126646316575,0.0073994132070764,-0.002821309801715,0.0026753574615074,-0.0220352406616332,Financial Services,9.0
2021-08-25,1054.5301513671875,1060.2721027838495,1016.7128380569688,1019.6827879247106,2697253.0,1017.7968994140624,994.3441931152344,1.8900479795025664,0.0362875313669202,-0.0330453931519147,0.0054450329459214,-0.0358617657932198,Financial Services,9.0
2021-08-26,1077.1513671875,1088.981619165773,1042.89784867023,1056.3121705907995,1971766.0,1021.3014434814452,994.6015881347656,2.071330555950194,0.0214514642288647,-0.0193465813919101,0.010982905781536,-0.0318000975171278,Financial Services,9.0
2021-08-27,1080.07177734375,1098.8814599922662,1072.1519109654273,1093.139508528954,1552855.0,1024.942105102539,994.8807629394532,2.094734226275174,0.0027112346929246,0.0120989469953023,0.0174152153987166,-0.0073327222731439,Financial Services,9.0
2021-08-30,1083.8831787109375,1094.9215165417904,1077.8443048235754,1080.1707413808908,782375.0,1027.8180084228516,995.7351184082032,2.125278148635852,0.0035288408114514,-0.0034251268060658,0.0101840660023719,-0.0055715173055311,Financial Services,9.0
2021-08-31,1129.12548828125,1149.3210506929506,1069.5284217921535,1079.0817846977532,3348741.0,1032.765444946289,998.401143798828,2.4878423232803835,0.0417409463113166,-0.0443207633720793,0.0178860211918892,-0.0527816147165493,Financial Services,9.0
2021-09-01,1114.8201904296875,1153.3305656762902,1086.0117000402493,1137.4908325854572,2326534.0,1036.5818267822265,1000.9087707519532,2.3732020991659333,-0.0126693604918421,0.0203356939086576,0.0345440238499443,-0.0258413784005244,Financial Services,9.0
2021-09-02,1111.0087890625,1133.5309097585766,1106.8013599214748,1120.4631781772453,1487340.0,1040.8981475830078,1003.8114013671876,2.3426581768052555,-0.0034188485281365,0.0085097338633326,0.0202717754511028,-0.0037870349743817,Financial Services,9.0
2021-09-03,1097.2479248046875,1123.6310029194008,1089.080562889194,1118.6810866069804,1347872.0,1044.7145294189454,1007.2694116210936,2.232380950920592,-0.0123859184493259,0.0195335633066775,0.0240447737637867,-0.0074434972542302,Financial Services,9.0
2021-09-06,1081.4083251953125,1107.692432375958,1077.1019216450163,1102.841489625504,720194.0,1048.3502410888673,1009.6562622070312,2.1054450934540827,-0.014435752623724,0.0198196776655297,0.0243054418652626,-0.0039822178634684,Financial Services,9.0
2021-09-07,1070.5679931640625,1084.922751394524,1053.243284954885,1082.051775578917,881067.0,1051.0355712890623,1011.8154174804688,2.018572516145124,-0.0100242727734615,0.0107268127649828,0.0134085441766627,-0.0161827257304548,Financial Services,9.0
2021-09-08,1097.297607421875,1112.048384018728,1071.1620219045942,1074.280493734923,1637527.0,1055.0549102783202,1014.7497302246094,2.232779098965328,0.024967694185227,-0.0209761814217668,0.0134428221633602,-0.0238181377053093,Financial Services,9.0
2021-09-09,1094.1295166015625,1126.6010178269937,1088.9816516781134,1126.6010178269937,1705768.0,1058.6485504150392,1017.3316052246092,2.2073905579210127,-0.0028871755473485,0.0296779318469442,0.0296779318469442,-0.0047049867911787,Financial Services,9.0
2021-09-13,1075.0723876953125,1094.4761583420418,1073.1419684711348,1094.1295674859668,659910.0,1061.3759552001952,1019.6194567871094,2.0546699678669,-0.0174176170344464,0.0177264154570169,0.0180488038468982,-0.0017956179009639,Financial Services,9.0
2021-09-14,1050.6693115234375,1079.0817835400044,1047.1548225132474,1079.0817835400044,1128681.0,1062.9302307128903,1021.2103601074218,1.8591078655986009,-0.0226990074818953,0.0270422593531067,0.0270422593531067,-0.0033450001552765,Financial Services,9.0
2021-09-15,1053.1444091796875,1065.1726110391394,1045.422490174591,1054.3323409431246,1181994.0,1064.8013061523438,1022.7963171386718,1.8789428772818184,0.00235573422494,0.0011279856333874,0.0114212274732776,-0.0073322508649228,Financial Services,9.0
2021-09-16,1066.6080322265625,1073.9833594769393,1057.2031908709453,1064.2320481356292,872300.0,1067.8306549072263,1024.5594787597656,1.9868380626531343,0.0127842135698769,-0.002227607536363,0.006914749399534,-0.0088175234682833,Financial Services,9.0
2021-09-17,1067.2515869140625,1083.0417728315804,1054.3818035074714,1074.1319227808635,1479348.0,1071.1619537353515,1026.1583044433594,1.9919954004709448,0.0006033656864148,0.0064467797013967,0.0147951861689659,-0.0120588093420445,Financial Services,9.0
2021-09-20,1061.5592041015625,1066.212077549423,1043.3929127874444,1064.2321108315966,1113168.0,1074.6640258789062,1027.844248046875,1.946377612701572,-0.0053336840931381,0.0025179064151172,0.0043830560084479,-0.0171128385905644,Financial Services,9.0
2021-09-21,1059.1832275390625,1069.0830611998676,1001.8631664734849,1020.5738762619224,39774519.0,1077.116714477539,1029.537120361328,1.927336940606378,-0.0022381950562153,-0.0364520040284684,0.0093466676996072,-0.0541172287997392,Financial Services,9.0
2021-09-22,1051.9068603515625,1064.034156429068,1043.5909760146146,1053.342287874767,782140.0,1078.8318664550782,1031.2804821777345,1.8690253714402096,-0.0068697907956927,0.0013645956474936,0.0115288686998888,-0.0079055329424969,Financial Services,9.0
2021-09-23,1038.4925537109375,1069.0830639716526,1031.562670130407,1051.3623375033517,2898242.0,1078.0299865722657,1032.6605200195313,1.7615253993614577,-0.0127523710950432,0.0123927550047664,0.0294566486311367,-0.0066730219256433,Financial Services,9.0
2021-09-24,1001.0711669921876,1042.1554152399367,997.2596948732058,1039.432961050859,6572048.0,1074.2259765625,1033.106013183594,1.4616367703636053,-0.0360343332121437,0.0383207461402899,0.0410402872467006,-0.0038073937644549,Financial Services,9.0
2021-09-27,1030.127197265625,1036.512541373452,1003.8925787268462,1009.782991595913,2762642.0,1071.7287475585938,1034.167276611328,1.6944868554849917,0.0290249397160634,-0.0197492171099974,0.0061985977312086,-0.0254673584081811,Financial Services,9.0
2021-09-28,1004.882568359375,1031.5626312228817,999.9326517028352,1030.127203731515,3334438.0,1067.7787170410156,1034.8919445800782,1.492180692724283,-0.0245063221059102,0.0251219756089069,0.0265504285809892,-0.0049258657801392,Financial Services,9.0
2021-09-29,1009.8820190429688,1016.7129285160491,999.88321110147,999.88321110147,3168484.0,1061.8165435791016,1035.4879150390625,1.5322454402579198,0.0049751591290474,-0.0099009664029607,0.0067640668358011,-0.0099009664029607,Financial Services,9.0
2021-09-30,1019.286865234375,1028.543185680172,1009.8820231118644,1017.702915993784,2817641.0,1057.039877319336,1036.615506591797,1.6076142781760328,0.0093128167588516,-0.0015539778786679,0.0090811730843491,-0.0092268844456737,Financial Services,9.0
2021-10-01,1036.116455078125,1037.502455810744,1013.4953617712304,1015.2278324751128,2026286.0,1053.2952606201172,1038.2380871582031,1.7424837490155396,0.0165111416793153,-0.020160496921591,0.0013376881776427,-0.0218325779848647,Financial Services,9.0
2021-10-04,1061.212646484375,1073.1419946719288,1039.4825594146912,1039.4825594146912,1780368.0,1051.4934967041015,1040.7942248535155,1.9436003588956607,0.0242214002907208,-0.0204766567206601,0.0112412420140994,-0.0204766567206601,Financial Services,9.0
2021-10-05,1085.7147216796875,1087.892757618564,1054.332296954442,1061.262180596396,1515466.0,1051.7088165283203,1043.562218017578,2.139955822501259,0.0230887516055183,-0.0225220682698873,0.0020060849276382,-0.0289048532718562,Financial Services,9.0
2021-10-06,1087.1502685546875,1102.5939850512086,1073.141979614375,1092.9416471349357,1602487.0,1052.5379302978515,1045.164013671875,2.1514600510174677,0.0013222136960426,0.0053271187505177,0.0142056870547,-0.0128853290529338,Financial Services,9.0
2021-10-07,1127.9373779296875,1131.451866763251,1107.296251589025,1115.1171433379325,2243226.0,1054.0699188232422,1047.598380126953,2.4783210089820624,0.0375174532488728,-0.0113660871982861,0.0031158545698826,-0.0182998868062598,Financial Services,9.0
2021-10-08,1128.4324951171875,1139.371859452286,1111.800847378318,1131.5509668330933,1720415.0,1055.7850677490237,1050.0258203125,2.482288793919285,0.0004389580460652,0.0027635429938428,0.0096943010613697,-0.0147387174783036,Financial Services,9.0
2021-10-11,1115.562744140625,1148.4796914240364,1108.9299038541276,1137.4909001094663,1101061.0,1057.809585571289,1052.191904296875,2.3791527983210434,-0.0114049808315968,0.0196565868518079,0.0295070335185574,-0.0059457348511643,Financial Services,9.0
2021-10-12,1100.8614501953125,1128.3334872842693,1091.159565334778,1114.721216654606,1360143.0,1060.3191925048827,1053.6818310546876,2.261339128857395,-0.0131783658270496,0.0125899280575538,0.0249550359712229,-0.008812993550472,Financial Services,9.0
2021-10-13,1096.2086181640625,1121.5521679018177,1081.0618244820143,1109.7713417988443,1444602.0,1062.4724029541017,1055.0024682617188,2.2240521242550315,-0.0042265373452985,0.0123723928183459,0.0231192761284806,-0.0138174371475168,Financial Services,9.0
2021-10-14,1123.58154296875,1130.5609738521389,1091.951623606751,1105.8113903615051,1789269.0,1065.321078491211,1056.704248046875,2.4434140883915982,0.0249705433355667,-0.0158156323574807,0.0062117706783859,-0.0281509780575659,Financial Services,9.0
2021-10-18,1129.323486328125,1142.44076548118,1124.6210654996712,1133.43194132671,1039242.0,1068.4246734619142,1058.7970703125,2.489429045954983,0.005110393095461,0.0036379788858755,0.0116151654613192,-0.0041639272408503,Financial Services,9.0
2021-10-19,1102.59375,1136.7481691919193,1093.9313973063972,1131.3032617845115,1097487.0,1070.476400756836,1060.4305395507813,2.275221484884054,-0.0236688040687384,0.0260381593714926,0.0309764309764311,-0.0078563411896745,Financial Services,9.0
2021-10-20,1092.1990966796875,1105.8113673158496,1072.201481975046,1099.871467401888,850277.0,1072.1271942138671,1062.1006396484374,2.19192050096903,-0.0094274553255108,0.0070246997507363,0.012463176977113,-0.0183094957370268,Financial Services,9.0
2021-10-21,1077.992919921875,1103.1879484465564,1069.281017893229,1102.8414784352356,1051526.0,1073.4314971923827,1063.323270263672,2.078074616442604,-0.0130069479099549,0.0230507622584028,0.0233721651219263,-0.0080815948487651,Financial Services,9.0
2021-10-22,1118.1861572265625,1127.293955409432,1077.1018495462597,1077.1018495462597,2436016.0,1077.416177368164,1065.3487768554687,2.4001763846341246,0.0372852516578684,-0.0367419212040724,0.0081451537599601,-0.0367419212040724,Financial Services,9.0
2021-10-25,1118.28515625,1136.9463180320677,1090.7636919174845,1128.4820329869774,1172076.0,1083.2768768310548,1067.269345703125,2.400969745971424,8.853536846051404e-05,0.0091183153777798,0.0166873016938229,-0.0246104172792605,Financial Services,9.0
2021-10-26,1111.8502197265625,1133.3823564950958,1108.8308431710118,1119.6215644597144,1015325.0,1087.3630279541017,1069.0958642578123,2.349401259046941,-0.005754289491793,0.0069895608196786,0.0193660408448079,-0.0027156324673779,Financial Services,9.0
2021-10-27,1125.6605224609375,1141.450707235885,1113.8301499077584,1119.6710753545412,1195271.0,1093.4019256591796,1071.2173986816406,2.4600746764748926,0.0124210100329623,-0.005320828959429,0.0140274838282741,-0.0105097161329913,Financial Services,9.0
2021-10-28,1114.6221923828125,1145.5096221930482,1098.8814341564632,1131.8479255201842,2221276.0,1098.638934326172,1073.1953845214844,2.371615376491334,-0.0098060914972773,0.0154543245730169,0.0277111204328395,-0.0141220570825878,Financial Services,9.0
2021-10-29,1044.531494140625,1108.5834946509458,1024.6823988526476,1108.5834946509458,5328926.0,1099.9011657714843,1073.9655932617188,1.809920440936741,-0.0628829200792685,0.0613212726180349,0.0613212726180349,-0.0190028691325463,Financial Services,9.0
2021-11-01,1057.5001220703125,1068.984025129898,1045.22442571984,1059.1831662037348,1159482.0,1100.9703491210937,1075.103083496094,1.9138488196215584,0.0124157366268379,0.0015915309117198,0.0108594815451208,-0.0116082221592939,Financial Services,9.0
2021-11-02,1060.717529296875,1074.1318509822704,1054.5796813445747,1061.9550083878685,1121537.0,1100.9455932617188,1076.487078857422,1.939632573958438,0.0030424651112698,0.0011666433869663,0.0126464598867215,-0.0057865056273453,Financial Services,9.0
2021-11-03,1094.7237548828125,1102.792023377766,1064.430164426264,1068.1921499011892,1753014.0,1101.396044921875,1078.17896484375,2.21215268244626,0.0320596432572198,-0.0242358904365452,0.0073701410597573,-0.0276723605580216,Financial Services,9.0
2021-11-04,1109.3753662109375,1117.1467116777646,1100.6635848596368,1113.731317310379,374627.0,1102.5072998046876,1080.014395751953,2.329568203865172,0.0133838434242193,0.0039264898357345,0.0070051541646991,-0.007852870738473,Financial Services,9.0
2021-11-08,1092.34765625,1119.572198466978,1086.457182789053,1114.7212558660735,1682661.0,1100.7278137207031,1080.7707458496093,2.193111032100341,-0.0153489165881657,0.0204821235144876,0.0249229648282844,-0.0053924896778456,Financial Services,9.0
2021-11-09,1072.201416015625,1098.2874506968376,1062.3510100890696,1098.2874506968376,1822776.0,1097.916259765625,1080.6717468261718,2.0316624890852077,-0.0184430662885628,0.0243294163685683,0.0243294163685683,-0.0091870853548768,Financial Services,9.0
2021-11-10,1066.70703125,1082.3488161029509,1059.3811304853575,1074.3298545031978,1300290.0,1095.4734741210937,1080.4044519042968,1.987631423990434,-0.0051243961102406,0.00714612637761,0.0146636184019721,-0.0068677720780161,Financial Services,9.0
2021-11-11,1063.1925048828125,1066.212002253291,1047.3527722588085,1062.25206909729,900752.0,1093.5900268554688,1079.9906384277344,1.9594666073909317,-0.003294743790213,-0.0008845395177292,0.0028400288344878,-0.0148982734088688,Financial Services,9.0
2021-11-12,1074.8248291015625,1077.0522915444485,1064.8755693652147,1074.1318891250266,914220.0,1092.5208374023437,1078.9046252441406,2.052686075398288,0.0109409388848467,-0.0006447003807262,0.0020723957826205,-0.0092566337015719,Financial Services,9.0
2021-11-15,1074.8743896484375,1083.982187853056,1055.7182365766928,1083.982187853056,605870.0,1090.085479736328,1078.1057092285157,2.0530832451923,4.611034796844735e-05,0.0084733605082891,0.0084733605082891,-0.017821759692321,Financial Services,9.0
2021-11-16,1069.7760009765625,1078.0918854192848,1062.351125732628,1074.082404448529,563315.0,1087.10810546875,1077.281053466797,2.012225625446726,-0.0047432413693869,0.0040255188637947,0.0077734819580277,-0.006940588718719,Financial Services,9.0
2021-11-17,1051.2633056640625,1069.924466969802,1049.3823131973074,1068.191996169712,657952.0,1084.5415832519532,1076.3613610839843,1.8638680336223992,-0.0173052071607517,0.0161031878640107,0.0177511772789895,-0.0017892686414721,Financial Services,9.0
2021-11-18,1018.643310546875,1056.2132508524176,1014.732924688326,1054.3322583346996,1620485.0,1080.8637939453124,1075.1060607910156,1.6024569403582225,-0.0310293291332774,0.0350357651381074,0.0368823315448589,-0.0038388175900843,Financial Services,9.0
2021-11-22,997.210205078125,1026.2167048199062,982.0634720793998,1021.2173614675634,1523389.0,1076.824658203125,1073.638905029297,1.4306956782089155,-0.0210408346541276,0.0240743188017791,0.0290876483153406,-0.0151891074936788,Financial Services,9.0
2021-11-23,996.5172119140624,999.8831794599778,975.3810916464782,988.993362653978,1175544.0,1070.7412109375,1071.6232971191407,1.4251421488478175,-0.0006949318814965,-0.0075501448144914,0.0033777314688323,-0.0212099901686464,Financial Services,9.0
2021-11-24,989.5377807617188,1006.1200007909104,988.0033187542222,997.9031516074708,1963684.0,1064.3038421630858,1069.5314624023438,1.369210174568186,-0.0070038239870819,0.0084538165276646,0.016757541098054,-0.0015506856204271,Financial Services,9.0
2021-11-25,993.2007446289062,997.9031652987168,978.9945084590984,992.9532488041796,1156788.0,1058.3713684082031,1067.8940295410157,1.3985645440482763,0.0037016917781227,-0.0002491901320706,0.0047346125093448,-0.0143034892458884,Financial Services,9.0
2021-11-26,946.3250732421876,985.0333966181712,941.474130838071,980.0834800522506,2208386.0,1049.4045959472655,1065.8071447753907,1.0229108855890234,-0.0471965729387699,0.0356731611204212,0.0409038336513325,-0.0051260846206862,Financial Services,9.0
2021-11-29,927.6143188476562,954.3438669894776,909.497637191845,946.2754792141924,2794403.0,1040.054202270508,1063.29654296875,0.8729660819647354,-0.0197720158998077,0.0201173698889407,0.0288153681963714,-0.0195304031942036,Financial Services,9.0
2021-11-30,940.9791259765624,965.134742648789,930.5843013340018,930.5843013340018,3012653.0,1034.8765838623046,1060.78396484375,0.9800693733748376,0.0144077197358368,-0.0110468174644924,0.0256707253172672,-0.0110468174644924,Financial Services,9.0
