Date_Ticker,Close_J&KBANK.NS,High_J&KBANK.NS,Low_J&KBANK.NS,Open_J&KBANK.NS,Volume_J&KBANK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-18,17.577760696411133,19.224163298213824,16.609289012342057,16.609289012342057,2936581.0,23.2142671585083,,-0.9643028804857842,0.040114419471851,-0.0550964198907776,0.0936639558495546,-0.0550964198907776,Financial Services,9.0
2020-02-19,18.44938468933105,18.78835014538133,17.33564263134855,17.577760550354014,1031378.0,22.73729476928711,,-0.941851722645964,0.0495867481628579,-0.0472440763556242,0.0183727241725462,-0.0603674364612584,Financial Services,9.0
2020-02-20,19.32101249694824,21.790614764732616,18.400963579107543,18.400963579107543,4634127.0,22.303903770446777,,-0.9194004665477536,0.0472442752045402,-0.0476190840405501,0.1278195057414537,-0.0476190840405501,Financial Services,9.0
2020-02-24,18.643081665039062,19.41785834599952,18.207268627490485,19.27258794922109,1029282.0,21.834194946289063,,-0.9368625054949444,-0.0350877487407173,0.0337662139496246,0.0415584019252233,-0.0233766630098417,Financial Services,9.0
2020-02-25,18.59465789794922,18.98204621932041,18.30411527151091,18.30411527151091,710058.0,21.40080394744873,,-0.9381097975004004,-0.0025974121639262,-0.0156250589837607,0.020833312637277,-0.0156250589837607,Financial Services,9.0
2020-02-26,19.078893661499023,19.80524745296909,17.868304009048913,18.78835103658307,1168626.0,21.025521183013915,,-0.9256369265750344,0.0260416602557237,-0.0152284838980084,0.0380710645154358,-0.0634517741923927,Financial Services,9.0
2020-02-27,20.386329650878903,20.91899022307244,18.88519917341578,18.933622022154616,2140430.0,20.7131890296936,,-0.8919601898153039,0.0685278723481892,-0.0712589099461393,0.0261283213464846,-0.0736341707001881,Financial Services,9.0
2020-02-28,19.127317428588867,19.998941650828737,18.982047032751105,19.369435370722904,1175226.0,20.345169830322263,,-0.924389634569578,-0.0617576701569603,0.0126582278481013,0.0455696009382415,-0.007594917393938,Financial Services,9.0
2020-03-02,18.40096473693848,20.24106084118964,17.916728822808516,20.24106084118964,1386302.0,19.9432541847229,,-0.94309891639303,-0.0379746242180693,0.0999999799226458,0.0999999799226458,-0.0263157894736842,Financial Services,9.0
2020-03-03,18.255693435668945,19.12731766885777,17.723032847955036,19.12731766885777,1098231.0,19.59702548980713,,-0.9468407924093984,-0.0078947654835678,0.0477453368868368,0.0477453368868368,-0.0291777789537793,Financial Services,9.0
2020-03-04,17.91672706604004,18.49781047546236,17.141950418285763,18.49781047546236,924120.0,19.316168689727785,,-0.9555718364475912,-0.0185677071552163,0.0324324530524176,0.0324324530524176,-0.0432432020032729,Financial Services,9.0
2020-03-05,18.158845901489254,18.691504642380945,17.480914915614996,18.400963846842448,1087177.0,19.1200532913208,,-0.9493353764203106,0.0135135638644704,0.0133333333333334,0.0293332926432292,-0.0373333740234373,Financial Services,9.0
2020-03-06,17.38406753540039,17.819878686595164,16.56086623130384,17.1903724589495,1089326.0,18.873093032836916,,-0.9692919993784136,-0.0426667184848639,-0.0111421033113484,0.0250695730620753,-0.0473537796847721,Financial Services,9.0
2020-03-09,16.12505531311035,16.996679575157028,15.689244105693708,16.46402081702111,1239674.0,18.577709197998047,,-1.0017214441326878,-0.0724233393436964,0.0210210444137308,0.0540540323813965,-0.0270269589129601,Financial Services,9.0
2020-03-11,16.415597915649414,16.85140912174875,16.028207713943274,16.12505526436981,1102125.0,18.306537246704103,,-0.994237692099951,0.0180180840869946,-0.0176991817643524,0.0265486038546218,-0.0235989090191366,Financial Services,9.0
2020-03-12,14.333381652832031,16.125053782181908,13.945992410340752,14.914464131159043,1800664.0,17.999047470092773,,-1.0478711009469794,-0.1268437661251651,0.040540501355603,0.124999959726592,-0.0270270653411881,Financial Services,9.0
2020-03-13,14.236534118652344,14.769193750098529,11.476390267060188,13.55860409845111,1732097.0,17.76419315338135,,-1.0503656849578915,-0.0067567819322352,-0.0476190352617514,0.0374149794470206,-0.1938775146105178,Financial Services,9.0
2020-03-16,13.655450820922852,14.23653326469425,12.686979157697303,13.558603285157677,917810.0,17.522075176239014,,-1.0653331398941703,-0.040816345669988,-0.0070922254442735,0.0425531497562179,-0.0709219838968375,Financial Services,9.0
2020-03-17,13.849146842956545,14.720771088367837,13.558605119950553,14.042841017091645,769378.0,17.34048686027527,,-1.060343947307748,0.0141845204946958,0.0139860004613647,0.0629370354213976,-0.0209790340373028,Financial Services,9.0
2020-03-18,13.461756706237791,14.430228438301134,13.074368382855104,14.430228438301134,1002103.0,17.1685830116272,,-1.0703222833513972,-0.0279721300605438,0.0719424480175443,0.0719424480175443,-0.0287769517631517,Financial Services,9.0
2020-03-19,13.55860424041748,13.752298401987836,12.686980051547575,13.461756697828996,877012.0,16.967625188827515,,-1.067827699340485,0.007194271616483,-0.0071428843906946,0.0142857006617955,-0.0642856870378766,Financial Services,9.0
2020-03-20,13.12279224395752,13.849146047974283,12.590132602957237,13.75229850466273,1274237.0,16.701295566558837,,-1.079053278260395,-0.0321428362929001,0.0479704508767995,0.0553505527263999,-0.0405904194090668,Financial Services,9.0
2020-03-23,11.81535530090332,13.074368775076456,11.137425252842908,11.71850867895563,1106259.0,16.326012706756593,21.211467933654784,-1.1127300395847228,-0.0996310022096263,-0.0081966745376067,0.1065573943491042,-0.0573770344433555,Financial Services,9.0
2020-03-24,12.735403060913086,12.880674376640057,12.00904925309812,12.590132668792744,1125864.0,16.030628776550294,20.889935340881348,-1.0890315897394467,0.0778688187175738,-0.0114068154282607,0.0114068879510245,-0.0570342221868309,Financial Services,9.0
2020-03-25,13.55860424041748,13.94599256355819,11.960626252953782,11.960626252953782,1027534.0,15.778826093673706,20.58002439498901,-1.067827699340485,0.0646388006384286,-0.1178571156093052,0.0285714013235909,-0.1178571156093052,Financial Services,9.0
2020-03-26,13.607027053833008,14.1396866533594,13.364909138012514,14.091262885473991,1628405.0,15.505232763290405,20.27108190536499,-1.0665804318996264,0.0035713715480522,0.0355871881289879,0.0391459205173216,-0.0177935940644941,Financial Services,9.0
2020-03-27,12.78382682800293,14.47865237893228,12.590132664046616,14.430228607041547,1626059.0,15.125107622146606,19.944706935882568,-1.0877842977339904,-0.0604981692601388,0.1287878661992025,0.1325757594914256,-0.0151515009208375,Financial Services,9.0
2020-03-30,12.202744483947754,13.025944921635306,12.009049394038552,13.025944921635306,858896.0,14.778878974914551,19.58927780151367,-1.1027517281056711,-0.0454544911999524,0.0674602700048698,0.0674602700048698,-0.0158730759432027,Financial Services,9.0
2020-03-31,12.057473182678224,12.73540322744924,11.621661077011616,12.39643866686705,1022693.0,14.461704397201538,19.24934423446655,-1.10649360412204,-0.0119048056329156,0.0281124808700206,0.0562248851396933,-0.0361445635469207,Financial Services,9.0
2020-04-01,11.621661186218262,12.299591237359664,11.427967017835954,12.154320841974595,1005292.0,14.130002784729005,18.90844219207764,-1.11771918304195,-0.0361445544897457,0.0458333492279052,0.0583333174387614,-0.0166666507720947,Financial Services,9.0
2020-04-03,10.750036239624023,12.009048710759998,10.653188700179754,12.009048710759998,2215531.0,13.771668243408204,18.55785541534424,-1.1401703654463675,-0.0750000307725258,0.1171170443589135,0.1171170443589135,-0.0090090430660405,Financial Services,9.0
2020-04-07,11.81535530090332,12.057473241182514,10.846883539786546,11.42796696589927,1972409.0,13.454493713378906,18.23438587188721,-1.1127300395847228,0.0990991134850868,-0.032786854490481,0.0204918035990575,-0.0819672143962298,Financial Services,9.0
2020-04-08,11.47638988494873,12.009048575053203,11.331118577423949,11.766930652785142,1484966.0,13.159109830856323,17.904137020111083,-1.1214610590583185,-0.0286885503924435,0.0253163904981525,0.0464134362325083,-0.0126582757279192,Financial Services,9.0
2020-04-09,11.524813652038574,11.7185087442261,11.476390802598342,11.7185087442261,1269926.0,12.929097747802734,17.57388813018799,-1.1202137670528622,0.004219425060955,0.0168067873403976,0.0168067873403976,-0.0042016166943981,Financial Services,9.0
2020-04-13,11.13742446899414,11.524812776733912,11.040576930255908,11.524812776733912,1139723.0,12.665189075469971,17.251387062072755,-1.1301920785319135,-0.0336134877960399,0.0347825755243715,0.0347825755243715,-0.0086956853451936,Financial Services,9.0
2020-04-15,11.71850872039795,11.815355342688136,11.137425292230237,11.331119460417256,1726361.0,12.534445428848269,16.954066257476807,-1.1152245990310377,0.0521740239874585,-0.0330578974871076,0.0082644152597344,-0.049586806822633,Financial Services,9.0
2020-04-16,11.573237419128418,11.67008496517233,11.427967023669195,11.621661192150372,1296738.0,12.40128059387207,16.652871551513673,-1.118966475047406,-0.0123967396138608,0.0041841164462694,0.0083682328925389,-0.0125522695334251,Financial Services,9.0
2020-04-17,13.849146842956545,13.849146842956545,11.81535570552129,11.912203254392178,3031448.0,12.410965394973754,16.40010046005249,-1.060343947307748,0.1966527896564593,-0.139860137994671,0.0,-0.1468531715706088,Financial Services,9.0
2020-04-20,16.609291076660156,16.609291076660156,15.108160518667406,16.125055174441414,4144713.0,12.548972606658936,16.203500728607178,-0.9892485732073216,0.1993006692038491,-0.0291545195989252,0.0,-0.0903789662704016,Financial Services,9.0
2020-04-21,17.771455764770508,18.25569160660505,16.60928900548234,18.11042122349732,6236498.0,12.764457559585573,16.0553244972229,-0.9593137124639596,0.0699707580983668,0.0190735898743177,0.0272479558368246,-0.0653951355854598,Financial Services,9.0
2020-04-22,16.70613670349121,17.965149165448764,16.076630472512434,17.86830347392369,3088434.0,12.921834182739255,15.918769969940186,-0.9867540383256044,-0.0599455146151362,0.0695652616196784,0.0753622746122057,-0.0376811373061028,Financial Services,9.0
2020-04-23,15.689242362976074,16.657714068166865,15.15658181679323,16.657714068166865,2286031.0,13.050156688690183,15.790931739807128,-1.0129470476171956,-0.060869509124909,0.0617283921546281,0.0617283921546281,-0.033950686327584,Financial Services,9.0
2020-04-24,14.866040229797363,15.49554643424599,14.72076892781238,15.49554643424599,1672928.0,13.202690935134887,15.641787090301513,-1.0341509625807546,-0.0524692087822753,0.0423452509691752,0.0423452509691752,-0.0097720240050072,Financial Services,9.0
2020-04-27,14.96288776397705,15.8829357055511,14.769193606320398,14.914463993661238,1078203.0,13.314065170288083,15.5003902053833,-1.0316563785698425,0.0065146826379204,-0.0032362583399436,0.0614886615529559,-0.0129449716332811,Financial Services,9.0
2020-04-28,14.1881103515625,15.301853385532327,14.13968750436927,15.156582073132816,2210583.0,13.345540475845336,15.347371673583984,-1.0516129769633478,-0.0517799387815911,0.0682593874429275,0.0784983346177015,-0.0034129172943666,Financial Services,9.0
2020-04-29,14.623923301696776,14.866041231038732,14.139687443012866,14.236534060585686,2884554.0,13.396385288238523,15.230186595916749,-1.0403873734788402,0.0307167719545036,-0.0264901034502924,0.0165562909724685,-0.0331125819449372,Financial Services,9.0
2020-04-30,14.478652954101562,15.01131261884648,14.284958782450682,14.962888845032094,2559718.0,13.481126594543458,15.14108724594116,-1.044129224930611,-0.0099337465465481,0.0334448164802068,0.0367893108864125,-0.0133779138338978,Financial Services,9.0
2020-05-04,13.89756965637207,14.284957977854289,13.800722114198209,14.284957977854289,1221343.0,13.565867853164672,15.049082431793211,-1.0590966798668895,-0.0401337955658976,0.0278745371356781,0.0278745371356781,-0.0069686675129889,Financial Services,9.0
2020-05-05,13.413333892822266,14.381805627362311,13.316486349925611,13.99441637938232,1303838.0,13.633660888671876,14.96773084640503,-1.0715695507922558,-0.0348431974455174,0.0433212571313834,0.0722021640763221,-0.0072202439505719,Financial Services,9.0
2020-05-06,12.78382682800293,13.461756863653346,12.78382682800293,13.413334015369236,1634173.0,13.691769170761107,14.885410709381103,-1.0877842977339904,-0.046931439256589,0.0492424683027912,0.0530302893469591,0.0,Financial Services,9.0
2020-05-07,12.541707992553713,13.413333053246411,12.396437610908208,12.783825911033924,2491416.0,13.781352758407593,14.784689655303955,-1.094020757761271,-0.0189394645833951,0.0193050195893544,0.0694981147073592,-0.0115829822964904,Financial Services,9.0
2020-05-08,12.590133666992188,12.92909917362312,12.49328611549572,12.92909917362312,1189415.0,13.820091676712035,14.667504634857178,-1.09277341662662,0.0038611706210372,0.0269231062669021,0.0269231062669021,-0.0076923370361328,Financial Services,9.0
2020-05-11,12.348014831542969,12.73540316269774,12.299591059246962,12.59013276941636,1117703.0,13.863672924041747,14.528044681549073,-1.0990098766539005,-0.0192308391517706,0.0196078431372548,0.0313725191004135,-0.0039215835870481,Financial Services,9.0
2020-05-12,11.766931533813477,12.25116741460591,11.766931533813477,12.25116741460591,3748400.0,13.875778818130494,14.39052167892456,-1.113977331590179,-0.0470588435191312,0.0411522646665303,0.0411522646665303,0.0,Financial Services,9.0
2020-05-13,12.348014831542969,12.348014831542969,12.105896893669575,12.348014831542969,4124192.0,13.936308336257934,14.265588817596436,-1.0990098766539005,0.0493827380621439,0.0,0.0,-0.0196078431372549,Financial Services,9.0
2020-05-14,12.735403060913086,12.832250604731067,12.00904925309812,12.251167189036442,1708383.0,13.987153053283691,14.138719005584717,-1.0890315897394467,0.0313725108574161,-0.0380228147912207,0.0076045919673497,-0.0570342221868309,Financial Services,9.0
2020-05-15,12.590133666992188,12.977522025764651,12.29959193610949,12.977522025764651,1277411.0,14.03799786567688,13.982795085906982,-1.09277341662662,-0.0114067370483744,0.0307692014254057,0.0307692014254057,-0.0230769377488355,Financial Services,9.0
2020-05-18,12.057473182678224,12.83225077253366,12.009049410136011,12.83225077253366,1789563.0,13.948414182662964,13.84139820098877,-1.10649360412204,-0.0423077703861438,0.0642570444169414,0.0642570444169414,-0.004016079638624,Financial Services,9.0
2020-05-19,11.912202835083008,12.299591169717154,11.863779062352078,12.251167396986224,1002395.0,13.713559770584109,13.71162296295166,-1.1102354555738108,-0.0120481584652338,0.0284552375908946,0.0325202936851642,-0.0040650560942695,Financial Services,9.0
2020-05-20,12.396437644958496,12.49328425845266,11.670083887522724,11.863778038117616,1196930.0,13.444808864593506,13.594437847137453,-1.097762609213042,0.0406503160313349,-0.0429687642608767,0.0078124551801017,-0.058593749126885,Financial Services,9.0
2020-05-21,12.299590110778809,12.68697933566716,12.202743497261643,12.541708029981567,1428541.0,13.224481534957883,13.482095108032226,-1.1002571932239542,-0.007812529450271,0.0196850396657184,0.0314961085206295,-0.0078739708108072,Financial Services,9.0
2020-05-22,12.10589599609375,12.5901318359375,11.815354307466189,12.444861453427002,1230186.0,13.04531421661377,13.361036109924315,-1.105246336681181,-0.0157480137907452,0.028000030517578,0.04,-0.024000015258789,Financial Services,9.0
2020-05-26,12.009048461914062,12.493284301888124,11.960625616801911,12.493284301888124,858965.0,12.902464628219604,13.25353572845459,-1.1077409206920934,-0.0080000302506264,0.0403225818856325,0.0403225818856325,-0.004032196661186,Financial Services,9.0
2020-05-27,11.863778114318848,12.154319803880623,11.766930576596064,12.009048497296453,2995224.0,12.747509145736696,13.16831018447876,-1.1114827721438645,-0.0120967408913312,0.0122448668187979,0.0244898114885603,-0.0081632964465083,Financial Services,9.0
2020-05-28,11.863778114318848,12.009048497296453,11.815354345457456,11.96062565204163,2789323.0,12.631292533874513,13.077273788452148,-1.1114827721438645,0.0,0.0081632964465083,0.0122448668187979,-0.004081648223254,Financial Services,9.0
2020-05-29,11.3311185836792,11.91220196688596,11.28269481447754,11.81535442848264,4705487.0,12.466652297973631,13.017228527069092,-1.1252029350746866,-0.0448979680424704,0.0427350434317148,0.0512820847223083,-0.0042735206452968,Financial Services,9.0
2020-06-01,11.3311185836792,11.81535442848264,11.137424430479138,11.62166027528258,14746226.0,12.309275579452514,12.959120216369628,-1.1252029350746866,0.0,0.0256410423611541,0.0427350434317148,-0.0170940010705605,Financial Services,9.0
2020-06-02,11.863778114318848,11.863778114318848,11.234271889940477,11.331118504056688,4861386.0,12.207586002349853,12.923286762237549,-1.1114827721438645,0.0470085567197986,-0.0448979747538663,0.0,-0.0530611933494099,Financial Services,9.0
2020-06-03,12.444862365722656,12.444862365722656,12.444862365722656,12.444862365722656,761260.0,12.159162425994872,12.89520107269287,-1.0965152926429882,0.0489796965017809,0.0,0.0,0.0,Financial Services,9.0
2020-06-04,12.78382682800293,13.02594476384998,11.960626400286936,13.02594476384998,16883421.0,12.159162425994872,12.881642475128174,-1.0877842977339904,0.0272373010097641,0.0189393942130609,0.0189393942130609,-0.0643938969755735,Financial Services,9.0
2020-06-05,14.042840003967283,14.042840003967283,12.880674119394763,12.97752073767195,7632636.0,12.234219026565553,12.89132719039917,-1.0553548284151186,0.0984848428333283,-0.0758620952737743,0.0,-0.0827586075355266,Financial Services,9.0
2020-06-08,15.447124481201172,15.447124481201172,14.817618202816268,15.447124481201172,9174439.0,12.377068567276002,12.937813835144045,-1.0191834830798785,0.1000000339558919,0.0,0.0,-0.0407523276679099,Financial Services,9.0
2020-06-09,15.3502779006958,16.46402006506646,14.817618243281144,16.173479273391784,11912342.0,12.527181720733642,13.008512287139892,-1.021678042526193,-0.0062695539628253,0.0536277830291704,0.0725551792336069,-0.0347003266560087,Financial Services,9.0
2020-06-10,15.737665176391602,16.076630641941133,14.91446385926079,15.640817636632711,6623806.0,12.72571840286255,13.068557529449462,-1.011699780176337,0.0252364991827438,-0.0061538696289061,0.0215384850135216,-0.0523077157827523,Financial Services,9.0
2020-06-11,15.059736251831056,16.367172590953114,14.962888705107945,16.367172590953114,5041563.0,12.861304473876952,13.098580169677737,-1.0291617699943325,-0.0430768425279197,0.0868166823946265,0.0868166823946265,-0.006430892620137,Financial Services,9.0
2020-06-12,15.059736251831056,15.25343042167062,13.703875215740783,13.703875215740783,5681287.0,12.97752113342285,13.127634353637696,-1.0291617699943325,0.0,-0.0900321900342323,0.0128617239107367,-0.0900321900342323,Financial Services,9.0
2020-06-15,15.059736251831056,15.39870081814863,14.817618308629934,15.059736251831056,3114742.0,13.101001262664797,13.173152542114256,-1.0291617699943325,0.0,0.0,0.0225080015114049,-0.0160771702208053,Financial Services,9.0
2020-06-16,14.672346115112305,15.44712367195534,14.333381568973016,15.301853284125157,3919662.0,13.2317449092865,13.22254457473755,-1.0391401060379817,-0.0257235671489033,0.042904329278633,0.0528052944474248,-0.0231022730434473,Financial Services,9.0
2020-06-17,14.236534118652344,14.527075819769044,14.091263729897296,14.527075819769044,3074977.0,13.347961473464968,13.26612579345703,-1.0503656849578915,-0.0297029522777601,0.0204081765052661,0.0204081765052661,-0.0102040558147308,Financial Services,9.0
2020-06-18,14.430228233337402,14.527075774610784,14.04283991545709,14.13968745673047,2608775.0,13.449651002883911,13.322297134399411,-1.0453765415006648,0.0136054262273909,-0.0201341774994043,0.0067114351697943,-0.0268456126691987,Financial Services,9.0
2020-06-19,15.108159065246582,15.205005682209572,14.47865189875746,14.672346056290037,4759347.0,13.5900794506073,13.409459590911863,-1.027914502553474,0.0469799105701593,-0.0288462020471474,0.0064102195737247,-0.0416667023275644,Financial Services,9.0
2020-06-22,15.398699760437012,15.737665227078258,15.108158987437765,15.253429373937388,5912807.0,13.754719638824463,13.48112648010254,-1.0204307996499322,0.019230714604982,-0.0094339384986814,0.022012603136281,-0.0188678769973629,Financial Services,9.0
2020-06-23,16.89983367919922,16.89983367919922,15.64081922861286,15.64081922861286,9315197.0,13.99925889968872,13.589595355987548,-0.9817648211745847,0.0974844592151204,-0.0744986296602426,0.0,-0.0744986296602426,Financial Services,9.0
2020-06-24,18.30411529541016,18.54623322748493,17.57776149918584,18.54623322748493,17001254.0,14.321275758743289,13.72518138885498,-0.9455935495331372,0.0830944045289254,0.0132275134944919,0.0132275134944919,-0.0396825404834755,Financial Services,9.0
2020-06-25,19.17574119567871,19.17574119567871,17.52934021871589,17.86830572336551,6429770.0,14.68687391281128,13.885947723388671,-0.923142342564122,0.0476191220499533,-0.0681817437444262,0.0,-0.0858585313684687,Financial Services,9.0
2020-06-26,19.078893661499023,20.095788230671836,18.691503494944417,20.095788230671836,15637065.0,15.074262666702271,14.033155422210694,-0.9256369265750344,-0.0050505236377257,0.0532994515937206,0.0532994515937206,-0.0203046451973446,Financial Services,9.0
2020-06-29,18.44938468933105,19.078892756515764,18.207266770325592,18.933620527341983,6229833.0,15.430175971984864,14.170678367614746,-0.941851722645964,-0.032995045904486,0.0262467202112681,0.0341208163732822,-0.0131233601056339,Financial Services,9.0
2020-06-30,17.52933692932129,18.304113496950045,17.52933692932129,17.771454837606907,3533058.0,15.713453912734986,14.24428216934204,-0.9655501724912404,-0.0498687503947929,0.0138121544050322,0.0441988519447524,0.0,Financial Services,9.0
2020-07-01,16.65771484375,17.384068656462123,16.65771484375,16.80298523684977,7456270.0,15.924096536636352,14.245250644683836,-0.9880012812018656,-0.0497236198428777,0.0087209076672529,0.0436046492286217,0.0,Financial Services,9.0
2020-07-02,17.4324893951416,17.480912237909553,16.802983203092985,16.996676421377845,6802791.0,16.156529664993286,14.23847131729126,-0.9680447565021526,0.0465114548219258,-0.0250000423855251,0.0027777353922524,-0.0361110899183485,Financial Services,9.0
2020-07-03,16.851408004760742,18.013574838418695,16.802985156363853,17.529338965596757,3990827.0,16.29695806503296,14.24137674331665,-0.983012162309236,-0.0333332421554666,0.0402299297865489,0.0689655626004441,-0.0028735194342934,Financial Services,9.0
2020-07-06,16.851408004760742,17.14195063678186,16.754560460753705,16.948255548767783,3024617.0,16.367172241210938,14.264620056152344,-0.983012162309236,0.0,0.0057471484863271,0.017241445458981,-0.0057471484863268,Financial Services,9.0
