Date_Ticker,Close_SAREGAMA.NS,High_SAREGAMA.NS,Low_SAREGAMA.NS,Open_SAREGAMA.NS,Volume_SAREGAMA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,40.0781135559082,40.29265801775751,39.350522100433615,39.52309118817553,20617.0,,,-1.6466769238649757,,-0.0138485152740143,0.0053531576916667,-0.0181543338974677,Media Entertainment & Publication,13.0
2020-01-13,39.784278869628906,40.55384570412771,39.41115344816697,39.5510750236082,49382.0,,,-1.6484862161716718,-0.0073315498213109,-0.0058617085101606,0.0193434908552856,-0.0093787152127263,Media Entertainment & Publication,13.0
2020-01-14,39.75163269042969,41.873772384849545,39.205938161807865,39.64902255543391,163753.0,,,-1.6486872356007125,-0.000820579890519,-0.0025812810204518,0.0533849693909747,-0.0137276003949694,Media Entertainment & Publication,13.0
2020-01-15,40.1480712890625,40.84767914047515,39.6490197628731,39.74696596032762,36306.0,,,-1.6462461578788603,0.0099728884526611,-0.0099906500077414,0.0174256901751403,-0.012430273987417,Media Entertainment & Publication,13.0
2020-01-16,41.56127548217773,41.78981539126704,39.85890063331792,40.22736211390244,237755.0,,,-1.637544327925525,0.0351998028234106,-0.0320951018177319,0.0054988665876558,-0.0409606016444279,Media Entertainment & Publication,13.0
2020-01-17,40.5724983215332,42.069656501595205,40.33929449335686,41.97637423815353,96110.0,,,-1.6436327408778697,-0.023790828100753,0.0346016630648362,0.0369008131615944,-0.0057478301269058,Media Entertainment & Publication,13.0
2020-01-20,41.05289840698242,41.74783871245349,40.06878708149787,41.4540074226783,93167.0,,,-1.6406746688076674,0.0118405349762317,0.0097705407233235,0.0169279230562895,-0.0239717867354567,Media Entertainment & Publication,13.0
2020-01-21,40.65645217895508,41.04356939191488,40.204043600038126,40.204043600038126,56007.0,,,-1.643115793507652,-0.0096569607362951,-0.0111275961051793,0.0095216673421441,-0.0111275961051793,Media Entertainment & Publication,13.0
2020-01-22,39.78894805908203,40.852349976473306,39.45780162908349,40.64246575514276,75071.0,,,-1.6484574655545714,-0.0213374279697255,0.0214511249403566,0.0267260626195053,-0.0083225731302779,Media Entertainment & Publication,13.0
2020-01-23,39.849571228027344,40.11075863947547,39.46712163205861,39.67233822056458,65781.0,,,-1.6480841773135908,0.0015236182885582,-0.0044475511781192,0.0065543342976905,-0.0095973327738028,Media Entertainment & Publication,13.0
2020-01-24,39.579063415527344,40.852345762037565,39.17795439951261,40.852345762037565,110678.0,,,-1.649749833980116,-0.0067882239171934,0.0321706032591639,0.0321706032591639,-0.010134373615758,Media Entertainment & Publication,13.0
2020-01-27,39.34119415283203,39.635029092648224,38.441033611599046,38.441033611599046,24989.0,,,-1.6512145181957332,-0.0060099770476628,-0.0228808647174271,0.0074688871587047,-0.0228808647174271,Media Entertainment & Publication,13.0
2020-01-28,39.55574035644531,40.05479557958272,38.98206224288352,39.44846629060417,31049.0,,,-1.649893446131221,0.005453474614416,-0.0027119721404395,0.012616505686414,-0.0145030306193806,Media Entertainment & Publication,13.0
2020-01-29,39.513763427734375,39.85423767362754,39.177953112309446,39.60704569795505,34989.0,,,-1.6501519198163297,-0.0010612095319838,0.0023607538773491,0.0086165987837592,-0.0084985657222724,Media Entertainment & Publication,13.0
2020-01-30,39.11266326904297,40.29266345987445,38.97740194582712,39.08001209058237,44073.0,,,-1.6526217011771496,-0.0101508974062915,-0.0008347981377795,0.0301692621316695,-0.0034582488613836,Media Entertainment & Publication,13.0
2020-01-31,39.201271057128906,39.457794543420206,38.898108268186746,39.39249585885322,55997.0,,,-1.6520760971460962,0.00226545012996,0.004878025547836,0.0065437543062689,-0.0077334938578994,Media Entertainment & Publication,13.0
2020-02-03,34.11746597290039,36.099683910009965,33.86094248876733,36.099683910009965,46748.0,,,-1.6833797173691163,-0.1296847001930057,0.0580997996358831,0.0580997996358831,-0.007518831683948,Media Entertainment & Publication,13.0
2020-02-04,36.272254943847656,36.659368495165054,34.117467811409654,34.117467811409654,254164.0,,,-1.6701115659569892,0.0631579429919801,-0.0594059325998282,0.0106724423920343,-0.0594059325998282,Media Entertainment & Publication,13.0
2020-02-05,35.29746627807617,35.913123377958215,34.97564776775388,35.913123377958215,76151.0,,,-1.676113844503364,-0.0268742229365264,0.0174419629735418,0.0174419629735418,-0.0091173260932381,Media Entertainment & Publication,13.0
2020-02-06,37.219051361083984,38.47834176055494,33.576434134027245,34.51390603856032,382280.0,39.12268371582032,,-1.6642816501788198,0.054439745557639,-0.0726817375402573,0.0338345646495348,-0.0978696955953433,Media Entertainment & Publication,13.0
2020-02-07,36.95320129394531,37.68545664067646,36.38885475636696,37.59217437568665,42623.0,38.966438102722165,,-1.665918626695443,-0.007142849089825,0.0172914134463915,0.0198157485979739,-0.0152719255116556,Media Entertainment & Publication,13.0
2020-02-10,37.43359756469727,38.70221954478419,36.84593136859869,36.84593136859869,78476.0,38.84890403747559,,-1.6629605781143073,0.013000125941204,-0.0156988970959285,0.0338899294382364,-0.0156988970959285,Media Entertainment & Publication,13.0
2020-02-11,37.35897445678711,37.68545689517263,36.85059507825604,36.85059507825604,66326.0,38.72927112579346,,-1.6634200712284566,-0.0019934794613631,-0.0136079586210031,0.0087390631871642,-0.0136079586210031,Media Entertainment & Publication,13.0
2020-02-12,37.53621292114258,37.778744650483176,36.845936502160754,36.92522332773145,84371.0,38.59867820739746,,-1.6623287222319527,0.0047442004747876,-0.0162773371595774,0.0064612732736282,-0.0183896127302981,Media Entertainment & Publication,13.0
2020-02-13,38.24980926513672,38.431706215590864,35.91778910103853,36.72466738225387,167961.0,38.43310489654541,,-1.6579347400523,0.0190108774556796,-0.0398731892311149,0.0047554995423189,-0.0609681514470645,Media Entertainment & Publication,13.0
2020-02-14,37.438262939453125,38.613602698710274,37.32166467830137,38.613602698710274,17859.0,38.27639312744141,,-1.662931850986273,-0.0212170032027659,0.0313940783299151,0.0313940783299151,-0.0031144142916119,Media Entertainment & Publication,13.0
