Date_Ticker,Close_CUB.NS,High_CUB.NS,Low_CUB.NS,Open_CUB.NS,Volume_CUB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-11,224.7681884765625,226.6726017848624,221.30121325822563,224.6705358081747,1610664.0,230.49847869873048,,3.065392486236797,-0.0019514594615836,-0.0004344594715546,0.0084727884368673,-0.0154246703763347,Financial Services,9.0
2020-02-12,222.4731292724609,228.0398375293998,221.78950104827152,226.0866055163,891805.0,229.7611328125,,2.9682921582753674,-0.0102107830278699,0.0162423042084047,0.0250219353462743,-0.0030728575016004,Financial Services,9.0
2020-02-13,217.2970733642578,223.79156420289257,214.46489275086336,223.79156420289257,1847129.0,228.8040489196777,,2.7493014127054862,-0.0232659823913568,0.0298876130179073,0.0298876130179073,-0.0130336804336376,Financial Services,9.0
2020-02-14,215.1973571777344,218.6155134257911,212.65814943267225,218.6155134257911,1703627.0,227.6272270202637,,2.6604657391102333,-0.0096628829556468,0.0158838207535867,0.0158838207535867,-0.0117994374018496,Financial Services,9.0
2020-02-17,215.1973571777344,216.46694614828684,211.9256873795172,215.34384362757396,1147459.0,226.72141647338867,,2.6604657391102333,0.0,0.0006807074759684,0.0058996494529619,-0.0152031132776182,Financial Services,9.0
2020-02-18,215.44151306152344,216.9064371805221,214.1230753936332,214.8067036687701,997111.0,225.861994934082,,2.6707955887050767,0.001134567296695,-0.0029465509396606,0.0067996371645435,-0.0061197011158836,Financial Services,9.0
2020-02-19,216.2227783203125,217.00407410750515,215.3438298734568,215.832137877705,253625.0,225.1319732666016,,2.703849687143024,0.0036263450237,-0.0018066572154983,0.0036133833505516,-0.0040650131946488,Financial Services,9.0
2020-02-20,217.59005737304688,219.25030166584472,215.88097929770063,216.3692873192281,1315395.0,224.3824211120605,,2.7616971031042485,0.0063234737031677,-0.0056104128495438,0.0076301477780826,-0.0078545779893614,Financial Services,9.0
2020-02-24,216.66229248046875,219.0061652108973,214.90438048165765,217.5900748153476,1240074.0,223.5986869812012,,2.722444836679295,-0.0042638202488614,0.0042821587654089,0.0108180925420597,-0.0081136037964223,Financial Services,9.0
2020-02-25,214.22073364257807,217.7853762162684,213.0976162590204,217.1994006333706,610531.0,222.78809509277343,,2.6191463407308584,-0.0112689606019502,0.0139046624486045,0.016640044654304,-0.0052428043003142,Financial Services,9.0
2020-02-26,212.4140167236328,214.85555714574355,211.92570863921068,214.85555714574355,665945.0,221.57221069335935,,2.542707003109619,-0.0084339031438468,0.0114942528735633,0.0114942528735633,-0.0022988505747125,Financial Services,9.0
2020-02-27,215.1973571777344,215.73448409513185,210.4607632732072,213.73243307142437,591673.0,220.7201141357422,,2.6604657391102333,0.0131033747067779,-0.0068073517515372,0.0024959735771932,-0.0220104650291554,Financial Services,9.0
2020-02-28,210.21661376953125,214.85554020579264,208.8005234167525,212.4139999761814,1547402.0,219.79232940673828,,2.449738356756026,-0.0231450026781205,0.0104529616724737,0.0220673635307779,-0.0067363389000798,Financial Services,9.0
2020-03-02,207.48208618164065,211.92569238955943,205.675355349,210.1189466549398,544692.0,218.87431106567385,,2.334044815984079,-0.0130081421199591,0.0127088584938881,0.0214168186261085,-0.0087078883092536,Financial Services,9.0
2020-03-03,212.0721740722656,212.90230369425024,207.18909371230572,209.97245547827436,412743.0,218.23218460083007,,2.5282441807564355,0.0221228153962487,-0.0099009622699288,0.0039143731402582,-0.0230255590169784,Financial Services,9.0
2020-03-04,211.6326904296875,212.8046266836809,204.99169845442083,211.29088376084417,1101933.0,217.58517684936524,,2.5096503223706668,-0.0020723305379439,-0.0016150939070394,0.0055375955936392,-0.0313798022497524,Financial Services,9.0
2020-03-05,208.94700622558597,211.9256882341576,205.577683747881,211.4373801967517,902821.0,216.80876693725585,,2.396023267977889,-0.012690308849019,0.0119186870209428,0.0142556816791898,-0.0161252488780208,Financial Services,9.0
2020-03-06,203.5756072998047,206.84727694223972,202.15951704486187,206.84727694223972,1256420.0,215.587996673584,,2.168767868041832,-0.02570699156121,0.0160710297556272,0.0160710297556272,-0.0069560900430342,Financial Services,9.0
2020-03-09,195.22555541992188,202.6478438544176,184.2386241266101,202.15953579693704,1262891.0,213.8520629882813,,1.8154903688894863,-0.0410169567495664,0.0355177904967434,0.0380190411984264,-0.0562781407878664,Financial Services,9.0
2020-03-11,197.66709899902344,201.18292303222304,193.41882776938508,195.22555867096247,1155754.0,212.47503433227536,,1.9187882192626715,0.0125062703694191,-0.0123517790286031,0.0177865919568989,-0.0214920502762038,Financial Services,9.0
2020-03-12,185.06874084472656,195.32320933480372,181.6505846813675,187.6079485268703,2208800.0,210.4900619506836,,1.385771595390147,-0.0637352306888417,0.0137203488312169,0.0554089709762533,-0.0184696569920844,Financial Services,9.0
2020-03-13,190.44012451171875,191.80738098331943,159.18841177133413,159.18841177133413,1556089.0,208.88841171264647,,1.6130263497509532,0.0290237219017921,-0.164102564102564,0.0071794558794071,-0.164102564102564,Financial Services,9.0
2020-03-16,175.93739318847656,187.4614667209756,175.5955864776953,185.80122224894995,1206642.0,206.82042770385743,,0.999438706649352,-0.0761537588805228,0.0560644265651164,0.0655009905719907,-0.0019427746687999,Financial Services,9.0
2020-03-17,171.10313415527344,180.1368328910322,169.9800316245922,179.06256414472384,1059006.0,204.6157165527344,,0.7949088467069002,-0.0274771550583583,0.0465183179065986,0.0527968045726201,-0.0065638922175559,Financial Services,9.0
2020-03-18,161.6299591064453,172.81221009444113,156.84454633840542,172.37273584463804,2079058.0,201.9373466491699,,0.3941137811881733,-0.0553652923752487,0.0664652567975829,0.0691842715905872,-0.0296072138760385,Financial Services,9.0
2020-03-19,143.95321655273438,156.2585861747912,134.87069815290866,156.2585861747912,4597288.0,198.3629318237305,,-0.3537612610711438,-0.1093655078021116,0.0854817274440615,0.0854817274440615,-0.0630935425920026,Financial Services,9.0
2020-03-20,159.18841552734375,162.1182636658838,137.9958503056329,143.9043803654177,2099907.0,195.51121368408204,,0.2908159308149882,0.1058343768861063,-0.0960122324937691,0.01840490797546,-0.1331288156333876,Financial Services,9.0
2020-03-23,127.35074615478516,153.32874296123964,127.35074615478516,153.32874296123964,1837764.0,190.9992481231689,212.69330551147465,-1.0561855461308751,-0.199999913731724,0.2039877864153241,0.2039877864153241,0.0,Financial Services,9.0
2020-03-24,126.86241912841795,132.8686167862996,117.19392617940812,130.86655090033906,1495385.0,186.5092544555664,210.65706115722656,-1.0768458908958136,-0.0038345046347326,0.0315627890389498,0.0473441835584247,-0.0762124277263135,Financial Services,9.0
2020-03-25,129.45046997070312,133.79640873385208,117.29159477940524,120.36793705435964,1016137.0,182.27074127197267,208.70187591552732,-0.9673495497479964,0.0204004531843695,-0.070162224350356,0.0335722130953446,-0.0939268524405485,Financial Services,9.0
2020-03-26,132.7344970703125,148.7136167516156,127.5878490567838,133.7148109776513,1987634.0,178.28676528930663,206.76842376708984,-0.8284075530289515,0.0253689855305477,0.0073855247051526,0.1203840752328206,-0.0387740047020512,Financial Services,9.0
2020-03-27,128.2740936279297,144.89041303269832,123.8626731231213,141.1652168193945,2594160.0,173.94060211181642,204.58950469970705,-1.017120173741151,-0.0336039502980151,0.100496700673299,0.1295376091525208,-0.0343905802024538,Financial Services,9.0
2020-03-30,120.52960205078124,127.97999435640988,118.81405256868032,125.48019069081052,1563979.0,169.4562515258789,202.2713217163086,-1.3447773734734003,-0.060374556998329,0.0410736329980041,0.0618137966015157,-0.0142334285761446,Financial Services,9.0
2020-03-31,126.509521484375,128.71522792845528,116.46130323912033,125.48018881879004,2215682.0,165.40762329101562,200.02683624267576,-1.0917764325185089,0.049613699305788,-0.0081364047030413,0.0174351022610792,-0.0794265769671392,Financial Services,9.0
2020-04-01,117.44161987304688,126.4605056568966,116.75539558738733,126.4605056568966,2466852.0,160.67609558105468,197.70939727783204,-1.4754250193647125,-0.0716776216124419,0.0767946303329181,0.0767946303329181,-0.0058431098481215,Financial Services,9.0
2020-04-03,111.70677185058594,120.57861610880916,108.81484868355948,118.61798820460088,2383409.0,155.6797996520996,195.29093383789063,-1.718057376209687,-0.0488314792376011,0.061869269333636,0.0794208275044399,-0.0258885215203833,Financial Services,9.0
2020-04-07,112.68708038330078,115.67704078510488,107.83452954543677,115.67704078510488,2105018.0,150.86680335998534,192.9282112121582,-1.6765820714071415,0.0087757305709815,0.0265333025900915,0.0265333025900915,-0.0430621755516095,Financial Services,9.0
2020-04-08,116.55933380126952,120.57861962630597,109.99122564304704,112.63807787846282,1244062.0,146.5159896850586,190.60777587890624,-1.5127531487533914,0.0343628870745202,-0.033641715295768,0.0344827453448661,-0.0563499116202992,Financial Services,9.0
2020-04-09,126.9506607055664,128.17605318341936,118.8630703517369,119.59830583844868,942287.0,143.1022449493408,188.50004959106445,-1.0731125292179822,0.0891505344566725,-0.0579150579150579,0.0096525096525095,-0.0637065637065636,Financial Services,9.0
2020-04-13,128.07801818847656,136.31266476813806,124.00972106955648,128.42113407203084,1802570.0,139.62279090881347,186.45295852661133,-1.0254158157193862,0.0088802805487149,0.0026789599683636,0.0642939881185824,-0.0317642104122292,Financial Services,9.0
2020-04-15,126.70557403564452,136.21461605863118,124.2057705504173,130.03863537701196,1855881.0,136.7046325683594,184.25243591308595,-1.083481758903151,-0.0107156885486186,0.0263055620617747,0.0750483322881405,-0.0197292305745285,Financial Services,9.0
2020-04-16,123.5685806274414,127.88195617202372,122.14712086366583,127.58785898525578,1614377.0,133.3610553741455,182.0790217590332,-1.2162029925013955,-0.0247581326400102,0.0325267016696781,0.0349067337561086,-0.0115034077154391,Financial Services,9.0
2020-04-17,128.86227416992188,132.78353022657012,124.40184989300592,128.37211716284085,2988978.0,131.00729942321777,180.08082107543945,-0.9922351845321994,0.0428401258281093,-0.0038037277414078,0.0304298219312624,-0.0346138876226433,Financial Services,9.0
2020-04-20,127.93096160888672,136.70476786164704,126.46049078579604,132.34237407815866,1484791.0,128.84869079589845,178.1225912475586,-1.0316375472030626,-0.0072271932730839,0.0344827586206895,0.0685823520938098,-0.0114942528735633,Financial Services,9.0
2020-04-21,124.6469268798828,127.19574178985054,123.61759418585628,127.19574178985054,1491002.0,126.99953918457032,176.11723571777344,-1.1705798667097331,-0.0256703669518558,0.02044827717593,0.02044827717593,-0.0082579869379246,Financial Services,9.0
2020-04-22,122.9313735961914,126.75459958319108,122.34318670877656,126.4605023998826,922993.0,125.94844703674316,174.08440628051758,-1.243162214992532,-0.0137633018850486,0.0287081214538755,0.0311004902585592,-0.0047846767689014,Financial Services,9.0
2020-04-23,122.7843246459961,125.48018806137723,121.65696208554176,122.93137323722092,1363778.0,124.12824249267578,172.05058868408204,-1.2493836236885827,-0.0011961873189373,0.0011976169730849,0.0219560878243512,-0.0091816489092128,Financial Services,9.0
2020-04-24,119.40223693847656,123.3234925689132,116.85341479533147,121.6569544384567,2259196.0,123.73081703186035,169.87881317138672,-1.392474409759622,-0.0275449469406664,0.018883377378783,0.0328407216730548,-0.02134651919845,Financial Services,9.0
2020-04-27,119.74535369873048,120.8727162672956,116.85342298117624,119.40224530287206,2500145.0,123.37496376037598,167.6748356628418,-1.3779576818729615,0.002873620872201,-0.0028653169852556,0.0094146664880332,-0.0241506716396703,Financial Services,9.0
2020-04-28,122.49021911621094,123.47053301863504,118.61798219331634,121.2648267381808,1292264.0,123.02695121765136,165.62048660278322,-1.2618267638683098,0.0229225212728197,-0.0100040018449764,0.0080032014759809,-0.0316126214062926,Financial Services,9.0
2020-04-29,132.1463165283203,134.30300411364718,121.5589234313303,123.27447275394988,1922108.0,122.99754219055175,163.76804916381835,-0.8532925422379034,0.0788315792214257,-0.0671365196355594,0.0163204517688138,-0.0801187151873509,Financial Services,9.0
2020-04-30,141.50833129882812,143.02780602582794,130.1366829624396,135.28333144118014,4230190.0,123.65925407409668,162.1487532043457,-0.4572004924243471,0.0708458246621004,-0.043990341773605,0.0107377050739938,-0.0803602744235221,Financial Services,9.0
2020-05-04,132.34237670898438,137.24394621672454,131.50910390930733,137.24394621672454,2985903.0,124.24989280700684,160.44965927124022,-0.8449975458349195,-0.0647732504914334,0.0370370370370369,0.0370370370370369,-0.0062963415075232,Financial Services,9.0
2020-05-05,135.08724975585938,136.90082137961156,132.83252493865203,132.83252493865203,1044495.0,124.67877922058103,158.84745712280272,-0.728866305042642,0.0207406963297241,-0.01669087809014,0.0134251872551245,-0.01669087809014,Financial Services,9.0
2020-05-06,138.46932983398438,140.57699860561868,133.0776037165549,134.793152935737,1215646.0,125.73016471862792,157.31289657592774,-0.5857758417592285,0.0250362642235841,-0.0265486725663717,0.0152211957273229,-0.0389380530973451,Financial Services,9.0
2020-05-07,137.09690856933594,141.45930254946495,136.60675160621125,137.243949674912,1555335.0,126.99967155456542,155.746004486084,-0.6438408165801159,-0.0099113736326584,0.001072534071778,0.0318197837256319,-0.0035752590502563,Financial Services,9.0
2020-05-08,134.4500274658203,139.54767103251007,133.12661285240745,138.32227882097908,399568.0,128.08781890869142,154.11054946899415,-0.7558261731090294,-0.0193066432433593,0.0288006735896217,0.0379147826353971,-0.0098431710157091,Financial Services,9.0
2020-05-11,131.1169891357422,136.80281296471117,130.47979105975236,135.23430468140816,629430.0,128.81570167541503,152.38108810424805,-0.8968417575350074,-0.0247901647392779,0.0314018463419978,0.0433645087981893,-0.0048597674503504,Financial Services,9.0
2020-05-12,125.0390396118164,131.85221815294605,123.51955009123571,130.87190426333308,888137.0,128.72012062072753,150.548623046875,-1.1539901966913908,-0.0463551639187918,0.0466483481449058,0.0544884106778262,-0.012152120851999,Financial Services,9.0
2020-05-13,127.63687133789062,134.69512867779912,126.01935932859618,134.69512867779912,1790342.0,128.69806327819825,148.81694580078124,-1.0440800418075384,0.0207761650612415,0.0552995170276722,0.0552995170276722,-0.0126727644789446,Financial Services,9.0
2020-05-14,130.52880859375,137.14592837141058,125.62723838807548,126.06839167331032,4375191.0,128.88922500610352,147.17924163818358,-0.9217267467439592,0.022657537947664,-0.0341718963690383,0.0506947075434918,-0.0375516352174014,Financial Services,9.0
2020-05-15,133.5187530517578,135.28332110128127,129.45045626287046,131.36206541718616,848879.0,129.38673362731933,145.54566955566406,-0.7952269218417647,0.0229063950726274,-0.0161526945487247,0.0132158817334029,-0.0304698530798164,Financial Services,9.0
2020-05-18,122.44121551513672,134.3030129755292,121.5589314523038,134.3030129755292,1209560.0,129.06568069458007,143.79016159057616,-1.2639000287876174,-0.0829661548166716,0.0968774886012631,0.0968774886012631,-0.0072057767404624,Financial Services,9.0
2020-05-19,124.45085144042967,125.97034103604716,121.0197526573467,125.97034103604716,951174.0,128.89167518615722,142.12953689575195,-1.178875508687968,0.0164130674204596,0.0122095556440995,0.0122095556440995,-0.0275699100759092,Financial Services,9.0
2020-05-20,127.53885650634766,128.42113311691892,123.56858184196813,124.20577995422464,891476.0,129.03627166748046,140.4388705444336,-1.0482268944337794,0.0248130489279624,-0.0261338124194104,0.0069177083340663,-0.03112992207345,Financial Services,9.0
2020-05-21,128.22506713867188,130.67585200386665,126.754596219555,127.587854098679,928016.0,129.3009563446045,138.77071807861327,-1.0191944070233356,0.0053804044596406,-0.0049694888387443,0.0191131494011567,-0.011467889640694,Financial Services,9.0
2020-05-22,124.8429718017578,129.7935524351861,123.7156093377806,128.22505919368942,1805744.0,129.40388870239258,137.0886373901367,-1.1622855158820002,-0.0263762414977441,0.0270907312051345,0.039654460014693,-0.009030243735045,Financial Services,9.0
2020-05-26,120.43156433105467,126.01935819760136,119.5982989896719,124.49986862039616,753936.0,129.4553550720215,135.42575653076173,-1.348925194462518,-0.0353356493123869,0.0337810466212837,0.0463980842363416,-0.0069189945842786,Financial Services,9.0
2020-05-27,122.53925323486328,124.00972427368164,119.69634106397396,121.65696911573175,1796919.0,129.5950500488281,133.97203048706055,-1.2597522077985,0.0175011336564122,-0.0072000122070312,0.012,-0.0232000122070312,Financial Services,9.0
2020-05-28,126.8036117553711,127.93096678196578,123.42152423798204,123.96069240739652,1032918.0,129.81071968078612,132.5547607421875,-1.079333937914033,0.0347999388598736,-0.0224198609851833,0.0088905592749959,-0.0266718547726682,Financial Services,9.0
2020-05-29,132.93057250976562,134.40104337842052,124.94100514836532,127.24474882595264,1373690.0,129.8499324798584,131.51199737548828,-0.8201119110507165,0.0483185034682973,-0.042772881937263,0.0110619464047434,-0.0601033096492031,Financial Services,9.0
2020-06-01,139.00852966308594,139.69474647866863,133.8128624164089,133.8128624164089,1141743.0,129.72494239807128,130.48336547851562,-0.5629631491067074,0.0457227937754785,-0.0373766074590511,0.0049365086965948,-0.0373766074590511,Financial Services,9.0
2020-06-02,136.75379943847656,142.0474889172495,134.89120887034645,140.3809581523324,852485.0,129.9455135345459,129.6996936035156,-0.6583572216791506,-0.0162200854154356,0.0265232756146394,0.0387096336665548,-0.0136200279317875,Financial Services,9.0
2020-06-03,141.75341796875,147.7823434080029,136.85184770646134,139.20459544899776,5245684.0,130.27882194519043,129.11269927978515,-0.4468312627391788,0.0365592660006692,-0.0179806776885911,0.0425310763270765,-0.0345781451518102,Financial Services,9.0
2020-06-04,134.84217834472656,143.76302575436475,133.6658046702955,141.16519993339602,961555.0,130.09746437072755,128.57694366455078,-0.7392348891525591,-0.0487553649362235,0.0468920160315458,0.0661576927868361,-0.0087240779470622,Financial Services,9.0
2020-06-05,133.1266326904297,137.1949294555942,131.55812444257649,135.3323389998714,1826640.0,129.89895057678223,128.3604119873047,-0.8118169146477325,-0.0127226189561477,0.0165684826909942,0.030559600907392,-0.0117820770807038,Financial Services,9.0
2020-06-08,133.3226776123047,138.22424664216882,133.0285804788325,136.7537759332096,1659775.0,129.84258308410645,127.8430972290039,-0.8035225638199998,0.0014726198500857,0.0257352941176471,0.0367647058823528,-0.0022059047923369,Financial Services,9.0
2020-06-09,132.83251953125,136.94983448813983,132.3423626326107,135.47936379222193,869130.0,129.92835960388183,127.9527326965332,-0.8242603776150852,-0.0036764794244535,0.0199261767397946,0.0309962874409017,-0.0036900369003689,Financial Services,9.0
2020-06-10,131.6561737060547,133.81286152279986,130.92093820318215,133.81286152279986,1206732.0,130.25921630859375,128.04860778808597,-0.8740297104577376,-0.0088558572053477,0.0163812129430431,0.0163812129430431,-0.0055845121590275,Financial Services,9.0
2020-06-11,134.20497131347656,136.21461786584769,131.41108558219295,131.75418648336628,1122102.0,130.58762130737304,128.14369781494142,-0.7661941116436953,0.019359499335842,-0.0182615055621577,0.0149744568528462,-0.0208180494652291,Financial Services,9.0
2020-06-12,131.9502716064453,132.734510846991,123.51956514493696,123.51956514493696,776952.0,130.6586944580078,128.12801330566407,-0.8615868930656361,-0.0168004186802045,-0.0638930587930411,0.0059434454434832,-0.0638930587930411,Financial Services,9.0
2020-06-15,129.40145874023438,133.95991323522122,127.44083057750356,131.8032252478985,724373.0,130.45282974243165,128.15056060791017,-0.9694231374549296,-0.0193164654773354,0.0185605829412287,0.035227226488518,-0.015151515151515,Financial Services,9.0
2020-06-16,127.93096160888672,133.3226879602191,125.48017690373564,131.65615735239692,735468.0,130.72731704711913,128.2985877990723,-1.0316375472030626,-0.0113638373605941,0.0291187973314774,0.0421455938697317,-0.0191570881226054,Financial Services,9.0
2020-06-17,130.33274841308594,130.87192412588485,126.55854834030389,127.93098201069644,1218523.0,131.02141189575195,128.37505233764648,-0.9300217431469432,0.0187740854441633,-0.0184279579125975,0.0041369166181473,-0.028958186785257,Financial Services,9.0
2020-06-18,134.10694885253906,135.18528520240153,129.40143898854754,130.77387250961013,766298.0,131.3498165130615,128.70835891723632,-0.7703412870575617,0.0289581895986026,-0.0248538675396597,0.0080408685686241,-0.0350877408236735,Financial Services,9.0
2020-06-19,124.597900390625,131.85222504901333,120.03943906967004,130.38175413768602,9838258.0,131.16845817565917,128.9661814880371,-1.1726540999919175,-0.0709064559538223,0.0464201541834023,0.0582218852456213,-0.0365853782982199,Financial Services,9.0
2020-06-22,123.7156219482422,127.93097507654484,123.32350233749956,127.4408180839144,3407373.0,131.1120906829834,129.18675231933594,-1.209981906592971,-0.0070810056960574,0.0301109599338285,0.0340729251643434,-0.0031695238205784,Financial Services,9.0
2020-06-23,122.29415893554688,124.99002215857496,121.65695340517266,124.99002215857496,3646007.0,131.205220413208,129.30144882202148,-1.2701217602712938,-0.0114897616833708,0.0220440881763526,0.0220440881763526,-0.0052104330731777,Financial Services,9.0
2020-06-24,117.73570251464844,123.12742917624452,116.95145585139193,122.53924230900166,11054396.0,130.96504287719728,129.11714965820312,-1.462982847547862,-0.0372745228437353,0.0407993471118548,0.0457951712729216,-0.0066610777063053,Financial Services,9.0
2020-06-25,120.3825454711914,123.37249826838163,115.87309571416796,117.73569355130356,5128060.0,130.64398956298828,128.96324020385742,-1.3509991049570766,0.022481226170232,-0.021987007414802,0.0248370956560788,-0.0374593321595995,Financial Services,9.0
2020-06-26,121.95105743408205,122.53924431093414,120.08845942471544,121.26483317841964,1507584.0,130.0950138092041,128.86814987182618,-1.284637842582703,0.0130293968843347,-0.0056270463750042,0.0048231388003341,-0.0152733239756724,Financial Services,9.0
2020-06-29,118.96109771728516,122.44121527185509,118.12783234595491,122.44121527185509,1382401.0,129.09264221191407,128.77600021362304,-1.4111383130601487,-0.0245177022627543,0.0292542488372169,0.0292542488372169,-0.0070045198583365,Financial Services,9.0
2020-06-30,118.91207122802734,120.97072878656743,117.93175739260816,120.62762044001092,1489874.0,128.2005558013916,128.57699615478515,-1.413212546342333,-0.0004121220314755,0.0144270400327466,0.0173124354599154,-0.0082440228758552,Financial Services,9.0
2020-07-01,120.08846282958984,121.5589338030134,118.32389466980074,119.01011894491968,3899696.0,127.1173080444336,128.4201461791992,-1.363441276773927,0.0098929535867442,-0.0089795793805803,0.0122448979591838,-0.014693902463329,Financial Services,9.0
2020-07-02,121.75499725341795,123.02940846022476,120.08846642531898,120.48059352581356,3107936.0,126.46294898986817,128.3623075866699,-1.292932838985687,0.0138775564659612,-0.0104669521280665,0.0104670135563655,-0.0136875764091252,Financial Services,9.0
2020-07-03,121.1667938232422,122.49021606268316,120.33352852279428,121.7549806541936,1051169.0,125.8649570465088,128.32701599121094,-1.3178187965575154,-0.0048310413818293,0.0048543566466687,0.010922317886628,-0.0068770103933217,Financial Services,9.0
2020-07-06,124.05873107910156,124.99002632276697,121.06877059499388,121.06877059499388,5216439.0,125.40175971984864,128.35250411987306,-1.195465501493936,0.0238674076007831,-0.0241011693260125,0.007506889967072,-0.0241011693260125,Financial Services,9.0
