Date_Ticker,Close_GRINDWELL.NS,High_GRINDWELL.NS,Low_GRINDWELL.NS,Open_GRINDWELL.NS,Volume_GRINDWELL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,569.8262939453125,571.971185892409,564.3449034138436,568.1103920244188,5099.0,,,-1.5034470747876505,,-0.0030112719246654,0.0037641154328733,-0.0096194061062317,Capital Goods,1.0
2020-01-13,565.7271728515625,573.8777505287674,563.4392648582796,573.8777505287674,3429.0,,,-1.509535836669492,-0.007193632756693,0.0144072586015653,0.0144072586015653,-0.0040441896784817,Capital Goods,1.0
2020-01-14,572.257080078125,576.2608894580397,560.4840314165247,567.2046802771441,13195.0,,,-1.4998364281124537,0.0115425023578915,-0.0088288987185464,0.0069965222262835,-0.0205730065585088,Capital Goods,1.0
2020-01-15,574.9263305664062,586.1751434463391,568.3963496552541,571.9711694644066,17968.0,,,-1.4958715707065786,0.0046644254500387,-0.0051400691617103,0.0195656596017279,-0.0113579437294495,Capital Goods,1.0
2020-01-16,577.69091796875,585.603174680383,569.3973238462761,580.5507739982983,76022.0,,,-1.4917651015368645,0.0048085941717439,0.0049504950495049,0.0136963494933479,-0.0143564557871802,Capital Goods,1.0
2020-01-17,604.0015869140625,609.1493511835484,579.7881734362118,583.3629935722654,40320.0,,,-1.4526836998177914,0.0455445431578271,-0.0341697667505194,0.0085227661334246,-0.0400883275846356,Capital Goods,1.0
2020-01-20,611.1511840820312,648.2340056181669,601.5706784298992,606.289452313462,260350.0,,,-1.4420638147957987,0.0118370503039522,-0.0079550394324634,0.0606770018646616,-0.0156761631191507,Capital Goods,1.0
2020-01-21,598.3295288085938,616.0606117294852,594.8500142656848,605.336152337676,18563.0,,,-1.461108874481898,-0.020979514737742,0.0117103087708774,0.0296343103042198,-0.0058153816172794,Capital Goods,1.0
2020-01-22,597.2332153320312,602.5239368877347,585.3171495831879,600.6650189941322,16345.0,,,-1.462737319105508,-0.0018322904415991,0.0057461701291898,0.0088587195418494,-0.0199521149241819,Capital Goods,1.0
2020-01-23,612.8670654296875,618.6820817534986,591.1798275870186,600.5696633354454,21820.0,,,-1.439515075028315,0.0261771276216856,-0.0200653661909867,0.0094882180032533,-0.0353865284431033,Capital Goods,1.0
2020-01-24,609.1016235351562,617.2522008047528,604.0015125254943,614.8689876742325,28570.0,,,-1.4451081957367191,-0.0061439782082126,0.0094686402337973,0.0133813093819903,-0.0083731692916224,Capital Goods,1.0
2020-01-27,619.9691162109375,633.9347701348452,604.8119137601715,619.6354896054877,75685.0,,,-1.428965814567161,0.0178418383006559,-0.0005381342339902,0.02252637036061,-0.0244483185604506,Capital Goods,1.0
2020-01-28,619.3494873046875,635.8413117908138,615.440982561739,632.9814558157427,25026.0,,,-1.4298862003715755,-0.0009994512469217,0.0220101393324461,0.0266276550222011,-0.0063106611421568,Capital Goods,1.0
2020-01-29,608.1483764648438,625.5458334099211,603.7632291190214,623.9252367426371,20695.0,,,-1.4465241320540303,-0.0180852831389095,0.0259424523493823,0.0286072570746771,-0.0072106537080853,Capital Goods,1.0
