Date_Ticker,Close_MUTHOOTFIN.NS,High_MUTHOOTFIN.NS,Low_MUTHOOTFIN.NS,Open_MUTHOOTFIN.NS,Volume_MUTHOOTFIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,681.4381713867188,685.8575070745313,674.4675526446202,677.018891313918,612619.0,,,-1.7554802217215988,,-0.0064852253048983,0.0064853069190697,-0.010229275427752,Financial Services,9.0
2020-01-13,683.5339965820312,693.7393516935172,681.2104012874379,682.4860984838807,902246.0,,,-1.7491387447405438,0.0030755911296361,-0.0015330592236677,0.0149302816868175,-0.0033993851164862,Financial Services,9.0
2020-01-14,696.4729614257812,699.3888010929719,683.5795654509617,683.5795654509617,672650.0,,,-1.7099884625992472,0.0189295117850033,-0.0185124142485372,0.0041865798511711,-0.0185124142485372,Financial Services,9.0
2020-01-15,692.64599609375,703.4436516614585,690.9602493107841,697.9764730216026,991772.0,,,-1.721567964847169,-0.0054947794731282,0.0076958171387899,0.0155889958631147,-0.0024337782828065,Financial Services,9.0
2020-01-16,718.9795532226562,725.6768805501496,692.6915576860487,692.6915576860487,1862469.0,,,-1.6418887784647571,0.0380187820003538,-0.0365629250773236,0.0093150456052248,-0.0365629250773236,Financial Services,9.0
2020-01-17,710.551025390625,721.849884329079,706.6328915315715,718.9795930845864,487514.0,,,-1.6673915328693485,-0.0117229033763927,0.011862016087202,0.0159015447655466,-0.0055142188513477,Financial Services,9.0
2020-01-20,705.4483032226562,716.6560084427497,701.3934678942232,711.6444279641291,309286.0,,,-1.6828311769967623,-0.0071813592347763,0.008783244233727,0.0158873515874855,-0.0057478844444157,Financial Services,9.0
2020-01-21,700.7100219726562,706.9061462845222,694.0127507706786,705.311552606431,574086.0,,,-1.697168108122433,-0.0067166952253686,0.0065669542171244,0.0088426369219358,-0.0095578356124025,Financial Services,9.0
2020-01-22,690.6869506835938,706.04058954447,688.4089594214447,704.354898256488,720758.0,,,-1.7274955781811117,-0.0143041643115725,0.0197889182058046,0.0222295192426615,-0.0032981530343008,Financial Services,9.0
2020-01-23,692.7826538085938,696.0173901017511,686.8143281496666,687.9533237187374,857187.0,,,-1.721154470556279,0.0030342300848826,-0.0069709165830105,0.0046691935419778,-0.0086150044694625,Financial Services,9.0
2020-01-24,685.1741943359375,697.9764935715237,683.6251492193677,694.2406103036367,1028438.0,,,-1.7441758898593074,-0.010982462437286,0.0132322788024528,0.0186847364384381,-0.0022608048133965,Financial Services,9.0
2020-01-27,684.4453125,697.0653625032319,680.6638245619794,680.754921971199,810056.0,,,-1.746381315862795,-0.0010637905542311,-0.0053917975058102,0.0184383613602903,-0.0055248942011282,Financial Services,9.0
2020-01-28,690.1857299804688,693.1926670022009,680.1170208006465,683.3973056216242,760266.0,,,-1.729012154829968,0.0083869629547192,-0.0098356486724763,0.0043567070298848,-0.0145884053269359,Financial Services,9.0
2020-01-29,693.6937866210938,701.1200592961209,690.413501929126,694.3316352042577,510568.0,,,-1.7183975957128637,0.0050827719094167,0.0009194958863201,0.0107054046299011,-0.0047287214549601,Financial Services,9.0
2020-01-30,704.6282348632812,712.6923571718752,688.9100954047743,691.5981361743055,1130273.0,,,-1.6853125120983252,0.015762644055741,-0.0184921608931892,0.0114445063504424,-0.0223069963433365,Financial Services,9.0
2020-01-31,694.9240112304688,712.9656902430348,691.4614201467786,712.9656902430348,534770.0,,,-1.7146752237042977,-0.0137721186189699,0.0259620889780747,0.0259620889780747,-0.0049826902333668,Financial Services,9.0
2020-02-03,681.8938598632812,687.1788439106302,667.6792170983917,683.3973562931338,570401.0,,,-1.754101414943669,-0.0187504693414113,0.0022048833672647,0.0077504496790872,-0.0208458289501822,Financial Services,9.0
2020-02-04,701.9857788085938,707.3618045825203,684.9463937918721,686.1309380732445,979958.0,,,-1.6933079662429404,0.029464877348127,-0.0225857007563002,0.007658311516012,-0.0242731199564196,Financial Services,9.0
2020-02-05,692.1904296875,711.8722514495698,688.9556376848975,702.5324875105515,800891.0,,,-1.7229464022688763,-0.0139537714534877,0.0149410586732909,0.028434114252281,-0.0046732688922943,Financial Services,9.0
2020-02-06,695.698486328125,703.7170039276984,682.4861378647879,689.775709430767,883115.0,694.9034729003906,,-1.7123318431517724,0.0050680513485411,-0.0085134250163719,0.0115258517262197,-0.0189914865749837,Financial Services,9.0
2020-02-07,693.3749389648438,698.7054158684194,688.1811081576318,696.1540769711098,406092.0,695.5003112792969,,-1.71936235416557,-0.0033398769854234,0.0040081316039704,0.0076877265156622,-0.007490652625787,Financial Services,9.0
2020-02-10,692.7826538085938,696.79194045773,686.0398334087057,694.3316989055336,315966.0,695.962744140625,,-1.721154470556279,-0.0008542061775902,0.0022359755811205,0.0057872214714023,-0.0097329521211583,Financial Services,9.0
2020-02-11,681.0282592773438,697.4753443256213,678.0668707700494,692.5548611751863,713531.0,695.1905090332032,,-1.756720519916158,-0.0169669296230641,0.016925291631912,0.0241503708902328,-0.0043484076717121,Financial Services,9.0
2020-02-12,675.7888793945312,687.6344334199216,673.3741865202711,680.6182095280328,534464.0,694.3476531982421,,-1.7725736583344622,-0.0076933369672091,0.007146211310592,0.0175284832091395,-0.0035731468035158,Financial Services,9.0
2020-02-13,674.6499633789062,681.5294863665893,671.5518727916593,676.9279548062864,405771.0,692.1311737060547,,-1.7760197518887313,-0.0016853133431929,0.0033765531031397,0.0101971738844062,-0.0045921451944213,Financial Services,9.0
2020-02-14,680.5726928710938,683.3973797949042,674.376512135603,678.7046955409708,665969.0,690.6322570800781,,-1.7580989573378654,0.0087789665955426,-0.0027447432870727,0.0041504558637139,-0.0091043628408763,Financial Services,9.0
2020-02-17,796.2946166992188,803.6752858539104,700.7100848318107,712.5556389316984,19143503.0,695.1745727539062,,-1.407951474713462,0.170036096129475,-0.1051607985429227,0.0092687668607955,-0.1200366420454062,Financial Services,9.0
2020-02-18,792.10302734375,819.0288701108799,770.8721621337548,792.7408759531521,19323677.0,699.7442230224609,,-1.4206342439974613,-0.0052638675027637,0.0008052596535845,0.0339928542596579,-0.0268031613023763,Financial Services,9.0
2020-02-19,797.387939453125,810.0535915329987,781.6242530131123,792.7408601054093,3876635.0,705.0792724609375,,-1.4046433357082306,0.0066720008975316,-0.0058278776462342,0.01588392732471,-0.0197691558400343,Financial Services,9.0
2020-02-20,831.6490478515625,852.3787680066789,789.5062101735787,795.4745360622675,9227400.0,712.022592163086,,-1.3009772328576392,0.0429666749436101,-0.0434973284497184,0.0249260432735038,-0.0506738242373431,Financial Services,9.0
2020-02-24,850.5562744140625,861.0805815095093,814.0628704159479,821.8080396676207,6900742.0,720.2916961669922,,-1.2437683862945508,0.0227346217870914,-0.0337993329909253,0.0123734400791963,-0.04290533747841,Financial Services,9.0
2020-02-25,860.533935546875,869.7369972952973,844.4512962214949,850.1462739408197,4338699.0,729.0961273193359,,-1.2135783167505758,0.0117307477858369,-0.012071181829051,0.010694594795467,-0.0186891401501319,Financial Services,9.0
2020-02-26,856.4790649414062,869.3269118999746,851.96863165084,856.5246136382777,2961194.0,737.4107940673828,,-1.2258474070655738,-0.0047120403251637,5.318133126186453e-05,0.0150007717461806,-0.00526625048433,Financial Services,9.0
2020-02-27,848.0960693359375,863.5408598038175,825.7262083104612,861.0806183426923,3546208.0,745.130908203125,,-1.2512123915992386,-0.0097877414038628,0.0153102336825139,0.0182111331797272,-0.0263765649132085,Financial Services,9.0
2020-02-28,802.0806884765625,834.610413406568,794.0166220057082,824.63280098982,2605536.0,750.003530883789,,-1.3904441744534863,-0.0542572740555267,0.0281170122124396,0.0405566739074481,-0.0100539342072564,Financial Services,9.0
2020-03-02,783.7200317382812,821.7169342124587,774.8814708080791,803.7663533144402,2891530.0,754.4433319091797,,-1.4459992285311258,-0.022891283884611,0.0255784218398711,0.0484827501345102,-0.0112777019500168,Financial Services,9.0
2020-03-03,789.0961303710938,799.0281939808942,771.0544516772987,782.7177551833366,2390316.0,759.8034454345703,,-1.4297324111438203,0.0068597182859909,-0.0080831408775982,0.0125866332725894,-0.0228637272436127,Financial Services,9.0
2020-03-04,795.7478637695312,800.9416947561414,775.4281936717591,792.740926550447,2480690.0,764.4915496826172,,-1.4096058212332443,0.0084295602809626,-0.0037787562568375,0.0065269807474022,-0.0255353121546767,Financial Services,9.0
2020-03-05,799.9849243164062,812.1038258256397,791.9208024665468,801.6706154816504,1338135.0,769.8812744140625,,-1.3967854667564303,0.0053246269827274,0.0021071536650325,0.0151489123618036,-0.0100803422723876,Financial Services,9.0
2020-03-06,792.4220581054688,797.1146867092916,765.906206598688,774.51702464272,1002524.0,774.7174530029297,,-1.4196689315104214,-0.0094537609160573,-0.0225953243976527,0.0059218803361456,-0.0334617786513605,Financial Services,9.0
2020-03-09,756.56640625,787.0459388244392,745.6320487786329,785.4513450265315,2006855.0,777.8770263671875,,-1.5281597500151003,-0.0452481748693276,0.0381789867193584,0.0402866586761552,-0.0144526077037498,Financial Services,9.0
2020-03-11,759.7100830078125,780.8498529623384,751.7371136209239,755.1996492030828,2067363.0,781.2233978271485,,-1.5186477192216288,0.0041551894610209,-0.0059370461253748,0.0278261015976386,-0.0104947526236881,Financial Services,9.0
2020-03-12,689.4111328125,740.438128164438,683.3972591777405,731.0072682337897,2809511.0,781.6425415039063,,-1.7313559047387157,-0.0925339175662745,0.0603357466126133,0.0740153341356266,-0.0087232035407167,Financial Services,9.0
2020-03-13,732.6474609375,744.8575150541742,592.323214065642,629.9100659063182,2279343.0,784.4854705810546,,-1.6005328856418617,0.0627148679027192,-0.140227599915133,0.0166656608637532,-0.1915303803718889,Financial Services,9.0
2020-03-16,651.232177734375,706.1773179289381,646.9495428768336,705.9950674980809,2122285.0,783.3145812988281,,-1.846876495544748,-0.1111247735697405,0.0840911914921418,0.0843710462614366,-0.0065762027798451,Financial Services,9.0
2020-03-17,583.3024291992188,664.1255097509442,565.6707445382536,664.1255097509442,4408828.0,778.4510681152344,,-2.052416030820888,-0.1043095701620313,0.1385611931407222,0.1385611931407222,-0.0302273465330336,Financial Services,9.0
2020-03-18,547.6290893554688,608.6792540589903,537.605927986234,595.9225032254186,3319559.0,766.0177917480469,,-2.1603552158075283,-0.0611575369105248,0.0881863560732114,0.1114808652246257,-0.0183028286189682,Financial Services,9.0
2020-03-19,532.0020141601562,547.1734569870699,440.9735240437236,501.4313850135239,4459422.0,753.0127410888672,,-2.2076390913205888,-0.028535874918012,-0.0574633710642855,0.028517641706421,-0.1711055366211998,Financial Services,9.0
2020-03-20,568.6321411132812,579.5209499595821,531.1364400627376,531.956483509707,3163530.0,741.574951171875,,-2.0968048922633846,0.0688533614124583,-0.0644980382779097,0.0191491265776544,-0.0659401717552118,Financial Services,9.0
2020-03-23,474.5680847167969,560.1360123086907,466.818902334982,511.7735854237325,2089687.0,723.7209030151367,713.7623907470703,-2.3814207322280505,-0.1654216313068824,0.0783986574426689,0.1803069577318024,-0.0163289159793357,Financial Services,9.0
2020-03-24,480.54339599609375,518.6358075477493,445.1584999239664,508.03904111451806,3311278.0,705.2202590942383,709.7444952392578,-2.36334083748442,0.0125910516777854,0.0572178191345862,0.0792694517686498,-0.0736351729457852,Financial Services,9.0
2020-03-25,560.9295654296875,569.5190443812353,465.9786205356441,466.8188888370781,3625482.0,690.2400405883789,707.2924066162109,-2.120111085213824,0.167281810765426,-0.1677762813598853,0.0153129367409401,-0.1692742738944566,Financial Services,9.0
2020-03-26,566.1580200195312,587.6783612545948,543.0504830285441,565.7845420823495,3344916.0,675.7239883422851,704.6861077880859,-2.104291004177417,0.009321053679598,-0.0006596708409586,0.0380111920596324,-0.040814642156248,Financial Services,9.0
2020-03-27,577.6417236328125,645.5638742149351,568.8188349437559,586.9781017197022,2521378.0,662.2012710571289,702.3860223388672,-2.0695440022405385,0.0202835660844035,0.0161629219374472,0.1175852570949298,-0.015273980961017,Financial Services,9.0
2020-03-30,571.3397216796875,582.2632964564989,543.3772553060788,568.9589564425614,1903403.0,650.6642227172852,699.4332257080079,-2.08861238657416,-0.0109098801130421,-0.0041669870775425,0.0191192286520829,-0.0489419259900248,Financial Services,9.0
2020-03-31,572.4600830078125,588.6586772647412,568.6788040450501,572.3200145333645,1189965.0,640.1012252807617,696.6714068603516,-2.0852224351656843,0.0019609372245837,-0.000244678150679,0.0282964607275642,-0.0066053146324104,Financial Services,9.0
2020-04-01,564.3840942382812,573.9538824366971,555.0477155081195,563.3103878904193,1558510.0,628.8656234741211,693.8501226806641,-2.109658488800208,-0.0141075142341776,-0.0019024390637922,0.0169561621174523,-0.0165425971877584,Financial Services,9.0
2020-04-03,565.7845458984375,584.457303188815,554.300811561802,565.7845458984375,1336172.0,617.3674575805665,691.1516131591796,-2.1054210495396126,0.0024813804542921,0.0,0.0330033003300329,-0.0202970095593543,Financial Services,9.0
2020-04-07,630.9991455078125,638.6083171093692,579.7424595096118,579.7424595096118,1880919.0,608.9181686401367,689.957857055664,-1.908096920038481,0.1152640171636669,-0.0812309911401711,0.0120589253657912,-0.0812309911401711,Financial Services,9.0
2020-04-08,641.54931640625,694.0664491512038,609.1987398414641,618.3483800160822,2502475.0,601.3745315551757,688.9331903076172,-1.8761745698118133,0.0167197863476455,-0.0361639172497788,0.0818598530182177,-0.0504257049886722,Financial Services,9.0
2020-04-09,686.1771240234375,700.181691258484,653.5464709688333,653.5464709688333,1722591.0,597.8550674438477,688.9532489013671,-1.7411412591367057,0.0695625518973006,-0.047554271211014,0.0204095513311926,-0.047554271211014,Financial Services,9.0
2020-04-13,696.4938354492188,701.7689120906826,661.4357456114222,693.6929219018358,2165713.0,594.694255065918,689.1942193603516,-1.70992530268523,0.0150350559128066,-0.0040214477211796,0.0075737592681801,-0.050335104280119,Financial Services,9.0
2020-04-15,645.423828125,689.491545619785,631.8860794296894,686.2238131760894,4472655.0,592.494889831543,688.2989813232422,-1.864451203315297,-0.0733244211576977,0.0632142528261097,0.0682771778395674,-0.0209749750557531,Financial Services,9.0
2020-04-16,647.5712280273438,658.2147229368119,614.7538898618319,627.4046720759399,4330356.0,588.2410781860351,687.3765301513672,-1.8579536733303108,0.0033271159333892,-0.0311418344092216,0.0164360219367538,-0.0506775729759971,Financial Services,9.0
2020-04-17,659.895263671875,686.830751577679,647.0110719053392,667.6444469312256,4064006.0,588.6742324829102,686.4818707275391,-1.820664023158964,0.0190311661654165,0.011743050277754,0.0408178227495164,-0.0195246010629684,Financial Services,9.0
2020-04-20,686.223876953125,708.6311872209822,657.0943622079634,667.3177089146205,5228457.0,593.8203048706055,686.3078680419922,-1.740999795703556,0.0398981698015968,-0.0275510204081632,0.0326530612244897,-0.0424489962000425,Financial Services,9.0
2020-04-21,673.1995239257812,683.9363586199237,656.3940435349497,672.1725451402332,1702397.0,600.0988265991211,686.1339813232422,-1.7804084425223672,-0.018979743294816,-0.001525519179751,0.0159489635873928,-0.0249635951802668,Financial Services,9.0
2020-04-22,709.471435546875,717.0338794503093,669.885167324996,669.885167324996,2896903.0,608.972297668457,686.2836944580079,-1.6706581192995684,0.0538798830539467,-0.0557968457057965,0.0106592648055028,-0.0557968457057965,Financial Services,9.0
2020-04-23,763.0621337890625,799.9874959906815,711.4319767915551,717.6873612127832,5307219.0,618.6937973022461,687.701128540039,-1.5085051973566528,0.0755360900483311,-0.0594640600903182,0.0483910294673677,-0.0676617993624353,Financial Services,9.0
