Date_Ticker,Close_ENGINERSIN.NS,High_ENGINERSIN.NS,Low_ENGINERSIN.NS,Open_ENGINERSIN.NS,Volume_ENGINERSIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,84.59727478027344,85.47285289128116,83.0962919125599,83.63831615451656,1445972.0,,,-0.3398324319288834,,-0.011335573495099,0.0103499564646956,-0.0177426858206966,Construction,3.0
2020-01-13,84.72235870361328,85.5562401994402,83.93017382738206,85.05591257434624,542959.0,,,-0.3378543520511315,0.0014785810023399,0.0039370229516371,0.0098425198328591,-0.0093503638042296,Construction,3.0
2020-01-14,83.3464584350586,85.30608516851638,83.17968466974834,85.05591815853965,571858.0,,,-0.3596128687521699,-0.0162401081557235,0.0205102862866455,0.0235118176615107,-0.0020009700285009,Construction,3.0
2020-01-15,86.30673217773438,87.01553015510106,83.17967666404834,83.34645041330731,1866528.0,,,-0.3127990355538402,0.0355176908324467,-0.0342995463937952,0.0082125456436821,-0.036231884057971,Construction,3.0
2020-01-16,85.51455688476562,87.55756417060859,85.22269324792111,86.72368260707897,876271.0,,,-0.3253265128253699,-0.0091786037193181,0.0141394139940722,0.023890754513246,-0.00341302869917,Construction,3.0
2020-01-17,84.84745025634766,85.97318911019664,84.47220609240183,85.72302845490327,818279.0,,,-0.3358761515219691,-0.0078010885248101,0.010319440312116,0.0132677982714604,-0.0044225744298986,Construction,3.0
2020-01-20,84.6806869506836,86.09828325856202,84.47221653117134,85.18101468511055,616203.0,,,-0.3385133500561502,-0.0019654486394137,0.0059084042943386,0.016740491355532,-0.0024618413834274,Construction,3.0
2020-01-21,83.38815307617188,84.68067199365701,83.05459919146496,84.05526084558574,513578.0,,,-0.3589535087929192,-0.01526362056161,0.0080000305175782,0.015500030517578,-0.0040000152587889,Construction,3.0
2020-01-22,82.76275634765625,84.05527549033388,82.55428592864452,83.84680507132215,411354.0,,,-0.3688435462274465,-0.0074998270790857,0.0130982675240081,0.0156171592116656,-0.0025188916876575,Construction,3.0
2020-01-23,83.80509948730469,84.22204028077387,82.72105087948017,82.97121790036634,493702.0,,,-0.3523599092004131,0.0125943502324878,-0.0099502487562188,0.0049751243781095,-0.012935353748834,Construction,3.0
2020-01-24,83.47154235839844,84.63897780745526,83.30476859225233,83.38815547532539,735381.0,,,-0.3576347888744181,-0.0039801531284713,-0.0009989857706834,0.013986029442756,-0.0019979715413671,Construction,3.0
2020-01-27,82.92951965332031,84.34712214058062,82.63766237600572,82.92951965332031,525129.0,,,-0.3662063476932654,-0.0064935029324229,0.0,0.0170940636481011,-0.0035193412253522,Construction,3.0
2020-01-28,82.22071838378906,83.63832081575772,81.80377761474143,83.59662419404847,543369.0,,,-0.3774153463491151,-0.0085470321363771,0.0167342956532801,0.0172414260034994,-0.0050709939932832,Construction,3.0
2020-01-29,80.67803955078125,82.88782691940645,80.46956916434512,82.72104679305077,1140613.0,,,-0.4018113028871559,-0.0187626532987331,0.0253229658733042,0.027390196649911,-0.0025839793281654,Construction,3.0
2020-01-30,79.80245971679688,81.22006213217205,79.38551895262968,81.05328200929847,684607.0,,,-0.4156577413800082,-0.0108527653728281,0.0156739816910471,0.0177638937497159,-0.0052246605636823,Construction,3.0
2020-01-31,76.30015563964844,80.55294992748898,75.63304790892369,80.01092569152647,1704006.0,,,-0.4710432540485958,-0.0438871695130378,0.0486338464288764,0.0557376882417606,-0.0087432027514514,Construction,3.0
2020-02-03,75.96659851074219,77.09233719121872,75.50796753233128,76.63370621280782,387215.0,,,-0.4763181337226008,-0.0043716441481663,0.0087815923727492,0.0148188638499766,-0.0060372714772276,Construction,3.0
2020-02-04,77.134033203125,77.42589043473473,75.04932960304055,76.17506827468405,454307.0,,,-0.4578562961664049,0.0153677368115636,-0.0124324489284205,0.0037837672877956,-0.0270270270270269,Construction,3.0
2020-02-05,78.84349060058594,80.261086466092,77.21741801861216,77.50927524245043,739849.0,,,-0.4308228997913617,0.0221621679364185,-0.016922327359839,0.0179798719552826,-0.0206240562104398,Construction,3.0
2020-02-06,77.50929260253906,82.97121965745782,77.30082220138966,81.55362347444665,4018133.0,81.9413688659668,,-0.4519219358817387,-0.0169221071756678,0.0521786580177756,0.0704680286907926,-0.0026896181625397,Construction,3.0
2020-02-07,76.67539978027344,78.46824624026578,76.55032264749208,78.09300211790007,1361944.0,81.5452751159668,,-0.465109135066751,-0.0107586173769093,0.018488359261106,0.0233822903451439,-0.0016312550458137,Construction,3.0
2020-02-10,76.59202575683594,77.34252048951392,76.05000142979007,77.1340500838818,941386.0,81.13875846862793,,-0.4664276136824309,-0.0010873634004703,0.0070767723100402,0.0097986014243915,-0.0070767723100402,Construction,3.0
