Date_Ticker,Close_GMDCLTD.NS,High_GMDCLTD.NS,Low_GMDCLTD.NS,Open_GMDCLTD.NS,Volume_GMDCLTD.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,56.94368362426758,58.07299750066206,56.29215409368192,58.02956617524369,222942.0,,,-0.8312609542443988,,0.0190694117742908,0.019832118410991,-0.0114416470645745,Metals & Mining,14.0
2020-01-13,58.2901725769043,59.85384606292358,57.030551499839454,57.030551499839454,405873.0,,,-0.8210718609763021,0.0236459755838993,-0.0216094930136461,0.0268256794737786,-0.0216094930136461,Metals & Mining,14.0
2020-01-14,58.20330429077149,59.50636334205741,57.942689829433874,58.20330429077149,154428.0,,,-0.8217292069335145,-0.0014902732706478,0.0,0.0223880597014924,-0.0044776574889225,Metals & Mining,14.0
2020-01-15,58.11643600463867,58.89827277429234,57.6386450266,58.20330528399993,153005.0,,,-0.8223865528907269,-0.0014924974997783,0.0014947454684648,0.0134529372997211,-0.0082212711392098,Metals & Mining,14.0
2020-01-16,60.63568878173828,62.98119261422176,58.33361627788503,58.59422413277119,789573.0,,,-0.8033229716697192,0.043348370104776,-0.0336677077474202,0.0386819030113809,-0.0379656362466616,Metals & Mining,14.0
2020-01-17,60.41850280761719,62.06903884690058,59.81040465257016,61.417509370014855,391118.0,,,-0.8049664520284023,-0.0035818175481252,0.0165347785193994,0.0273183869606796,-0.0100647670297842,Metals & Mining,14.0
2020-01-20,60.11444854736328,61.374076140135855,59.94071001000862,60.76597800399381,221307.0,,,-0.8072672783442979,-0.0050324692954088,0.0108381507669856,0.0209538243003282,-0.0028901294373144,Metals & Mining,14.0
2020-01-21,58.07299423217773,60.07102066460061,56.639628020022265,60.07102066460061,191839.0,,,-0.8227152836021592,-0.0339594617353449,0.0344054316268711,0.0344054316268711,-0.0246821475473577,Metals & Mining,14.0
2020-01-22,57.85581970214844,58.854832952340914,57.638643196789246,58.07299620750763,175865.0,,,-0.8243586773616033,-0.0037396819795622,0.0037537538397562,0.0172672905739745,-0.0037537538397564,Metals & Mining,14.0
