Date_Ticker,Close_JBCHEPHARM.NS,High_JBCHEPHARM.NS,Low_JBCHEPHARM.NS,Open_JBCHEPHARM.NS,Volume_JBCHEPHARM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-02-10,270.962646484375,272.7229062060145,255.73052662977565,266.5033218562216,475938.0,235.0134780883789,,-1.4310704493410007,0.0270434962655188,-0.0164573408401905,0.0064963187527067,-0.0562148327536271,Healthcare,11.0
2020-02-11,270.939208984375,278.5904662707277,268.5452383352288,272.488231963197,292010.0,237.74657440185547,,-1.43111722114298,-8.649716226236932e-05,0.0057172344476406,0.0282397564938412,-0.008835822095001,Healthcare,11.0
2020-02-12,266.0339660644531,271.92496390587166,263.02977748433426,270.8453434833515,124666.0,240.24144973754883,,-1.4409061086314168,-0.0181045886208546,0.0180855756506395,0.0221437808433502,-0.0112925000689236,Healthcare,11.0
2020-02-13,274.1312255859375,276.9241778780005,267.09018383287406,267.46570032968964,175348.0,242.83490295410155,,-1.4247472427578085,0.0304369387160232,-0.0243150893956014,0.0101883770668345,-0.0256849315068492,Healthcare,11.0
2020-02-14,274.0841979980469,281.5946398281691,271.3147111131645,271.3147111131645,167696.0,245.3849311828613,,-1.424841090865686,-0.0001715513721215,-0.0101045113330541,0.0274019512433756,-0.0101045113330541,Healthcare,11.0
2020-02-17,260.9409484863281,276.4312361673283,250.63755443516516,276.4312361673283,228164.0,247.1135070800781,,-1.4510697186427417,-0.047953328238983,0.0593631922120945,0.0593631922120945,-0.0394855392031459,Healthcare,11.0
2020-02-18,251.2243194580078,260.94096064050507,245.87311745893223,260.94096064050507,192956.0,248.31517791748047,,-1.4704601932589552,-0.0372368885937019,0.0386771519710351,0.0386771519710351,-0.0213004935613727,Healthcare,11.0
2020-02-19,251.10693359375,259.57964502971663,249.440560047351,252.4916770323296,258608.0,249.2011749267578,,-1.470694448123946,-0.0004672551786031,0.0055145567617811,0.0337414475765693,-0.0066361112477082,Healthcare,11.0
2020-02-20,250.590576171875,255.3550242048394,249.956894097568,249.956894097568,167946.0,250.05783309936524,,-1.471724889386299,-0.0020563248273756,-0.0025287546083632,0.0190128779212213,-0.0025287546083632,Healthcare,11.0
2020-02-24,251.2008514404297,253.4774429401437,247.04662060220477,253.4774429401437,210202.0,250.97668991088867,,-1.470507025961718,0.0024353480401278,0.0090628335320506,0.0090628335320506,-0.0165374870921171,Healthcare,11.0
2020-02-25,250.9661407470703,253.43050468377092,249.53443973045944,251.6232872734852,87020.0,251.85212631225585,,-1.470975413890132,-0.0009343546887421,0.0026184668754865,0.0098195076410099,-0.0057047576710906,Healthcare,11.0
2020-02-26,263.6868896484375,270.61057744962034,251.0599492493077,252.9375595004759,616374.0,253.29905853271484,,-1.4455899270147694,0.0506871120681871,-0.0407655085252558,0.0262572318647085,-0.0478861137767023,Healthcare,11.0
2020-02-27,261.3633728027344,267.65337936394246,258.2653269741168,265.79923328693945,347850.0,254.75537796020507,,-1.4502267299930078,-0.0088116510032067,0.0169720050542547,0.0240661363287331,-0.0118534046886356,Healthcare,11.0
2020-02-28,252.86721801757807,258.1245335259848,247.32827237392613,253.94683840277105,181912.0,255.6988784790039,,-1.4671816300120193,-0.0325070597844204,0.004269515019214,0.020790814838012,-0.0219045619557808,Healthcare,11.0
2020-03-02,249.81613159179688,267.0901458386972,248.31403716813853,267.0901458386972,217372.0,256.56492919921874,,-1.4732703685774775,-0.0120659627202809,0.0691469127186963,0.0691469127186963,-0.0060127999504562,Healthcare,11.0
2020-03-03,266.8707275390625,268.8560642481346,256.1308600753025,258.3314496334389,164218.0,258.3306510925293,,-1.4392362700396637,0.06826859353956,-0.0319978065199139,0.0074393198811266,-0.0402437073664737,Healthcare,11.0
2020-03-04,275.05126953125,278.90231625732577,260.1732725341476,267.8993089264193,567680.0,260.3986099243164,,-1.4229112059269913,0.0306535754881175,-0.0260022817455788,0.0140011959684418,-0.0540917226903111,Healthcare,11.0
2020-03-05,274.4771423339844,285.09744021697435,271.72639101647604,278.16076298151853,413050.0,261.8722312927246,,-1.4240569323731291,-0.0020873461091238,0.0134205005787035,0.0386928317333876,-0.0100217864923747,Healthcare,11.0
2020-03-06,279.811279296875,285.5519789231508,254.1933838556528,271.72644897705334,336258.0,262.9976432800293,,-1.4134121452687871,0.0194338112002056,-0.0288938685393157,0.0205163267210004,-0.0915541914736113,Healthcare,11.0
2020-03-09,263.4502868652344,281.2942895278548,258.8098820315807,279.811287095882,275708.0,262.97876663208007,,-1.4460620907917805,-0.0584715257824967,0.0621027990719817,0.0677319538154397,-0.0176139676630052,Healthcare,11.0
2020-03-11,263.2110595703125,278.78270003905936,260.4603079182754,263.4023986877526,323016.0,262.59118728637696,,-1.4465394920362005,-0.0009080547900266,0.0007269417848645,0.0591602818444152,-0.0104507449517039,Healthcare,11.0
2020-03-12,243.47740173339844,260.6038145457705,223.6241510612562,252.11236395708315,545824.0,261.2180969238281,,-1.4859199181342295,-0.0749727533072847,0.0354651485608499,0.0703408722552618,-0.081540424412287,Healthcare,11.0
2020-03-13,271.8221130371094,275.1947679783281,198.5325140565079,216.71139486168207,443892.0,261.5075042724609,,-1.4293553005660802,0.116416189354393,-0.2027455292715773,0.0124075812064572,-0.2696233877432772,Healthcare,11.0
2020-03-16,256.1786499023437,272.6831567587973,246.6825902455745,271.72637375262605,221220.0,260.60987548828126,,-1.4605733468597326,-0.0575503698355474,0.0606909430438842,0.0644257703081232,-0.0370681150064192,Healthcare,11.0
2020-03-17,261.58453369140625,267.2056352632625,257.13549743597645,265.028959217732,237608.0,259.9848922729492,,-1.4497853820126132,0.0211020074901762,0.0131675427354935,0.0214886617818448,-0.0170080248730545,Healthcare,11.0
2020-03-18,244.0993194580078,264.9332682726442,239.6741970572502,264.9332682726442,253092.0,259.1428108215332,,-1.4846788210606183,-0.0668434558674096,0.0853502945477096,0.0853502945477096,-0.0181283684468397,Healthcare,11.0
2020-03-19,246.06069946289065,262.6130657825921,221.9736948965897,221.9736948965897,344890.0,258.88462982177737,,-1.4807646972336637,0.0080351719506544,-0.0978904986406964,0.0672694434984235,-0.0978904986406964,Healthcare,11.0
2020-03-20,242.06614685058597,259.28824425497544,240.1764942123076,246.2759870430289,144562.0,258.43259048461914,,-1.4887362139815263,-0.0162340130749206,0.0173912802232583,0.0711462450592885,-0.0078063482352396,Healthcare,11.0
2020-03-23,214.55862426757807,241.56383487856723,200.92446419706317,227.71439275667157,377408.0,256.6309928894043,247.11341156005855,-1.5436301403469488,-0.113636387991034,0.0613154960981048,0.1258640182988433,-0.0635451505016722,Healthcare,11.0
2020-03-24,236.8756103515625,243.9797289072624,212.4058816369108,229.14958852270328,146908.0,255.91473083496092,247.6915469360352,-1.4990944324475703,0.1040134655978808,-0.0326163669505379,0.0299909245411809,-0.1033020186347366,Healthcare,11.0
2020-03-25,243.09469604492188,248.76363959793787,227.236016940424,234.4118911595953,133776.0,255.52115859985352,248.2382220458984,-1.4866836444138125,0.0262546476782866,-0.0357177882800127,0.0233198981518232,-0.0652366314959307,Healthcare,11.0
2020-03-26,241.9944000244141,252.231977608719,231.94817616517636,242.4249495556536,104720.0,254.43653411865236,248.75256439208985,-1.4888793917243035,-0.0045262033208017,0.0017791714651085,0.0423050185594051,-0.0415142823892792,Healthcare,11.0
2020-03-27,243.1903533935547,248.2852206075384,240.1525640558464,248.2852206075384,237574.0,253.52788314819333,249.29364227294923,-1.4864927509069064,0.0049420704322908,0.0209501205244713,0.0209501205244713,-0.0124914055813399,Healthcare,11.0
2020-03-30,239.7459716796875,243.16646904593225,232.88104860516495,239.05231254910893,69652.0,252.87182083129883,249.6433184814453,-1.4933663483239357,-0.0141633155501573,-0.0028933088039757,0.0142671734681518,-0.0286341540023638,Healthcare,11.0
2020-03-31,243.50131225585935,246.3477479736403,239.1957880705888,246.3477479736403,150656.0,252.55607986450195,250.05167205810548,-1.485872202370101,0.015663831804395,0.0116896114087057,0.0116896114087057,-0.0176817288801571,Healthcare,11.0
2020-04-01,241.8748016357422,250.6772043653415,235.4882707038919,250.6772043653415,212012.0,251.30628356933596,250.36177947998047,-1.489118061896122,-0.0066796790746167,0.0363923925521416,0.0363923925521416,-0.0264042839049776,Healthcare,11.0
2020-04-03,213.98458862304688,233.933527145772,210.707617355806,233.933527145772,679400.0,248.2529495239258,250.0976531982422,-1.5447756840907352,-0.1153084687783943,0.0932260526381503,0.0932260526381503,-0.0153140527003724,Healthcare,11.0
2020-04-07,225.155029296875,234.84246030163249,221.0169444048372,224.89191972661112,552968.0,245.7868438720703,249.9330139160156,-1.5224839874841776,0.0522020802792759,-0.0011685707003105,0.0430256034475882,-0.0183788250476146,Healthcare,11.0
2020-04-08,243.9079742431641,262.63700354317547,221.0169319434373,227.95361054339364,1282036.0,243.9916786193848,250.1420251464844,-1.485060668975214,0.0832890342483206,-0.0654114066966286,0.0767872774890889,-0.093851143533772,Healthcare,11.0
2020-04-09,245.4627227783203,255.46111908101108,241.5877624267989,255.1740957952341,1222878.0,243.09230041503903,250.3948052978516,-1.4819580176423623,0.0063743243326937,0.0395635349718019,0.0407328501432797,-0.0157863495836023,Healthcare,11.0
2020-04-13,247.35235595703125,252.59074949945975,238.71739393983037,247.75900631162227,546324.0,242.299365234375,250.67270416259765,-1.4781870715581849,0.007698249075553,0.0016440124575229,0.0211778599082295,-0.0349095604276391,Healthcare,11.0
2020-04-15,247.0414123535156,262.1585739143508,244.64943996297453,249.76822087650868,1014614.0,242.4775657653809,250.9185675048828,-1.4788075896445985,-0.001257087697073,0.0110378599968938,0.0611928235708212,-0.0096824753702353,Healthcare,11.0
2020-04-16,249.3855743408203,252.7821727525884,241.8509054594778,241.8509054594778,175508.0,241.3557388305664,251.26153930664063,-1.474129587286101,0.0094889434324889,-0.0302129299229045,0.0136198672306768,-0.0302129299229045,Healthcare,11.0
2020-04-17,256.8244934082031,260.57988461642253,250.91636941136343,253.5475229514254,245260.0,241.38803100585935,251.71808502197263,-1.459284503571601,0.0298289870496538,-0.012759571383907,0.0146224028650199,-0.0230045192280362,Healthcare,11.0
2020-04-20,270.93707275390625,281.2942626411805,265.5073397378489,269.8128641660303,670394.0,241.8556579589844,252.4869241333008,-1.431121484197848,0.054950285926476,-0.0041493346645,0.0382272893923296,-0.0200405686858112,Healthcare,11.0
2020-04-21,268.258056640625,281.9639859710269,261.2256951475324,270.29122069006354,703180.0,243.06359481811523,253.22095947265623,-1.436467720406887,-0.009887964338179,0.0075791350869371,0.0510923306537003,-0.0262149125404035,Healthcare,11.0
2020-04-22,267.7319030761719,270.2912867669593,265.5551976733287,270.26737302380144,468074.0,244.14715499877929,253.90175567626957,-1.4375177108208488,-0.0019613709688428,0.0094701823671279,0.0095595021040852,-0.0081301681937542,Healthcare,11.0
2020-04-23,268.23419189453125,271.7982153659977,265.98574540121825,270.2673563153139,457056.0,245.45555725097657,254.36634521484376,-1.4365153448198398,0.0018760887760786,0.0075798107855769,0.0132869842069494,-0.0083824007574585,Healthcare,11.0
2020-04-24,264.3113708496094,271.24804936059456,261.4649348622567,268.37769963191107,235888.0,247.9431945800781,254.5065118408203,-1.444343714275317,-0.0146246122361026,0.0153846153846153,0.0262443438914026,-0.010769252863405,Healthcare,11.0
2020-04-27,264.7658386230469,271.4872348080693,262.6369901491278,265.5073397682439,841484.0,249.33770599365235,254.52527221679688,-1.4434367798025651,0.0017194408699733,0.002800592210284,0.0253861911339392,-0.00804049527307,Healthcare,11.0
2020-04-28,266.0096740722656,275.0752017793442,262.42173665775243,268.8561102608546,558036.0,250.48345489501952,254.42621276855468,-1.4409545856553432,0.0046978698448693,0.0107004987638748,0.0340796917957795,-0.0134879959799449,Healthcare,11.0
2020-04-29,273.3290710449219,279.54816280201874,265.5073788606728,266.0096842782346,1005534.0,252.05018844604493,254.47401000976564,-1.4263480198607017,0.0275155292685627,-0.0267786618478073,0.0227531295274285,-0.0286163932520869,Healthcare,11.0
2020-04-30,266.8946838378906,279.3806928490956,264.3591850130009,279.3806928490956,466284.0,253.2354049682617,254.4912243652344,-1.4391884629243594,-0.0235408080905296,0.0467825317149774,0.0467825317149774,-0.009499997483763,Healthcare,11.0
2020-05-04,263.2589111328125,271.6786214354591,259.1208410056398,264.9811385395555,261958.0,254.411051940918,254.27377807617188,-1.4464439996071596,-0.0136224995297638,0.006541952936492,0.031982622226979,-0.0157186326926842,Healthcare,11.0
2020-05-05,267.5404968261719,278.23253718793234,265.2681367726639,267.42089892861884,566420.0,255.6130111694336,254.1429040527344,-1.437899680537012,0.0162637825817008,-0.0004470272686633,0.0399641941635002,-0.0084935181046044,Healthcare,11.0
2020-05-06,285.9107666015625,297.4399930942908,269.71719256244774,277.4671427337172,2440882.0,257.81480941772463,254.64230041503907,-1.4012400274068473,0.0686635107332041,-0.0295323746223663,0.0403245622043857,-0.0566385597562392,Healthcare,11.0
2020-05-07,292.0102233886719,294.49783617139906,283.20780690013214,287.0349394258096,734694.0,261.71609115600586,255.45801849365236,-1.3890679704456912,0.0213334281167851,-0.0170380471790538,0.0085189235974663,-0.0301442065499999,Healthcare,11.0
2020-05-08,308.7061462402344,310.95459298308504,293.0149049263686,297.0812342192243,2060968.0,265.89364700317384,256.61000274658204,-1.3557496388201962,0.0571758161677095,-0.037656885561208,0.0072834531162879,-0.050829053794267,Healthcare,11.0
2020-05-11,308.80181884765625,315.73849796971825,303.8743905524163,314.4707483817195,986346.0,269.1383392333984,257.7742276000977,-1.3555587148628985,0.0003099148124748,0.0183578243004454,0.0224632068164214,-0.0159566038620738,Healthcare,11.0
2020-05-12,307.0078430175781,309.8303654470481,292.41689761510656,304.281004758358,892920.0,272.2155952453613,258.89036743164064,-1.35913876744017,-0.005809473003665,-0.0088819824028534,0.009193649262271,-0.0475262952863264,Healthcare,11.0
2020-05-13,298.6838073730469,314.78169766407444,280.3853272276808,313.82491438849974,397388.0,274.7821678161621,259.8447207641602,-1.3757501870383972,-0.0271134299460051,0.050692761514661,0.0538960931046448,-0.0612637166584387,Healthcare,11.0
2020-05-14,302.41522216796875,304.85500733020467,292.63210938448145,296.1243617691592,569524.0,277.5508583068848,260.6192874145508,-1.368303787299083,0.0124928593476158,-0.0208020626531671,0.0080676665173977,-0.0323499350110542,Healthcare,11.0
2020-05-15,303.4198608398437,305.8118187494996,297.1050861186113,303.94607990048604,361550.0,280.252572631836,261.46041717529295,-1.3662989334954974,0.003322050605366,0.0017342933952502,0.0078833267638944,-0.0208120019030844,Healthcare,11.0
2020-05-18,291.8189392089844,304.95079731313115,288.4701972836354,304.95079731313115,340798.0,282.002294921875,262.2394515991211,-1.3894496965587189,-0.0382338901571864,0.0450000200115265,0.0450000200115265,-0.0114754098360654,Healthcare,11.0
2020-05-19,293.086669921875,298.9947953994846,289.9292673632301,297.5596203815671,281364.0,283.1097747802734,263.1048623657227,-1.3869198170977604,0.0043442372737252,0.0152615281373402,0.0201582879193531,-0.0107729312953281,Healthcare,11.0
2020-05-20,310.787109375,313.3464927123284,293.0866204736929,293.0866204736929,756992.0,285.23622741699216,263.9831900024414,-1.3515968752718153,0.0603931917403245,-0.0569537421835261,0.0082351656813415,-0.0569537421835261,Healthcare,11.0
2020-05-21,320.25927734375,328.1766528519678,316.2646897788784,319.5656036517704,869638.0,287.8625961303711,264.8873501586914,-1.3326942463844478,0.0304779950101493,-0.0021659753239093,0.0247217678559852,-0.0124729800117047,Healthcare,11.0
2020-05-22,314.4228820800781,321.7422677897096,308.61041240550554,321.4552445064716,344182.0,290.1720306396484,265.68626495361326,-1.3443413385890148,-0.0182239693790584,0.022365937173117,0.0232787946640833,-0.0184861535398439,Healthcare,11.0
2020-05-26,317.6280822753906,318.608779134186,314.4228529818976,314.4228529818976,333056.0,292.8378662109375,266.4426010131836,-1.33794505106523,0.0101939151950658,-0.0100911395193138,0.003087563453993,-0.0100911395193138,Healthcare,11.0
2020-05-27,313.44219970703125,319.23072671160526,303.77868300630183,318.58490969493323,204956.0,295.27168426513674,267.4424392700195,-1.3462983852772965,-0.0131785657564437,0.0164072036015212,0.0184676058615733,-0.0308302988868816,Healthcare,11.0
2020-05-28,308.5626220703125,315.7384970021802,302.1282483749958,315.7384970021802,450522.0,297.3993316650391,268.3494705200195,-1.3560360552065347,-0.015567711180178,0.0232558139534884,0.0232558139534884,-0.0208527321039244,Healthcare,11.0
2020-05-29,326.3348083496094,333.3910837302213,309.51933364446666,310.9784220359712,998254.0,300.04961853027345,270.0066186523438,-1.320569935637812,0.0575966919131478,-0.0470571508791871,0.021622809458476,-0.0515282901943084,Healthcare,11.0
2020-06-01,328.918212890625,334.87419549306566,322.4360110890375,331.04706183028776,489646.0,303.15079498291016,271.1485406494141,-1.315414501584503,0.0079164234856858,0.006472274432461,0.0181077920559575,-0.0197076402204064,Healthcare,11.0
2020-06-02,334.8023986816406,353.4357600740951,326.52622862762337,330.879610345301,944066.0,306.72796936035155,272.721015625,-1.3036720387524627,0.0178895104023087,-0.0117167270957032,0.0556548025516767,-0.024719566187717,Healthcare,11.0
2020-06-03,327.6982421875,339.65803204835765,324.51692640502955,339.65803204835765,561978.0,309.735856628418,274.04328979492186,-1.317849071318772,-0.0212189533949423,0.0364963503649635,0.0364963503649635,-0.0097080648380475,Healthcare,11.0
2020-06-04,333.8695373535156,340.54307737490814,325.4976836505559,328.8464251317398,554662.0,312.1337951660156,275.83869415283203,-1.305533653912487,0.0188322498308812,-0.0150451348799071,0.0199884663760931,-0.0250752247998451,Healthcare,11.0
2020-06-05,338.5338439941406,343.0067939936544,333.43896152521216,336.7637891477373,308720.0,314.45997619628906,277.688157043457,-1.2962255781123646,0.0139704468925124,-0.0052285905170353,0.0132127114581523,-0.0150498467415171,Healthcare,11.0
2020-06-08,340.5669860839844,343.12636942215084,336.5723987708608,342.0499883399621,209900.0,316.0530181884766,279.658173828125,-1.2921682460922406,0.0060057277164847,0.0043545097339883,0.0075150658835008,-0.0117292264850901,Healthcare,11.0
2020-06-09,325.6412048339844,342.05003273230994,320.9051157782071,342.05003273230994,434946.0,316.89498748779295,281.8798254394531,-1.3219540886526326,-0.0438262716584022,0.0503892862903849,0.0503892862903849,-0.0145438875224398,Healthcare,11.0
2020-06-10,331.5971374511719,336.7876744474784,328.15271221367254,329.946680650005,223556.0,318.1244522094727,283.7742559814453,-1.310068448077815,0.0182898617520589,-0.0049772950811732,0.0156531417496657,-0.0103873792879365,Healthcare,11.0
2020-06-11,331.6449890136719,343.48518155328725,327.81785607157394,343.48518155328725,391462.0,319.7725112915039,285.5452618408204,-1.3099729556487745,0.0001443063196136,0.0357014064190406,0.0357014064190406,-0.0115398485394879,Healthcare,11.0
2020-06-12,331.8602600097656,334.3957296595748,316.3364466915506,318.94368676111253,230632.0,321.24476318359376,287.34257904052737,-1.3095433615196586,0.0006491007047444,-0.0389217234033174,0.0076401725525512,-0.0467781629465312,Healthcare,11.0
2020-06-15,335.4242248535156,341.57154418635264,331.28612653928457,341.57154418635264,360594.0,322.84498138427733,289.1872564697265,-1.3024311243812032,0.0107393540993583,0.0183269986999943,0.0183269986999943,-0.0123369095241652,Healthcare,11.0
2020-06-16,343.8200988769531,349.2259189051956,335.3286467391898,339.6819992542773,469332.0,325.4450393676758,291.26873901367185,-1.2856763443378472,0.0250306131797847,-0.0120356536345386,0.0157228156407958,-0.0246973698323618,Healthcare,11.0
2020-06-17,338.41424560546875,348.7474929771609,335.830919163192,343.8200651026846,279950.0,327.71141815185547,293.16699768066405,-1.2964642482841826,-0.0157229123286914,0.0159739714489386,0.0305343155788391,-0.0076336220351919,Healthcare,11.0
2020-06-18,337.79229736328125,341.5476889456485,333.00838135927665,339.5623521245042,127678.0,329.06167755126955,295.08534759521484,-1.2977054062585776,-0.0018378311500296,0.0052400684534239,0.0111174577149355,-0.0141623004471878,Healthcare,11.0
2020-06-19,340.3038635253906,342.169602502686,337.6009684208606,338.0793600356844,446650.0,330.06390686035155,297.6117330932617,-1.292693332650397,0.0074352381084885,-0.0065368152646326,0.0054825677204108,-0.0079425930594183,Healthcare,11.0
2020-06-22,344.0114440917969,355.82772438231177,341.8108540517041,345.3987916379711,748986.0,331.5433349609375,299.9888613891601,-1.2852944964232518,0.010894911765025,0.0040328528890569,0.0343485093111082,-0.0063968512614527,Healthcare,11.0
2020-06-23,346.04461669921875,350.6611081794284,344.4420162199024,346.83397466587394,271766.0,332.9641616821289,302.03159423828123,-1.281237103502344,0.0059101888682497,0.0022810872603207,0.0133407406369865,-0.0046311961000951,Healthcare,11.0
2020-06-24,329.7313842773437,351.5938845116795,327.69822013780265,349.8238298916324,577714.0,333.7786209106445,303.7169674682617,-1.313791739298648,-0.0471419916237403,0.060935799782372,0.0663039712833242,-0.0061661225970257,Healthcare,11.0
2020-06-25,331.4536437988281,343.48520550397325,314.2315443585175,330.0902392726205,1034766.0,334.9231719970703,305.3989932250977,-1.31035480356337,0.0052232198802032,-0.00411340937629,0.0362993798084403,-0.0519593003803674,Healthcare,11.0
2020-06-26,324.2777404785156,331.9080924817445,314.8295062008429,330.0423827258838,839362.0,334.8203186035156,306.9437197875977,-1.3246750138724566,-0.021649794638154,0.0177768669501077,0.0235302984163183,-0.0291362406304255,Healthcare,11.0
2020-06-29,336.1658020019531,337.26609690388386,319.5656067117651,319.5656067117651,584396.0,335.18269805908204,308.6793243408203,-1.3009512353342063,0.0366601219864646,-0.0493809756713193,0.003273072083413,-0.0493809756713193,Healthcare,11.0
2020-06-30,338.4381103515625,342.0021332647544,335.352478991854,336.73982617643713,533390.0,335.36448364257814,310.3115966796875,-1.29641662387123,0.0067594869438747,-0.0050180051335271,0.0105307966336583,-0.0091172692002776,Healthcare,11.0
2020-07-01,337.79229736328125,340.1603416250047,333.4867729596771,339.6580362843255,157890.0,335.8691864013672,311.648701171875,-1.2977054062585776,-0.0019082159146036,0.005523331750332,0.0070103560093222,-0.012746070402469,Healthcare,11.0
2020-07-02,341.66729736328125,343.96357127614834,336.7876970492468,336.7876970492468,246390.0,336.25907440185546,313.1168859863281,-1.2899724683313571,0.011471546362209,-0.0142817306534496,0.0067207892900138,-0.0142817306534496,Healthcare,11.0
2020-07-03,343.7961120605469,354.96654349509555,335.4481733582866,351.139410950674,2501392.0,336.5221878051758,314.63817016601564,-1.2857242123539354,0.0062306656612855,0.0213594587970031,0.0324914419991504,-0.0242816553457418,Healthcare,11.0
2020-07-06,344.1309814453125,351.04374581796986,343.0067728789572,343.8439581684107,831204.0,336.7003875732422,316.15610595703123,-1.2850559480530013,0.0009740348218558,-0.0008340524171822,0.020087596715717,-0.0032668042895579,Healthcare,11.0
