Date_Ticker,Close_APARINDS.NS,High_APARINDS.NS,Low_APARINDS.NS,Open_APARINDS.NS,Volume_APARINDS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,370.2085571289063,380.94600582243066,368.8546935047339,374.6902634468667,29549.0,,,-0.7634873552377273,,0.0121058960730611,0.0290037831021439,-0.0036570295259299,Capital Goods,1.0
2020-01-13,376.744384765625,380.5725242377546,372.8695721328812,377.21123034773854,18445.0,,,-0.7614083042986898,0.0176544477723754,0.0012391573729864,0.0101611055849208,-0.0102849910693542,Capital Goods,1.0
2020-01-14,404.94183349609375,415.3057817068809,375.43718961811066,380.01227021924944,89566.0,,,-0.7524386778764465,0.074845040485502,-0.0615633190120495,0.0255936713707971,-0.0728614369704722,Capital Goods,1.0
2020-01-15,408.4431762695313,437.71436897036153,401.4871662931353,412.691459305967,111321.0,,,-0.7513248985074634,0.0086465326222495,0.0104011605120617,0.0716652753711675,-0.0170305452031978,Capital Goods,1.0
2020-01-16,402.18743896484375,420.9079340123898,397.3322338757391,412.6447906210733,33165.0,,,-0.7533148525332723,-0.015316052925216,0.0260011891051217,0.0465466924967352,-0.0120719958375652,Capital Goods,1.0
2020-01-17,405.17523193359375,410.7773780868741,401.58051578644114,403.6346189462506,26837.0,,,-0.7523644336846431,0.007428856993744,-0.0038023375219431,0.0138264773158653,-0.0088720036760335,Capital Goods,1.0
2020-01-20,405.0818786621094,417.3132374456589,403.72801520551405,408.8166429627968,15547.0,,,-0.7523941294198323,-0.0002304022164407,0.0092197762907155,0.0301947814203558,-0.0033421970419087,Capital Goods,1.0
2020-01-21,400.97369384765625,406.9959849403457,395.8850654530793,402.2808558178063,49617.0,,,-0.7537009456290363,-0.0101416158827481,0.0032599693950163,0.0150191675541127,-0.012690678896532,Capital Goods,1.0
2020-01-22,413.8585815429688,424.8294520068828,402.18744275157087,404.89514125237696,196623.0,,,-0.7496022546366619,0.0321339975489961,-0.0216582201996967,0.0265087422447829,-0.0282007896221093,Capital Goods,1.0
2020-01-23,398.8728942871094,423.4289615879999,388.5089162098611,419.22735116430414,83823.0,,,-0.754369211308894,-0.0362096810944186,0.0510299325141496,0.0615636400783228,-0.0259831596122153,Capital Goods,1.0
2020-01-24,382.486572265625,396.3985646424274,379.0319321217706,391.2165901796496,108333.0,,,-0.7595817107932348,-0.0410815632151967,0.0228243774998768,0.0363724987635407,-0.0090320560102047,Capital Goods,1.0
2020-01-27,380.7125549316406,391.02983043041337,378.1449043465713,382.81335995578826,38214.0,,,-0.7601460268384389,-0.0046381166362942,0.0055180870631514,0.0270999087503833,-0.0067443286327406,Capital Goods,1.0
2020-01-28,373.0562744140625,386.1746517048107,370.0217782836961,381.8796668676476,31480.0,,,-0.7625814945533733,-0.02011039672425,0.0236516393336192,0.0351646070324174,-0.0081341511682989,Capital Goods,1.0
2020-01-29,372.0292663574219,376.27754987779946,370.2552302997756,376.27754987779946,56584.0,,,-0.762908186471098,-0.0027529574680219,0.0114192186060333,0.0114192186060333,-0.0047685389781725,Capital Goods,1.0
2020-01-30,366.0536193847656,374.410166926993,364.18623700607736,370.2085565749445,28690.0,,,-0.7648090435836785,-0.0160623034611347,0.0113506245264345,0.022828752673645,-0.0051013902876491,Capital Goods,1.0
2020-01-31,363.1591796875,372.4493894184206,360.54482740351824,364.2329187978888,77701.0,,,-0.7657297666971186,-0.0079071467784702,0.0029566624511949,0.0255816464254459,-0.0071989156001271,Capital Goods,1.0
2020-02-03,360.7315979003906,366.1936970749997,357.6503998689218,357.7437746869652,27239.0,,,-0.7665019820116298,-0.0066846218487394,-0.0082826767347684,0.0151417264425983,-0.0085415251932536,Capital Goods,1.0
2020-02-04,361.1050415039063,367.8276289812137,359.7978796316497,361.8053098455428,23722.0,,,-0.7663831893632123,0.0010352395123943,0.0019392372333548,0.0186167090033126,-0.0036198937207094,Capital Goods,1.0
2020-02-05,366.1936340332031,371.60903061951,361.1050065128027,363.99945440989313,24046.0,,,-0.7647645048347254,0.0140917238599168,-0.0059918562732607,0.0147883416941536,-0.013896002135141,Capital Goods,1.0
2020-02-06,373.4764404296875,380.01227813720703,365.2599701378308,369.7416760253906,23638.0,384.274592590332,,-0.7624478394758696,0.01988785636788,-0.01,0.0175,-0.0219999694824218,Capital Goods,1.0
2020-02-07,371.51568603515625,377.2112074906198,369.04141029868185,376.0907667638433,40486.0,384.3399490356445,,-0.763071556699113,-0.0052500082529312,0.0123146367721713,0.015330500620974,-0.0066599495781188,Capital Goods,1.0
2020-02-10,366.4737548828125,376.2775113828623,364.1395271447054,373.4764380971338,26515.0,383.82641754150393,,-0.7646753982138359,-0.0135712470344162,0.019108280254777,0.0267515923566878,-0.0063694267515923,Capital Goods,1.0
