Date_Ticker,Close_TATACHEM.NS,High_TATACHEM.NS,Low_TATACHEM.NS,Open_TATACHEM.NS,Volume_TATACHEM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,273.00689697265625,274.7089710594761,267.2277139131293,267.2277139131293,3533748.0,,,-1.8401936758356152,,-0.0211686339195517,0.0062345461074204,-0.0211686339195517,Chemicals,2.0
2020-01-13,278.9246520996094,279.34028669723205,273.9371465219666,275.1048687731649,2542703.0,,,-1.819777615875049,0.021676211086879,-0.0136946781064024,0.0014901321718749,-0.0178811931469636,Chemicals,2.0
2020-01-14,287.6132202148437,290.52260756817674,279.85488133774624,280.250706846218,6840851.0,,,-1.7898023425143517,0.0311502337632441,-0.0255986611572515,0.0101156245570344,-0.0269749035572917,Chemicals,2.0
2020-01-15,288.95904541015625,291.90802338679515,285.1392349192374,287.8111323139196,2491124.0,,,-1.7851592899894515,0.0046792883661856,-0.0039725805939291,0.0102055222824155,-0.0132192106514502,Chemicals,2.0
2020-01-16,292.08612060546875,293.1152887239632,286.5642362351743,289.7507038056299,2409055.0,,,-1.7743709837281936,0.0108218629767199,-0.0079956445550981,0.0035235091498393,-0.0189049871964065,Chemicals,2.0
2020-01-17,295.8267517089844,296.9944738176333,290.5819478588591,292.0861229823886,2840341.0,,,-1.761465929824915,0.0128066033941004,-0.0126446601092912,0.0039473174819486,-0.0177293088600883,Chemicals,2.0
2020-01-20,295.4111022949219,297.5486199730896,291.8684001781751,295.6090287165159,2002051.0,,,-1.7628999065911086,-0.0014050433629186,0.0006700033277573,0.0072357391498227,-0.0119924474375711,Chemicals,2.0
2020-01-21,296.6579895019531,299.1319602700329,293.313213682466,293.313213682466,1812900.0,,,-1.758598186861803,0.0042208542513965,-0.0112748550109927,0.0083394712282423,-0.0112748550109927,Chemicals,2.0
2020-01-22,296.2225952148437,300.6361576384591,295.3319810155114,296.9746828224138,1729441.0,,,-1.7601002827886227,-0.0014676641200202,0.0025389272112228,0.0148994792933141,-0.0030065707806198,Chemicals,2.0
2020-01-23,300.2205505371094,301.2101554472532,296.084095715435,296.2226223198728,1295519.0,,,-1.746307468819812,0.0134964563367152,-0.0133166374190045,0.0032962597276349,-0.0137780535485463,Chemicals,2.0
2020-01-24,299.0132141113281,301.62571144989613,298.28093564451143,300.7350973202765,870942.0,,,-1.75047273965859,-0.0040214982739231,0.0057585522234053,0.0087370631640222,-0.0024489836310178,Chemicals,2.0
2020-01-27,296.7371826171875,300.4382206735809,295.2923799060358,298.45906590061605,1153032.0,,,-1.7583249732268345,-0.0076118090663819,0.0058027216820006,0.0124724445509343,-0.0048689641736457,Chemicals,2.0
2020-01-28,296.4600830078125,299.80488614154496,295.66840471039114,296.084039241344,926902.0,,,-1.7592809577376305,-0.0009338216630993,-0.0012684465397609,0.0112824738487451,-0.0026704380886262,Chemicals,2.0
2020-01-29,299.86431884765625,305.2476501565588,297.271602725847,297.271602725847,2012001.0,,,-1.7475364563963012,0.0114829484135104,-0.0086462975380757,0.0179525571084617,-0.0086462975380757,Chemicals,2.0
2020-01-30,300.0028076171875,302.2986611522887,298.4590690697593,301.0913482335676,1189760.0,,,-1.7470586747101786,0.0004618381075262,0.0036284347637476,0.0076527734968092,-0.0051457470004682,Chemicals,2.0
2020-01-31,297.3507385253906,301.7445194398548,296.08408047158497,301.22992162525907,1175672.0,,,-1.7562082255848137,-0.0088401475734886,0.0130458162609783,0.0147764250939939,-0.0042598113597672,Chemicals,2.0
2020-02-03,293.5309143066406,298.06319378730643,284.7631627858036,293.19443390631625,4234671.0,,,-1.769386493123061,-0.0128461904540513,-0.0011463201452535,0.0154405524589178,-0.0298699424609077,Chemicals,2.0
2020-02-04,291.274658203125,297.706965740386,288.56319764778124,296.8757240586778,1588669.0,,,-1.7771705022460416,-0.0076866046932235,0.0192294993670434,0.0220833064467123,-0.0093089476855651,Chemicals,2.0
2020-02-05,297.0538330078125,301.62570322564807,289.3746494658416,292.91735160274663,4321049.0,,,-1.757232539825511,0.0198409804695652,-0.0139250228256003,0.0153907127591763,-0.025851151167502,Chemicals,2.0
2020-02-06,298.1225891113281,299.44861941569167,295.51006446956654,298.4194513442257,1859775.0,293.7169631958008,,-1.7535453665267688,0.0035978532668437,0.0009957723558704,0.0044479363617373,-0.0087632562482072,Chemicals,2.0
2020-02-07,302.3382568359375,304.6538646947329,297.588241415619,298.815308640334,3521287.0,295.1835311889648,,-1.7390014519522294,0.0141407188806988,-0.011652340105656,0.0076589971875504,-0.015710930763539,Chemicals,2.0
2020-02-10,301.40802001953125,303.52575620191806,298.71636839982125,303.52575620191806,800027.0,296.3076995849609,,-1.7422107382802114,-0.003076808162293,0.0070261441027665,0.0070261441027665,-0.0089302587885206,Chemicals,2.0
