Date_Ticker,Close_YESBANK.NS,High_YESBANK.NS,Low_YESBANK.NS,Open_YESBANK.NS,Volume_YESBANK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-28,34.599998474121094,35.849998474121094,34.29999923706055,35.150001525878906,141720001.0,36.5875,,2.592647753643905,-0.059782630667119,0.0158960426593424,0.0361271692232856,-0.0086704985633143,Financial Services,9.0
2020-03-02,31.549999237060547,35.54999923706055,29.799999237060547,35.20000076293945,127750922.0,36.20249996185303,,2.099619835718196,-0.0881502708545429,0.1156894330948634,0.1267828873764711,-0.0554675132272061,Financial Services,9.0
2020-03-03,31.200000762939453,33.29999923706055,30.5,32.45000076293945,164268356.0,35.9625,,2.0430430940336954,-0.0110934542816078,0.0400641015844076,0.0673076417554308,-0.0224359213404552,Financial Services,9.0
2020-03-04,29.299999237060547,31.700000762939453,28.700000762939453,31.5,202851281.0,35.679999923706056,,1.7359106249572285,-0.0608974833146735,0.0750853522261103,0.0819113170092928,-0.0204777641550986,Financial Services,9.0
2020-03-05,36.79999923706055,37.84999847412109,28.0,29.399999618530277,784703310.0,35.63999996185303,,2.9482746608271206,0.2559727029109786,-0.2010869503246587,0.0285325885551408,-0.2391304190082221,Financial Services,9.0
2020-03-06,16.149999618530273,33.150001525878906,5.650000095367432,33.150001525878906,191175895.0,34.519999980926514,,-0.3897675896039599,-0.5611413056154108,1.0526317219130503,1.0526317219130503,-0.650154784593016,Financial Services,9.0
2020-03-09,21.25,22.799999237060547,16.200000762939453,17.0,727555369.0,33.64749994277954,,0.4346400164515907,0.3157895047637066,-0.1999999999999999,0.072941140567555,-0.2376470229204963,Financial Services,9.0
2020-03-11,28.799999237060547,29.600000381469727,23.350000381469727,23.350000381469727,413642132.0,33.20999994277954,,1.6550863558992353,0.3552940817440257,-0.1892360763877253,0.0277778182500685,-0.1892360763877253,Financial Services,9.0
2020-03-12,25.049999237060547,28.700000762939453,17.450000762939453,28.700000762939453,337764206.0,32.619999980926515,,1.048904337964289,-0.1302083367826763,0.1457086481854603,0.1457086481854603,-0.3033931618998685,Financial Services,9.0
2020-03-13,25.549999237060547,27.700000762939453,21.350000381469727,22.549999237060547,276659418.0,32.13749990463257,,1.1297286070222818,0.0199600804482368,-0.1174168332517391,0.0841487902183693,-0.1643835217614675,Financial Services,9.0
2020-03-16,37.09999847412109,40.400001525878906,26.049999237060547,26.700000762939453,166519072.0,32.13249979019165,,2.996769098933869,0.4520547781585508,-0.2803233999709219,0.088948872977979,-0.2978436574537439,Financial Services,9.0
2020-03-17,58.650001525878906,64.9000015258789,40.79999923706055,40.79999923706055,223459530.0,33.11999979019165,,6.48029558864555,0.5808626398405353,-0.3043478571938685,0.1065643621039333,-0.3043478571938685,Financial Services,9.0
2020-03-18,60.45000076293945,87.30000305175781,49.900001525878906,64.5,364133191.0,34.28499975204468,,6.771262833926277,0.0306905232775878,0.0669975051438462,0.4441687667484613,-0.1745243855071796,Financial Services,9.0
2020-03-19,53.84999847412109,61.79999923706055,42.79999923706055,61.650001525878906,147322500.0,35.2249997138977,,5.70438211237663,-0.1091811779242304,0.1448468574331769,0.1476323303288489,-0.2051996202445741,Financial Services,9.0
2020-03-20,45.84999847412109,67.30000305175781,41.25,59.20000076293945,118188727.0,35.752499675750734,,4.411193807448744,-0.1485608212940728,0.2911669080284362,0.4678299954523148,-0.1003271238213333,Financial Services,9.0
2020-03-23,39.75,49.5,39.25,41.29999923706055,93892480.0,35.96749963760376,37.61799991607666,3.425137971597326,-0.1330425011369212,0.0389936914983786,0.2452830188679244,-0.0125786163522012,Financial Services,9.0
2020-03-24,35.0,43.70000076293945,34.54999923706055,43.650001525878906,79655385.0,35.969999599456784,37.42299991607666,2.657307415546394,-0.1194968553459119,0.2471429007393972,0.2485714503696987,-0.0128571646554129,Financial Services,9.0
2020-03-25,29.600000381469727,35.5,28.5,35.29999923706055,95151977.0,35.69249954223633,37.172999954223634,1.7844053713840948,-0.1542857033865792,0.192567526423383,0.1993243088680434,-0.0371621745707257,Financial Services,9.0
2020-03-26,26.600000381469727,31.0,25.200000762939453,29.350000381469727,119555918.0,35.194999599456786,36.93399997711182,1.2994597570361377,-0.1013513500451867,0.1033834571639977,0.1654135171214295,-0.0526315638516137,Financial Services,9.0
2020-03-27,26.350000381469727,33.25,26.0,29.049999237060547,118571420.0,34.672499656677246,36.66599998474121,1.2590476225071414,-0.0093984961058179,0.1024667482543779,0.2618595642747163,-0.0132827467325525,Financial Services,9.0
2020-03-30,24.899999618530277,27.700000762939453,24.549999237060547,27.649999618530277,54980358.0,34.18749971389771,36.36499996185303,1.0246571189109148,-0.0550284911555123,0.1104417687602485,0.1124498468797345,-0.0140562404350103,Financial Services,9.0
2020-03-31,22.450000762939453,25.549999237060547,22.049999237060547,25.549999237060547,75256060.0,33.73249979019165,36.028999977111816,0.6286183855188208,-0.0983935298443764,0.1380845598561664,0.1380845598561664,-0.0178174393000124,Financial Services,9.0
2020-04-01,23.950000762939453,24.649999618530277,20.25,22.0,90370313.0,33.36999979019165,35.73499996185303,0.8710911926927993,0.0668151424955052,-0.0814196534789639,0.029227508696952,-0.1544885446795009,Financial Services,9.0
2020-04-03,24.100000381469727,24.950000762939453,22.799999237060547,24.5,45325371.0,33.10999984741211,35.45,0.8953384117461736,0.0062630318894346,0.0165974942821092,0.0352697248139168,-0.0539419553457243,Financial Services,9.0
2020-04-07,24.549999237060547,25.399999618530277,23.799999237060547,25.399999618530277,35065244.0,32.49749984741211,35.17199996948242,0.9680800689062962,0.018672151388712,0.0346232345370736,0.0346232345370736,-0.0305498991164041,Financial Services,9.0
2020-04-08,24.75,25.5,23.299999237060547,24.5,37246322.0,32.9274998664856,34.84799995422363,1.0004098998575406,0.0081466708413388,-0.01010101010101,0.0303030303030302,-0.058585889411695,Financial Services,9.0
2020-04-09,24.899999618530277,25.299999237060547,24.5,25.0,26334203.0,33.10999984741211,34.48999996185303,1.0246571189109148,0.0060605906476878,0.0040160796386241,0.0160642419541483,-0.0160642419541484,Financial Services,9.0
2020-04-13,24.100000381469727,25.0,23.549999237060547,25.0,26106950.0,32.87499990463257,34.12399993896484,0.8953384117461736,-0.0321284839082968,0.0373443819205197,0.0373443819205197,-0.0228216238881087,Financial Services,9.0
2020-04-15,24.5,25.950000762939453,23.850000381469727,24.100000381469727,39619283.0,32.84749994277954,33.780999908447264,0.9599977653285442,0.0165974942821092,-0.0163265150420519,0.0591837046097736,-0.026530596674705,Financial Services,9.0
2020-04-16,24.600000381469727,24.950000762939453,24.049999237060547,24.299999237060547,18765781.0,32.8,33.448999900817874,0.9761626808041663,0.0040816482232541,-0.0121951682828086,0.0142276575626953,-0.0223577697512344,Financial Services,9.0
2020-04-17,25.100000381469727,25.5,24.700000762939453,25.100000381469727,26604581.0,32.20000009536743,33.16999992370606,1.0569869498621591,0.0203252029368516,0.0,0.0159362395398836,-0.0159362395398836,Financial Services,9.0
2020-04-20,29.450000762939453,30.100000381469727,25.100000381469727,25.600000381469727,114972573.0,30.74000005722046,32.973999938964845,1.7601581523307206,0.1733067854724476,-0.1307300605001903,0.0220712937755929,-0.1477079887530551,Financial Services,9.0
2020-04-21,29.649999618530277,30.450000762939453,27.549999237060547,29.399999618530277,76221038.0,29.2,32.846999931335446,1.7924876749618468,0.006791132441752,-0.0084317033125275,0.0269814891973625,-0.070826320690989,Financial Services,9.0
2020-04-22,29.600000381469727,30.299999237060547,28.799999237060547,29.0,35024548.0,27.98750009536743,32.73999992370605,1.7844053713840948,-0.001686314930989,-0.0202702828965279,0.023648609681405,-0.0270270653411882,Financial Services,9.0
2020-04-23,28.299999237060547,29.899999618530277,27.850000381469727,29.600000381469727,33486481.0,27.110000133514404,32.55399993896484,1.5742620868412425,-0.043918957015386,0.0459364374366042,0.0565371174771776,-0.0159010200608599,Financial Services,9.0
2020-04-24,26.600000381469727,28.149999618530277,26.299999237060547,28.049999237060547,34134425.0,26.45250015258789,32.314999961853026,1.2994597570361377,-0.0600706325590486,0.0545112343908433,0.0582706471741376,-0.0112782383498823,Financial Services,9.0
2020-04-27,27.049999237060547,27.700000762939453,25.899999618530277,26.799999237060547,32510358.0,26.05500011444092,32.081999931335446,1.3722014141962604,0.0169172499675714,-0.0092421444381218,0.0240296319486899,-0.0425138503129673,Financial Services,9.0
2020-04-28,27.25,27.799999237060547,26.850000381469727,27.25,18702865.0,25.937500095367437,31.87599994659424,1.4045312451475047,0.0073937437552839,0.0,0.020183458240754,-0.0146788850836797,Financial Services,9.0
2020-04-29,28.049999237060547,29.350000381469727,26.600000381469727,27.0,42484371.0,26.010000038146973,31.699999961853027,1.5338499523122462,0.0293577701673595,-0.0374331288991001,0.0463458531111677,-0.0516933652417015,Financial Services,9.0
2020-04-30,27.899999618530277,28.950000762939453,27.700000762939453,28.700000762939453,32086688.0,26.0875,31.553999938964843,1.509602733258872,-0.0053475801287042,0.028673876535749,0.0376344501349672,-0.0071684178611238,Financial Services,9.0
2020-05-04,27.049999237060547,27.649999618530277,26.600000381469727,27.5,22741985.0,26.194999980926514,31.350999908447264,1.3722014141962604,-0.030465963910092,0.0166358881934058,0.0221811607538857,-0.0166358176814396,Financial Services,9.0
2020-05-05,26.600000381469727,27.649999618530277,26.5,27.399999618530277,16869306.0,26.402499961853028,31.10499988555908,1.2994597570361377,-0.0166358176814396,0.0300751588566836,0.0394736549625016,-0.0037594127832941,Financial Services,9.0
2020-05-06,26.299999237060547,26.75,25.0,26.399999618530277,22880846.0,26.51999988555908,30.887999839782715,1.2509650106092711,-0.0112782383498824,0.0038022959836747,0.0171102956651547,-0.0494296302194814,Financial Services,9.0
2020-05-07,28.100000381469727,31.549999237060547,25.549999237060547,25.75,99669448.0,26.719999885559083,30.7489998626709,1.5419325642101165,0.0684411101378556,-0.0836299056785568,0.1227757583187041,-0.0907473704552244,Financial Services,9.0
2020-05-08,27.049999237060547,28.799999237060547,26.649999618530277,28.100000381469727,28709680.0,26.844999885559083,30.583999862670897,1.3722014141962604,-0.0373665882617422,0.0388170489472916,0.0646950110668531,-0.0147874169986017,Financial Services,9.0
2020-05-11,27.799999237060547,28.049999237060547,26.700000762939453,27.25,29803681.0,26.997499847412108,30.43099983215332,1.4934378177832497,0.0277264333143656,-0.0197841457609586,0.008992806002193,-0.0395682915219174,Financial Services,9.0
2020-05-12,27.950000762939453,28.399999618530277,26.850000381469727,27.700000762939453,21395640.0,27.14999990463257,30.29099983215332,1.517685345156742,0.0053957384890477,-0.0089445435841093,0.0161001375065255,-0.0393560054183712,Financial Services,9.0
2020-05-13,28.649999618530277,29.450000762939453,28.100000381469727,29.0,25818551.0,27.3774998664856,30.160999794006347,1.6308391368458612,0.0250446810906348,0.012216418364046,0.0279232514855516,-0.0191971813048408,Financial Services,9.0
2020-05-14,28.200000762939453,28.799999237060547,27.899999618530277,28.399999618530277,13376096.0,27.562499904632567,29.993999824523925,1.5580974796857383,-0.0157067665473813,0.0070921578077991,0.0212765410598716,-0.0106383381664103,Financial Services,9.0
2020-05-15,28.700000762939453,29.0,27.299999237060547,28.200000762939453,23445802.0,27.76749992370605,29.831999855041506,1.6389217487437313,0.0177304959742094,-0.0174216023243335,0.0104529348113446,-0.0487805396746449,Financial Services,9.0
2020-05-18,27.549999237060547,28.649999618530277,26.799999237060547,28.649999618530277,20466541.0,27.8899998664856,29.69099987030029,1.4530256832542532,-0.0400697385124781,0.0399274196708505,0.0399274196708505,-0.0272232312439084,Financial Services,9.0
2020-05-19,27.399999618530277,28.0,27.100000381469727,27.700000762939453,16161584.0,27.78749980926513,29.60799987792969,1.428778464200879,-0.0054446324023302,0.0109489470286814,0.0218978244460978,-0.0109488774174164,Financial Services,9.0
2020-05-20,27.149999618530277,27.600000381469727,27.100000381469727,27.149999618530277,9932936.0,27.66249980926513,29.526999855041502,1.388366329671883,-0.0091240877182687,0.0,0.0165746139691405,-0.0018415925511255,Financial Services,9.0
2020-05-21,26.899999618530277,27.600000381469727,26.799999237060547,27.200000762939453,12104336.0,27.527499771118165,29.4789998626709,1.3479541951428862,-0.009208103260133,0.0111524590581228,0.0260223335637987,-0.0037174863527076,Financial Services,9.0
2020-05-22,26.549999237060547,27.0,26.0,26.950000762939453,14604330.0,27.439999771118163,29.273999862670895,1.2913771451382676,-0.0130111667818993,0.0150659712758316,0.016949181765373,-0.0207156027444556,Financial Services,9.0
2020-05-26,27.399999618530277,28.149999618530277,26.350000381469727,26.950000762939453,19431745.0,27.47999973297119,29.4989998626709,1.428778464200879,0.0320150812013293,-0.0164233161261248,0.0273722631548061,-0.0383211405722226,Financial Services,9.0
2020-05-27,27.600000381469727,27.899999618530277,27.350000381469727,27.450000762939453,12273157.0,27.50749979019165,29.62599987030029,1.4611082951521237,0.0072992980191209,-0.0054347687122128,0.0108695374244256,-0.0090579708892991,Financial Services,9.0
2020-05-28,27.0,28.799999237060547,26.850000381469727,27.850000381469727,27672133.0,27.49499979019165,29.58999988555908,1.3641191106185084,-0.0217391439556848,0.0314814956099898,0.0666666384096499,-0.0055555414270471,Financial Services,9.0
2020-05-29,26.850000381469727,27.399999618530277,26.5,26.5,15147150.0,27.434999847412108,29.625999908447262,1.3398718915651342,-0.0055555414270471,-0.0130353957727045,0.0204841426162556,-0.0130353957727045,Financial Services,9.0
2020-06-01,27.149999618530277,27.600000381469727,27.0,27.549999237060547,11174742.0,27.39749984741211,29.657999916076665,1.388366329671883,0.0111731557839227,0.0147329511657623,0.0165746139691405,-0.0055248479056293,Financial Services,9.0
2020-06-02,27.149999618530277,27.399999618530277,27.049999237060547,27.25,9992679.0,27.402499866485595,29.458999938964844,1.388366329671883,0.0,0.0036832553545036,0.0092081032601329,-0.0036832553545037,Financial Services,9.0
2020-06-03,27.950000762939453,29.399999618530277,27.25,27.600000381469727,31711143.0,27.469999885559083,28.84499992370605,1.517685345156742,0.0294659725837773,-0.0125223746660434,0.0518783118429628,-0.0250447493320867,Financial Services,9.0
2020-06-04,27.950000762939453,28.700000762939453,27.799999237060547,28.0,12147977.0,27.552499961853027,28.194999923706053,1.517685345156742,0.0,0.0017888814202411,0.0268336307523278,-0.005366780743627,Financial Services,9.0
2020-06-05,28.850000381469727,29.200000762939453,28.0,28.0,18867551.0,27.589999961853028,27.69499996185303,1.6631689677971055,0.032200343254503,-0.0294627511345088,0.0121317288333393,-0.0294627511345088,Financial Services,9.0
2020-06-08,30.600000381469727,32.0,29.0,29.600000381469727,49257020.0,27.767500019073488,27.39,1.9460539095000804,0.0606585780540932,-0.032679738154695,0.0457516209502424,-0.0522875935138429,Financial Services,9.0
2020-06-09,29.850000381469727,31.600000381469727,29.700000762939453,31.0,23134107.0,27.870000076293945,27.1920000076294,1.8248175059130916,-0.0245098036160213,0.0385259498771788,0.0586264649124212,-0.0050251127843666,Financial Services,9.0
2020-06-10,30.399999618530277,30.75,30.0,30.350000381469727,15646728.0,27.99250001907349,27.1,1.913724078548836,0.0184254348419363,-0.0016447117660511,0.0115131705875544,-0.0131578823536054,Financial Services,9.0
2020-06-11,29.799999237060547,31.700000762939453,29.600000381469727,30.600000381469727,20832320.0,28.05,27.103999977111812,1.816734894015221,-0.0197368549012743,0.026845676674188,0.0637584420980783,-0.006711371164805,Financial Services,9.0
2020-06-12,29.5,29.700000762939453,28.0,28.0,12411225.0,28.114999961853027,27.161999969482423,1.7682404559084726,-0.0100670887497022,-0.0508474576271186,0.0067796868793035,-0.0508474576271186,Financial Services,9.0
2020-06-15,29.0,30.799999237060547,28.799999237060547,30.0,13439069.0,28.129999923706052,27.214999961853028,1.6874161868504798,-0.0169491525423728,0.0344827586206897,0.0620689392089843,-0.0068965780323949,Financial Services,9.0
2020-06-16,28.399999618530277,29.950000762939453,27.549999237060547,29.5,22459034.0,28.17249994277954,27.28499996185303,1.5904270023168647,-0.0206896683265422,0.0387324083184847,0.0545775058179172,-0.0299295912988366,Financial Services,9.0
2020-06-17,27.649999618530277,28.299999237060547,27.049999237060547,27.350000381469727,12790776.0,28.18499994277954,27.388999938964844,1.4691905987298757,-0.0264084510589445,-0.0108498821410288,0.0235081239601413,-0.0216998332639261,Financial Services,9.0
2020-06-18,28.0,28.200000762939453,27.399999618530277,27.700000762939453,11550447.0,28.227499961853027,27.46999992370605,1.525767648734494,0.0126582418191125,-0.0107142584664481,0.0071428843906946,-0.0214285850524902,Financial Services,9.0
2020-06-19,28.0,28.299999237060547,27.899999618530277,28.200000762939453,9274835.0,28.282499980926517,27.54799991607666,1.525767648734494,0.0,0.0071428843906946,0.0107142584664481,-0.0035714421953473,Financial Services,9.0
2020-06-22,27.75,28.5,27.350000381469727,28.100000381469727,19374366.0,28.342500019073487,27.61199993133545,1.4853555142054975,-0.0089285714285714,0.0126126263592694,0.0270270270270269,-0.0144144006677575,Financial Services,9.0
2020-06-23,27.549999237060547,27.799999237060547,27.399999618530277,27.799999237060547,16731250.0,28.35,27.66799991607666,1.4530256832542532,-0.0072072347005208,0.009074410414636,0.009074410414636,-0.0054446324023302,Financial Services,9.0
2020-06-24,27.049999237060547,27.799999237060547,27.049999237060547,27.799999237060547,14013891.0,28.32249994277954,27.710999908447267,1.3722014141962604,-0.0181488208292722,0.0277264333143656,0.0277264333143656,0.0,Financial Services,9.0
2020-06-25,27.0,27.25,26.549999237060547,27.049999237060547,9661441.0,28.32249994277954,27.76899990081787,1.3641191106185084,-0.0018484006828378,0.001851823594835,0.0092592592592593,-0.0166666949236834,Financial Services,9.0
2020-06-26,26.75,27.25,26.600000381469727,27.200000762939453,12130118.0,28.317499923706052,27.813999900817876,1.323706976089512,-0.0092592592592592,0.016822458427643,0.0186915887850467,-0.0056074623749634,Financial Services,9.0
2020-06-29,26.100000381469727,26.899999618530277,26.0,26.799999237060547,10631833.0,28.26499996185303,27.84399990081787,1.218635487978145,-0.0242990511600102,0.0268198791325613,0.0306513113167816,-0.0038314321842203,Financial Services,9.0
2020-06-30,25.600000381469727,26.600000381469727,25.5,26.5,16159682.0,28.1875,27.853999900817872,1.137811218920152,-0.0191570878426111,0.03515623457497,0.0390624994179233,-0.0039062648429533,Financial Services,9.0
2020-07-01,26.899999618530277,28.350000381469727,25.0,25.75,27482989.0,28.13499994277954,27.80299987792969,1.3479541951428862,0.0507812194409784,-0.042750915793251,0.0539033748513739,-0.0706319570808262,Financial Services,9.0
2020-07-02,26.25,27.299999237060547,26.049999237060547,27.299999237060547,15594665.0,28.049999904632568,27.73499988555908,1.2428827070315192,-0.0241635549348675,0.0399999709356397,0.0399999709356397,-0.0076190766834077,Financial Services,9.0
2020-07-03,26.149999618530277,26.549999237060547,25.799999237060547,26.5,14789015.0,27.914999866485594,27.665999870300293,1.2267177915558969,-0.0038095383417038,0.0133843360067091,0.0152963527481977,-0.0133843360067091,Financial Services,9.0
2020-07-06,26.049999237060547,26.450000762939453,25.950000762939453,26.399999618530277,12731540.0,27.687499809265137,27.62099987030029,1.2105528760802746,-0.0038241064217402,0.0134357156130657,0.0153551453970806,-0.0038387131305105,Financial Services,9.0
2020-07-07,25.75,26.100000381469727,25.5,26.049999237060547,19463491.0,27.48249979019165,27.6039998626709,1.1620584379735264,-0.0115162858290508,0.0116504558081764,0.013592247824067,-0.0097087378640776,Financial Services,9.0
2020-07-08,26.049999237060547,27.100000381469727,24.0,25.200000762939453,33209234.0,27.264999771118163,27.583999862670897,1.2105528760802746,0.0116504558081765,-0.0326295009218974,0.0403071468391973,-0.0786947906756202,Financial Services,9.0
2020-07-09,26.649999618530277,27.5,26.200000762939453,27.5,42165092.0,27.10749979019165,27.571999855041504,1.3075420606138897,0.0230326448768614,0.0318949491045659,0.0318949491045659,-0.0168855107704364,Financial Services,9.0
2020-07-10,25.549999237060547,26.75,24.200000762939453,26.700000762939453,54310633.0,26.90999975204468,27.521999855041503,1.1297286070222818,-0.0412758122782438,0.0450098458011229,0.0469667631613404,-0.0528375152419928,Financial Services,9.0
2020-07-13,22.049999237060547,23.5,21.0,22.049999237060547,70078860.0,26.562499713897704,27.40499984741211,0.563958723616332,-0.1369863054603623,0.0,0.0657596740639503,-0.0476190146662571,Financial Services,9.0
