Date_Ticker,Close_SRF.NS,High_SRF.NS,Low_SRF.NS,Open_SRF.NS,Volume_SRF.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,686.8469848632812,691.3274447404723,683.8600316020044,691.3274447404723,951355.0,,,-1.8267157479162248,,0.0065232285733669,0.0065232285733669,-0.0043487899446358,Chemicals,2.0
2020-01-13,695.67041015625,696.3581524592855,688.0359188634679,688.1833264830059,1099235.0,,,-1.8135277392681783,0.0128462750618685,-0.0107624006482646,0.0009886036447648,-0.0109742935466629,Chemicals,2.0
2020-01-14,695.9453735351562,700.0622913163972,691.9561930097244,691.9561930097244,705350.0,,,-1.81311676288446,0.0003952494958704,-0.0057320311006138,0.0059155760463331,-0.0057320311006138,Chemicals,2.0
2020-01-15,701.8704223632812,703.6095086224306,691.7205850550212,691.7205850550212,666315.0,,,-1.804260837595709,0.0085136693962456,-0.0144611269899141,0.0024777882123792,-0.0144611269899141,Chemicals,2.0
2020-01-16,702.5089721679688,706.8125789994467,699.5908050541799,699.9740168884814,521905.0,,,-1.8033064236275715,0.0009097830373552,-0.0036084311801234,0.0061260524804358,-0.0041539214862741,Chemicals,2.0
2020-01-17,711.9022216796875,718.2495650063521,701.7426102533948,703.2950679654097,974630.0,,,-1.7892667223006369,0.0133710029107967,-0.0120903593951003,0.0089160324737973,-0.0142710770059429,Chemicals,2.0
2020-01-20,710.6151123046875,716.254983321075,707.834517481564,714.3193736391717,420230.0,,,-1.7911905114193605,-0.001807986175353,0.0052127533883572,0.0079366043850321,-0.0039129407396155,Chemicals,2.0
2020-01-21,709.3279418945312,716.6775132748152,707.8541055442024,710.3891208585234,470245.0,,,-1.7931143917648058,-0.0018113468006353,0.0014960343464798,0.0103613166015341,-0.0020777926023785,Chemicals,2.0
2020-01-22,709.485107421875,715.0266859179815,707.6182242598838,713.1401923867653,456595.0,,,-1.7928794829550223,0.0002215696267709,0.0051517430410514,0.0078107044645989,-0.0026313211404465,Chemicals,2.0
2020-01-23,714.6729736328125,719.8215650841247,708.8955310195184,709.6030035693848,822140.0,,,-1.7851253940175582,0.0073121566001422,-0.0070941119231865,0.0072041222227012,-0.0080840367922775,Chemicals,2.0
2020-01-24,719.30078125,732.349111942503,712.3933741511416,712.3933741511416,1464915.0,,,-1.7782084014834232,0.0064754199304102,-0.0096029467490007,0.0181402982349436,-0.0096029467490007,Chemicals,2.0
2020-01-27,721.9046020507812,729.5587631919195,716.4514200374551,717.2669595366273,764240.0,,,-1.7743165782856871,0.0036199332305135,-0.0064241764091534,0.0106027321607238,-0.0075538817702986,Chemicals,2.0
2020-01-28,739.836181640625,743.7959165608844,723.8106736046936,725.0683758029684,1537685.0,,,-1.7475149883303172,0.0248392648265489,-0.0199609132455623,0.0053521779801015,-0.0216608871444945,Chemicals,2.0
2020-01-29,740.1212158203125,747.500231680037,737.1145924975394,743.0001018801454,1419640.0,,,-1.7470889595374284,0.0003852666127458,0.0038897494063079,0.0099700099145867,-0.004062339058124,Chemicals,2.0
2020-01-30,747.1859130859375,751.4600145099708,735.2969305545731,740.7501730225148,768170.0,,,-1.7365296488909003,0.0095453246233386,-0.0086133048692561,0.0057202649958709,-0.0159116791726733,Chemicals,2.0
2020-01-31,743.6092529296875,758.730825493765,741.2413160163716,749.88780901941,1572660.0,,,-1.741875534814515,-0.0047868409904545,0.008443353905275,0.0203353743979128,-0.0031843833357192,Chemicals,2.0
2020-02-03,744.6605834960938,749.5045841280228,724.7637967770305,724.7637967770305,1189275.0,,,-1.7403041545238278,0.0014138212539236,-0.0267192693692073,0.0065049778909835,-0.0267192693692073,Chemicals,2.0
2020-02-04,735.1299438476562,766.3949341260338,715.5574130909628,756.5595228761273,5338865.0,,,-1.7545492072025384,-0.0127986358613104,0.0291507361491889,0.0425298826962987,-0.026624586470048,Chemicals,2.0
2020-02-05,783.5011596679688,785.6038471376843,741.8309219492276,746.7437095118052,5149255.0,,,-1.6822507526484842,0.0657995449989949,-0.0469143532241108,0.0026837069017313,-0.0531846535318468,Chemicals,2.0
2020-02-06,787.7360229492188,796.854185946657,781.5360871071982,784.0809375899288,3154720.0,725.0915588378906,,-1.675921077752169,0.0054050504316351,-0.0046399875755404,0.0115751504714747,-0.0078705754991481,Chemicals,2.0
2020-02-07,807.6426391601562,810.4134586592932,783.0295844230985,785.8691901474916,2106415.0,731.1313415527344,,-1.6461674822916412,0.0252706688928719,-0.0269592613823685,0.0034307493992864,-0.0304751799170139,Chemicals,2.0
2020-02-10,813.823486328125,821.5399051916052,805.1031899111216,811.4023098026506,2542210.0,737.0389953613281,,-1.636929225809957,0.0076529480593001,-0.0029750634703336,0.0094816861310991,-0.010715218426969,Chemicals,2.0
2020-02-11,818.636474609375,825.7820217090575,808.252819888596,817.5045816943851,1318975.0,743.173550415039,,-1.6297354514005278,0.0059140444606306,-0.0013826563439284,0.0087285960512475,-0.0126840851132777,Chemicals,2.0
2020-02-12,819.5814208984375,823.5380002709018,814.7685027780499,819.6699683073775,801775.0,749.0591003417969,,-1.6283230792867154,0.0011542929228915,0.0001080397952932,0.0048275610837138,-0.0058724099859555,Chemicals,2.0
2020-02-13,816.7467651367188,820.8510033329815,811.0480128899678,818.8825356990894,962810.0,754.7709899902344,,-1.6325599219479856,-0.0034586627874157,0.0026149727841446,0.0050251049302603,-0.0069773796358985,Chemicals,2.0
2020-02-14,825.36865234375,832.6617984012325,816.7467546068025,816.9140575331242,1395295.0,760.4443115234375,,-1.6196731439367955,0.0105563775396012,-0.0102434164256394,0.0088362285589265,-0.0104461172743408,Chemicals,2.0
2020-02-17,817.3372802734375,830.1028240995572,815.1424580879838,826.9532638750894,849260.0,765.780419921875,,-1.6316773034102556,-0.0097306482957721,0.0117650128456576,0.0156184529131584,-0.0026853322837782,Chemicals,2.0
2020-02-18,819.6306762695312,821.7960029805938,811.491042255323,818.3314802428937,1226355.0,771.295556640625,,-1.6282494593218628,0.0028059358742653,-0.0015850993188184,0.0026418321980308,-0.0099308557498787,Chemicals,2.0
2020-02-19,819.3057861328125,822.8195082271678,815.6936646814526,819.8668066426205,732710.0,776.7865905761719,,-1.6287350591643783,-0.0003963860140001,0.0006847510652354,0.0042886577317369,-0.0044087586252862,Chemicals,2.0
2020-02-20,820.2211303710938,838.5672642793895,817.8983528358834,820.85105447067,1589730.0,782.063998413086,,-1.6273669320108552,0.0011172193017234,0.0007679930158484,0.0223673022176293,-0.002831891851115,Chemicals,2.0
2020-02-24,799.6111450195312,818.8824581507389,797.2391681773786,814.0695408241696,953070.0,786.0795166015625,,-1.6581718242185457,-0.0251273523546484,0.0180817837453795,0.0241008560864131,-0.0029664129332448,Chemicals,2.0
2020-02-25,810.9595336914062,814.5815072336428,793.8732476097024,801.0679950137633,1236165.0,790.5322631835937,,-1.6412098572979057,0.0141923843140002,-0.0121973270757638,0.004466281474921,-0.0210692215478728,Chemicals,2.0
2020-02-26,812.0126953125,819.9652622062114,806.9045188181657,808.6465720229121,1044725.0,794.1410888671875,,-1.639635740205551,0.0012986611259132,-0.0041454072196401,0.0097936484732554,-0.0062907593980023,Chemicals,2.0
2020-02-27,815.6738891601562,821.1363745973583,805.3000867968907,811.9535167281874,834235.0,797.9187225341797,,-1.6341635052716257,0.0045087889250884,-0.0045611027659588,0.0066968987358739,-0.0127180758157487,Chemicals,2.0
2020-02-28,766.4819946289062,806.8650799420154,757.0825729836688,802.3474800227663,2509525.0,798.8835266113281,,-1.7076885943329991,-0.0603082864181168,0.0467923390832218,0.0526862804294061,-0.0122630690754689,Chemicals,2.0
2020-03-02,769.1589965820312,791.1271018006731,764.8382559352808,787.3870254443848,1396940.0,800.1610137939454,,-1.7036873902952905,0.0034925829593962,0.0236986487102859,0.0285612016712579,-0.005617486977271,Chemicals,2.0
2020-03-03,786.7866821289062,788.5484390278046,762.7812050142603,776.3636196180058,1145930.0,802.2673187255859,,-1.677340018189983,0.0229181295742602,-0.0132476346481836,0.0022391798678282,-0.030510782223323,Chemicals,2.0
2020-03-04,778.8733520507812,790.526706053177,765.714151652606,781.8949568643332,1282720.0,804.4544891357422,,-1.6891677451826193,-0.010057783460077,0.0038794558904806,0.0149618085812184,-0.0168951734752856,Chemicals,2.0
2020-03-05,773.784912109375,789.2176906938444,770.2711902780696,783.056377570355,1059880.0,803.9686767578125,,-1.6967732257895447,-0.0065330774611922,0.0119819672313143,0.0199445328319969,-0.0045409541803119,Chemicals,2.0
2020-03-06,765.2122802734375,771.1865870902541,736.2364927273032,757.8600820783811,2443515.0,802.8424896240234,,-1.7095863838358822,-0.0110788304369596,-0.0096080504516069,0.0078073849189688,-0.0378663389141901,Chemicals,2.0
2020-03-09,733.5889282226562,757.0628829249671,725.9807592559481,755.891642170252,1594675.0,799.1398040771485,,-1.756852499485805,-0.0413262474557793,0.0304021954115787,0.0319987854222167,-0.0103711611149056,Chemicals,2.0
2020-03-11,731.9155883789062,739.1004826226292,716.5221583614568,721.4630309295171,1474185.0,795.0444091796875,,-1.759353571302901,-0.0022810320322093,-0.0142810969124733,0.0098165613054321,-0.0210317012806678,Chemicals,2.0
2020-03-12,663.6787109375,714.4947083428244,655.0273172054212,708.2546394338935,2608865.0,787.2965209960937,,-1.8613444081868555,-0.0932305289364606,0.0671649214624143,0.0765671650572348,-0.0130355149103065,Chemicals,2.0
2020-03-13,700.2823486328125,706.9062228828606,570.9245075199672,603.335319342114,1558775.0,781.3315673828125,,-1.8066344656818276,0.0551526470445419,-0.1384399156711173,0.0094588622189037,-0.184722407133916,Chemicals,2.0
2020-03-16,619.663818359375,688.579831943267,615.1658624393938,688.579831943267,1534350.0,771.4774200439454,,-1.9271316466673247,-0.115122893545485,0.1112151646458146,0.1112151646458146,-0.0072587034884334,Chemicals,2.0
2020-03-17,638.6594848632812,660.4208797625603,610.8647319645152,621.0515277647921,1303130.0,762.1419616699219,,-1.8987396100363183,0.0306547936818374,-0.0275701802224991,0.0340735484480239,-0.0435204573916507,Chemicals,2.0
2020-03-18,582.8829345703125,657.2319971222379,578.247231641041,641.7696619046092,1522760.0,750.4192443847656,,-1.9821065115737555,-0.0873337852406731,0.1010266793583629,0.1275540218152617,-0.0079530599616692,Chemicals,2.0
2020-03-19,578.060302734375,605.7960088129561,528.838752260431,541.5255425570418,2401670.0,738.3407257080078,,-1.9893146998052995,-0.008273757130139,-0.0632023337435805,0.0479806448347759,-0.0851495081760732,Chemicals,2.0
2020-03-20,633.2265625,649.5746732405847,563.3755111141176,576.7610681897138,1649395.0,729.0367645263672,,-1.9068599742636,0.0954333994302572,-0.0891710766007012,0.0258171588318119,-0.1103097303911385,Chemicals,2.0
2020-03-23,528.838623046875,600.18571652069,512.7956252629477,571.0524221427434,1127995.0,714.4676391601563,739.3895654296875,-2.062884307507129,-0.164850853762353,0.0798235931646895,0.1349127888253558,-0.0303362823454467,Chemicals,2.0
2020-03-24,535.1279907226562,581.6822428112498,518.720828206912,579.694071082891,1273845.0,701.2434814453125,736.355185546875,-2.053483849913292,0.0118927918682364,0.0832811610172943,0.0869964810207835,-0.0306602584805691,Chemicals,2.0
2020-03-25,546.8305053710938,558.0605870487797,485.7489256524832,535.1279506008545,1184620.0,688.0370300292968,733.3783874511719,-2.03599258555018,0.0218686274149741,-0.0214006984893747,0.0205366773934181,-0.1117011196680752,Chemicals,2.0
2020-03-26,545.5609130859375,566.9188036404394,523.6125061401281,544.6160868598454,1674270.0,674.7144409179688,730.3706982421875,-2.037890192599619,-0.0023217290781805,-0.0017318436922978,0.0391484984393255,-0.0402309007470117,Chemicals,2.0
2020-03-27,536.8011474609375,564.7927596005594,527.9528349908352,556.092106232054,1505005.0,660.7708038330078,727.0693127441406,-2.0509830517763623,-0.0160564391892572,0.0359368806537812,0.052145216663604,-0.0164834082638509,Chemicals,2.0
