Date_Ticker,Close_M&MFIN.NS,High_M&MFIN.NS,Low_M&MFIN.NS,Open_M&MFIN.NS,Volume_M&MFIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,190.1875762939453,192.3357761223087,188.18258596434745,191.8774885221948,2843983.0,,,-0.2384451456795897,,0.0088855027293561,0.0112951638073519,-0.0105421729887289,Financial Services,9.0
2020-01-13,196.4030303955078,197.2909464199448,190.87497788530217,190.87497788530217,3017757.0,,,-0.1435138942036383,0.0326806525572215,-0.0281464725827982,0.0045208875985716,-0.0281464725827982,Financial Services,9.0
2020-01-14,198.69444274902344,200.49893392856336,196.20253455064127,196.4030335705901,2856645.0,,,-0.1085161870671622,0.0116668889930123,-0.0115323264542815,0.0090817395523197,-0.0125414086267614,Financial Services,9.0
2020-01-15,202.36073303222656,203.36322822309307,197.09046850403655,197.4628218125412,2242405.0,,,-0.0525193895409609,0.0184519014849052,-0.0242038618179216,0.0049540005901582,-0.0260439090589312,Financial Services,9.0
2020-01-16,205.71192932128903,207.25863210735088,202.7903780213144,202.7903780213144,3076262.0,,,-0.0013351554586447,0.0165605067685182,-0.0142021481671666,0.0075187802241944,-0.0142021481671666,Financial Services,9.0
2020-01-17,206.2561187744141,206.8862606080467,203.01948964608965,205.48276744936652,2665159.0,,,0.0069764795371285,0.0026453956993182,-0.0037494709472999,0.0030551424965086,-0.0156922817492962,Financial Services,9.0
2020-01-20,200.8999481201172,206.19885736051685,199.152746330585,206.19885736051685,1554149.0,,,-0.0748305734991643,-0.0259685418601084,0.0263758616663827,0.0263758616663827,-0.0086968752649331,Financial Services,9.0
2020-01-21,202.1029357910156,203.8501375239612,197.1763943514878,199.15273988062165,2321884.0,,,-0.0564568355159943,0.0059879939350665,-0.0145974916140981,0.0086451081282274,-0.0243763972069268,Financial Services,9.0
2020-01-22,201.04315185546875,205.2822762588723,199.55373867980165,203.10543169209103,3501737.0,,,-0.0726433624618344,-0.0052437829831563,0.0102578964644608,0.0210856443717668,-0.0074084253152669,Financial Services,9.0
2020-01-23,208.86260986328125,209.63596120237736,200.01202227617688,200.4989402905205,5110307.0,,,0.0467865170635699,0.0388944260754226,-0.0400438813736721,0.0037026796687178,-0.0423751651523355,Financial Services,9.0
2020-01-24,211.3258819580078,212.5288760831216,207.7168995826664,209.3208917494848,3283397.0,,,0.0844091104987617,0.0117937437262657,-0.0094876698961152,0.005692601937669,-0.0170778058130075,Financial Services,9.0
2020-01-27,201.9310760498047,213.5027299179815,198.09294982539683,209.091751387004,4756750.0,,,-0.05908172181471,-0.0444564850322969,0.0354609873689437,0.0573049680838759,-0.0190071102451868,Financial Services,9.0
2020-01-28,201.15773010253903,208.4616151276695,197.94974563052065,203.30592989384564,4928432.0,,,-0.0708933605780507,-0.0038297520242742,0.0106791809104802,0.0363092436040479,-0.0159476072352932,Financial Services,9.0
2020-01-29,210.9248962402344,217.3981404797424,205.31092332835647,206.1702089927068,21157244.0,,,0.0782846865403182,0.0485547641282119,-0.0225420864595906,0.0306898064424565,-0.0266159804363911,Financial Services,9.0
2020-01-30,211.15403747558597,212.7866601466167,206.22748168564024,211.3831812724113,3715276.0,,,0.0817844572539658,0.0010863641013272,0.0010851973259184,0.0077319036403438,-0.023331572764813,Financial Services,9.0
2020-01-31,211.58364868164065,216.25241552667808,208.8912415465041,212.1851457229012,3782732.0,,,0.0883460903659554,0.0020345867462011,0.0028428332955239,0.0220658206535719,-0.0127250246033313,Financial Services,9.0
2020-02-03,200.2411651611328,207.94606297611708,198.8090414514838,199.92610138582305,2848336.0,,,-0.0848924434326411,-0.053607561790251,-0.0015734216041755,0.0384780911996001,-0.0071519944887284,Financial Services,9.0
2020-02-04,210.78167724609372,212.24244560561783,202.1602192341041,202.1602192341041,3920341.0,,,0.0760972424490685,0.0526390868554877,-0.0409023124050951,0.0069302435515712,-0.0409023124050951,Financial Services,9.0
2020-02-05,222.1814727783203,225.07439353908035,210.810317441544,210.810317441544,7658857.0,,,0.2502111267704368,0.0540834273698134,-0.051179583943625,0.0130205310307147,-0.051179583943625,Financial Services,9.0
2020-02-06,224.18646240234372,229.0843734759522,220.11920656121745,223.4131110405572,6924560.0,205.8995262145996,,0.2808341787783333,0.0090241080813425,-0.0034495899239385,0.0218474881182533,-0.0181422901166389,Financial Services,9.0
2020-02-07,228.02459716796875,229.3421561408217,222.03827074896697,224.21511541617485,3785300.0,207.7913772583008,,0.3394556295493304,0.0171202789164707,-0.0167064509667251,0.0057781440652315,-0.0262529853943437,Financial Services,9.0
2020-02-10,225.8477325439453,228.36828553148064,224.0145965817744,227.59493420958592,2013395.0,209.26361236572265,,0.3062074581887984,-0.0095466219480695,0.0077361930800019,0.0111604086485344,-0.0081166896896527,Financial Services,9.0
2020-02-11,224.5015411376953,231.03207491759724,223.55632117130827,226.64974096392723,3381648.0,210.55396728515623,,0.2856465091682986,-0.0059606151059677,0.009568753137932,0.0290890376378152,-0.004210305023284,Financial Services,9.0
2020-02-12,223.9286956787109,226.9361669257009,220.92121009500036,224.84525656943768,1730055.0,211.6323654174805,,0.2768971989111395,-0.0025516326350429,0.0040930926157038,0.013430486154865,-0.0134305501784626,Financial Services,9.0
2020-02-13,222.15283203125,225.24625188081092,220.40563023837825,223.4131157851512,1480309.0,212.4544105529785,,0.2497736845629707,-0.0079304871672584,0.0056730483351383,0.0139247374038689,-0.0078648639177644,Financial Services,9.0
2020-02-14,220.634765625,224.4442471722437,218.45792107467787,222.4106121177175,2054037.0,213.1733428955078,,0.2265876161898354,-0.0068334326074963,0.0080488063052392,0.0172660076323531,-0.0098662807928555,Financial Services,9.0
2020-02-17,214.7057342529297,222.55382699580252,213.78915904954115,221.69455566352616,1725357.0,213.86363220214844,,0.1360310198424636,-0.0268726071128225,0.0325506975159006,0.0365527859336425,-0.004268983344007,Financial Services,9.0
2020-02-18,211.8128204345703,213.96103467759332,208.9485586717409,213.216313716209,2055290.0,214.34912643432617,,0.0918463271874426,-0.0134738544754069,0.0066261016625865,0.0101420406876959,-0.0135226081072565,Financial Services,9.0
2020-02-19,219.0021209716797,219.71819709906504,213.961014998078,213.961014998078,1630968.0,215.24707489013676,,0.2016515459329164,0.0339417629318154,-0.0230185258080382,0.0032697223397117,-0.0230185258080382,Financial Services,9.0
2020-02-20,218.4292907714844,223.2412677813649,217.1117317821356,217.97100315052785,2607921.0,215.72540893554688,,0.1929024687296771,-0.0026156376826569,-0.0020981051549353,0.0220299072202487,-0.006031970276034,Financial Services,9.0
2020-02-24,210.03697204589844,218.74436500597187,207.57370838458507,214.82030420250825,2651095.0,215.6609634399414,,0.0647230458931937,-0.0384212149201445,0.0227737626857644,0.0414564772823455,-0.0117277621997667,Financial Services,9.0
2020-02-25,212.7294006347656,217.6845872200368,210.15155781967243,211.09676350663835,3533469.0,216.20087966918945,,0.1058456430959529,0.012818831668735,-0.0076747131485146,0.0232933791496865,-0.012117943299803,Financial Services,9.0
2020-02-26,206.71441650390625,211.95603611636187,205.6546318072576,211.95603611636187,3175826.0,216.4787139892578,,0.0139762540183435,-0.028275283589909,0.0253568169124602,0.0253568169124602,-0.005126805931451,Financial Services,9.0
2020-02-27,202.0169982910156,206.71441019666327,200.498940378306,206.628475898184,2832628.0,216.03331909179687,,-0.057769395192312,-0.0227241925954489,0.0228271761593314,0.0232525576826998,-0.007514505836399,Financial Services,9.0
2020-02-28,196.63218688964844,203.36321959855496,189.7865751142332,195.34325841174547,6592291.0,215.3072265625,,-0.1400138904360709,-0.0266552391477973,-0.0065550228489618,0.034231591558731,-0.0348142991424749,Financial Services,9.0
2020-03-02,193.53875732421875,204.65212335533167,190.7604158164405,200.78536679126887,2735189.0,214.4049819946289,,-0.1872611446511933,-0.015732061034167,0.0374426784962276,0.0574219147873089,-0.0143554786968271,Financial Services,9.0
2020-03-03,195.40054321289065,199.7542322269461,193.4814729258248,195.91610598953412,3345359.0,214.1629508972168,,-0.1588253036806267,0.0096197057086244,0.0026384920336777,0.0222808439652704,-0.0098212126512614,Financial Services,9.0
2020-03-04,191.8774871826172,198.723099022555,186.6072371649825,197.5773943669892,4244717.0,213.21774139404295,,-0.2126344240616585,-0.018029919325429,0.0297059715971119,0.0356769933797527,-0.0274667450310039,Financial Services,9.0
2020-03-05,193.109130859375,198.52260484382643,190.55993292057465,192.62221282038104,3847864.0,211.7641242980957,,-0.1938230108171027,0.0064189066411194,-0.0025214656439448,0.0280332367525055,-0.013200815142484,Financial Services,9.0
2020-03-06,192.62222290039065,194.34078001568184,177.58479437888778,177.58479437888778,5725785.0,210.18591232299804,,-0.2012597613979441,-0.0025214134454312,-0.0780669452105692,0.0089219046972577,-0.0780669452105692,Financial Services,9.0
2020-03-09,184.91729736328125,190.6458489041244,182.48266439209485,186.2348705258316,3083838.0,208.0305473327637,,-0.3189403382013243,-0.040000190118737,0.0071252023544443,0.0309789923523975,-0.013166063996725,Financial Services,9.0
2020-03-11,185.690673828125,189.98708806591733,182.2821900739616,186.06304148484497,4280487.0,206.02269439697267,,-0.3071282333301439,0.004182282976613,0.0020053115702765,0.0231374799241079,-0.0183557078225603,Financial Services,9.0
2020-03-12,163.1488494873047,180.44905563079536,159.9122345717113,180.44905563079536,6613208.0,202.95505981445316,,-0.6514190221056866,-0.1213944883504757,0.1060394002032902,0.1060394002032902,-0.0198384170391912,Financial Services,9.0
2020-03-13,161.88858032226562,179.41791594925846,143.78639237019252,149.1425766632492,9985109.0,199.8530540466309,,-0.6706676445037885,-0.0077246586108296,-0.0787331857110824,0.1082802480082154,-0.1118188072070169,Financial Services,9.0
2020-03-16,149.8300018310547,157.9931729946956,147.79636664804246,155.70176357030843,4512182.0,196.2369125366211,,-0.8548433987586336,-0.0744868999852019,0.0391894925415179,0.0544828876985903,-0.0135729503981806,Financial Services,9.0
2020-03-17,142.58338928222656,157.87858985052247,140.46382004140375,146.10643731298123,7303507.0,192.33434371948243,,-0.9655239680268788,-0.048365564041034,0.0247086848509485,0.1072719665684263,-0.0148654710165949,Financial Services,9.0
2020-03-18,130.9831085205078,146.30695590377576,123.73649813474678,145.0753168654779,7543657.0,188.14821243286133,,-1.1426999478005089,-0.0813578693851736,0.1075879821768293,0.1169910193486416,-0.0553247702517797,Financial Services,9.0
2020-03-19,114.026611328125,132.95943941433663,107.0950726650014,118.06522937774064,6551181.0,183.25890197753907,,-1.4016836797721912,-0.1294556022063559,0.0354182063517967,0.166038680494768,-0.0607887806397865,Financial Services,9.0
2020-03-20,120.29936981201172,125.42642501905296,108.61314998566262,116.17482416801576,14445603.0,178.32376441955566,,-1.305877194300428,0.0550113557776098,-0.0342856795546082,0.0426191360358174,-0.0971428183257386,Financial Services,9.0
2020-03-23,85.84220886230469,111.70657394445936,83.09250432369114,108.26945223164404,6250419.0,171.69441032409668,195.2183772277832,-1.8321559436586865,-0.2864284410097261,0.2612612567474097,0.3013012529027816,-0.0320320804305515,Financial Services,9.0
2020-03-24,92.22952270507812,98.70277436323263,81.40257452783568,87.64668237752231,8197663.0,165.80403785705568,193.25921615600583,-1.7345998058840195,0.0744076128448537,-0.0496895158203337,0.0701863293693279,-0.1173913499678809,Financial Services,9.0
