Date_Ticker,Close_IDFCFIRSTB.NS,High_IDFCFIRSTB.NS,Low_IDFCFIRSTB.NS,Open_IDFCFIRSTB.NS,Volume_IDFCFIRSTB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-04-07,20.450000762939453,20.950000762939453,19.649999618530277,20.75,24229979.0,24.072500038146973,33.831999969482425,-1.8017139670466704,0.0407125272233982,0.0146698887955163,0.0244498768384462,-0.0391198589028408,Financial Services,9.0
2020-04-08,20.549999237060547,21.899999618530277,19.850000381469727,20.0,28580351.0,23.2875,33.37099998474121,-1.796621909070844,0.0048899007525865,-0.0267639541352712,0.0656934516588736,-0.0340632059162522,Financial Services,9.0
2020-04-09,22.049999237060547,22.299999237060547,20.850000381469727,20.899999618530277,36905661.0,22.7375,32.93199996948242,-1.7202398739360831,0.0729927034398546,-0.0521541795156804,0.0113378688730207,-0.0544217186898546,Financial Services,9.0
2020-04-13,22.200000762939453,23.0,21.700000762939453,23.0,23721656.0,22.182500076293945,32.50099998474121,-1.712601592722783,0.0068027905246722,0.0360360004309576,0.0360360004309576,-0.0225225217484991,Financial Services,9.0
2020-04-15,22.600000381469727,23.149999618530277,22.049999237060547,22.549999237060547,31376448.0,21.935000133514404,32.08700000762939,-1.692233069445136,0.0180180002154788,-0.0022124399807611,0.0243362490166816,-0.0243363334126374,Financial Services,9.0
2020-04-16,24.149999618530277,24.5,22.100000381469727,22.299999237060547,29166210.0,21.65500011444092,31.689000015258788,-1.6133050053224618,0.0685840358804342,-0.0766045718713065,0.0144927696479619,-0.0848860981135413,Financial Services,9.0
2020-04-17,26.399999618530277,26.5,24.649999618530277,25.299999237060547,42576289.0,21.645000076293947,31.402000007629397,-1.4987319526203209,0.0931677033350169,-0.0416666817183448,0.0037878932922232,-0.0662878797457128,Financial Services,9.0
2020-04-20,24.850000381469727,26.899999618530277,24.5,26.899999618530277,33183029.0,21.625000095367437,31.085,-1.5776600167429948,-0.0587120931612664,0.0824949378507535,0.0824949378507535,-0.0140845221769378,Financial Services,9.0
2020-04-21,23.700000762939453,24.200000762939453,23.399999618530277,23.950000762939453,19565309.0,21.61750011444092,30.775,-1.636219557588022,-0.0462776499346781,0.0105485228671777,0.0210970457343557,-0.0126582757279191,Financial Services,9.0
2020-04-22,23.950000762939453,24.350000381469727,22.799999237060547,23.5,23366864.0,21.785000133514405,30.443000030517577,-1.6234892183988952,0.0105485228671778,-0.0187891753070751,0.0167014449180826,-0.0480167636427985,Financial Services,9.0
2020-04-23,23.700000762939453,24.75,23.5,24.25,21214159.0,21.94000015258789,30.09600006103516,-1.636219557588022,-0.0104384130286481,0.0232067181162543,0.04430376385061,-0.0084388504852793,Financial Services,9.0
2020-04-24,22.200000762939453,23.399999618530277,22.100000381469727,23.350000381469727,21877628.0,22.14250020980835,29.699000091552733,-1.712601592722783,-0.0632911372030672,0.0518017828382275,0.0540540006464365,-0.0045045215330202,Financial Services,9.0
2020-04-27,22.100000381469727,22.700000762939453,21.799999237060547,22.5,24062596.0,22.29250020980835,29.30100009918213,-1.7176937478233896,-0.0045045215330202,0.0180995299378212,0.0271493380594152,-0.0135747121823908,Financial Services,9.0
2020-04-28,22.25,22.700000762939453,21.899999618530277,22.450000762939453,33115480.0,22.382500171661377,28.92100009918213,-1.7100555637348696,0.0067873129385121,0.0089887983343575,0.0202247533905373,-0.0157303542233584,Financial Services,9.0
2020-04-29,22.0,22.600000381469727,21.950000762939453,22.5,33311146.0,22.395000171661376,28.53100009918213,-1.7227859029239965,-0.0112359550561797,0.0227272727272727,0.0272727446122602,-0.0022726925936612,Financial Services,9.0
2020-04-30,21.899999618530277,22.75,21.700000762939453,22.399999618530277,64987885.0,22.370000171661378,28.150000076293946,-1.7278780580246031,-0.0045454718849875,0.0228310506259978,0.0388128034829058,-0.0091323679942713,Financial Services,9.0
2020-05-04,20.600000381469727,21.450000762939453,20.200000762939453,21.450000762939453,43680075.0,22.350000190734864,27.744000053405763,-1.7940757829581504,-0.059360696790176,0.0412621536761876,0.0412621536761876,-0.019417456850636,Financial Services,9.0
2020-05-05,20.649999618530277,21.549999237060547,20.549999237060547,21.100000381469727,37217663.0,22.32750015258789,27.365000076293946,-1.7915297539702373,0.0024271473851778,0.0217918049032623,0.0435835174409717,-0.0048426335746752,Financial Services,9.0
2020-05-06,20.950000762939453,21.100000381469727,20.149999618530277,20.899999618530277,23676351.0,22.345000171661376,27.00600006103516,-1.7762532886684168,0.0145279007240258,-0.0023866893836888,0.0071598860652846,-0.0381862107530029,Financial Services,9.0
2020-05-07,20.75,21.200000762939453,20.600000381469727,20.899999618530277,18458595.0,22.400000190734865,26.65200004577637,-1.7864375988696304,-0.0095465754489734,0.0072288972785674,0.0216867837561183,-0.0072288972785673,Financial Services,9.0
2020-05-08,20.299999237060547,21.100000381469727,20.200000762939453,21.0,18680446.0,22.39250011444092,26.26,-1.8093522482599709,-0.0216867837561182,0.0344827974998886,0.0394089248510247,-0.0049260333930718,Financial Services,9.0
2020-05-11,20.399999618530277,20.75,20.25,20.649999618530277,16239039.0,22.385000133514403,25.862000007629398,-1.804260093159364,0.0049261273511361,0.0122549021899447,0.0171568817654195,-0.0073529226144701,Financial Services,9.0
2020-05-12,20.200000762939453,20.450000762939453,19.850000381469727,20.350000381469727,21908891.0,22.29250020980835,25.48000003814697,-1.814444306235797,-0.0098038656534656,0.0074257234091532,0.0123762371563207,-0.0173267509034883,Financial Services,9.0
2020-05-13,21.850000381469727,22.600000381469727,20.700000762939453,21.700000762939453,63001904.0,22.275000190734865,25.130000076293943,-1.7304240870125165,0.0816831463470781,-0.0068649709799311,0.0343249421924976,-0.052631560569928,Financial Services,9.0
2020-05-14,20.899999618530277,21.600000381469727,20.799999237060547,21.299999237060547,23879114.0,22.19000015258789,24.76900005340576,-1.7787994147811104,-0.0434782950276338,0.0191387380780441,0.0334928600821036,-0.0047847073346865,Financial Services,9.0
2020-05-15,20.850000381469727,21.149999618530277,20.700000762939453,21.149999618530277,20750937.0,22.025000190734865,24.414000091552733,-1.7813454437690237,-0.0023923080369923,0.0143884523535628,0.0143884523535628,-0.0071942261767814,Financial Services,9.0
2020-05-18,19.850000381469727,20.950000762939453,19.549999237060547,20.899999618530277,29865753.0,21.69750022888184,24.07500011444092,-1.832266800525531,-0.0479616298179419,0.0528966859890207,0.0554156352811254,-0.0151134074883563,Financial Services,9.0
2020-05-19,19.600000381469727,20.299999237060547,19.5,20.149999618530277,23712321.0,21.43500022888184,23.718000106811523,-1.8449971397146576,-0.0125944581962516,0.028061185018166,0.0357142266309655,-0.0051020601797675,Financial Services,9.0
2020-05-20,19.25,19.799999237060547,19.0,19.5,29606544.0,21.212500190734865,23.347000122070312,-1.8628196340043912,-0.0178571619723346,0.0129870129870128,0.0285713889382102,-0.0129870129870129,Financial Services,9.0
2020-05-21,18.850000381469727,19.649999618530277,18.799999237060547,19.200000762939453,32782570.0,20.957500171661376,22.97600009918213,-1.883188157282038,-0.0207792009626116,0.0185676591186592,0.0424402769692766,-0.0026525805515809,Financial Services,9.0
2020-05-22,18.850000381469727,19.299999237060547,18.450000762939453,19.0,44779390.0,20.71500015258789,22.59800010681152,-1.883188157282038,0.0,0.0079575392835391,0.0238726178506174,-0.0212201384846383,Financial Services,9.0
2020-05-26,19.850000381469727,20.200000762939453,19.549999237060547,20.0,66951080.0,20.597500133514405,22.27000011444092,-1.832266800525531,0.0530503968043968,0.0075566557001329,0.0176322606923704,-0.0151134074883563,Financial Services,9.0
2020-05-27,20.399999618530277,20.75,19.600000381469727,19.950000762939453,59013903.0,20.512500095367432,22.017000122070318,-1.804260093159364,0.0277077695965174,-0.0220587678434104,0.0171568817654195,-0.0392156496088299,Financial Services,9.0
2020-05-28,20.25,20.700000762939453,20.0,20.399999618530277,42272799.0,20.41250009536743,21.756000137329103,-1.811898277247884,-0.0073529226144701,0.0074073885693961,0.0222222598982446,-0.0123456790123457,Financial Services,9.0
2020-05-29,22.100000381469727,23.25,19.700000762939453,20.100000381469727,153802985.0,20.41750011444092,21.647000160217285,-1.7176937478233896,0.0913580435293692,-0.0904977359944729,0.0520361809357485,-0.1085972659322943,Financial Services,9.0
2020-06-01,23.649999618530277,24.25,22.399999618530277,23.0,87009478.0,20.50500011444092,21.52500015258789,-1.6387656837007154,0.0701357108735699,-0.0274841280767288,0.025369995397362,-0.0528541234740908,Financial Services,9.0
2020-06-02,23.850000381469727,24.0,23.100000381469727,23.899999618530277,43699571.0,20.66750011444092,21.47000015258789,-1.628581373499502,0.0084566920154513,0.0020964040360935,0.0062892920809685,-0.0314465403775302,Financial Services,9.0
2020-06-03,23.700000762939453,24.950000762939453,23.5,24.200000762939453,52946226.0,20.820000171661377,21.43900016784668,-1.636219557588022,-0.0062892920809685,0.0210970457343557,0.0527426143358893,-0.0084388504852793,Financial Services,9.0
2020-06-04,22.899999618530277,23.899999618530277,22.549999237060547,23.5,46330582.0,20.91750011444092,21.42000015258789,-1.676956701268096,-0.0337553214622748,0.0262008904569681,0.0436681229981688,-0.015283859707426,Financial Services,9.0
2020-06-05,24.25,24.5,22.700000762939453,22.75,54650710.0,21.09250011444092,21.493000144958497,-1.6082128502218551,0.0589519827055949,-0.0618556701030927,0.0103092783505154,-0.0639174943117751,Financial Services,9.0
2020-06-08,25.75,27.200000762939453,24.450000762939453,24.5,119109178.0,21.36500015258789,21.596000137329103,-1.5318308150870945,0.0618556701030927,-0.0485436893203883,0.0563107092403671,-0.0504854072644872,Financial Services,9.0
2020-06-09,25.049999237060547,26.299999237060547,24.799999237060547,25.950000762939453,64340186.0,21.597500133514405,21.73400012969971,-1.5674758036665617,-0.0271844956481341,0.0359282057201577,0.049900201120592,-0.0099800402241184,Financial Services,9.0
2020-06-10,25.75,26.100000381469727,24.799999237060547,25.049999237060547,53591180.0,21.875000095367437,21.867000122070312,-1.5318308150870945,0.0279441430841973,-0.027184495648134,0.013592247824067,-0.0368932335122117,Financial Services,9.0
2020-06-11,24.899999618530277,27.0,24.5,26.149999618530277,129414452.0,22.027500057220458,21.95600009918213,-1.5751139877550815,-0.0330097235522223,0.0502008039819312,0.0843373660097139,-0.0160642419541484,Financial Services,9.0
2020-06-12,25.850000381469727,26.200000762939453,23.0,23.0,71082506.0,22.27500009536743,22.038000106811523,-1.5267386599864876,0.0381526416664068,-0.1102514638070456,0.013539666394768,-0.1102514638070456,Financial Services,9.0
2020-06-15,25.25,26.299999237060547,25.100000381469727,26.100000381469727,50735834.0,22.495000076293945,22.09500011444092,-1.557291493465348,-0.0232108461359958,0.0336633814443456,0.0415841282004176,-0.0059405789516939,Financial Services,9.0
2020-06-16,24.899999618530277,26.100000381469727,24.299999237060547,26.049999237060547,49241660.0,22.74750003814697,22.173000106811525,-1.5751139877550815,-0.0138614012463258,0.0461847243433071,0.0481928024627931,-0.0240964012313965,Financial Services,9.0
2020-06-17,25.450000762939453,25.700000762939453,24.299999237060547,24.600000381469727,42802571.0,23.04000005722046,22.26000011444092,-1.5471071832641343,0.0220883997122584,-0.0333988352058325,0.0098231824167194,-0.0451866990728562,Financial Services,9.0
2020-06-18,25.600000381469727,25.950000762939453,25.299999237060547,25.549999237060547,33650970.0,23.357500076293945,22.36000011444092,-1.5394689991756143,0.0058938944610447,-0.001953169674379,0.0136718896974341,-0.0117187945288599,Financial Services,9.0
2020-06-19,25.850000381469727,26.299999237060547,25.600000381469727,25.600000381469727,46559690.0,23.707500076293947,22.48400012969971,-1.5267386599864876,0.0097656248544808,-0.0096711797412277,0.0174080792630624,-0.0096711797412277,Financial Services,9.0
2020-06-22,28.25,28.75,25.850000381469727,26.049999237060547,120040187.0,24.17750005722046,22.64000011444092,-1.4045274231958262,0.0928433107587373,-0.0778761332013965,0.0176991150442478,-0.0849557387090362,Financial Services,9.0
2020-06-23,28.399999618530277,29.200000762939453,27.799999237060547,28.700000762939453,73667386.0,24.605000019073486,22.797000122070312,-1.3968892391073062,0.0053097210099211,0.0105634207196763,0.0281690547589725,-0.0211267742791884,Financial Services,9.0
2020-06-24,27.549999237060547,29.25,27.399999618530277,28.649999618530277,66871439.0,24.9625,22.90700012207031,-1.4401724117752934,-0.0299295912988366,0.0399274196708505,0.0617060185124287,-0.0054446324023302,Financial Services,9.0
2020-06-25,27.0,27.799999237060547,26.799999237060547,27.049999237060547,55206400.0,25.3,23.003000106811523,-1.4681791191414602,-0.0199636752192966,0.001851823594835,0.0296296013726129,-0.0074074356644241,Financial Services,9.0
2020-06-26,26.799999237060547,27.700000762939453,26.649999618530277,27.399999618530277,37680982.0,25.534999942779542,23.08700008392334,-1.4783634293426735,-0.0074074356644241,0.0223880745727786,0.0335821474440318,-0.0055970008507628,Financial Services,9.0
2020-06-29,25.950000762939453,26.850000381469727,25.549999237060547,26.799999237060547,37899112.0,25.65,23.123000106811524,-1.5216465048858807,-0.0317163618775655,0.0327552388875078,0.0346820652050079,-0.0154143165363667,Financial Services,9.0
2020-06-30,25.700000762939453,26.700000762939453,25.549999237060547,26.200000762939453,27748987.0,25.74250001907349,23.10900012969971,-1.5343768440750076,-0.0096339110847749,0.0194552523407323,0.0389105046814646,-0.005836635074938,Financial Services,9.0
2020-07-01,26.350000381469727,26.450000762939453,25.549999237060547,25.950000762939453,28077591.0,25.875,23.139000129699703,-1.501277981608234,0.0252918131997724,-0.0151802509578545,0.0037950808357503,-0.0303605743008553,Financial Services,9.0
2020-07-02,26.799999237060547,27.149999618530277,26.549999237060547,26.700000762939453,30552478.0,26.069999980926514,23.201000099182128,-1.4783634293426735,0.0170777551831564,-0.0037312864540238,0.0130597160982648,-0.0093283584745138,Financial Services,9.0
2020-07-03,26.75,27.100000381469727,26.549999237060547,27.0,19119529.0,26.194999980926514,23.25700008392334,-1.480909458330587,-0.0018656432270119,0.0093457943925232,0.0130841264100831,-0.0074766640351197,Financial Services,9.0
2020-07-06,27.200000762939453,27.600000381469727,27.0,27.0,26201722.0,26.267500019073488,23.32700008392334,-1.4579948089402468,0.0168224584276431,-0.0073529690194699,0.0147058679158302,-0.0073529690194699,Financial Services,9.0
2020-07-07,28.25,28.399999618530277,26.5,27.25,47507753.0,26.42750005722046,23.44800006866455,-1.4045274231958262,0.0386029120444434,-0.0353982300884956,0.0053097210099211,-0.0619469026548672,Financial Services,9.0
2020-07-08,27.899999618530277,29.0,27.799999237060547,28.549999237060547,46766437.0,26.53500003814697,23.564000053405763,-1.4223499174855598,-0.0123893940343266,0.023297477685217,0.0394265375093103,-0.0035842431124375,Financial Services,9.0
2020-07-09,28.049999237060547,28.5,27.899999618530277,27.950000762939453,23985158.0,26.692500019073485,23.68000003814697,-1.4147117333970398,0.0053763304867806,-0.0035650080870224,0.0160428083842831,-0.0053475801287041,Financial Services,9.0
