Date_Ticker,Close_IDFCFIRSTB.NS,High_IDFCFIRSTB.NS,Low_IDFCFIRSTB.NS,Open_IDFCFIRSTB.NS,Volume_IDFCFIRSTB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,43.95000076293945,44.75,43.79999923706055,44.59999847412109,10735748.0,,,-0.6050620832687507,,0.0147894812263518,0.0182024851688999,-0.0034130039425481,Financial Services,9.0
2020-01-13,44.29999923706055,44.5,43.900001525878906,44.20000076293945,9007779.0,,,-0.5872396861037973,0.0079635601375512,-0.0022573019377715,0.0045146899860923,-0.0090292938616353,Financial Services,9.0
2020-01-14,44.59999847412109,44.79999923706055,44.0,44.29999923706055,10977076.0,,,-0.5719633179267571,0.0067719919238638,-0.0067264405229658,0.0044843221924211,-0.0134528810459318,Financial Services,9.0
2020-01-15,45.0,45.45000076293945,44.09999847412109,44.70000076293945,23476674.0,,,-0.5515946975243301,0.0089686443848424,-0.0066666497124565,0.01000001695421,-0.02000003390842,Financial Services,9.0
2020-01-16,45.0,45.45000076293945,44.84999847412109,45.25,14976576.0,,,-0.5515946975243301,0.0,0.0055555555555555,0.01000001695421,-0.0033333672417534,Financial Services,9.0
2020-01-17,43.5,44.29999923706055,41.34999847412109,43.5,28332556.0,,,-0.627976732659091,-0.0333333333333333,0.0,0.0183907870588631,-0.0494253224339978,Financial Services,9.0
2020-01-20,43.04999923706055,45.45000076293945,42.70000076293945,45.45000076293945,15760822.0,,,-0.6508913820494313,-0.0103448451250449,0.0557491653521984,0.0557491653521984,-0.0081300460005534,Financial Services,9.0
2020-01-21,43.20000076293945,43.84999847412109,42.95000076293945,43.0,13924250.0,,,-0.6432531008361311,0.0034843560635832,-0.0046296472085025,0.0150462430486635,-0.0057870369348342,Financial Services,9.0
2020-01-22,43.34999847412109,43.59999847412109,43.04999923706055,43.5,8871732.0,,,-0.6356150138723913,0.003472169178995,0.0034602429333061,0.0057670128904212,-0.0069203978689789,Financial Services,9.0
2020-01-23,43.59999847412109,44.04999923706055,43.04999923706055,43.29999923706055,13603990.0,,,-0.6228846746832644,0.0057670128904212,-0.0068807166871488,0.0103211187772529,-0.0126146618419493,Financial Services,9.0
2020-01-24,44.0,44.25,43.5,43.5,14965229.0,,,-0.6025160542808373,0.0091743472449047,-0.0113636363636363,0.0056818181818181,-0.0113636363636363,Financial Services,9.0
2020-01-27,43.75,44.29999923706055,43.34999847412109,43.900001525878906,14328490.0,,,-0.6152463934699641,-0.0056818181818181,0.0034286063058035,0.0125714111328125,-0.0091428920200893,Financial Services,9.0
2020-01-28,43.29999923706055,43.95000076293945,43.04999923706055,43.79999923706055,11659396.0,,,-0.6381610428603045,-0.0102857317243303,0.011547344314317,0.0150115828483101,-0.0057736721571585,Financial Services,9.0
2020-01-29,44.04999923706055,44.650001525878906,43.400001525878906,43.400001525878906,28530084.0,,,-0.5999700252929241,0.0173210164714754,-0.0147559074333599,0.0136209375530149,-0.0147559074333599,Financial Services,9.0
2020-01-30,40.75,43.04999923706055,40.25,42.54999923706055,60562619.0,,,-0.7680104637394859,-0.074914853444178,0.0441717604186637,0.0564416990689704,-0.0122699386503067,Financial Services,9.0
2020-01-31,40.70000076293945,41.400001525878906,40.20000076293945,41.0,20967183.0,,,-0.7705564927273991,-0.0012269751425901,0.0073709884873938,0.0171990356220548,-0.0122850120547243,Financial Services,9.0
2020-02-03,39.20000076293945,39.79999923706055,38.79999923706055,39.20000076293945,18296730.0,,,-0.84693852786216,-0.0368550361641729,0.0,0.0153060832255988,-0.0102041203595352,Financial Services,9.0
2020-02-04,40.54999923706055,40.79999923706055,39.29999923706055,39.54999923706055,15944397.0,,,-0.7781947739406994,0.0344387359144495,-0.0246609129177505,0.0061652282294375,-0.0308261411471881,Financial Services,9.0
2020-02-05,41.04999923706055,41.59999847412109,40.45000076293945,40.79999923706055,12425347.0,,,-0.7527340955624457,0.0123304564588752,-0.0060901340961364,0.0133982764258859,-0.014616284659499,Financial Services,9.0
2020-02-06,42.04999923706055,42.70000076293945,40.900001525878906,41.150001525878906,18913697.0,42.947499656677245,,-0.7018127388059385,0.024360536384546,-0.0214030375151216,0.0154578249149177,-0.0273483408334547,Financial Services,9.0
2020-02-07,42.0,42.34999847412109,41.650001525878906,42.20000076293945,10135694.0,42.84999961853028,,-0.7043587677938519,-0.0011890425200407,0.0047619229271298,0.0083332970028831,-0.0083332970028832,Financial Services,9.0
2020-02-10,41.25,42.25,41.09999847412109,42.150001525878906,9818382.0,42.697499656677245,,-0.7425497853612323,-0.0178571428571428,0.0218182188091855,0.0242424242424241,-0.0036364006273674,Financial Services,9.0
2020-02-11,41.5,41.95000076293945,41.29999923706055,41.400001525878906,6833482.0,42.5424997329712,,-0.7298194461721055,0.006060606060606,-0.0024096017860504,0.010843391878059,-0.0048192954925169,Financial Services,9.0
2020-02-12,40.95000076293945,41.84999847412109,40.70000076293945,41.70000076293945,7732846.0,42.339999771118165,,-0.7578261535382723,-0.0132529936641095,0.0183150179737912,0.0219779656755503,-0.0061050059912637,Financial Services,9.0
2020-02-13,40.900001525878906,41.09999847412109,40.650001525878906,40.95000076293945,5677699.0,42.13499984741211,,-0.7603721825261857,-0.001220982567253,0.0012224751881466,0.0048899007525866,-0.0061124692096115,Financial Services,9.0
2020-02-14,39.59999847412109,41.59999847412109,39.45000076293945,40.84999847412109,18544193.0,41.93999977111817,,-0.8265701017092933,-0.0317849145050826,0.0315656577819538,0.0505050524511261,-0.0037878211353887,Financial Services,9.0
2020-02-17,38.900001525878906,39.900001525878906,38.75,39.70000076293945,12010682.0,41.73249988555908,,-0.8622148960392001,-0.0176766912932999,0.0205655322796924,0.0257069398656637,-0.0038560802055268,Financial Services,9.0
2020-02-18,38.45000076293945,38.79999923706055,37.75,38.75,17612378.0,41.49499988555908,,-0.8851295454295404,-0.0115681425523873,0.0078023207050155,0.0091026909538698,-0.0182054811196299,Financial Services,9.0
2020-02-19,39.900001525878906,40.5,38.900001525878906,39.150001525878906,15547341.0,41.32250003814697,,-0.8112935392826929,0.0377113324881141,-0.0187969917623576,0.0150375551673083,-0.0250626556831433,Financial Services,9.0
2020-02-20,40.29999923706055,40.84999847412109,39.45000076293945,39.95000076293945,13127946.0,41.15750007629394,,-0.7909251131298262,0.0100250049093909,-0.0086848258249898,0.0136476240067706,-0.0210917739506908,Financial Services,9.0
2020-02-24,39.29999923706055,40.150001525878906,39.20000076293945,39.95000076293945,11688001.0,40.92250003814697,,-0.8418464698863334,-0.0248138962514019,0.016539479351082,0.0216285573872681,-0.002544490485048,Financial Services,9.0
2020-02-25,39.34999847412109,39.84999847412109,38.84999847412109,39.400001525878906,12208845.0,40.70249996185303,,-0.8393004408984202,0.0012722452425239,0.0012707256339716,0.012706480797676,-0.012706480797676,Financial Services,9.0
2020-02-26,38.95000076293945,39.400001525878906,38.79999923706055,39.0,10700264.0,40.48500003814697,,-0.8596688670512868,-0.0101651264724877,0.00128367743469,0.0115532927888315,-0.0038511302423807,Financial Services,9.0
2020-02-27,38.59999847412109,39.04999923706055,38.29999923706055,38.95000076293945,14874412.0,40.2125,,-0.8774914584658006,-0.0089859379194514,0.0090674171672056,0.0116580513142028,-0.0077720012673492,Financial Services,9.0
2020-02-28,36.79999923706055,37.95000076293945,36.59999847412109,37.95000076293945,19992719.0,40.01499996185303,,-0.9691498617776017,-0.0466321064304532,0.0312500421119781,0.0312500421119781,-0.0054348034534206,Financial Services,9.0
2020-03-02,37.45000076293945,39.25,36.900001525878906,37.29999923706055,26350398.0,39.85249996185303,,-0.9360509021860476,0.0176630853085535,-0.0040053811167701,0.0480640640958764,-0.014686227659702,Financial Services,9.0
2020-03-03,37.79999923706055,38.75,37.45000076293945,38.0,19865882.0,39.78249988555908,,-0.9182285050210942,0.0093457534576995,0.0052910255813805,0.0251322958231183,-0.0092592190789766,Financial Services,9.0
2020-03-04,37.400001525878906,38.25,36.650001525878906,38.0,18548658.0,39.625,,-0.9385969311739608,-0.010581950244842,0.0160427392952358,0.0227272310011255,-0.020053475117669,Financial Services,9.0
2020-03-05,37.75,37.95000076293945,36.79999923706055,37.900001525878906,16161886.0,39.46000003814697,,-0.9207745340090076,0.009358247589346,0.003973550354408,0.0052980334553498,-0.0251655831242239,Financial Services,9.0
2020-03-06,36.25,36.400001525878906,34.54999923706055,35.0,27772906.0,39.170000076293945,,-0.9971565691437684,-0.0397350993377483,-0.0344827586206896,0.004137973127694,-0.0468965727707435,Financial Services,9.0
2020-03-09,33.04999923706055,35.75,32.79999923706055,35.0,34178051.0,38.722500038146975,,-1.1601049496145035,-0.0882758831155711,0.0590015373057202,0.0816944273908428,-0.0075642966950408,Financial Services,9.0
2020-03-11,33.29999923706055,34.45000076293945,32.650001525878906,33.04999923706055,27321721.0,38.325,,-1.1473746104253768,0.0075642966950408,-0.0075075076795126,0.0345345811479489,-0.0195194512334474,Financial Services,9.0
2020-03-12,27.549999237060547,32.349998474121094,27.200000762939453,32.099998474121094,57012428.0,37.62749996185303,,-1.4401724117752934,-0.1726726766287927,0.1651542418534748,0.1742286522681111,-0.0127041191946848,Financial Services,9.0
2020-03-13,29.75,30.450000762939453,20.700000762939453,24.799999237060547,57593079.0,37.06749992370605,,-1.3281453880610654,0.0798548393417009,-0.1663865802668723,0.0235294374097294,-0.3042016550272453,Financial Services,9.0
2020-03-16,26.600000381469727,28.0,26.049999237060547,27.200000762939453,41302590.0,36.3524998664856,,-1.488547642419107,-0.1058823401186646,0.02255640499493,0.0526315638516137,-0.0206767344557003,Financial Services,9.0
2020-03-17,25.25,27.700000762939453,25.0,26.25,31237027.0,35.634999942779544,,-1.557291493465348,-0.050751893312384,0.0396039603960396,0.0970297331857208,-0.0099009900990099,Financial Services,9.0
2020-03-18,23.850000381469727,26.350000381469727,22.200000762939453,25.5,62632700.0,34.882499885559085,,-1.628581373499502,-0.0554455294467435,0.069182372836029,0.1048218012584343,-0.069182372836029,Financial Services,9.0
2020-03-19,20.600000381469727,22.799999237060547,20.100000381469727,22.100000381469727,84829514.0,33.9899998664856,,-1.7940757829581504,-0.1362683416359645,0.0728155326321882,0.1067960589733667,-0.0242718442107294,Financial Services,9.0
2020-03-20,20.600000381469727,21.600000381469727,18.25,20.950000762939453,100064207.0,33.02499980926514,,-1.7940757829581504,0.0,0.0169903094654582,0.0485436884214589,-0.1140776863083758,Financial Services,9.0
2020-03-23,18.149999618530277,19.450000762939453,17.75,18.700000762939453,35982238.0,31.917499828338624,38.02099987030029,-1.918833145861505,-0.1189320736684693,0.0303030939927764,0.0716254089108596,-0.0220385469386948,Financial Services,9.0
2020-03-24,19.100000381469727,19.649999618530277,17.649999618530273,19.399999618530277,34858204.0,30.907499885559083,37.5239998626709,-1.8704578180929112,0.0523416409314713,0.0157067660245493,0.0287957709987347,-0.0759162687947484,Financial Services,9.0
2020-03-25,20.450000762939453,20.850000381469727,18.149999618530277,18.5,32781065.0,29.9625,37.04699989318848,-1.8017139670466704,0.0706806468328376,-0.0953545569774914,0.0195598828169811,-0.1124694894181793,Financial Services,9.0
2020-03-26,21.75,22.299999237060547,20.149999618530277,21.25,34294251.0,29.102499961853027,36.58999992370605,-1.7355162421131232,0.0635696424724087,-0.0229885057471264,0.0252873212441631,-0.0735632359296426,Financial Services,9.0
2020-03-27,22.399999618530277,25.0,22.0,23.299999237060547,47413229.0,28.292500019073486,36.13799991607666,-1.7024173796463495,0.0298850399324263,0.0401785550829096,0.116071447578012,-0.0178571261313493,Financial Services,9.0
2020-03-30,21.0,21.799999237060547,20.299999237060547,21.799999237060547,22688589.0,27.50250005722046,35.65799991607666,-1.7737072596805037,-0.0624999840344698,0.0380952017647879,0.0380952017647879,-0.0333333696637835,Financial Services,9.0
2020-03-31,21.100000381469727,22.0,20.850000381469727,21.600000381469727,21614598.0,26.68500003814697,35.20999992370606,-1.7686151045798968,0.0047619229271298,0.0236966820360395,0.0426540095857375,-0.0118483410180197,Financial Services,9.0
2020-04-01,20.600000381469727,21.149999618530277,20.350000381469727,21.0,16262134.0,25.825000095367432,34.76099994659424,-1.7940757829581504,-0.0236966820360394,0.019417456850636,0.0266989915959072,-0.0121359221053647,Financial Services,9.0
2020-04-03,19.649999618530277,20.899999618530277,19.5,20.700000762939453,20511280.0,24.9375,34.289999923706056,-1.8424511107267445,-0.046116541036281,0.0534351737808183,0.0636132327871004,-0.0076335685212339,Financial Services,9.0
