Date_Ticker,Close_VEDL.NS,High_VEDL.NS,Low_VEDL.NS,Open_VEDL.NS,Volume_VEDL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,69.31646728515625,70.76823716893158,68.2980673688273,69.1214550979954,20995863.0,,,-1.09980974729866,,-0.0028133601552227,0.0209440835725656,-0.0146920343204944,Metals & Mining,14.0
2020-01-13,69.53315734863281,69.96652075574501,68.57975917550613,69.55482684150859,9331492.0,,,-1.097983214637922,0.0031260979095362,0.0003116425846609,0.0062324712933623,-0.0137114178254043,Metals & Mining,14.0
2020-01-14,71.50495147705078,71.98165379860438,69.77149810791016,69.94484079978429,19728091.0,,,-1.0813624876972223,0.0283576095722444,-0.0218182188091855,0.0066667036576704,-0.0242424242424241,Metals & Mining,14.0
2020-01-15,71.35327911376953,71.69997114632334,70.11819742683481,71.50495894444948,11633598.0,,,-1.0826409705257372,-0.0021211449018314,0.0021257583752822,0.0048588100905779,-0.0173093893129345,Metals & Mining,14.0
2020-01-16,70.31319427490234,70.94156972710431,69.51146953797631,70.59487777025524,11990967.0,,,-1.0914080957812742,-0.0145765527777471,0.0040061257102272,0.0089368070769935,-0.0114021947828389,Metals & Mining,14.0
2020-01-17,69.12145233154297,70.50821368902889,68.90477066279205,70.50821368902889,9518702.0,,,-1.101453575245323,-0.0169490513928302,0.0200626767914871,0.0200626767914871,-0.0031347962382445,Metals & Mining,14.0
2020-01-20,67.99469757080078,69.29478744108454,67.69134459025437,69.05644292161173,7944434.0,,,-1.1109512621171542,-0.0163010863159772,0.0156151198364458,0.0191204596348122,-0.0044614211311189,Metals & Mining,14.0
2020-01-21,66.69461822509766,68.64475333825958,66.54294501718955,68.03804728142701,10481008.0,,,-1.1219099436015707,-0.0191203048494978,0.0201429904253325,0.0292397672414903,-0.0022741446303238,Metals & Mining,14.0
2020-01-22,66.39126586914062,68.57975217415338,66.21792316903274,67.53968274830581,15503961.0,,,-1.1244669735686013,-0.0045483783254175,0.0172977102353908,0.0329634670519212,-0.0026109262692708,Metals & Mining,14.0
2020-01-23,66.8029556274414,67.34465979766911,66.02290691239328,66.564611082621,12087029.0,,,-1.120996741581203,0.0062009626252982,-0.0035678742442123,0.008108985076181,-0.0116768593203935,Metals & Mining,14.0
2020-01-24,67.56134796142578,68.08138930492339,66.62961934409324,67.17132356640295,8012015.0,,,-1.1146040701986244,0.0113526763428539,-0.0057728924420737,0.0076973204234249,-0.0137908529868958,Metals & Mining,14.0
2020-01-27,64.50614929199219,66.47794761120672,64.1811267190314,66.47794761120672,13357039.0,,,-1.1403570745830052,-0.0452211029178689,0.0305676023271677,0.0305676023271677,-0.0050386292861716,Metals & Mining,14.0
2020-01-28,61.62426376342773,64.02943155027262,61.342580245979065,64.02943155027262,22438597.0,,,-1.164649180819803,-0.0446761364644379,0.0390295581636186,0.0390295581636186,-0.0045709838989725,Metals & Mining,14.0
2020-01-29,61.62426376342773,63.011025087005095,61.4942534428362,62.59933124896488,12603444.0,,,-1.164649180819803,0.0,0.0158227851496997,0.0225034951963249,-0.0021097261476524,Metals & Mining,14.0
2020-01-30,61.08256912231445,62.14430811614654,60.584203863760806,61.60260387310969,15625276.0,,,-1.1692152552316422,-0.0087902817499421,0.008513635858274,0.0173820290974666,-0.0081588784773557,Metals & Mining,14.0
2020-01-31,59.76080322265625,61.40758527249491,59.58746052797847,61.03923039315465,13980768.0,,,-1.1803567378951356,-0.0216390030519417,0.0213924027382168,0.0275562234949067,-0.0029006085147809,Metals & Mining,14.0
2020-02-03,58.13568878173828,59.284105587769695,57.57232173596408,58.22236673887252,13658383.0,,,-1.194055218370659,-0.0271936512443303,0.0014909594940837,0.0197540758542136,-0.0096905542461066,Metals & Mining,14.0
2020-02-04,60.04249572753906,60.19416893819444,58.417383103801626,58.8940788392045,11370911.0,,,-1.1779822840221772,0.0327992492350026,-0.0191267347304457,0.0025260977049261,-0.0270660405442151,Metals & Mining,14.0
2020-02-05,62.014286041259766,62.360971364157606,59.63078807704445,60.36750430710036,17304767.0,,,-1.1613615892364784,0.0328399126290202,-0.0265548769369651,0.0055904106138895,-0.0384346594368515,Metals & Mining,14.0
2020-02-06,62.33932113647461,63.6177417086347,61.84094931166643,62.77268449060345,15736536.0,65.38586139678955,,-1.1586217902453717,0.0052412938366909,0.0069516854888445,0.0205074509772307,-0.0079945019567526,Metals & Mining,14.0
2020-02-07,62.664344787597656,62.96769781846484,61.42925656090969,62.33932226611137,9671106.0,65.05325527191162,,-1.1558820877192666,0.0052137823318848,-0.0051867217727714,0.0048409192164284,-0.0197095849461815,Metals & Mining,14.0
2020-02-10,60.800872802734375,62.27430538957444,60.475850325113846,62.27430538957444,10029897.0,64.6166410446167,,-1.1715897412596017,-0.0297373568841989,0.024233740716528,0.024233740716528,-0.0053456876955541,Metals & Mining,14.0
2020-02-11,60.99589157104492,62.23097976477036,60.75754040579616,61.385915941379295,9087616.0,64.0911880493164,,-1.1699458811579375,0.00320749948678,0.0063942727991785,0.0202487112150311,-0.0039076593375333,Metals & Mining,14.0
