,Close,High,Low,Open,MA_5,MA_15,MA_10,MA_20,MA_25,MA_30,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded
0,1208.63623046875,1218.9925583873214,1203.526511679943,1203.526511679943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042276730251791,0.0085686062170706,-0.0042276730251791,3.0
1,1217.85205078125,1222.1406505012053,1212.3773279431532,1212.6511086384664,0.0,0.0,0.0,0.0,0.0,0.0,0.0076249743969083,-0.0042705861844607,0.0035214455788814,-0.004495392387429,3.0
2,1210.0050048828125,1214.4760509383286,1199.9680127262975,1213.381150892846,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064433490861255,0.0027901917730996,0.0036950641009532,-0.0082950005297598,3.0
3,1207.723876953125,1219.1752171663525,1204.4390654150616,1209.5487846279964,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018852218961758,0.0015110305506877,0.0094817535959603,-0.002719836546041,3.0
4,1203.8004150390625,1216.2097651860704,1202.066730438456,1211.4649383115932,1209.603515625,0.0,0.0,0.0,0.0,0.0,-0.0032486415056732,0.0063669385529179,0.0103084780433517,-0.0014401761113782,3.0
5,1190.0220947265625,1209.8679630974714,1188.014741099921,1204.986357981789,1205.8806884765625,0.0,0.0,0.0,0.0,0.0,-0.0114456849660189,0.0125747776629852,0.0166768906719072,-0.001686820467903,3.0
6,1194.9493408203125,1204.347658464659,1192.1207566327496,1198.9184921305623,1201.300146484375,0.0,0.0,0.0,0.0,0.0,0.0041404660599029,0.003321606343182,0.0078650343770176,-0.0023671164048018,3.0
7,1188.334228515625,1198.873114852466,1186.6005439541998,1190.524139994082,1196.9659912109375,0.0,0.0,0.0,0.0,0.0,-0.0055358935133989,0.0018428413706406,0.0088686213726296,-0.0014589199905407,3.0
8,1180.897705078125,1197.1394278446712,1178.8903512006975,1196.2269740124725,1191.6007568359375,0.0,0.0,0.0,0.0,0.0,-0.0062579392725135,0.01298103033686,0.0137537084683145,-0.0016998541607756,3.0
9,1215.662109375,1222.5510679816607,1191.6645325054455,1192.5769862056795,1193.973095703125,1201.7883056640626,0.0,0.0,0.0,0.0,0.0294389633813159,-0.018989752984231,0.0056668366592445,-0.0197403346575407,3.0
10,1240.2071533203125,1248.099900921919,1215.3884546555294,1215.3884546555294,1204.010107421875,1204.945397949219,0.0,0.0,0.0,0.0,0.0201906794297731,-0.0200117364251108,0.0063640558599229,-0.0200117364251108,3.0
11,1230.5350341796875,1245.408074002436,1222.6879546578386,1222.6879546578386,1211.12724609375,1206.2136962890625,0.0,0.0,0.0,0.0,-0.0077987932215441,-0.0063769655506639,0.0120866447599059,-0.0063769655506639,3.0
12,1228.7559814453125,1236.3749487049072,1220.863233481303,1232.6339102512136,1219.2115966796875,1208.0887939453123,0.0,0.0,0.0,0.0,-0.001445755451864,0.0031559795959974,0.0062005535473632,-0.0064233648366258,3.0
13,1246.1380615234375,1254.5782588443797,1233.7287126039446,1234.6411663683707,1232.25966796875,1211.9302124023438,0.0,0.0,0.0,0.0,0.0141460797266512,-0.0092260203825341,0.0067730836426131,-0.0099582456411949,3.0
14,1250.244140625,1256.2664247560292,1234.5499799637903,1246.3662120109232,1239.17607421875,1216.5745849609375,1214.2508951822915,0.0,0.0,0.0,0.0032950434854246,-0.0031017370832373,0.0048168865066775,-0.0125528767952185,3.0
15,1249.4229736328125,1256.4488230061656,1241.3476687790107,1255.4907020082014,1241.01923828125,1222.5146728515624,1216.9700113932292,0.0,0.0,0.0,-0.0006568053114626,0.0048564245283135,0.0056232753211866,-0.0064632274451638,3.0
16,1174.008544921875,1189.748370838503,1160.6410762869943,1177.0652424608668,1229.7139404296877,1220.4205932617188,1214.0471110026042,0.0,0.0,0.0,-0.0603594061438322,0.00260364164487,0.0134069091615303,-0.0113861766106397,3.0
17,1178.662109375,1192.8508094738131,1174.8298482505454,1182.5400377395006,1219.695166015625,1219.4533813476562,1211.9575846354169,0.0,0.0,0.0,0.0039638250277255,0.0032901103154634,0.0120379708365589,-0.003251365335301,3.0
18,1195.3599853515625,1209.00112328351,1181.6275129450155,1184.273650887771,1209.53955078125,1220.899609375,1211.1333251953124,0.0,0.0,0.0,0.0141668047557893,-0.0092744734637665,0.0114117404791123,-0.0114881479845656,3.0
19,1202.2490234375,1209.0012033783537,1194.4476108042984,1207.0850728044186,1199.94052734375,1219.55830078125,1211.0298990885417,1210.6733032226562,0.0,0.0,0.0057631493193336,0.0040225022209552,0.0056162906429713,-0.0064890155709136,3.0
20,1185.2774658203125,1199.329276375409,1182.5401044673788,1198.097486043293,1187.11142578125,1214.06533203125,1210.7135904947916,1209.5053649902345,0.0,0.0,-0.0141165077170634,0.0108160499061777,0.0118552920816492,-0.0023094688221708,3.0
21,1172.77685546875,1188.4253482550355,1161.6448528313065,1186.1898811094277,1186.865087890625,1208.2895141601562,1209.2354248046877,1207.2516052246094,0.0,0.0,-0.0105465688094483,0.0114369801707219,0.0133431118744502,-0.0094920040291843,3.0
22,1174.23681640625,1185.2318178559271,1171.5906781120032,1178.8903085052243,1185.980029296875,1202.83759765625,1208.2955973307292,1205.4631958007812,0.0,0.0,0.0012448752980518,0.0039629928426332,0.0093635298229937,-0.0022534962771354,3.0
23,1183.7261962890625,1186.052886328555,1167.9407031693868,1176.2440093292803,1183.653271484375,1196.5964111328126,1208.4841634114584,1204.2633117675782,0.0,0.0,0.0080813169458054,-0.0063208763844531,0.001965564373574,-0.013335426020952,3.0
