,Close,High,Low,Open,MA_5,MA_15,MA_10,MA_20,MA_25,MA_30,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded
0,138.32713317871094,139.893097689874,129.2544640663606,129.2544640663606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0655884995507638,0.0113207327816149,-0.0655884995507638,3.0
1,139.4456787109375,142.0804751278723,137.25829854972807,140.43994379978554,0.0,0.0,0.0,0.0,0.0,0.0,0.0080862337454898,0.0071301247771835,0.0188947871407085,-0.0156862527503899,3.0
2,142.60247802734375,147.0021042224466,140.1913820744314,141.63306346576317,0.0,0.0,0.0,0.0,0.0,0.0,0.0226382010944211,-0.0067980204481067,0.0308523824828572,-0.0169078124466394,3.0
3,147.1512451171875,148.14551028689823,139.76882319782885,142.42848556106154,0.0,0.0,0.0,0.0,0.0,0.0,0.031898233135693,-0.0320945945945947,0.0067567567567567,-0.0501689395389042,3.0
4,146.3309783935547,151.20287162356772,145.41128008355605,147.64837670022615,142.77150268554686,0.0,0.0,0.0,0.0,0.0,-0.0055743104516687,0.0090028667964505,0.0332936558170899,-0.006285055427738,3.0
5,147.74778747558594,149.63688493785074,146.40552363520612,146.57952304729685,144.65563354492187,0.0,0.0,0.0,0.0,0.0,0.0096822224356401,-0.0079071534555611,0.0127859610931699,-0.0090848320865827,3.0
6,147.27552795410156,150.63117289482793,146.65411222433744,148.39407626767704,146.2216033935547,0.0,0.0,0.0,0.0,0.0,-0.0031963898042291,0.0075949367088608,0.0227848101265821,-0.0042194092827002,3.0
7,146.70382690429688,147.15124319055224,142.97533256669843,146.60439432011466,147.0418731689453,0.0,0.0,0.0,0.0,0.0,-0.0038818468875756,-0.000677777712282,0.00304979287655,-0.0254151129951828,3.0
8,143.099609375,149.63689945653584,140.31566402527324,146.77838725761532,146.2315460205078,0.0,0.0,0.0,0.0,0.0,-0.0245679857530104,0.0257078121923792,0.0456834935475227,-0.0194545978279457,3.0
9,144.46673583984375,146.40554993546257,142.9753380476319,143.02505434162887,145.85869750976562,144.31510009765626,0.0,0.0,0.0,0.0,0.0095536701379884,-0.0099793318498808,0.0134204880060984,-0.0103234684686529,3.0
10,145.21241760253906,145.63498329473106,142.52790492755622,144.93898560345903,145.35162353515625,145.00362854003907,0.0,0.0,0.0,0.0,0.0051616156367094,-0.0018829794558509,0.0029099831761536,-0.0184867983007529,3.0
11,145.73440551757812,148.49350030161156,143.42274217023447,145.38642183171913,145.04339904785155,145.63250122070312,0.0,0.0,0.0,0.0,0.0035946506755902,-0.0023877936347502,0.0189323500805074,-0.015862166103699,3.0
12,145.06326293945312,147.17607614467536,141.6827678796097,145.78411116033524,144.7152862548828,145.87857971191406,0.0,0.0,0.0,0.0,-0.0046052445593847,0.0049691989982534,0.0145647709999745,-0.0233035917664031,3.0
13,147.99635314941406,150.3825831104228,144.96384182764209,145.03840866930858,145.69463500976562,145.9630905151367,0.0,0.0,0.0,0.0,0.020219386704304,-0.0199866038396175,0.0161235727112791,-0.0204904462659996,3.0
14,151.45143127441406,155.00592604192036,148.76691848636014,148.76691848636014,147.0915740966797,146.47513580322266,145.24059143066407,0.0,0.0,0.0,0.0233456977248069,-0.0177252388139526,0.0234695356629937,-0.0177252388139526,3.0
15,149.7611846923828,154.9810766069721,148.81663585638017,153.8128120489743,148.00132751464844,146.67647552490234,146.00286153157552,0.0,0.0,0.0,-0.0111603209544365,0.0270539216480809,0.0348547717842324,-0.0063070336812759,3.0
16,140.06710815429688,142.67705426897322,135.4686316665338,137.7057283362564,146.86786804199218,145.95563354492188,146.0442901611328,0.0,0.0,0.0,-0.0647302340589657,-0.0168589174800354,0.0186335403726709,-0.0328305235137532,3.0
17,139.71908569335938,144.0192940365397,138.3768370207955,140.68850015516676,145.79903259277344,145.2571594238281,145.85206400553386,0.0,0.0,0.0,-0.0024846837028584,0.00693831094726,0.0307775299404546,-0.0096067667914009,3.0
18,140.7382354736328,142.1799169115565,139.17227089155568,139.39597144826257,144.3474090576172,145.0210220336914,145.42453002929688,0.0,0.0,0.0,0.0072942774798151,-0.0095373088972805,0.0102437083502711,-0.0111267885149128,3.0
19,140.39022827148438,142.30419161213973,139.69424573977733,141.08621080319142,142.13516845703126,144.61337127685547,145.02848002115886,144.4642356872559,0.0,0.0,-0.0024727267680831,0.0049574855762835,0.0136331663835902,-0.0049574855762836,3.0
20,140.48963928222656,141.88160413195388,139.74394057602714,140.6884892362906,140.280859375,144.1410934448242,144.5446034749349,144.57236099243164,0.0,0.0,0.0007081049156067,0.001415406538731,0.0099079537597148,-0.0053078555116893,3.0
21,138.4265594482422,141.35963834948757,136.76116243365885,140.61393955232614,139.95274963378907,143.41030883789062,143.95467224121094,144.5214050292969,0.0,0.0,-0.0146849251270401,0.015801737129079,0.0211887004411321,-0.0120309066498617,3.0
22,138.57569885253906,141.5833447232475,137.7057168866487,137.95428316261737,139.724072265625,142.7615524291992,143.4127970377604,144.32006607055663,0.0,0.0,0.0010773900968956,-0.0044843049327353,0.0217039920823991,-0.0062780269058294,3.0
23,138.40170288085938,141.40936399794765,137.7802871754215,138.42656861184602,139.25676574707032,141.80208740234374,143.09960327148437,143.88258895874023,0.0,0.0,-0.0012556023395187,0.0001796634757309,0.021731388086152,-0.004489942627171,3.0
24,139.99252319335938,141.48392078028164,138.2028430547965,139.91795634826943,139.1772247314453,140.65619659423828,142.80132242838542,143.56566619873047,143.40683349609375,0.0,0.0114942249942504,-0.0005326487685842,0.0106534088600025,-0.012784112306419,3.0
